No.,z_score_x,z_score_y,	
0,-1.93363761329888,-1.3221054350959,	
1,-1.79902803736622,-1.20549498941535,	
2,-1.74348512808591,-1.17991706485133,	
3,-1.64795116764461,-1.10852561842114,	
4,-1.6033285532771,-1.09548025526463,	
5,-1.64620657480049,-1.18275913279018,	
6,-1.72995864153128,-1.31695115651398,	
7,-1.7549618287329,-1.38386700470115,	
8,-1.76880849913374,-1.43805064345549,	
9,-1.78567120494244,-1.49293015104932,	
10,-1.65842236157582,-1.38829477293836,	
11,-1.55344511977612,-1.30642038211105,	
12,-1.41742978663288,-1.18901697720307,	
13,-1.37104605862779,-1.17446273430924,	
14,-1.35511426166859,-1.19490315816723,	
15,-1.40226923382908,-1.28388488158548,	
16,-1.39249818195452,-1.31543952506216,	
17,-1.37454743223149,-1.33382386718496,	
18,-1.43827090439722,-1.44596093272601,	
19,-1.41316068135527,-1.45632325688708,	
20,-1.41984345370481,-1.49961037658294,	
21,-1.43360243747417,-1.55380626700454,	
22,-1.40726591143997,-1.56319872725973,	
23,-1.32974505927912,-1.51418292772493,	
24,-1.32466886922504,-1.54815843803728,	
25,-1.25689841475832,-1.51056321901231,	
26,-1.34052380311407,-1.64627622890595,	
27,-1.36440913791386,-1.71381433837911,	
28,-1.38711810360209,-1.78017350399945,	
29,-1.46002047520767,-1.90413103092913,	
30,-1.5127562429667,-2.00519553108485,	
31,-1.42570806582044,-1.94644581390639,	
32,-1.38829293045166,-1.9446527776047,	
33,-1.3806345690659,-1.97707894571332,	
34,-1.19345616782494,-1.80402293402698,	
35,-1.1462906318368,-1.79142075461738,	
36,-1.08863957778751,-1.76689605972317,	
37,-1.02924637475845,-1.74043407805089,	
38,-1.0130166793066,-1.76351542608733,	
39,-0.985513669678177,-1.77368990193478,	
40,-0.988445133035964,-1.81877900235106,	
41,-0.920800911954871,-1.78273742631645,	
42,-0.942884506092719,-1.84962574445286,	
43,-0.896088464273816,-1.83708540931254,	
44,-0.950939641712487,-1.94105795643111,	
45,-0.894125877573127,-1.91604815628794,	
46,-0.950720022607818,-2.02074027317045,	
47,-0.927243945703641,-2.03213409758953,	
48,-0.92617709832647,-2.06675146170302,	
49,-0.942939163900228,-2.12453015244217,	
50,-0.918354314049978,-2.13570972187131,	
51,-0.926437433371751,-2.18157200047691,	
52,-0.898153148140412,-2.1821544463298,	
53,-0.879669607538335,-2.19401497758524,	
54,-0.837730882010143,-2.18109383921438,	
55,-0.873177509179335,-2.25216197250758,	
56,-0.869731760915232,-2.2755763881951,	
