No.,z_score_x,z_score_y,	
0,2.44334493842594,0,	
1,2.46888692591384,0,	
2,2.54348248195936,0,	
3,2.51879425429364,0,	
4,2.5741466789214,0,	
5,2.56953168186885,0,	
6,2.63445197724932,0,	
7,2.60039356893707,0,	
8,2.59586032364456,0,	
9,2.65613233066191,0,	
10,2.61820626359536,0,	
11,2.66372953122319,0,	
12,2.68072886962641,0,	
13,2.67649203435431,0,	
14,2.80310072046916,0,	
15,2.79614485710332,0,	
16,2.84593082575179,0,	
17,2.85302961063468,0,	
18,2.88030982091521,0,	
19,2.9775938849461,0,	
20,2.96155465040613,0,	
21,3.03061666033739,0,	
22,3.04750032694199,0,	
23,3.06607339263131,0,	
24,3.0540437041068,0,	
25,2.97125490390628,0,	
26,2.83942240859858,0,	
27,2.75859433095835,0,	
28,2.72709829143817,0,	
29,2.67545059122095,0,	
30,2.6538142056283,0,	
31,2.67299220285391,0,	
32,2.74160544052175,0,	
33,2.73101950368565,0,	
34,2.7403607421456,0,	
35,2.69007052484208,0,	
36,2.72017031393719,0,	
37,2.62008551471178,0,	
38,2.64132872834013,0,	
39,2.6298522900712,0,	
40,2.60942540468876,0,	
41,2.61979944576937,0,	
42,2.66186003940637,0,	
43,2.63290151154222,0,	
44,2.67367643266663,0,	
45,2.68595423266403,0,	
46,2.71007217716756,0,	
47,2.75471671217134,0,	
48,2.72352023591967,0,	
49,2.76613601855749,0,	
50,2.78310373776861,0,	
51,2.84594061624993,0,	
52,2.8441099837464,0,	
53,2.87035159582515,0,	
54,2.80317177580546,0,	
55,2.86238398813624,0,	
56,2.78875992288917,0,	
57,2.75042133916113,0,	
58,2.68736226318004,0,	
59,2.69962338978156,0,	
60,2.61672351197508,0,	
61,2.62252997370875,0,	
62,2.52711382469928,0,	
63,2.51056415246092,0,	
64,2.36178469148745,0,	
65,2.30890492251257,0,	
66,2.21195638087594,0,	
67,2.11212032966899,0,	
68,2.01136282820868,0,	
69,1.97755117201522,0,	
70,1.76253378861975,0,	
71,1.71391401641096,0,	
72,1.64118457708377,0,	
73,1.4568516526926,0,	
74,1.33692696794308,0,	
75,1.34362000647659,0,	
76,1.26896294675939,0,	
77,1.15970233356026,0,	
78,1.16445031531846,0,	
79,1.15600337372926,0,	
80,1.02313721962845,0,	
81,0.902447007765377,0,	
82,0.81524439191916,0,	
83,0.784400272101537,0,	
84,0.684508166920665,0,	
85,0.654544001880973,0,	
86,0.587950906954061,0,	
87,0.54611989213862,0,	
88,0.434557806810882,0,	
89,0.414475555027914,0,	
90,0.31545582763371,0,	
91,0.33064052912244,0,	
92,0.448556289007741,0,	
93,0.429177457308771,0,	
94,0.260284805683618,0,	
95,0.251792365068574,0,	
96,0.277954905845772,0,	
97,0.177453240352749,0,	
98,0.0893011662112615,0,	
99,0.103824122189356,0,	
100,-0.0311634696898052,0,	
101,-0.0168367748773592,0,	
102,0.0313000437136842,0,	
103,-0.0575987364692369,0,	
104,-0.124355621725032,0,	
105,-0.16752021576162,0,	
106,-0.187466791806411,0,	
107,-0.221195899630629,0,	
108,-0.241444399523654,0,	
109,-0.228050355749394,0,	
110,-0.23794837118949,0,	
111,-0.246842496149056,0,	
112,-0.340493501364134,0,	
113,-0.304262063813842,0,	
114,-0.26779899157539,0,	
115,-0.218978200055303,0,	
116,-0.323749423358224,0,	
117,-0.3126107770284,0,	
118,-0.335784762129738,0,	
119,-0.394725078563375,0,	
120,-0.38469241238093,0,	
121,-0.420262709036102,0,	
122,-0.444691618340269,0,	
123,-0.435320103280967,0,	
124,-0.400794283334462,0,	
125,-0.41552240615995,0,	
126,-0.381849788850608,0,	
