No.,z_score_x,z_score_y,	
0,-0.694030018173719,0,	
1,-0.690474959836371,0,	
2,-0.694251948485539,0,	
3,-0.726753938468208,0,	
4,-0.79023462458229,0,	
5,-0.831451724836848,0,	
6,-0.820176025578643,0,	
7,-0.87472648443211,0,	
8,-0.884899288848035,0,	
9,-0.889201112768406,0,	
10,-0.922066070398465,0,	
11,-0.939737640635597,0,	
12,-0.979710332020842,0,	
13,-0.974919303173256,0,	
14,-0.896305526432341,0,	
15,-0.834462958045257,0,	
16,-0.790218178676887,0,	
17,-0.711068894355559,0,	
18,-0.698790507624002,0,	
19,-0.642009174969999,0,	
20,-0.608651025611515,0,	
21,-0.626949026788403,0,	
22,-0.546545668503565,0,	
23,-0.564147791432762,0,	
24,-0.521389171273247,0,	
25,-0.53907238413575,0,	
26,-0.519112278153838,0,	
27,-0.498952895701234,0,	
28,-0.501007683596293,0,	
29,-0.48811389262461,0,	
30,-0.481772220626048,0,	
31,-0.470022495759501,0,	
32,-0.456503942324722,0,	
33,-0.436072962694779,0,	
34,-0.444853838453192,0,	
35,-0.431375152732228,0,	
36,-0.440484961066118,0,	
37,-0.458256713025999,0,	
38,-0.406535177001403,0,	
39,-0.400738991129843,0,	
40,-0.42528856054089,0,	
41,-0.374010961858078,0,	
42,-0.384090829073344,0,	
43,-0.401523269689573,0,	
44,-0.388562739085231,0,	
45,-0.361052558542564,0,	
46,-0.348683285143281,0,	
47,-0.345506781519978,0,	
48,-0.335191508562621,0,	
49,-0.301019463484961,0,	
50,-0.328531792596385,0,	
51,-0.349374511432459,0,	
52,-0.286979761386203,0,	
53,-0.318266889156014,0,	
54,-0.278468444364422,0,	
55,-0.334559500098486,0,	
56,-0.305463949414645,0,	
57,-0.291362340235826,0,	
58,-0.32548387680478,0,	
59,-0.249880003116992,0,	
60,-0.165028888736858,0,	
61,-0.0722512859449841,0,	
62,-0.0037881284547179,0,	
63,0.0738744004730219,0,	
64,0.192827441046546,0,	
65,0.321454244430861,0,	
66,0.291551093424227,0,	
67,0.370630785041633,0,	
68,0.366277716953368,0,	
69,0.337012640788145,0,	
70,0.323236224384337,0,	
71,0.259301385412287,0,	
72,0.253992004059149,0,	
73,0.247818046739996,0,	
74,0.208084525592811,0,	
75,0.244434749421626,0,	
76,0.238302167426492,0,	
77,0.223895586582693,0,	
78,0.23448487823354,0,	
79,0.271183255934847,0,	
80,0.281623200675569,0,	
81,0.259099289798279,0,	
82,0.304581368324894,0,	
83,0.265476841781654,0,	
84,0.223482026163395,0,	
85,0.209447218892217,0,	
86,0.134297250945214,0,	
87,0.0419343760662489,0,	
88,0.0187665771514041,0,	
89,-0.0303292608538424,0,	
90,-0.0793395337518076,0,	
91,-0.0336529359442662,0,	
92,-0.0227970920349638,0,	
93,-0.0630158643736355,0,	
94,-0.0448186169820329,0,	
95,-0.0850358804311153,0,	
96,-0.117160273583018,0,	
97,-0.140054225624281,0,	
98,-0.241196121445916,0,	
99,-0.221200843645207,0,	
100,-0.305946765341791,0,	
101,-0.260497574679984,0,	
102,-0.346598855739235,0,	
103,-0.325599933703698,0,	
104,-0.394190633478879,0,	
105,-0.461725921408927,0,	
106,-0.494936782352153,0,	
107,-0.580928353248808,0,	
108,-0.631788496614954,0,	
109,-0.621956458099658,0,	
110,-0.690643964643915,0,	
111,-0.691124513723876,0,	
112,-0.706894456192029,0,	
113,-0.6807714297011,0,	
114,-0.646579691901769,0,	
115,-0.514661533848104,0,	
116,-0.38199217414634,0,	
117,-0.311080928735752,0,	
118,-0.267125355839985,0,	
119,-0.160860158691094,0,	
120,0.0346385101917653,0,	
121,0.070885553211342,0,	
122,0.115408085204372,0,	
123,0.275424159617103,0,	
124,0.221905735758869,0,	
125,0.337228336867268,0,	
126,0.372904305656215,0,	
127,0.471575042568986,0,	
128,0.507146189244039,0,	
129,0.56099215261937,0,	
130,0.541937952880473,0,	
131,0.621295437718091,0,	
132,0.64802257355337,0,	
133,0.719026528045134,0,	
134,0.764044974595338,0,	
135,0.76204730897785,0,	
136,0.752468600724213,0,	
137,0.70407528546493,0,	
138,0.618498408531434,0,	
139,0.542024613384238,0,	
140,0.446324845724025,0,	
141,0.340084677950855,0,	
142,0.272424363893824,0,	
143,0.259792493401339,0,	
144,0.217816791797373,0,	
145,0.120250330923646,0,	
146,0.10639836601977,0,	
147,0.0653775239068886,0,	
148,-0.0237227095461044,0,	
149,-0.0752731309955456,0,	
150,-0.0991779928685487,0,	
151,-0.13145800692876,0,	
152,-0.118199735097964,0,	
153,-0.159960232131543,0,	
154,-0.135462551978911,0,	
155,-0.206320599792496,0,	
156,-0.125643421033261,0,	
157,-0.101626643610986,0,	
158,-0.0387154038518914,0,	
159,-0.0140919393935905,0,	
160,0.0666207973063752,0,	
161,0.110834031450577,0,	
162,0.125233270715618,0,	
163,0.132387839667992,0,	
164,0.213436130524205,0,	
165,0.153314453698665,0,	
166,0.112092102885633,0,	
167,0.0603399042950375,0,	
168,0.105327774125034,0,	
169,0.119654561480945,0,	
170,0.0889821824964224,0,	
171,0.0657910713497325,0,	
172,0.0629692063291629,0,	
173,0.0981632488209521,0,	
174,0.104873646518363,0,	
175,0.148910223760068,0,	
176,0.174388965180745,0,	
177,0.181508679937394,0,	
178,0.216208327808172,0,	
179,0.270317394805205,0,	
180,0.248131994817955,0,	
181,0.273515154276191,0,	
182,0.345751868775742,0,	
183,0.305652580716076,0,	
184,0.321577050105969,0,	
185,0.366053043447346,0,	
186,0.380844672866689,0,	
187,0.368267904471988,0,	
188,0.326747096033311,0,	
189,0.342737575328953,0,	
190,0.366534338082712,0,	
191,0.38222085937678,0,	
192,0.331878436029601,0,	
193,0.308603237792426,0,	
194,0.294177930323235,0,	
195,0.271851788360711,0,	
196,0.239709831360999,0,	
197,0.215777752692084,0,	
198,0.257026290955034,0,	
199,0.196681453292138,0,	
200,0.172593754173928,0,	
201,0.185428532727071,0,	
202,0.217360396586256,0,	
203,0.183330064770455,0,	
204,0.167899044893443,0,	
205,0.189410344618051,0,	
206,0.201266525429275,0,	
207,0.20427044490824,0,	
208,0.224620473277253,0,	
209,0.198709403032731,0,	
210,0.246355831439207,0,	
211,0.220770995207306,0,	
212,0.277387691569671,0,	
213,0.277640413303055,0,	
214,0.268948675772132,0,	
215,0.288778977588218,0,	
216,0.344000489198511,0,	
217,0.353612692330602,0,	
218,0.416779071880048,0,	
219,0.443171557067734,0,	
220,0.46132646222143,0,	
221,0.515806837656608,0,	
222,0.523928509819517,0,	
223,0.586204216006874,0,	
224,0.630244104693927,0,	
225,0.691515109645939,0,	
226,0.689914574930948,0,	
227,0.706582087094574,0,	
228,0.785038350097328,0,	
229,0.764776126612085,0,	
230,0.779475399661599,0,	
231,0.813179866568091,0,	
232,0.836079004815551,0,	
233,0.833363446308841,0,	
234,0.796105809992297,0,	
235,0.818697109853015,0,	
236,0.807775694312775,0,	
237,0.760107137545253,0,	
