No.,z_score_x,z_score_y,	
0,-0.34364974337542,0,	
1,-0.302172024947298,0,	
2,-0.290465918042648,0,	
3,-0.345426805109172,0,	
4,-0.394267918447797,0,	
5,-0.396582401702758,0,	
6,-0.437971692983636,0,	
7,-0.455596799323629,0,	
8,-0.459565880784951,0,	
9,-0.49225154903339,0,	
10,-0.539877016213162,0,	
11,-0.527431925665456,0,	
12,-0.537819629069279,0,	
13,-0.555644945219772,0,	
14,-0.528771517842722,0,	
15,-0.577587037109024,0,	
16,-0.556176376351381,0,	
17,-0.581796938517953,0,	
18,-0.591988956774462,0,	
19,-0.579098541501472,0,	
20,-0.620648578409718,0,	
21,-0.593400151928803,0,	
22,-0.603500691052548,0,	
23,-0.620781414133952,0,	
24,-0.608145934178246,0,	
25,-0.595502290566273,0,	
26,-0.560490743412953,0,	
27,-0.615560849750646,0,	
28,-0.609596635664756,0,	
29,-0.596793922776875,0,	
30,-0.568841977540136,0,	
31,-0.57116710047676,0,	
32,-0.572576083490727,0,	
33,-0.604348532913953,0,	
34,-0.568496021583419,0,	
35,-0.55560631523559,0,	
36,-0.587749436026537,0,	
37,-0.566438818870856,0,	
38,-0.568595492403212,0,	
39,-0.547037346505598,0,	
40,-0.519774506041843,0,	
41,-0.482769719270021,0,	
42,-0.484585069262172,0,	
43,-0.480166080935067,0,	
44,-0.482843956792677,0,	
45,-0.425157059738318,0,	
46,-0.428597195859312,0,	
47,-0.41810179217144,0,	
48,-0.391998083857874,0,	
49,-0.381049766549069,0,	
50,-0.385699815358141,0,	
51,-0.375689584567106,0,	
52,-0.375582668945763,0,	
53,-0.336860173513741,0,	
54,-0.359974156350857,0,	
55,-0.338313376195571,0,	
56,-0.357180266231742,0,	
57,-0.302965921181958,0,	
58,-0.265379875216173,0,	
59,-0.253536510371117,0,	
60,-0.266703225542804,0,	
61,-0.263484520297847,0,	
62,-0.276763206293294,0,	
63,-0.289812444117697,0,	
64,-0.312035823862096,0,	
65,-0.301758210478492,0,	
66,-0.266763123127737,0,	
67,-0.249125698998473,0,	
68,-0.297281444561623,0,	
69,-0.253486542612486,0,	
70,-0.267977983638348,0,	
71,-0.225311556172348,0,	
72,-0.223336493777525,0,	
