time,Fx,Tx,Fy
216,-27.9316,0.526166,-11.2259
217,-28.3543,0.530662,-11.3103
218,-28.6819,0.544701,-11.5734
219,-29.0189,0.548744,-11.6491
220,-29.2788,0.563872,-11.9319
221,-29.5193,0.573913,-12.1193
222,-29.7607,0.586376,-12.3515
223,-29.9725,0.598264,-12.5726
224,-30.1938,0.612308,-12.8333
225,-30.4309,0.620093,-12.9776
226,-30.6591,0.6321,-13.1999
227,-30.9123,0.646747,-13.4704
228,-31.1192,0.663841,-13.7854
229,-31.3767,0.683315,-14.1432
230,-31.616,0.704402,-14.5293
231,-31.8363,0.728758,-14.9737
232,-32.1271,0.750036,-15.3603
233,-32.3607,0.77379,-15.7903
234,-32.5872,0.798994,-16.2446
235,-32.8336,0.821858,-16.6548
236,-33.1189,0.836043,-16.9085
237,-33.372,0.866628,-17.4531
238,-33.6315,0.893853,-17.9351
239,-33.8674,0.91638,-18.332
240,-34.1169,0.94037,-18.7526
241,-34.3401,0.967481,-19.2255
242,-34.4884,1.00145,-19.8141
243,-34.5644,1.03563,-20.402
244,-34.604,1.07289,-21.0378
245,-34.6008,1.10549,-21.5897
246,-34.5885,1.13491,-22.0842
247,-34.5731,1.1663,-22.6079
248,-34.4862,1.19806,-23.1339
249,-34.4,1.22827,-23.6304
250,-34.3273,1.25769,-24.1103
251,-34.1569,1.29971,-24.7893
252,-34.0016,1.33022,-25.2779
253,-33.8196,1.36509,-25.8315
254,-33.5973,1.40547,-26.4661
255,-33.4,1.43837,-26.9779
256,-33.0641,1.47261,-27.5058
257,-32.6479,1.50651,-28.0235
258,-32.209,1.55179,-28.7072
259,-31.6841,1.59069,-29.2876
260,-31.0825,1.63586,-29.9533
261,-30.4724,1.67505,-30.5237
262,-29.8812,1.704,-30.9408
263,-29.2653,1.73927,-31.4441
264,-28.7538,1.76582,-31.8194
265,-28.2398,1.79171,-32.1825
266,-27.75,1.81428,-32.4967
267,-27.2359,1.82178,-32.6006
268,-26.7328,1.83933,-32.8428
269,-26.232,1.86052,-33.1335
270,-25.7165,1.88916,-33.5235
271,-25.1746,1.9017,-33.693
272,-24.582,1.91598,-33.8853
273,-24.0216,1.93197,-34.0996
274,-23.4706,1.93933,-34.198
275,-22.8978,1.9453,-34.2775
276,-22.4084,1.94661,-34.295
277,-21.912,1.94076,-34.217
278,-21.4381,1.94097,-34.2198
279,-20.9065,1.92852,-34.0535
280,-20.4555,1.92684,-34.0311
281,-19.9882,1.90985,-33.8029
282,-19.4984,1.89149,-33.555
283,-19.0316,1.88488,-33.4653
284,-18.5555,1.86735,-33.2268
285,-18.0917,1.85737,-33.0904
286,-17.6796,1.84234,-32.8842
287,-17.2968,1.83343,-32.7615
288,-16.8855,1.82405,-32.632
289,-16.5144,1.80537,-32.373
290,-16.1433,1.78964,-32.1536
291,-15.8408,1.7738,-31.9317
292,-15.6002,1.74081,-31.466
293,-15.2675,1.70733,-30.9885
294,-15.0198,1.67429,-30.5128
295,-14.7664,1.64779,-30.1276
296,-14.4709,1.62011,-29.7221
297,-14.2875,1.5922,-29.31
298,-14.1181,1.56752,-28.9427
299,-13.8747,1.54124,-28.5488
300,-13.6011,1.50499,-28.0004
301,-13.2617,1.46014,-27.3141
302,-13.1331,1.4229,-26.7379
303,-12.9029,1.37814,-26.0373
304,-12.6961,1.33212,-25.3083
305,-12.4444,1.28505,-24.5532
306,-12.1206,1.23894,-23.8048
307,-12.2345,1.20248,-23.2068
308,-12.142,1.16708,-22.6209
309,-12.0101,1.12717,-21.9545
310,-11.9237,1.0897,-21.3229
311,-11.8507,1.05382,-20.713
312,-11.7984,0.998527,-19.7636
313,-11.7851,0.974222,-19.3426
314,-11.7636,0.941564,-18.7735
315,-11.7629,0.901388,-18.068
316,-11.7471,0.867308,-17.4651
317,-11.7215,0.841932,-17.0136
318,-11.7353,0.811335,-16.4662
319,-11.7552,0.783215,-15.9604
320,-11.7996,0.7556,-15.4612
321,-11.8828,0.727107,-14.9436
322,-11.9494,0.698556,-14.4224
323,-12.031,0.679102,-14.0659
324,-12.1763,0.648522,-13.5032
325,-12.3443,0.625285,-13.0738
326,-12.4648,0.608478,-12.7623
327,-12.6577,0.585595,-12.337
328,-12.8219,0.570664,-12.0587
329,-12.983,0.558322,-11.8282
330,-13.1225,0.545921,-11.5962
331,-13.2941,0.535186,-11.3951
332,-13.3683,0.527583,-11.2525
333,-13.4996,0.525579,-11.2149
334,-13.5529,0.525002,-11.2041
335,-13.611,0.521513,-11.1386
336,-13.7046,0.518474,-11.0815
337,-13.8425,0.509285,-10.9087
338,-14.0332,0.498943,-10.7141
339,-14.1115,0.501592,-10.7639
340,-14.2466,0.485041,-10.452
341,-14.4721,0.48618,-10.4735
342,-14.6395,0.483072,-10.4148
343,-14.808,0.477762,-10.3146
344,-14.9655,0.470669,-10.1806
345,-15.1978,0.458418,-9.9489
346,-15.2917,0.452672,-9.8401
347,-15.4486,0.459271,-9.96503
348,-15.656,0.451007,-9.80857
349,-15.8073,0.444416,-9.68366
350,-15.9763,0.428222,-9.37639
351,-16.1391,0.438603,-9.57342
352,-16.2855,0.431159,-9.43216
353,-16.5022,0.421097,-9.24101
354,-16.7905,0.404301,-8.92151
355,-17.0048,0.406582,-8.96493
356,-17.3289,0.401455,-8.86731
357,-17.6905,0.393471,-8.71519
358,-18.1846,0.386574,-8.58366
359,-18.6379,0.388991,-8.62976
360,-19.0991,0.385063,-8.55484
361,-19.6497,0.372523,-8.31546
362,-20.1108,0.370232,-8.27169
363,-20.5943,0.361293,-8.10084
364,-21.0378,0.375019,-8.36314
365,-21.5266,0.383737,-8.52955
366,-21.9645,0.416344,-9.15066
367,-22.5446,0.400475,-8.84863
368,-23.0752,0.411857,-9.06532
369,-23.6617,0.416228,-9.14846
370,-24.1824,0.421364,-9.24609
371,-24.7422,0.427734,-9.36713
372,-25.295,0.428564,-9.38289
373,-25.7576,0.449733,-9.78444
374,-26.2172,0.460749,-9.993
375,-26.6121,0.471794,-10.2019
376,-27.0278,0.48325,-10.4182
377,-27.4315,0.493413,-10.6099
378,-27.843,0.496448,-10.6671
379,-28.1899,0.509155,-10.9063
380,-28.5814,0.520519,-11.1199
381,-28.9804,0.535176,-11.3949
382,-29.3757,0.55227,-11.7151
383,-29.7127,0.57334,-12.1086
384,-30.0515,0.601545,-12.6336
385,-30.4097,0.620812,-12.991
386,-30.7271,0.634711,-13.2481
387,-31.0021,0.650713,-13.5436
388,-31.2931,0.668902,-13.8785
389,-31.5077,0.694547,-14.349
390,-31.8159,0.718383,-14.7846
391,-32.1075,0.740094,-15.1798
392,-32.421,0.770643,-15.7335
393,-32.741,0.80262,-16.3097
394,-33.0515,0.842054,-17.0158
395,-33.3688,0.878587,-17.6651
396,-33.7092,0.911364,-18.2437
397,-34.0693,0.95217,-18.9588
398,-34.4015,0.991307,-19.6388
399,-34.7067,1.03016,-20.3083
400,-34.9798,1.09331,-21.384
401,-35.2387,1.11583,-21.7639
402,-35.4085,1.16056,-22.5125
403,-35.5509,1.20628,-23.2693
404,-35.6316,1.25402,-24.0506
405,-35.663,1.30527,-24.8787
406,-35.5942,1.34972,-25.5881
407,-35.5127,1.39159,-26.2487
408,-35.3947,1.44365,-27.0596
409,-35.2409,1.4893,-27.7613
410,-35.058,1.53317,-28.4271
411,-34.8454,1.57417,-29.0419
412,-34.5776,1.61133,-29.5928
413,-34.2849,1.65173,-30.185
414,-33.9601,1.67853,-30.5741
415,-33.6331,1.70957,-31.0207
416,-33.3165,1.73486,-31.3815
417,-32.8905,1.7589,-31.7219
418,-32.4386,1.77125,-31.8958
419,-31.9689,1.78819,-32.1333
420,-31.3761,1.8093,-32.4276
421,-30.7532,1.82943,-32.7063
422,-30.1265,1.84866,-32.971
423,-29.4904,1.86851,-33.2426
424,-28.8993,1.88273,-33.4362
425,-28.2902,1.88974,-33.5312
426,-27.727,1.90964,-33.8001
427,-27.1683,1.91561,-33.8804
428,-26.674,1.93173,-34.0964
429,-26.1729,1.93611,-34.155
430,-25.6987,1.95294,-34.3791
431,-25.1999,1.96534,-34.5435
432,-24.7056,1.97203,-34.6319
433,-24.2202,1.98039,-34.7421
434,-23.8132,1.99235,-34.8992
435,-23.3832,1.99766,-34.9688
436,-23.0191,2.00014,-35.0012
437,-22.6068,2.00436,-35.0564
438,-22.2798,2.01838,-35.2392
439,-21.9821,2.00849,-35.1103
440,-21.5926,2.00032,-35.0037
441,-21.1983,1.98939,-34.8604
442,-20.8386,1.96744,-34.5712
443,-20.4562,1.95946,-34.4656
444,-20.1107,1.94824,-34.3166
445,-19.7301,1.93673,-34.1633
446,-19.3694,1.91911,-33.9274
447,-19.0056,1.89127,-33.5519
448,-18.6359,1.86504,-33.1953
449,-18.2164,1.84198,-32.8792
450,-17.873,1.81631,-32.5248
451,-17.4575,1.77658,-31.9708
452,-17.063,1.75727,-31.6989
453,-16.6576,1.7216,-31.1926
454,-16.2058,1.6946,-30.8058
455,-15.9176,1.6687,-30.4318
456,-15.6282,1.63313,-29.9133
457,-15.274,1.6026,-29.464
458,-15.0476,1.55732,-28.7902
459,-14.6927,1.5198,-28.2251
460,-14.4623,1.48513,-27.6976
461,-14.4402,1.44473,-27.0765
462,-14.2594,1.40794,-26.5046
463,-13.9133,1.37786,-26.0329
464,-13.6549,1.349,-25.5766
465,-13.4094,1.31934,-25.1041
466,-13.2495,1.2886,-24.6105
467,-13.0095,1.25602,-24.083
468,-12.7559,1.22263,-23.538
469,-12.5236,1.20155,-23.1914
470,-12.3547,1.16756,-22.629
471,-12.241,1.14081,-22.183
472,-12.1416,1.10209,-21.5323
473,-12.0511,1.0705,-20.9972
474,-12.0322,1.00913,-19.9466
475,-12.0422,0.970823,-19.2836
476,-12.0395,0.921801,-18.4272
477,-12.0309,0.87368,-17.5782
478,-11.8594,0.90146,-18.0693
479,-11.7715,0.863725,-17.4015
480,-11.6898,0.838576,-16.9537
481,-11.6626,0.80347,-16.325
482,-11.6231,0.788279,-16.0517
483,-11.667,0.770232,-15.726
484,-11.6674,0.757145,-15.4892
485,-11.6901,0.75004,-15.3604
486,-11.752,0.734919,-15.0858
487,-11.8754,0.722455,-14.8588
488,-11.9191,0.711583,-14.6605
489,-11.9949,0.700469,-14.4574
490,-12.0852,0.694391,-14.3462
491,-12.2183,0.692719,-14.3155
492,-12.3322,0.68709,-14.2124
493,-12.399,0.676897,-14.0254
494,-12.5376,0.668935,-13.8791
495,-12.6282,0.657086,-13.661
496,-12.7881,0.64832,-13.4994
497,-12.9578,0.637777,-13.3048
498,-13.0742,0.62911,-13.1446
499,-13.2289,0.606946,-12.7339
500,-13.4336,0.597026,-12.5496
501,-13.5914,0.582185,-12.2735
502,-13.6549,0.575578,-12.1503
503,-13.8033,0.564137,-11.9368
504,-13.975,0.550092,-11.6743
505,-14.1621,0.539516,-11.4763
506,-14.4641,0.532488,-11.3445
507,-14.7228,0.513192,-10.9822
508,-15.0231,0.502168,-10.7748
509,-15.3279,0.490629,-10.5574
510,-15.6209,0.480435,-10.3651
511,-15.9796,0.46754,-10.1215
512,-16.2465,0.462964,-10.0349
513,-16.5628,0.466362,-10.0992
514,-16.9284,0.462896,-10.0336
515,-17.2611,0.45933,-9.96616
516,-17.6352,0.451867,-9.82486
517,-17.9838,0.449023,-9.77098
