time,route1,route3,route4,route6,route7,route8,route9,route10,route5,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,,,,,,,,,
204,0.651752108,0.878965201,0.73689564,0.120768307,0.000918133,0.033094386,0.154265579,0.114298998,0.505204477,-0.353532975,0.12188643,-0.252768934,-0.106668437,-0.001995209,-0.218674732,0.036358252,0.23013494,-0.078532412,0.269188006,,,,,,,,,
205,0.582509644,0.844117146,0.773699508,0.117008796,0.044508404,0.00439805,0.182582174,0.124866453,0.52080637,-0.338345912,0.079618714,-0.272220959,-0.083104957,-0.015834035,-0.19413596,0.05084702,0.186169057,-0.03977465,0.283512219,,,,,,,,,
206,0.582483082,0.810023036,0.775669021,0.105584692,0.017580241,-0.004809456,0.152579387,0.097913542,0.531154143,-0.378261349,0.082315978,-0.297780155,-0.06098366,-0.050901848,-0.226948008,0.014066547,0.235803525,-0.047266205,0.302066981,,,,,,,,,
207,0.571013588,0.843637774,0.786838446,0.143241988,0.012448436,0.033626481,0.210283371,0.159164158,0.535545374,-0.268172479,0.085427811,-0.298030062,-0.054231517,-0.032429009,-0.199860916,0.062211474,0.187944711,-0.035021931,0.281404141,,,,,,,,,
208,0.523009444,0.823231079,0.757478197,0.125127049,0.03757754,0.023447592,0.132434448,0.14226199,0.510125921,-0.321707268,0.048079044,-0.332760907,-0.089312071,-0.004543171,-0.199303691,0.041498047,0.174963856,-0.028041106,0.27867503,,,,,,,,,
209,0.5044589,0.853638794,0.801966185,0.125771493,0.05423806,0.022038945,0.186474175,0.146826065,0.4998561,-0.343177014,0.046555955,-0.30785193,-0.096814137,-0.029103949,-0.14758107,0.036224741,0.282908186,-0.035493283,0.293264412,,,,,,,,,
210,0.572307459,0.853791354,0.758883671,0.112365823,0.046641769,0.028592484,0.176448861,0.111683412,0.533156177,-0.351636423,0.11205355,-0.320985794,-0.068747061,-0.036909811,-0.194840267,0.098147433,0.196699426,0.002294414,0.269585663,,,,,,,,,
211,0.56357498,0.871766142,0.758048019,0.132758977,0.024903782,-0.004798812,0.195097282,0.149840777,0.543134376,-0.345999036,0.152308173,-0.298872335,-0.099351325,-0.045117733,-0.195227615,0.072037408,0.16196086,-0.025086652,0.315670292,,,,,,,,,
212,0.535945721,0.8737634,0.713778303,0.152237202,0.048425364,-0.012789117,0.161299207,0.12177335,0.532033571,-0.311646517,0.105358739,-0.275578093,-0.100480517,-0.017640232,-0.18274629,0.045683207,0.185020997,-0.070825705,0.341884264,,,,,,,,,
213,0.569690812,0.853694538,0.74676956,0.116940613,0.035223485,0.022885734,0.177648171,0.115436255,0.491423908,-0.333667299,0.129287322,-0.30292354,-0.050130387,0.001705885,-0.235683082,0.040032802,0.190553532,-0.061959331,0.328373533,,,,,,,,,
214,0.532499738,0.795690105,0.7278414,0.118727575,0.031188465,0.025882898,0.151781144,0.12922225,0.50258452,-0.33012156,0.131474436,-0.282717606,-0.057807692,0.011287545,-0.180694143,0.045342914,0.211703106,-0.057787136,0.291860762,,,,,,,,,
215,0.50668681,0.840145149,0.758625195,0.110243761,0.004117498,0.066748137,0.159619416,0.131519312,0.496710741,-0.351810471,0.105785828,-0.303874849,-0.071247678,0.016903604,-0.162245473,0.023735084,0.210045623,-0.036984373,0.279643368,,,,,,,,,
216,0.538824016,0.835255028,0.748711886,0.074849166,-0.014323747,0.023300047,0.139763199,0.101613775,0.497025567,-0.295636372,0.064636099,-0.290301624,-0.077409412,0.008686796,-0.20280486,-0.012319943,0.203920231,-0.006231133,0.261927616,,,,,,,,,
217,0.547365609,0.81787866,0.740321673,0.132938918,0.053407111,-0.0229251,0.160657082,0.090372455,0.489462401,-0.330013652,0.057891429,-0.329042581,-0.112941862,-0.007852312,-0.151571893,0.026776214,0.223373433,-0.011805718,0.289075516,,,,,,,,,
218,0.521645749,0.829857535,0.761871124,0.122442713,0.033268275,0.038671219,0.13294033,0.11729957,0.564598747,-0.344627526,0.048504809,-0.355646893,-0.058168698,-0.017545084,-0.196552238,0.067677422,0.205822339,-0.00433849,0.290729012,,,,,,,,,
219,0.543476304,0.864553674,0.745559837,0.1401333,0.029627448,0.032949168,0.170494398,0.119349718,0.520024367,-0.323484135,0.031202033,-0.361511524,-0.065960349,-0.020669965,-0.218899824,0.066025508,0.225901038,-0.005519525,0.270006867,,,,,,,,,
220,0.510907466,0.892722481,0.730588371,0.123489361,0.004666147,0.00711234,0.173125263,0.105086429,0.478954463,-0.341403947,0.057038124,-0.342483725,-0.065293346,0.001009065,-0.167809084,0.037637247,0.231100925,-0.020554512,0.249774556,,,,,,,,,
221,0.523248745,0.865294215,0.806146445,0.159072985,-0.012999082,-0.011528374,0.199337395,0.08417654,0.531567669,-0.355331775,0.025516721,-0.332666014,-0.072524858,-0.009931359,-0.187548905,0.045481054,0.252272283,-0.019811725,0.310451559,,,,,,,,,
222,0.532415355,0.859951324,0.738263829,0.128405052,0.023114179,0.040155721,0.163482708,0.090925498,0.480142139,-0.332274402,0.061825123,-0.309160709,-0.070644148,0.004463448,-0.237388727,0.041330561,0.234874895,-0.009998537,0.283324727,,,,,,,,,
223,0.531664562,0.880960112,0.765878281,0.140288197,-0.006239783,0.049904549,0.150175093,0.135539798,0.482277722,-0.252513533,0.08298521,-0.338606237,-0.090560596,-0.015988079,-0.193588829,0.049724655,0.208841687,-0.01656593,0.317321638,,,,,,,,,
224,0.492870923,0.888356899,0.744689495,0.12715761,0.022275713,0.022180459,0.137449974,0.114522821,0.485105485,-0.225135457,0.041640096,-0.383440849,-0.034887538,-0.04951125,-0.22767524,0.037144102,0.223006119,-0.02257911,0.248959883,,,,,,,,,
225,0.475803708,0.814925427,0.734253261,0.128353581,-0.006583738,0.030804537,0.149773706,0.154501864,0.462400572,-0.243042375,0.065695423,-0.25183133,-0.073950942,-0.045802301,-0.187727629,0.087128161,0.208763949,-0.024595043,0.291343547,,,,,,,,,
226,0.476003366,0.880664028,0.748564731,0.156920939,0.018929393,0.065039683,0.201070635,0.151897366,0.499155916,-0.228780183,0.028287711,-0.308986222,-0.071947704,-0.011365642,-0.187290257,0.083787744,0.235731218,0.00412455,0.304564184,,,,,,,,,
227,0.506441889,0.849698865,0.776243356,0.122291153,-0.011111315,0.053569194,0.154696704,0.089358135,0.503293725,-0.203374967,0.078073088,-0.262750371,-0.087492819,0.000557666,-0.188857256,0.059309606,0.170934752,0.009377094,0.299287622,,,,,,,,,
228,0.467571353,0.812856653,0.722469867,0.208274813,-0.010302742,0.037173439,0.176865047,0.123530041,0.472138566,-0.177562675,0.108450681,-0.257674175,-0.067562937,-0.063017855,-0.192620014,0.079654395,0.1951908,-0.016872535,0.305471516,,,,,,,,,
229,0.487806223,0.848666748,0.725248745,0.133022117,-0.015907135,0.072245196,0.158866404,0.13175924,0.498470935,-0.227796593,0.08947443,-0.251007112,-0.082699873,-0.02207571,-0.188128717,0.078508404,0.24727678,-0.001225379,0.30092726,,,,,,,,,
230,0.478038326,0.838910835,0.711586268,0.164496166,-0.031800781,0.04722428,0.172350959,0.126792455,0.4914834,-0.201916756,0.011320536,-0.285236117,-0.098610482,-0.018768539,-0.179499701,0.072757547,0.296065387,-0.009935002,0.285123054,,,,,,,,,
231,0.463324117,0.844147354,0.790492473,0.18394641,0.003158437,0.036021868,0.177846049,0.068362075,0.494583307,-0.22960939,-0.013180317,-0.24681112,-0.086164364,-0.000769439,-0.167744259,0.144557262,0.245269475,0.02897801,0.283214836,,,,,,,,,
232,0.528569797,0.855188817,0.775044494,0.124979243,0.012749049,0.055423412,0.182100936,0.108770949,0.475087831,-0.295371132,-0.046203735,-0.248257122,-0.061046739,-0.055765868,-0.195755998,0.093716942,0.207082816,0.002298334,0.263861308,,,,,,,,,
233,0.503052865,0.850363181,0.709299421,0.106270712,-0.029821722,0.054550218,0.149951182,0.110254459,0.506901641,-0.250556462,-0.043196792,-0.250690423,-0.096795209,-0.053630126,-0.187578052,0.069116895,0.199143553,-0.010866473,0.25191213,,,,,,,,,
234,0.42010534,0.804686592,0.759370002,0.183005104,-0.009931925,0.043452687,0.138893788,0.067098645,0.502837565,-0.251480357,-0.083683551,-0.261757077,-0.127133238,-0.069660574,-0.178619576,0.045783933,0.203446288,0.005595656,0.274045901,,,,,,,,,
235,0.477237918,0.845846307,0.761677269,0.168835474,-0.011067731,0.044488506,0.161657772,0.138039552,0.540947689,-0.223014672,-0.002838258,-0.274319002,-0.039191715,-0.045088762,-0.157226759,0.047478722,0.223690072,0.007457241,0.252316815,,,,,,,,,
236,0.446878697,0.807814665,0.736064861,0.139424176,-0.008030134,0.002082808,0.141762565,0.141880038,0.498866405,-0.228627305,0.017078941,-0.308993957,-0.077067946,-0.036821385,-0.165497857,0.085704444,0.246449737,-0.019342181,0.243274422,,,,,,,,,
237,0.484264256,0.82748438,0.764239384,0.200291599,0.026880756,0.040905802,0.158624946,0.20578556,0.481160263,-0.25538264,0.048071399,-0.29320538,-0.096335095,-0.048949681,-0.240530008,0.057228941,0.231912643,-0.009963621,0.274332102,,,,,,,,,
238,0.518898256,0.767255884,0.760340701,0.153258727,-0.009064392,0.025026372,0.131751762,0.181048704,0.511678815,-0.245099337,0.027580664,-0.274859156,-0.059958663,-0.093537417,-0.193404481,0.093436682,0.239167795,-0.010080181,0.244402969,,,,,,,,,
239,0.513732702,0.809893172,0.729922799,0.181838622,-0.056293324,0.050170273,0.175027012,0.19689974,0.521490575,-0.224120525,0.037827991,-0.254024733,-0.067642918,-0.067746247,-0.124843854,0.06269519,0.209740083,0.023153476,0.27630741,,,,,,,,,
240,0.476175343,0.803438417,0.749310665,0.161954339,-0.009728346,0.061239391,0.152811659,0.204571939,0.466054855,-0.240883443,0.055097652,-0.256891059,-0.080326307,-0.036809967,-0.189452981,0.09702524,0.194336284,-0.005298927,0.275715179,,,,,,,,,
241,0.459854184,0.831440519,0.756797761,0.154830755,0.012028806,0.037967839,0.173214778,0.179038544,0.510623109,-0.240069168,0.102328377,-0.261706086,-0.119055812,-0.029633436,-0.183192788,0.104383037,0.195708285,-0.030057475,0.302901405,,,,,,,,,
242,0.503288411,0.834080854,0.659493018,0.151052454,0.01630832,0.052693037,0.156988813,0.131892131,0.504675892,-0.266627524,0.089310473,-0.263945421,-0.127861479,-0.053076146,-0.203816547,0.127228412,0.181548245,-0.043154685,0.285280889,,,,,,,,,
243,0.519068217,0.734611575,0.714686187,0.102444458,0.015556072,-0.030907132,0.157442233,0.109496189,0.469251177,-0.254943961,0.105282089,-0.322774905,-0.06508704,-0.042926693,-0.193031257,0.103118187,0.164726322,-0.029781819,0.251433651,,,,,,,,,
244,0.485587043,0.858292592,0.711390888,0.186397739,0.0001979,-0.018706431,0.135539383,0.083561222,0.530865414,-0.231619787,0.123648886,-0.299211905,-0.036740993,-0.029675816,-0.166610856,0.085976215,0.20986811,0.004211052,0.310047301,,,,,,,,,
245,0.483841101,0.764016268,0.716281294,0.114017304,0.014874711,0.031240139,0.157525879,0.076597701,0.556146914,-0.253170783,0.071221617,-0.324757537,-0.051551172,-0.05920117,-0.220597232,0.101081239,0.228400779,-0.067161152,0.260840802,,,,,,,,,
246,0.513718743,0.781191898,0.716657302,0.109945704,0.017794596,0.025832451,0.103037883,0.148599057,0.480681374,-0.231623071,0.078455479,-0.257370423,-0.062956974,0.012323756,-0.19270681,0.121581971,0.239609861,-0.004231304,0.289929619,,,,,,,,,
247,0.523257487,0.799644408,0.746485187,0.201478786,0.050812859,0.072437635,0.13458701,0.140691908,0.492550833,-0.244838273,0.00777628,-0.290235912,-0.031001905,-0.027938306,-0.232942657,0.094834483,0.158070307,0.008075624,0.229605284,,,,,,,,,
248,0.503650044,0.821552619,0.728648905,0.140612944,0.051693894,-0.005425662,0.154491884,0.165351688,0.506910293,-0.245427095,0.028769853,-0.269117201,-0.01829415,-0.027683115,-0.195500487,0.10237925,0.221861047,0.009798633,0.210363824,,,,,,,,,
249,0.465940178,0.78580747,0.737016947,0.132497138,0.019102783,0.036861301,0.109066964,0.153561855,0.506622274,-0.22939665,0.057878553,-0.261931985,-0.008425925,-0.013846526,-0.179745165,0.075384357,0.218396363,-0.02215002,0.240593976,,,,,,,,,
250,0.490364617,0.792934954,0.770874981,0.148886995,0.017777074,-0.001047836,0.132947503,0.267162074,0.508853712,-0.251219575,0.090743868,-0.305261007,-0.016010382,-0.023773507,-0.230884435,0.039251475,0.227845624,-0.035588855,0.251075409,,,,,,,,,
251,0.455971525,0.787799812,0.711875437,0.164010933,0.00300199,0.019475558,0.166713612,0.258711826,0.531665293,-0.270309754,0.079808198,-0.293751662,0.021481501,-0.096665369,-0.184620139,0.047079507,0.174796977,-0.034358576,0.256384161,,,,,,,,,
252,0.482080436,0.786009947,0.69720522,0.14759116,0.027888851,0.0066475,0.149793995,0.191378002,0.49736044,-0.206292996,0.108534202,-0.311818146,-0.032636675,0.008529375,-0.166586159,0.125659303,0.199752305,-0.003685487,0.285680503,,,,,,,,,
253,0.492836455,0.789962406,0.715679612,0.159388392,0.034167468,0.015384551,0.175724211,0.193242405,0.514546734,-0.222433137,0.087905776,-0.331898745,-0.04568346,-0.011795544,-0.140576876,0.084836465,0.205993921,0.022483154,0.297925405,,,,,,,,,
254,0.517805632,0.791515566,0.702175273,0.132865103,0.022798847,0.031758828,0.091338146,0.218223396,0.509559429,-0.261646269,0.076178466,-0.311525276,-0.073047459,0.032164039,-0.17205596,0.095866787,0.172107629,-0.004658842,0.249349255,,,,,,,,,
255,0.439773934,0.771122289,0.722389307,0.157946894,0.052443233,0.023829931,0.156684114,0.249512863,0.483883724,-0.268491243,0.056138109,-0.317488432,-0.041938706,-0.03701617,-0.15263208,0.099014938,0.254763738,-0.010493679,0.275562521,,,,,,,,,
256,0.502270093,0.810822564,0.716671023,0.15244622,0.01529815,0.046255606,0.106359747,0.15390921,0.473712676,-0.278031975,0.104976533,-0.264653254,-0.06395932,-0.026501644,-0.180909699,0.128371662,0.244562548,-0.012946278,0.27580236,,,,,,,,,
257,0.488900967,0.796561138,0.705365959,0.133990635,0.028717849,0.008090196,0.126598929,0.159611319,0.484214091,-0.225162767,0.057625458,-0.256329376,-0.088043259,-0.007999518,-0.152245146,0.088349592,0.258530181,-0.020203283,0.245266037,,,,,,,,,
258,0.456213212,0.847129991,0.74718257,0.143199852,0.004593138,0.027940314,0.097537198,0.150747523,0.501870633,-0.211854673,0.021846211,-0.254163638,-0.141740987,-0.050130271,-0.165915435,0.039057177,0.183107522,-0.026768145,0.277994953,,,,,,,,,
259,0.537556932,0.814747188,0.748709339,0.140731399,0.032618642,0.086777065,0.146502499,0.1288186,0.524930054,-0.202526065,0.046638684,-0.295544303,-0.182791553,-0.014411896,-0.151908616,0.075434352,0.190942769,-0.015734902,0.246977222,,,,,,,,,
260,0.496068024,0.798776801,0.718007119,0.125278622,0.027673919,0.051037572,0.144606324,0.174403073,0.521097612,-0.232925952,0.045155747,-0.297397889,-0.189441321,-0.046900092,-0.190560387,0.077123677,0.164373223,-0.009326774,0.248886513,,,,,,,,,
261,0.498214628,0.828795602,0.720700158,0.127986493,0.039656732,0.042610655,0.163591993,0.157632278,0.500830282,-0.226618376,0.011106364,-0.289308599,-0.119669254,-0.013119189,-0.169577449,0.054812709,0.211375356,-0.012373858,0.239841106,,,,,,,,,
262,0.504476297,0.872202545,0.716237289,0.092478693,0.041290782,0.064022686,0.127317446,0.16723314,0.416932384,-0.220805382,0.060162936,-0.336148169,-0.127018677,-0.036719751,-0.161236301,0.085014998,0.21289119,-0.058299127,0.248964182,,,,,,,,,
263,0.522110121,0.800467815,0.721411833,0.16003361,0.014633518,0.024958722,0.098834049,0.201806818,0.502510223,-0.21952157,0.052943659,-0.328384496,-0.163229596,-0.008448949,-0.142806975,0.018531751,0.228848813,-0.019411485,0.273103032,,,,,,,,,
264,0.509984656,0.797518363,0.701446589,0.161803956,0.035660678,0.038761057,0.166187652,0.180223792,0.521240357,-0.242397859,0.051449849,-0.312594207,-0.143816829,0.037847534,-0.134646138,0.068176638,0.226772542,-0.015148612,0.295305184,,,,,,,,,
265,0.472744053,0.815355229,0.71058142,0.180546293,0.006574284,0.040315991,0.144712584,0.144276787,0.512746223,-0.201385428,0.058274362,-0.278525906,-0.16861375,0.018313652,-0.153421988,0.070985355,0.236147271,0.028008381,0.279160592,,,,,,,,,
266,0.458719169,0.869660016,0.754064047,0.162139205,0.013102486,0.053203774,0.149827993,0.190638278,0.480346365,-0.180878387,0.021230273,-0.275515068,-0.186261689,-0.022984518,-0.179127939,0.066521173,0.227882018,0.027535879,0.249324639,,,,,,,,,
267,0.475130148,0.80620863,0.71402615,0.155377298,0.044801772,0.05260795,0.137975734,0.202238842,0.510468804,-0.192447494,0.059760984,-0.296625094,-0.213064099,0.015068336,-0.152086189,0.085679257,0.155762854,-0.004035449,0.253268802,,,,,,,,,
268,0.500291325,0.83579183,0.706929008,0.148975638,0.023108684,0.043634285,0.128569946,0.181358987,0.505012034,-0.193376177,0.070366997,-0.316177354,-0.216153824,0.03034914,-0.123983798,0.067789442,0.230247153,0.009830612,0.26627209,,,,,,,,,
269,0.463463119,0.800735622,0.704854432,0.150851356,0.042977586,0.043798312,0.18172313,0.200056048,0.454671236,-0.189193636,0.019180481,-0.282952261,-0.215694839,0.058185461,-0.140504511,0.079267302,0.199868578,-0.012587557,0.272598295,,,,,,,,,
270,0.526361685,0.805773849,0.74989122,0.167896508,0.011303256,0.02238084,0.121258927,0.198157849,0.505570025,-0.171082506,0.025952184,-0.280252596,-0.239944292,0.05941206,-0.174421865,0.093584975,0.194160032,-0.041378145,0.263614793,,,,,,,,,
271,0.519431279,0.840626319,0.743499534,0.126341182,0.006636444,0.031292882,0.149209281,0.169493974,0.540849527,-0.169569877,-0.014549289,-0.301824866,-0.230549033,0.020188852,-0.164415686,0.104810094,0.242538536,-0.01233088,0.271373388,,,,,,,,,
272,0.477726177,0.832235034,0.703558989,0.168191221,0.041035476,0.056128537,0.10892341,0.160790222,0.509450458,-0.21671449,0.073953897,-0.304243389,-0.213765064,-0.014897053,-0.131227292,0.15188227,0.209097085,0.036679714,0.265769695,,,,,,,,,
273,0.508038473,0.806946084,0.726164328,0.186916618,0.068674818,0.032451768,0.146157431,1.63E-01,0.554954089,-0.185328955,0.061585799,-0.256392637,-0.181099181,0.031763186,-0.113434119,0.115917495,0.232696971,-0.003227602,0.27160499,,,,,,,,,
274,0.500619179,0.839619924,0.740190755,0.207522182,0.056270062,0.047543363,0.15339766,0.169816351,0.556633091,-0.177727777,0.054369587,-0.30971112,-0.185032455,0.038591078,-0.145770025,0.070657839,0.227074345,-0.02866004,0.268091574,,,,,,,,,
275,0.510569982,0.772522285,0.778712507,0.160159401,0.044182772,0.040749944,0.252366649,0.218076151,0.560441858,-0.187991007,0.080194747,-0.301929644,-0.156147067,0.020737851,-0.141557493,0.063774698,0.220730135,-0.00194211,0.238689602,,,,,,,,,
276,0.485014961,0.797716579,0.701503127,0.143360259,0.055873104,0.050208322,0.264656661,0.194301557,0.562324904,-0.196003358,0.087317809,-0.314785977,-0.168757497,0.031357481,-0.163985821,0.062611148,0.216709233,-0.019707262,0.279632191,,,,,,,,,
277,0.505104171,0.792544391,0.775164792,0.184009234,0.032677563,0.096694092,0.308289237,0.199387941,0.495019597,-0.16676292,0.13573581,-0.294620195,-0.147004827,0.049680709,-0.14133838,0.035698859,0.305161785,-0.006055168,0.262401519,,,,,,,,,
278,0.532604845,0.840349115,0.722422635,0.178632553,0.050082322,0.087175911,0.254394905,0.25682903,0.51142761,-0.148610965,0.069546907,-0.300347234,-0.193443907,0.015384941,-0.148044473,0.119257016,0.29525435,0.00267577,0.280084676,,,,,,,,,
279,0.533448915,0.824087582,0.762346469,0.201005138,0.077392416,0.053726695,0.196852862,0.222812328,0.534966077,-0.171117394,0.049440393,-0.277867291,-0.227712981,0.061518068,-0.159125452,0.085091006,0.232161406,-0.043054677,0.278339761,,,,,,,,,
280,0.512065411,0.80112285,0.770222581,0.201952571,0.055712932,0.060006344,0.19059321,0.213813798,0.54266272,-0.161088331,0.078733257,-0.280292393,-0.196614271,0.032805901,-0.130597285,0.12099355,0.226812682,-0.001339951,0.271124872,,,,,,,,,
281,0.492774858,0.815372969,0.733959948,0.215866245,0.083755385,0.129543755,0.216728947,0.209271615,0.530275754,-0.187228149,0.08026731,-0.31152615,-0.236528064,0.046706602,-0.167978494,0.169160515,0.194117674,0.028550471,0.266634734,,,,,,,,,
282,0.540498253,0.857929723,0.785650346,0.210935534,0.025114744,0.110261045,0.204697176,0.211295528,0.492965909,-0.162506312,0.088850344,-0.303242245,-0.188816205,0.058744362,-0.131100314,0.121844014,0.202724517,0.004319098,0.271083395,,,,,,,,,
283,0.509305778,0.852632037,0.774334186,0.236873106,0.014133816,0.068860879,0.167111354,0.205531062,0.531229908,-0.181054921,0.109640274,-0.254379359,-0.161135609,0.069277322,-0.15807374,0.130727245,0.226785103,-0.00314947,0.21272025,,,,,,,,,
284,0.491624772,0.803786796,0.750353567,0.212217633,0.03998691,0.097403608,0.198621363,0.202149792,0.526116577,-0.139235468,0.070446811,-0.218835651,-0.137851318,0.076174122,-0.153352271,0.079821976,0.274839467,-0.018856365,0.205965745,,,,,,,,,
285,0.538923525,0.854196346,0.736488802,0.196424941,0.042138464,0.050371338,0.247048504,0.152616472,0.551453605,-0.127269019,0.098741503,-0.257511126,-0.176173268,0.077923462,-0.129586273,0.097990256,0.294310249,0.003218435,0.292383393,,,,,,,,,
286,0.494628637,0.87774073,0.787027744,0.214556262,0.041217378,0.057091736,0.209493322,0.256383246,0.549298915,-0.143220506,0.12205758,-0.218978632,-0.127177186,0.082033025,-0.158508149,0.138261945,0.247645198,-0.018283629,0.280132534,,,,,,,,,
287,0.49877052,0.838958749,0.774980697,0.202703401,0.07129896,0.084512138,0.261420338,0.241074089,0.527747457,-0.189440418,0.067756372,-0.256234669,-0.087456862,0.080625075,-0.114355924,0.113373694,0.270041196,-0.004498229,0.269469679,,,,,,,,,
288,0.519971665,0.840142511,0.741570651,0.255469797,0.08568013,0.061186304,0.250953434,0.251779348,0.563590136,-0.119512705,0.097472181,-0.261241607,-0.127998573,0.101336142,-0.102798061,0.119700311,0.244029267,0.016234408,0.269280264,,,,,,,,,
289,0.498699893,0.930269587,0.794902306,0.237251314,0.068547114,0.059880627,0.195485495,0.222744858,0.49789377,-0.125550777,0.085240801,-0.25146543,-0.132766651,0.05345672,-0.11670198,0.109594308,0.246406707,0.047186191,0.274091643,,,,,,,,,
290,0.506338524,0.860496994,0.753189152,0.223830133,0.027483525,0.053577226,0.263843161,0.220262432,0.561011598,-0.141855678,0.070599505,-0.19624287,-0.26985561,0.069990127,-0.132621955,0.14035984,0.273826967,0.0019324,0.289500316,,,,,,,,,
291,0.559976341,0.885384166,0.757422735,0.213276491,0.034654887,5.25E-02,0.255623481,0.228674288,0.547729304,-0.146824015,0.089757384,-0.268805413,-0.284555291,0.104228937,-0.114454436,0.199074969,0.252057769,0.03856541,0.243577829,,,,,,,,,
292,0.550740991,0.86249126,0.785039952,0.222092056,0.01959414,0.06900385,0.221497811,0.254348151,0.547624686,-0.10637216,0.079623682,-0.239184501,-0.285634742,0.113051219,-0.124214393,0.148738772,0.256871203,-0.001662286,0.294374601,,,,,,,,,
293,0.544898463,0.844693244,0.774031319,0.219933634,0.057962914,0.098836918,0.219871131,0.269751432,0.532002955,-0.0963805,0.114687483,-0.264023218,-0.238806332,0.143492611,-0.117205999,0.204048975,0.26361843,0.04896555,0.269321082,,,,,,,,,
294,0.556591014,0.905075933,0.777177361,0.218758513,0.065184903,0.050943381,0.190453382,0.227418381,0.578866048,-0.124879744,0.078004739,-0.252841019,-0.211333545,0.165513003,-0.081352393,0.167968327,0.254690872,0.026470632,0.24176601,,,,,,,,,
295,0.5634532,0.869894456,0.770407804,0.217282589,0.053654141,0.030208338,0.206469249,0.214924875,0.571025058,-0.127757479,0.095033352,-0.242324434,-0.089104548,0.179765965,-0.080317994,0.169129786,0.240490563,-0.023689304,0.248947371,,,,,,,,,
296,0.528441152,0.862341594,0.771571676,0.177384122,0.0830739,0.0077132,0.261740434,0.168845126,0.56232813,-0.077108422,0.083437408,-0.260386713,-0.052266104,0.183948166,-0.153425706,0.168351396,0.22518936,-0.005000558,0.304615474,,,,,,,,,
297,0.515781723,0.842611721,0.73345594,0.18504087,0.078900792,0.047241385,0.255789772,0.174679714,0.595267955,-0.095388206,0.071038634,-0.285761985,0.026051682,0.185054889,-0.121479675,0.209328705,0.237602226,0.035301215,0.297192956,,,,,,,,,
298,0.565329012,0.880073808,0.774219935,0.182198748,0.050043333,0.089210688,0.255938198,0.197327774,0.517618497,-0.117975775,0.097100292,-0.226252764,-0.009898784,0.132813386,-0.139420089,0.19043711,0.237211774,0.02135806,0.322734132,,,,,,,,,
299,0.520078546,0.896857678,0.804319668,0.181554532,0.067521962,0.048582458,0.260372717,0.21612665,0.549214938,-0.022644188,0.120259331,-0.263753771,-0.038655785,0.15300254,-0.101194912,0.234652117,0.232119856,0.002994148,0.331088468,,,,,,,,,
300,0.540701234,0.891248314,0.760031015,0.192768022,0.064571406,0.040912229,0.271108541,0.213505594,0.600741452,-0.097872947,0.084071778,-0.18643584,-0.105027583,0.122768282,-0.117913363,0.181923671,0.291687736,-0.007741676,0.343308131,,,,,,,,,
301,0.526189012,0.881185853,0.769586138,0.218347485,0.059073283,0.046547412,0.307181148,0.207567276,0.583613089,-0.069604294,0.061623383,-0.199872223,-0.179360727,0.14538419,-0.090372289,0.205191156,0.26026752,-0.019436167,0.301366007,,,,,,,,,
302,0.542521442,0.879180169,0.773258611,0.20703685,0.127937398,0.050392679,0.291549655,0.251632474,0.598874795,-0.06836547,0.059464341,-0.163899328,-0.174285531,0.194593306,-0.147113725,0.21333883,0.241383177,0.020882911,0.303391832,,,,,,,,,
303,0.554389212,0.882748777,0.772781798,0.218635223,0.110948607,0.019853121,0.297983007,0.210463522,0.538204434,-0.052204467,0.087489351,-0.1712653,-0.140134582,0.173946124,-0.127207431,0.171288835,0.236082272,-0.034133112,0.272963489,,,,,,,,,
304,0.61715503,0.850583868,0.789417799,0.200607597,0.10666683,0.027709978,0.314381956,0.206401898,0.570870341,-0.074881683,0.102460643,-0.212700248,-0.140038728,0.157913832,-0.154447206,0.223498338,0.227481271,-0.021544927,0.297371047,,,,,,,,,
305,0.604389801,0.888328466,0.729463808,0.211461709,0.092460842,0.041438854,0.287771117,0.142280404,0.56086688,-0.100630233,0.030147821,-0.18376418,-0.103725431,0.151418933,-0.164668025,0.253391833,0.241480674,-0.041337832,0.263650777,,,,,,,,,
306,0.620407463,0.884891747,0.751639543,0.203559233,0.08836025,0.045507915,0.351638372,0.154342784,0.576558549,-0.122857332,0.093107861,-0.17963924,-0.139282262,0.144478946,-0.132014019,0.276654219,0.217346437,-0.012645594,0.28391912,,,,,,,,,
307,0.611093212,0.875553901,0.736413116,0.192486807,0.041689842,0.022506437,0.398783118,0.177856477,0.584494951,-0.115262547,0.053410194,-0.144921149,-0.139591843,0.079077146,-0.165015933,0.225362834,0.218275903,-0.014087989,0.295748459,,,,,,,,,
308,0.628826611,0.897165024,0.778288977,0.183204967,0.059532877,0.103833344,0.384059124,0.174216498,0.617660894,-0.110752023,0.039234053,-0.13689524,-0.09380803,0.129981535,-0.100174675,0.255948645,0.265161474,0.002330113,0.308367482,,,,,,,,,
309,0.55441174,0.858027388,0.818713343,0.216984704,0.060623176,0.041009665,0.43637322,0.207914021,0.598045599,-0.104086929,0.057476978,-0.122425333,-0.089720502,0.114541616,-0.129505744,0.286033579,0.246710238,-0.003589757,0.318433409,,,,,,,,,
