time,route1,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,,,,,,,,,,,,,,,,,,,
455,-1.497191908,-1.315274485,-1.837061673,-3.154047984,-1.357194159,-1.627758064,-1.461264579,-1.381581951,-2.4556686,-1.385236831,-1.603393117,-1.519331627,-0.871566717,-1.524430634,0.622781281,-0.463198802,0.563986667,0.111588754,0.111195998,,,,,,,,,,,,,,,,,,,
456,-1.513184304,-1.301085256,-1.818116111,-3.089775579,-1.360231986,-1.552027784,-1.422302554,-1.303769823,-2.448697838,-1.37238393,-1.658038613,-1.437593698,-0.914126693,-1.537057925,0.638834979,-0.458234052,0.563023445,0.09789874,0.113164405,,,,,,,,,,,,,,,,,,,
457,-1.484678617,-1.298400599,-1.813369239,-3.108303598,-1.350970326,-1.583150018,-1.380799376,-1.247639912,-2.444782594,-1.432100132,-1.560074351,-1.424790121,-0.868844861,-1.539501229,0.580522531,-0.449004078,0.594096356,0.155555318,0.130902723,,,,,,,,,,,,,,,,,,,
458,-1.522135467,-1.382207855,-1.802716254,-3.067215523,-1.32635109,-1.597706035,-1.393585058,-1.181882594,-2.521346822,-1.377572149,-1.5710512,-1.365467206,-0.878144585,-1.519555458,0.606388403,-0.493928379,0.553066652,0.209042997,0.164526597,,,,,,,,,,,,,,,,,,,
459,-1.480711563,-1.377612262,-1.740091097,-3.027409121,-1.224436044,-1.583718094,-1.417233663,-1.119983824,-2.474372789,-1.36234528,-1.496045866,-1.303533,-0.871411078,-1.554393235,0.620603842,-0.431649769,0.552005542,0.179666262,0.130736145,,,,,,,,,,,,,,,,,,,
460,-1.508611966,-1.413221463,-1.76177023,-2.998104847,-1.292539933,-1.588817645,-1.420559694,-1.155076994,-2.450670084,-1.429701996,-1.490964346,-1.306877932,-0.856905823,-1.527518301,0.657543815,-0.454741695,0.53762901,0.18570154,0.118110904,,,,,,,,,,,,,,,,,,,
461,-1.506416119,-1.399792697,-1.751299526,-2.935430403,-1.315540937,-1.568383217,-1.442666896,-1.09837886,-2.408071168,-1.442593709,-1.435066011,-1.245995187,-0.81089713,-1.477408107,0.63457748,-0.473038981,0.553755457,0.148219921,0.143602882,,,,,,,,,,,,,,,,,,,
462,-1.389569467,-1.387587018,-1.708324658,-2.893455948,-1.364222458,-1.559665805,-1.420390665,-1.062008285,-2.353968676,-1.562590768,-1.433665765,-1.287920154,-0.825861479,-1.523511052,0.577219885,-0.451282803,0.555802451,0.109723336,0.151468807,,,,,,,,,,,,,,,,,,,
463,-1.370510323,-1.535880664,-1.638776054,-2.889869342,-1.369377684,-1.536847718,-1.377423585,-1.055015974,-2.404901997,-1.532140376,-1.496402456,-1.211603109,-0.788892595,-1.459471799,0.615588716,-0.480562273,0.565965918,0.167406796,0.091191182,,,,,,,,,,,,,,,,,,,
464,-1.370451585,-1.535857788,-1.664671688,-2.922102315,-1.390062229,-1.485263258,-1.335342935,-1.045364902,-2.383575376,-1.626102854,-1.465620555,-1.162033526,-0.763170642,-1.429207994,0.604857858,-0.418708725,0.533541731,0.170682232,0.084716196,,,,,,,,,,,,,,,,,,,
465,-1.259920216,-1.534765077,-1.682274037,-2.910276965,-1.417120219,-1.450514211,-1.334598636,-1.012576591,-2.310231495,-1.648800154,-1.487096125,-1.070024942,-0.737373937,-1.400433924,0.614970426,-0.41322166,0.528278042,0.177409218,0.075145412,,,,,,,,,,,,,,,,,,,
466,-1.255359349,-1.477325488,-1.667204926,-2.817628884,-1.50243375,-1.435329509,-1.328599258,-1.078460129,-2.302555232,-1.583488167,-1.38451126,-1.003920862,-0.727152404,-1.387942791,0.589875971,-0.401840363,0.484904072,0.246856778,0.104459145,,,,,,,,,,,,,,,,,,,
467,-1.19167095,-1.404186061,-1.783046056,-2.85767164,-1.564109953,-1.375745952,-1.393938793,-1.045704931,-2.239234274,-1.628667164,-1.348424045,-0.953166345,-0.740410358,-1.425471389,0.630950447,-0.37480604,0.555885762,0.237007231,0.128430763,,,,,,,,,,,,,,,,,,,
468,-1.206011871,-1.406595997,-1.720198052,-2.761341062,-1.567371241,-1.409407566,-1.364998202,-1.093344234,-2.204544543,-1.610622742,-1.365426234,-0.951753812,-0.718586123,-1.378456023,0.606142725,-0.380093161,0.541989582,0.261632349,0.147657732,,,,,,,,,,,,,,,,,,,
469,-1.214724224,-1.395634201,-1.773769743,-2.717457666,-1.572740886,-1.473664503,-1.388568528,-1.069615885,-2.109003085,-1.581897338,-1.37271556,-0.872822436,-0.669756047,-1.385655511,0.60079495,-0.354541383,0.533598076,0.257276,0.198394925,,,,,,,,,,,,,,,,,,,
470,-1.163320352,-1.336225411,-1.766120644,-2.698218337,-1.638855218,-1.467800565,-1.354773105,-1.046073065,-2.217736737,-1.456956631,-1.392977937,-0.921447578,-0.665486102,-1.288481641,0.601635698,-0.341662439,0.517932651,0.249277887,0.236916102,,,,,,,,,,,,,,,,,,,
471,-1.209424584,-1.259067,-1.760596284,-2.584613244,-1.665269959,-1.41639549,-1.352850673,-1.040567912,-2.127530336,-1.422226965,-1.362857583,-0.955344362,-0.669052055,-1.374591552,0.569852735,-0.358705033,0.511613674,0.257482709,0.239868166,,,,,,,,,,,,,,,,,,,
472,-1.151954934,-1.216824861,-1.759255006,-2.580457693,-1.679314418,-1.4514622,-1.313082105,-1.046087711,-2.089734236,-1.360748359,-1.36568305,-0.955763638,-0.654997243,-1.358215649,0.586257195,-0.391617888,0.512426925,0.284903243,0.243301413,,,,,,,,,,,,,,,,,,,
473,-1.202358878,-1.144795706,-1.731244712,-2.448797454,-1.733525145,-1.416807314,-1.301998533,-1.042080284,-2.072158535,-1.327603896,-1.3513184,-1.00107131,-0.610928989,-1.372404548,0.594155626,-0.361956013,0.499850842,0.273502074,0.264414523,,,,,,,,,,,,,,,,,,,
474,-1.135213846,-1.174052936,-1.698188922,-2.529715596,-1.721231757,-1.354902167,-1.284886727,-1.064690257,-1.991552522,-1.37739149,-1.345174725,-0.997028277,-0.679848338,-1.331193374,0.5571993,-0.382362281,0.541107112,0.221120878,0.280469555,,,,,,,,,,,,,,,,,,,
475,-1.093348648,-1.124872289,-1.62973278,-2.55621195,-1.71896323,-1.403505145,-1.187776837,-1.052990792,-2.076492007,-1.293794033,-1.25262632,-1.063303316,-0.61113936,-1.354245654,0.574087588,-0.371873221,0.521593319,0.22505204,0.263710355,,,,,,,,,,,,,,,,,,,
476,-1.128083967,-1.014595407,-1.610250385,-2.54073409,-1.725359103,-1.333776261,-1.217546976,-1.014155032,-2.032072988,-1.312508696,-1.258649279,-1.04120328,-0.629913854,-1.333067924,0.538891647,-0.360210977,0.51968712,0.200483407,0.282362228,,,,,,,,,,,,,,,,,,,
477,-1.095023227,-0.908536748,-1.582123817,-2.558346812,-1.726765251,-1.25607281,-1.184291457,-1.000720337,-2.013947539,-1.280101322,-1.26323928,-0.983895343,-0.611089421,-1.360939325,0.571824236,-0.360247837,0.471201038,0.253655533,0.226231443,,,,,,,,,,,,,,,,,,,
478,-1.097174272,-0.866454782,-1.519109735,-2.461024798,-1.719100502,-1.165685519,-1.183143266,-0.924744379,-2.003219822,-1.154732643,-1.326449782,-1.027962571,-0.609512217,-1.206805166,0.551882198,-0.347305478,0.50705308,0.216623266,0.300470688,,,,,,,,,,,,,,,,,,,
479,-1.077705368,-0.763809046,-1.541449605,-2.530115497,-1.701463287,-1.219767738,-1.171834454,-0.935677479,-1.974697984,-1.153192006,-1.361623669,-0.894264041,-0.588943918,-1.235877886,0.549341751,-0.378989136,0.503239233,0.24725714,0.349881589,,,,,,,,,,,,,,,,,,,
480,-1.09653477,-0.792480019,-1.457693201,-2.509837305,-1.71440949,-1.235806486,-1.157698381,-0.890002704,-1.974101824,-1.095221752,-1.296543736,-0.702870578,-0.570028075,-1.24272264,0.570565574,-0.357329397,0.498154493,0.206213169,0.403464248,,,,,,,,,,,,,,,,,,,
481,-1.053463878,-0.739701308,-1.460278415,-2.527069764,-1.730749666,-1.276587123,-1.142780352,-0.861238972,-1.962459634,-1.120211022,-1.322250705,-0.496912697,-0.578095057,-1.181068278,0.535784178,-0.318149551,0.485243495,0.19002312,0.343943074,,,,,,,,,,,,,,,,,,,
482,-1.027088006,-0.693816432,-1.476766041,-2.562104007,-1.75409581,-1.248300511,-1.158039592,-0.772875733,-2.01914848,-1.05200693,-1.355215825,-0.474679544,-0.618755681,-1.236031159,0.535562585,-0.28820607,0.473810077,0.164130399,0.446985757,,,,,,,,,,,,,,,,,,,
483,-1.028131341,-0.734978135,-1.498500427,-2.547275297,-1.768199525,-1.263006821,-1.21292095,-0.743515766,-1.93401346,-1.016692714,-1.289094437,-0.528698439,-0.594025794,-1.159816763,0.523436819,-0.294228162,0.493254737,0.137989588,0.467945298,,,,,,,,,,,,,,,,,,,
484,-1.034092911,-0.672737271,-1.5262713,-2.552908338,-1.706535764,-1.285771063,-1.195809366,-0.709675037,-1.899527913,-1.017990668,-1.37892557,-0.4181436,-0.568842056,-1.162808562,0.561174363,-0.216711259,0.492680564,0.164839942,0.428437289,,,,,,,,,,,,,,,,,,,
485,-1.023116955,-0.766756199,-1.556737326,-2.51900788,-1.686258847,-1.263102828,-1.180834215,-0.718931845,-1.837054469,-1.005678312,-1.300089376,-0.426155807,-0.587190864,-1.209326712,0.511673093,-0.138950924,0.451185153,0.078244274,0.449905761,,,,,,,,,,,,,,,,,,,
486,-1.047452505,-0.780699321,-1.506722997,-2.561650757,-1.71676969,-1.207805381,-1.158330459,-0.684725929,-1.882641035,-1.00559494,-1.306814336,-0.357064899,-0.542230475,-1.14012067,0.515536903,-0.137204993,0.42877722,0.108495074,0.435537195,,,,,,,,,,,,,,,,,,,
487,-1.052171551,-0.704498418,-1.567237455,-2.496438124,-1.636777941,-1.254235508,-1.130052229,-0.705809843,-1.903399051,-0.992724882,-1.319133127,-0.384878782,-0.568861344,-1.088065079,0.497463775,-0.156537029,0.433497751,0.062950548,0.362119127,,,,,,,,,,,,,,,,,,,
488,-1.098540872,-0.642315306,-1.502135679,-2.480894453,-1.561962341,-1.191997805,-1.07746379,-0.667595776,-1.842125678,-0.908760836,-1.299417332,-0.32816427,-0.541363695,-1.174500666,0.500825672,-0.132000621,0.421563796,0.056398032,0.328023725,,,,,,,,,,,,,,,,,,,
489,-1.02591917,-0.638992869,-1.521365695,-2.451368551,-1.460431138,-1.091055454,-1.078200075,-0.675349393,-1.901929124,-0.940903807,-1.324262875,-0.320685778,-0.509503447,-1.104911604,0.497534443,-0.092330984,0.47026514,0.003741508,0.313255992,,,,,,,,,,,,,,,,,,,
490,-0.976748672,-0.856471918,-1.48378202,-2.443043911,-1.481751077,-0.990257509,-1.049849065,-0.611029804,-1.91029935,-0.978538567,-1.36561263,-0.335337576,-0.536025756,-1.105672931,0.501887115,-0.121285147,0.421521077,-0.128138519,0.278012615,,,,,,,,,,,,,,,,,,,
491,-1.008573216,-0.867887449,-1.481931205,-2.463376891,-1.431794544,-0.991769696,-1.043343815,-0.58403891,-1.90554202,-0.960972352,-1.349365804,-0.291730174,-0.50832166,-1.060660403,0.508448581,-0.155127878,0.425622594,-0.150937873,0.238979579,,,,,,,,,,,,,,,,,,,
492,-1.011002635,-0.834304785,-1.490771431,-2.391124331,-1.381388688,-1.032117603,-0.996159574,-0.648640032,-1.932632007,-0.937564754,-1.402321209,-0.276790422,-0.496031772,-0.998648313,0.462460433,-0.10408488,0.378178029,-0.171398427,0.237777185,,,,,,,,,,,,,,,,,,,
493,-0.980961096,-0.858142371,-1.485233907,-2.357524173,-1.439097985,-0.949922523,-1.047053454,-0.611189262,-1.91696636,-0.943446222,-1.396369948,-0.202709572,-0.51926235,-0.95104981,0.461690551,-0.085490348,0.361065589,-0.108769645,0.074958896,,,,,,,,,,,,,,,,,,,
494,-0.979913468,-0.878226469,-1.47043357,-2.315125041,-1.491360583,-0.992224479,-0.997959538,-0.594784006,-1.939512059,-0.988427827,-1.370540894,-0.234655612,-0.505148449,-0.987759511,0.467862978,-0.005790322,0.326202815,-0.08698571,0.08874762,,,,,,,,,,,,,,,,,,,
495,-1.00641814,-0.93019737,-1.418016247,-2.29652457,-1.531882623,-0.952528582,-0.946517846,-0.582171193,-1.887519016,-0.917477551,-1.289248935,-0.158000984,-0.487126698,-0.892013944,0.421879307,0.04969029,0.333541112,-0.056911163,0.113184698,,,,,,,,,,,,,,,,,,,
496,-1.015262301,-0.92433432,-1.438993143,-2.30883955,-1.519812812,-0.924032767,-0.937300016,-0.56704013,-1.874508342,-0.889175657,-1.213777071,-0.184202146,-0.447498997,-0.803073508,0.428379345,0.103203231,0.326407128,-0.061527673,0.214504123,,,,,,,,,,,,,,,,,,,
497,-0.951104245,-0.977744582,-1.413740569,-2.255034288,-1.547640844,-0.957977101,-0.946461212,-0.583129785,-1.915346892,-0.890157363,-1.303153843,-0.289326123,-0.445829661,-0.809047073,0.449931642,0.088009373,0.372100532,-0.094515404,0.195908415,,,,,,,,,,,,,,,,,,,
498,-0.966447381,-0.988219012,-1.373666578,-2.237054797,-1.532143732,-0.944129523,-0.942961362,-0.51931954,-1.937146236,-0.944604591,-1.271122155,-0.380261708,-0.485524726,-0.756075112,0.458469884,0.130392213,0.361702186,-0.055437198,0.14088933,,,,,,,,,,,,,,,,,,,
499,-0.934308256,-1.072250694,-1.358387929,-2.141100517,-1.51061651,-0.988598965,-0.890464973,-0.546230422,-1.942259954,-0.967519717,-1.27587439,-0.408913277,-0.436616377,-0.731182961,0.465760653,0.126969057,0.283886018,-0.033566167,0.101123658,,,,,,,,,,,,,,,,,,,
500,-0.874120246,-1.072500836,-1.420791182,-2.115594199,-1.555656752,-0.960150698,-0.896264591,-0.517796128,-1.914495657,-0.919100218,-1.283761147,-0.443338088,-0.391407019,-0.592556895,0.42881951,0.176443264,0.279861098,0.022660867,0.17394944,,,,,,,,,,,,,,,,,,,
501,-0.915545272,-1.138817295,-1.394321851,-2.160017318,-1.559200811,-1.004630739,-0.860936155,-0.538008986,-1.922300357,-1.007335349,-1.287743898,-0.595891792,-0.39056038,-0.463429947,0.470384169,0.197256467,0.322688086,-0.044024433,0.074259614,,,,,,,,,,,,,,,,,,,
502,-0.871177073,-1.187770988,-1.449880952,-2.133394081,-1.535613082,-0.997575971,-0.918586303,-0.521457733,-1.857363785,-1.036261099,-1.320518362,-0.635564399,-0.348232876,-0.344398419,0.458617736,0.233540059,0.305530345,-0.000904575,0.110468568,,,,,,,,,,,,,,,,,,,
503,-0.885686495,-1.228243099,-1.37851249,-2.195597547,-1.575198559,-1.018167848,-0.84045849,-0.552310607,-1.870974427,-0.978781565,-1.284682615,-0.800926844,-0.266075985,-0.199405139,0.438725768,0.249346849,0.278581224,-0.024099571,0.115666107,,,,,,,,,,,,,,,,,,,
504,-0.907043781,-1.261226522,-1.382976958,-2.186449478,-1.517512985,-0.996696288,-0.814342648,-0.526895265,-1.867877794,-0.985541117,-1.345177039,-0.790325587,-0.154471833,-0.151475158,0.425926916,0.22147227,0.312897151,-0.020699648,0.082232399,,,,,,,,,,,,,,,,,,,
505,-0.88654066,-1.248335789,-1.353247997,-2.182679937,-1.515371506,-1.008112825,-0.868231323,-0.577894418,-1.850106744,-1.014088122,-1.323068591,-0.794963244,-0.009223319,-0.211709346,0.449922059,0.259987991,0.289631795,-0.061420577,0.107151203,,,,,,,,,,,,,,,,,,,
506,-0.809650439,-1.271267626,-1.301728815,-2.195594821,-1.511465238,-0.931238194,-0.85377536,-0.475817222,-1.806690577,-1.076064324,-1.28006652,-0.760070515,0.03876967,-0.260952105,0.477491059,0.255811884,0.270417095,-0.167081733,0.124350175,,,,,,,,,,,,,,,,,,,
507,-0.802034626,-1.262168553,-1.242399859,-2.19260006,-1.464938886,-0.918940085,-0.866402279,-0.492453512,-1.782596201,-1.063350604,-1.259638933,-0.729536782,0.010344595,-0.286216342,0.467431585,0.271716792,0.285833168,-0.172353477,0.149032669,,,,,,,,,,,,,,,,,,,
508,-0.762106874,-1.355329544,-1.196070244,-2.162524254,-1.401287142,-0.929563694,-0.927197722,-0.52803447,-1.701753885,-1.099297673,-1.199326307,-0.744142627,0.001116128,-0.284363378,0.43252767,0.300546926,0.329831987,-0.124315505,0.187661055,,,,,,,,,,,,,,,,,,,
509,-0.736693334,-1.338227361,-1.159167579,-2.078413831,-1.288041326,-0.929069534,-0.973471817,-0.506984654,-1.660219458,-1.07090866,-1.144819908,-0.742554357,0.0152226,-0.321123983,0.354014891,0.288466536,0.347688132,-0.134488368,0.209439681,,,,,,,,,,,,,,,,,,,
510,-0.721991554,-1.389154887,-1.108350801,-2.187636575,-1.20361163,-0.916386868,-0.901806517,-0.521187088,-1.71171487,-1.127369425,-1.173154013,-0.738070712,0.036181857,-0.341386082,0.30905491,0.242700504,0.321478274,-0.120640789,0.240959404,,,,,,,,,,,,,,,,,,,
511,-0.701026091,-1.352640833,-1.068796133,-2.155474019,-1.183335654,-0.963181567,-0.925066381,-0.524815701,-1.678129235,-1.146675456,-1.156235142,-0.693052329,0.066337491,-0.348470707,0.262752662,0.217536296,0.371877921,-0.212065251,0.291147349,,,,,,,,,,,,,,,,,,,
512,-0.708149114,-1.304711442,-1.051920123,-2.172988213,-1.07941302,-0.9771618,-0.969913972,-0.49455693,-1.593760449,-1.069117935,-1.105275639,-0.73641922,0.110538494,-0.359728248,0.318060584,0.189452729,0.370372403,-0.218713781,0.256605648,,,,,,,,,,,,,,,,,,,
513,-0.726529357,-1.274419476,-1.113763329,-2.182908523,-1.108258557,-0.99883159,-0.913195499,-0.515569574,-1.56530407,-1.083156564,-1.145595568,-0.804815821,0.110793696,-0.271283562,0.299172282,0.21816987,0.35794081,-0.157567536,0.236022775,,,,,,,,,,,,,,,,,,,
514,-0.71295237,-1.22845054,-1.085772591,-2.186530773,-1.046915716,-0.983206197,-0.90422732,-0.474879112,-1.564607247,-1.010005099,-1.108323223,-0.724772776,0.107782583,-0.331910226,0.367556578,0.219809748,0.33471287,-0.114946418,0.244440214,,,,,,,,,,,,,,,,,,,
515,-0.734402767,-1.15611205,-1.10921688,-2.225648281,-1.057377227,-0.945233501,-0.920824701,-0.478155493,-1.582797042,-1.09121977,-1.154250613,-0.707155943,0.121265563,-0.294078356,0.416089041,0.293910498,0.348058801,-0.155807632,0.227155795,,,,,,,,,,,,,,,,,,,
516,-0.712623353,-1.082145581,-1.16259614,-2.206586985,-0.969216974,-0.983209943,-0.931296815,-0.486083628,-1.566350617,-1.003431726,-1.180219455,-0.738016792,0.075846844,-0.292214889,0.423274953,0.316352443,0.380695932,-0.109816973,0.230631253,,,,,,,,,,,,,,,,,,,
517,-0.668953628,-1.167482149,-1.16185203,-2.218315597,-0.992854798,-0.924556891,-0.893508404,-0.482583367,-1.544120182,-1.014005628,-1.151620019,-0.642051368,0.035851434,-0.333315484,0.39394294,0.311823201,0.379533331,-0.144999837,0.220823359,,,,,,,,,,,,,,,,,,,
518,-0.596571441,-1.113040681,-1.203874343,-2.146086882,-0.99612631,-0.866620875,-0.887655673,-0.521514308,-1.522933281,-0.999054067,-1.149424172,-0.643672805,0.032385689,-0.296151122,0.457033718,0.285564227,0.325710944,-0.167041229,0.262487401,,,,,,,,,,,,,,,,,,,
519,-0.538915084,-1.083217105,-1.198897125,-2.119593688,-0.954282103,-0.824157415,-0.906392041,-0.492639504,-1.513826742,-0.956990207,-1.131812846,-0.640981424,-0.014807505,-0.355410288,0.486393687,0.278887592,0.327827255,-0.146992984,0.268455726,,,,,,,,,,,,,,,,,,,
520,-0.430703437,-0.994484438,-1.20860143,-2.085987677,-0.917473109,-0.742505081,-0.887537042,-0.455321143,-1.486937801,-0.929157403,-1.159854753,-0.549615022,-0.065468552,-0.406067347,0.436902427,0.246890391,0.349432242,-0.127083297,0.289501494,,,,,,,,,,,,,,,,,,,
521,-0.40287045,-1.023588869,-1.206496168,-1.987783148,-0.90928262,-0.809076456,-0.875642363,-0.496884378,-1.488896455,-0.857059138,-1.135981919,-0.526120343,-0.150242385,-0.464129264,0.442375906,0.247804094,0.328304511,-0.12482904,0.243228843,,,,,,,,,,,,,,,,,,,
522,-0.393420322,-1.01085667,-1.164351231,-1.977222158,-0.878822049,-0.822965602,-0.816908713,-0.480686464,-1.493931106,-0.869596583,-1.158833867,-0.381330607,-0.187918698,-0.544009397,0.468913493,0.216187187,0.341723171,-0.129477842,0.249949013,,,,,,,,,,,,,,,,,,,
523,-0.415754673,-1.110532131,-1.156347858,-2.002281082,-0.942915107,-0.891466593,-0.812430524,-0.508860367,-1.609630639,-0.822289553,-1.180148264,-0.321810496,-0.210229604,-0.599852765,0.429868598,0.266428685,0.326238997,-0.158557677,0.273298838,,,,,,,,,,,,,,,,,,,
524,-0.414159309,-1.064894928,-1.114174028,-1.969236191,-0.910493086,-0.859988775,-0.784873004,-0.554009254,-1.558525859,-0.860394929,-1.163682298,-0.276622471,-0.2949964,-0.641591576,0.4566843,0.268727313,0.320196908,-0.065830695,0.276527984,,,,,,,,,,,,,,,,,,,
525,-0.438663912,-1.065034422,-1.117593723,-1.941888837,-0.894215563,-0.903217828,-0.748855911,-0.507151598,-1.541231089,-0.835321749,-1.131304533,-0.167089817,-0.321256804,-0.746232468,0.449953589,0.29332991,0.355808344,-0.084916182,0.250417167,,,,,,,,,,,,,,,,,,,
526,-0.462093443,-1.009754164,-1.122783072,-1.896620324,-0.897276702,-1.058420306,-0.723872181,-0.509280599,-1.484298673,-0.811585623,-1.124556761,-0.144115861,-0.317797859,-0.737286604,0.458125482,0.305198718,0.305020586,-0.045120435,0.306466428,,,,,,,,,,,,,,,,,,,
527,-0.515000382,-1.007717096,-1.163971053,-1.962940375,-0.850836221,-0.999007956,-0.714074309,-0.457352995,-1.594495965,-0.853739024,-1.129472716,-0.237594182,-0.369547427,-0.781663055,0.438197147,0.312134737,0.324829889,-0.113900838,0.320950604,,,,,,,,,,,,,,,,,,,
528,-0.568826105,-1.010349066,-1.130483253,-1.888603939,-0.893989681,-0.945346855,-0.590771528,-0.425863844,-1.534760304,-0.863369678,-1.190234069,-0.148085242,-0.419830886,-0.765639161,0.432729485,0.334699312,0.338226372,-0.002952915,0.364392463,,,,,,,,,,,,,,,,,,,
529,-0.618040093,-1.103355269,-1.147696949,-1.966110414,-0.883255103,-0.98268033,-0.501777015,-0.457261932,-1.501850464,-0.940516326,-1.159062231,-0.118527857,-0.372303373,-0.74120576,0.436935191,0.357350403,0.384063148,-0.010392191,0.317708702,,,,,,,,,,,,,,,,,,,
530,-0.64883437,-1.114053316,-1.192381031,-1.902559232,-0.801054998,-0.915394599,-0.467227437,-0.419293088,-1.519068887,-0.924759379,-1.155715366,-0.090775972,-0.394590168,-0.729238031,0.450435869,0.32192176,0.387196986,-0.008471894,0.282605467,,,,,,,,,,,,,,,,,,,
531,-0.680157055,-1.083436827,-1.13818564,-1.926487476,-0.756217577,-0.823904162,-0.532908419,-0.400160163,-1.425306598,-0.909468148,-1.152276182,-0.10470213,-0.427083272,-0.803789553,0.411218168,0.307469552,0.403194699,0.027389153,0.336859527,,,,,,,,,,,,,,,,,,,
532,-0.704395365,-1.005651861,-1.187386192,-1.861866496,-0.701492629,-0.889006635,-0.524103265,-0.383531762,-1.535381938,-0.944789395,-1.084205613,-0.139777373,-0.434835489,-0.855795003,0.399843958,0.332460725,0.404193712,-0.015171575,0.353660728,,,,,,,,,,,,,,,,,,,
533,-0.745042976,-0.969654276,-1.216977479,-1.859991264,-0.730679663,-0.843250863,-0.490647788,-0.376259019,-1.593691988,-0.900269408,-1.103129426,-0.046955962,-0.44274183,-0.788605773,0.375783683,0.334782045,0.360668133,0.043505892,0.360073076,,,,,,,,,,,,,,,,,,,
534,-0.77642968,-0.972905888,-1.230627684,-1.947169137,-0.71655024,-0.799068638,-0.435626541,-0.340456959,-1.563258487,-0.839734895,-1.02902997,0.020054331,-0.40069547,-0.741700858,0.35650611,0.294898323,0.438809911,0.13214183,0.35709923,,,,,,,,,,,,,,,,,,,
535,-0.788569259,-0.942102803,-1.273960115,-1.818464708,-0.737011806,-0.763380076,-0.521010809,-0.365014022,-1.671484451,-0.913930627,-0.935336587,0.011518121,-0.424543649,-0.828645982,0.381744734,0.320653257,0.409382377,0.124314278,0.412392254,,,,,,,,,,,,,,,,,,,
536,-0.801996566,-0.913487577,-1.16702563,-1.917990201,-0.799828481,-0.793204617,-0.523941583,-0.376710223,-1.69675231,-0.870959766,-0.920665659,-0.02209336,-0.453497753,-0.868720465,0.350651543,0.288885311,0.435797608,0.203440341,0.347932414,,,,,,,,,,,,,,,,,,,
537,-0.822750117,-0.85088217,-1.161544619,-1.953892601,-0.743760303,-0.740702377,-0.546640376,-0.358416447,-1.697235895,-0.900669843,-0.881091686,0.030554862,-0.447916153,-0.82806045,0.329568727,0.29995669,0.442419211,0.185606385,0.245709058,,,,,,,,,,,,,,,,,,,
538,-0.838363803,-0.7493683,-1.201224414,-1.909550307,-0.795536544,-0.733510475,-0.599989567,-0.361529113,-1.624979323,-0.950630692,-0.886404631,-0.055189552,-0.487412308,-0.795898804,0.339083657,0.362840077,0.423991064,0.13678316,0.282472337,,,,,,,,,,,,,,,,,,,
539,-0.81224783,-0.658687992,-1.171990856,-1.973317416,-0.799624699,-0.742594757,-0.611772662,-0.375673994,-1.718596524,-0.956996032,-0.784600322,-0.102067839,-0.506263508,-0.843766866,0.370175203,0.384018908,0.441764709,0.184048683,0.24385036,,,,,,,,,,,,,,,,,,,
540,-0.75365262,-0.603367724,-1.160832051,-1.976382033,-0.775774415,-0.729488702,-0.600331734,-0.433341877,-1.669999387,-0.951369698,-0.771304373,-0.057430751,-0.506965406,-0.896350954,0.353319631,0.375368187,0.406292873,0.171245759,0.284646344,,,,,,,,,,,,,,,,,,,
541,-0.815383993,-0.558885581,-1.100558544,-2.011411892,-0.745048829,-0.617045851,-0.578971064,-0.438966993,-1.645956547,-0.969629289,-0.728902778,-0.010106031,-0.563836597,-0.884028606,0.376040952,0.38354715,0.39460219,0.161660267,0.326423345,,,,,,,,,,,,,,,,,,,
542,-0.783858191,-0.517011234,-1.156506437,-2.010971815,-0.729365914,-0.545137732,-0.598771826,-0.433241306,-1.610813302,-0.904739869,-0.736573701,0.10131431,-0.65703524,-0.928256654,0.343079322,0.322156242,0.355256433,0.20161746,0.344655027,,,,,,,,,,,,,,,,,,,
543,-0.846008228,-0.636936399,-1.209624286,-1.930352985,-0.772531453,-0.44984415,-0.553836614,-0.396300962,-1.569983198,-0.831918261,-0.767961367,0.004609233,-0.651926756,-0.921540877,0.245980652,0.273979529,0.395391379,0.221793668,0.294470799,,,,,,,,,,,,,,,,,,,
544,-0.744133334,-0.564694543,-1.222449448,-1.929055151,-0.723775719,-0.42300223,-0.475739551,-0.429498915,-1.531348122,-0.919380388,-0.732021304,0.084903531,-0.632175305,-0.868622564,0.208661945,0.318803787,0.379166043,0.28197233,0.289707373,,,,,,,,,,,,,,,,,,,
545,-0.723473994,-0.61217304,-1.23747391,-1.905742592,-0.814032957,-0.440547948,-0.549548844,-0.455352982,-1.548545895,-0.934733095,-0.742250902,0.125494724,-0.60088671,-0.911979699,0.197985555,0.318820539,0.378349549,0.277085345,0.293781678,,,,,,,,,,,,,,,,,,,
546,-0.684980892,-0.613370379,-1.152597899,-1.976875677,-0.771049205,-0.449423851,-0.432464161,-0.477732877,-1.566511675,-0.899562315,-0.810164344,0.160418295,-0.60859458,-0.907963927,0.196470692,0.325802524,0.441866363,0.275135179,0.361742298,,,,,,,,,,,,,,,,,,,
547,-0.707620792,-0.55627036,-1.154289162,-1.943235485,-0.760370486,-0.429832144,-0.568288243,-0.440044429,-1.443003699,-0.963397538,-0.821672216,0.329125878,-0.592762472,-0.86290935,0.263918954,0.421346085,0.391422544,0.207929321,0.320648908,,,,,,,,,,,,,,,,,,,
