time,route1,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,,,,,,,,,,,,,,,,,,,
235,0.732949749,-0.143732886,-0.974315084,-0.35634972,0.914431211,0.539907114,1.043078618,1.301821762,0.810006946,-0.487252659,0.074564722,-0.955462486,0.877647882,-0.33619486,0.727726727,0.483909193,0.894032643,0.402177227,0.087672021,,,,,,,,,,,,,,,,,,,
236,0.731516156,-0.142779935,-0.929837764,-0.359624697,0.869843716,0.595017691,0.954145902,1.332426066,0.719391716,-0.575813163,0.131838445,-0.990507924,0.852272814,-0.310026763,0.735338324,0.452317898,0.844465875,0.384928899,0.050516395,,,,,,,,,,,,,,,,,,,
237,0.730059229,-0.11723857,-0.973876569,-0.465759789,0.869969827,0.567877037,0.946039975,1.251256972,0.72513049,-0.587298996,0.037562041,-0.965343863,0.880652732,-0.267009824,0.727329254,0.523664676,0.849518241,0.39725039,0.054739831,,,,,,,,,,,,,,,,,,,
238,0.77128374,-0.128921989,-0.906295945,-0.569875917,0.924956019,0.563866688,0.978253764,1.24177523,0.733647683,-0.581647143,0.008624821,-1.03784007,0.882880141,-0.284219395,0.74984882,0.484036476,0.841908193,0.397550146,0.08071966,,,,,,,,,,,,,,,,,,,
239,0.733772077,-0.090797004,-0.889320197,-0.679336247,0.909875504,0.609318171,0.989742774,1.302150943,0.782107016,-0.658510345,0.041629717,-1.045452868,0.851718526,-0.278400105,0.760861303,0.461805213,0.842992809,0.413682149,0.068420859,,,,,,,,,,,,,,,,,,,
240,0.776179557,-0.098800644,-0.90101226,-0.690401819,0.901596274,0.642818063,0.939093918,1.278591436,0.897914583,-0.628860706,0.033597453,-0.962527696,0.850305674,-0.301798852,0.739467354,0.506337359,0.857217524,0.363057441,0.144267566,,,,,,,,,,,,,,,,,,,
241,0.805190964,-0.074925421,-0.896328777,-0.672657873,0.902137,0.616924639,0.961218896,1.270223401,0.908910007,-0.512364711,0.086115188,-0.992378219,0.862663648,-0.243474341,0.759767681,0.477548074,0.845122408,0.393565839,0.158802812,,,,,,,,,,,,,,,,,,,
242,0.817613741,-0.113603805,-0.933374372,-0.659998855,0.934488708,0.590828863,0.942342319,1.262334217,0.915859385,-0.485917165,0.098950852,-1.027765923,0.923151432,-0.185585094,0.738712263,0.48122289,0.817567175,0.374901557,0.156499996,,,,,,,,,,,,,,,,,,,
243,0.78138266,-0.088886515,-0.911751361,-0.64707612,0.906318219,0.606624461,0.9102363,1.278948975,0.868652202,-0.475895016,0.058640157,-1.05900693,0.924093709,-0.232439742,0.721567272,0.502061593,0.789502153,0.365258014,0.154522302,,,,,,,,,,,,,,,,,,,
244,0.766015878,-0.040014732,-0.912216859,-0.69857419,0.894700974,0.605515836,0.874377205,1.203411787,0.837621615,-0.436615537,0.086910602,-1.09945488,0.893282268,-0.241775395,0.735862909,0.493702118,0.812370803,0.382967931,0.186873213,,,,,,,,,,,,,,,,,,,
245,0.744870835,-0.013702523,-0.906596181,-0.729619954,0.917372462,0.616833256,0.873236434,1.210525159,0.84518565,-0.477315107,0.086637913,-1.047498743,0.865217759,-0.231238251,0.715825176,0.486757446,0.812133163,0.393751736,0.189449646,,,,,,,,,,,,,,,,,,,
246,0.786443494,-0.043701573,-0.921031937,-0.729691883,0.92676549,0.595420086,0.882150079,1.207379391,0.781705531,-0.501609693,0.03297204,-1.055522664,0.871451587,-0.225988304,0.740100583,0.47966142,0.814588076,0.402249691,0.201142185,,,,,,,,,,,,,,,,,,,
247,0.770508334,-0.078637363,-0.884729412,-0.664600388,0.927546238,0.616985582,0.923940485,1.246069695,0.782698514,-0.486769092,0.036442079,-1.089123954,0.922109936,-0.211075209,0.743793702,0.453305447,0.816290961,0.396097463,0.204386188,,,,,,,,,,,,,,,,,,,
248,0.784426759,-0.061413961,-0.960504867,-0.664440948,0.929292157,0.600422921,0.958762497,1.220495865,0.76077751,-0.50764514,0.038263323,-1.108626469,0.889015141,-0.259738218,0.720141491,0.464188998,0.836719011,0.417074172,0.190232716,,,,,,,,,,,,,,,,,,,
249,0.764048618,-0.043776893,-0.984473233,-0.655019239,0.925242159,0.587465282,0.886453976,1.278828108,0.756077251,-0.553004077,0.039609678,-1.107769443,0.920298706,-0.221209157,0.721913374,0.492285247,0.831507904,0.451251066,0.195957006,,,,,,,,,,,,,,,,,,,
250,0.762339728,-0.024091042,-0.945752545,-0.650777233,0.891560665,0.575224537,0.86229195,1.216439505,0.771460231,-0.524061188,-0.055987358,-1.102831099,0.889544127,-0.236622822,0.763750628,0.461704743,0.794734957,0.420954233,0.175265344,,,,,,,,,,,,,,,,,,,
251,0.729757899,-0.067068325,-0.93065289,-0.633964007,0.888192758,0.581548266,0.908398722,1.246899355,0.811862373,-0.57636003,-0.041608987,-1.072562784,0.922658706,-0.276038986,0.738026774,0.417346344,0.803402689,0.335864257,0.21344841,,,,,,,,,,,,,,,,,,,
252,0.761855501,-0.095099931,-0.902390575,-0.634876775,0.905227979,0.588906038,0.896411292,1.236370205,0.841415842,-0.578412921,-0.104941359,-1.056443277,0.932762685,-0.277511039,0.740664737,0.473258797,0.813027516,0.391832234,0.200937372,,,,,,,,,,,,,,,,,,,
253,0.742694513,-0.046746907,-0.84199234,-0.633689427,0.903255834,0.63294612,0.912789011,1.247364626,0.8612481,-0.565471612,-0.198381818,-1.060083685,0.911639342,-0.231820328,0.747449984,0.484719847,0.817145838,0.368977642,0.213153271,,,,,,,,,,,,,,,,,,,
254,0.782110144,-0.060409612,-0.883311211,-0.602192566,0.880073444,0.583674529,0.922302807,1.283651124,0.852578351,-0.607073458,-0.20979358,-1.027373207,0.886427035,-0.253424056,0.684111549,0.504393986,0.822942842,0.396153262,0.162756428,,,,,,,,,,,,,,,,,,,
255,0.774771083,-0.06256297,-0.833094967,-0.59246555,0.909548926,0.533761095,0.913246342,1.352371631,0.845996074,-0.586481301,-0.168229669,-1.053613265,0.908960869,-0.228494939,0.695132602,0.46598368,0.852350142,0.377742433,0.204774752,,,,,,,,,,,,,,,,,,,
256,0.77880448,-0.018692528,-0.821010947,-0.599174231,0.902989145,0.573953075,0.905993343,1.297942602,0.872485535,-0.597440448,-0.118271073,-1.075052657,0.912431377,-0.21904844,0.740645659,0.487570178,0.822242724,0.393453875,0.230950267,,,,,,,,,,,,,,,,,,,
257,0.798116381,-0.06266801,-0.797843954,-0.569344003,0.90787262,0.595224917,0.877009644,1.238529081,0.863116758,-0.629770647,-0.124288184,-0.994464468,0.9287804,-0.217972172,0.678940705,0.467984435,0.806645697,0.381893749,0.164981753,,,,,,,,,,,,,,,,,,,
258,0.800756632,-0.052162878,-0.794591964,-0.615005338,0.864560815,0.582277417,0.875289942,1.213688079,0.853173741,-0.60855944,-0.067489261,-0.970387452,0.973959547,-0.225371428,0.707616399,0.473879142,0.843453822,0.394256581,0.147395084,,,,,,,,,,,,,,,,,,,
259,0.771133077,-0.065244273,-0.851686647,-0.569160895,0.897843308,0.59373948,0.87730832,1.238915838,0.799290913,-0.632026165,-0.116351785,-1.04608144,0.915880761,-0.26581214,0.727253833,0.482233879,0.863708576,0.392233993,0.183319184,,,,,,,,,,,,,,,,,,,
260,0.743306049,-0.08781358,-0.825542514,-0.523269294,0.839144612,0.601845682,0.877861411,1.256927053,0.816780117,-0.684087532,-0.142296592,-1.033549043,0.90508285,-0.238671228,0.721840849,0.515873752,0.80131595,0.386366761,0.184406722,,,,,,,,,,,,,,,,,,,
261,0.743317735,-0.085697334,-0.84610486,-0.518663593,0.816879344,0.580790663,0.903092919,1.328399183,0.827907774,-0.672468379,-0.165537676,-1.057067343,0.897811117,-0.288284363,0.762931849,0.464698139,0.804363761,0.389387473,0.153478849,,,,,,,,,,,,,,,,,,,
262,0.756732445,-0.033751984,-0.811592871,-0.484079479,0.84013968,0.603647479,0.930367219,1.292430538,0.80769448,-0.713397461,-0.157494831,-1.007446843,0.860945985,-0.183356319,0.717814538,0.447770111,0.829373257,0.381046836,0.158156933,,,,,,,,,,,,,,,,,,,
263,0.771952873,-0.063749044,-0.80684911,-0.469264786,0.882033972,0.571476668,0.935708947,1.305410789,0.767674504,-0.767997883,-0.147979167,-1.058671759,0.819832182,-0.291779118,0.752486818,0.461174629,0.783952964,0.405428636,0.159876422,,,,,,,,,,,,,,,,,,,
264,0.741932012,-0.137703015,-0.825862909,-0.437911927,0.850990136,0.558414636,0.931476951,1.31400502,0.824225324,-0.821459148,-0.211371321,-1.11223282,0.867139927,-0.315467389,0.710480842,0.447958275,0.779333361,0.369419234,0.160579963,,,,,,,,,,,,,,,,,,,
265,0.691819755,-0.095863198,-0.818328688,-0.378226803,0.805508088,0.561872838,0.877939218,1.290316964,0.822699008,-0.874937691,-0.22957344,-1.108227976,0.900271205,-0.295701451,0.69432583,0.48800384,0.753104837,0.368094048,0.142206837,,,,,,,,,,,,,,,,,,,
266,0.752701677,-0.059553083,-0.7996488,-0.355465678,0.774972326,0.565395328,0.932026681,1.28571316,0.76320155,-0.834388974,-0.243339797,-1.084654843,0.865176614,-0.289887659,0.707128809,0.437358439,0.808584303,0.380524528,0.155684741,,,,,,,,,,,,,,,,,,,
267,0.726354054,-0.071610351,-0.848008325,-0.334594536,0.798376632,0.551198614,0.934021732,1.276265557,0.759584544,-0.817860434,-0.137063946,-1.102775217,0.821238416,-0.361202203,0.731582917,0.44440482,0.825998322,0.350194293,0.127871032,,,,,,,,,,,,,,,,,,,
268,0.739985569,-0.126999866,-0.831267718,-0.297441084,0.798411962,0.537655448,0.915610095,1.307495554,0.770016493,-0.899423672,-0.165864405,-1.167128621,0.870389632,-0.345727248,0.708847528,0.465212978,0.824714035,0.339160534,0.069014149,,,,,,,,,,,,,,,,,,,
269,0.651467868,-0.157662942,-0.81797098,-0.341085782,0.790870066,0.545537018,0.857054397,1.277117354,0.807564229,-0.941222654,-0.191067868,-1.165206774,0.896904269,-0.305306841,0.706592462,0.411344897,0.780997578,0.353209062,0.092222181,,,,,,,,,,,,,,,,,,,
270,0.688788953,-0.12160932,-0.853165156,-0.363921643,0.781494425,0.605523532,0.893180928,1.304554185,0.725208276,-0.944340287,-0.255878649,-1.210385796,0.864242246,-0.339924732,0.717536246,0.43054966,0.690123005,0.352320615,0.122461088,,,,,,,,,,,,,,,,,,,
271,0.689291684,-0.117285823,-0.843678509,-0.291113926,0.755713182,0.531005126,0.867483243,1.305962938,0.728119037,-0.943768384,-0.268752718,-1.24683508,0.841190946,-0.395655146,0.684700647,0.41687164,0.727967912,0.328422505,0.06138679,,,,,,,,,,,,,,,,,,,
272,0.646865854,-0.126457141,-0.859863458,-0.34027987,0.773090724,0.500412926,0.858868006,1.303422579,0.742926519,-0.983004261,-0.315878149,-1.297540178,0.879468802,-0.395714323,0.697409842,0.407124557,0.703647601,0.327554818,0.079389885,,,,,,,,,,,,,,,,,,,
273,0.62054854,-0.213309908,-0.827219378,-0.360939437,0.726684563,0.529456499,0.892096268,1.299150985,7.73E-01,-1.026825919,-0.391805291,-1.268891342,0.870241627,-0.399640488,0.680517902,0.424922994,0.741593724,0.31369023,0.049223505,,,,,,,,,,,,,,,,,,,
274,0.620421563,-0.213488949,-0.842068906,-0.344117953,0.726930905,0.536923141,0.94262051,1.341036143,0.760568148,-1.033136508,-0.425521481,-1.222420355,0.829895045,-0.441720812,0.660828943,0.373460338,0.771645817,0.321174628,0.016425591,,,,,,,,,,,,,,,,,,,
275,0.674036435,-0.207500913,-0.89802004,-0.380718583,0.724327784,0.537689692,0.894174508,1.322157012,0.694064277,-1.047021024,-0.384610109,-1.246370407,0.862468955,-0.433725028,0.653067732,0.393101349,0.776066524,0.348883833,0.06777657,,,,,,,,,,,,,,,,,,,
276,0.655308414,-0.219458793,-0.891560981,-0.330523739,0.68157551,0.569159146,0.881368071,1.380916921,0.700958612,-1.094800434,-0.452408176,-1.303231545,0.848637972,-0.444110799,0.642680519,0.40140101,0.712817724,0.309264407,0.055932954,,,,,,,,,,,,,,,,,,,
277,0.680637566,-0.194547069,-0.887712344,-0.381723565,0.711934743,0.519839453,0.836023968,1.353955626,0.669866047,-1.117838256,-0.556940289,-1.308505067,0.859038679,-0.495764287,0.635873665,0.402642841,0.637038492,0.356465584,0.041079571,,,,,,,,,,,,,,,,,,,
278,0.636521544,-0.166217016,-0.90101084,-0.394384629,0.67961369,0.534058592,0.892896245,1.386316871,0.661903805,-1.098278302,-0.502051427,-1.272189457,0.872980851,-0.474476578,0.630370086,0.410737044,0.727594818,0.257799569,-0.006868499,,,,,,,,,,,,,,,,,,,
279,0.689410765,-0.202142994,-0.897423115,-0.356761702,0.713195814,0.53900148,0.907385934,1.370740448,0.696103727,-1.132390735,-0.508566173,-1.318403914,0.857955827,-0.500175242,0.621772883,0.356787788,0.684956085,0.307366441,0.022244286,,,,,,,,,,,,,,,,,,,
280,0.650979225,-0.247374831,-0.946250161,-0.379987972,0.695998444,0.578516743,0.874682989,1.40511053,0.715503947,-1.145261237,-0.589570975,-1.350635826,0.858471522,-0.507971433,0.614906211,0.380018022,0.645052654,0.324075067,-0.068705605,,,,,,,,,,,,,,,,,,,
281,0.572406306,-0.234683172,-0.868840564,-0.298342644,0.67255858,0.532166913,0.882224301,1.388450817,0.717008167,-1.18859206,-0.614636918,-1.385515659,0.913041313,-0.5080692,0.647449324,0.368166322,0.661645119,0.264156817,-0.028647668,,,,,,,,,,,,,,,,,,,
282,0.590031888,-0.192163036,-0.971073919,-0.385931761,0.672195764,0.505223391,0.888800485,1.379174778,0.672400908,-1.231413769,-0.636578566,-1.382530164,0.883962375,-0.540630535,0.609893002,0.31493523,0.651681662,0.286540112,-0.051499634,,,,,,,,,,,,,,,,,,,
283,0.629843626,-0.217644418,-0.95647266,-0.425689418,0.695512274,0.496206845,0.829007225,1.398523847,0.660118992,-1.226138475,-0.663022146,-1.366937345,0.885998196,-0.545347544,0.584515401,0.344933381,0.693788202,0.305046886,-0.021522525,,,,,,,,,,,,,,,,,,,
284,0.605825213,-0.166904387,-1.001050848,-0.409284508,0.686157635,0.489746323,0.83210004,1.396911315,0.686314604,-1.263268657,-0.657650166,-1.458306002,0.879370388,-0.609376985,0.550836055,0.347847349,0.696010723,0.277099268,-0.077929155,,,,,,,,,,,,,,,,,,,
285,0.570947604,-0.260521252,-0.94174416,-0.463032546,0.612843833,0.482794368,0.822468393,1.422889364,0.729145798,-1.322564929,-0.665869674,-1.475167076,0.843329165,-0.605944817,0.56626502,0.3323858,0.647864792,0.239737464,-0.075831562,,,,,,,,,,,,,,,,,,,
286,0.538891249,-0.244616857,-0.981493992,-0.453472666,0.605899615,0.480145647,0.861861701,1.395577321,0.671633934,-1.260752809,-0.677385247,-1.397125226,0.855428552,-0.580594182,0.523949464,0.314360937,0.670274894,0.225758409,-0.095907184,,,,,,,,,,,,,,,,,,,
287,0.597623518,-0.234018237,-1.038056315,-0.45293156,0.592103135,0.458000523,0.88071516,1.368178688,0.677129813,-1.302819673,-0.636269556,-1.408257505,0.823217872,-0.632672793,0.505240726,0.323025847,0.606965954,0.238112047,-0.056007757,,,,,,,,,,,,,,,,,,,
288,0.525751202,-0.230338075,-1.043010327,-0.475688896,0.614385441,0.450747098,0.856691272,1.352721,0.703731255,-1.340743784,-0.681303992,-1.490743294,0.865331169,-0.692048594,0.538556645,0.340570311,0.589428585,0.195725283,-0.087369241,,,,,,,,,,,,,,,,,,,
289,0.553571347,-0.277176226,-1.076753854,-0.433889035,0.529103109,0.487042906,0.795308504,1.337768776,0.657443428,-1.34189825,-0.773382036,-1.506306869,0.842525469,-0.726907747,0.501693185,0.340295869,0.585855663,0.200035945,-0.092174945,,,,,,,,,,,,,,,,,,,
290,0.552605011,-0.311917261,-1.06925755,-0.48160806,0.585320425,0.495973699,0.781737073,1.32548138,0.597492278,-1.394812609,-0.810393502,-1.529207204,0.869236428,-0.687794708,0.503616925,0.319125045,0.592120419,0.189894826,-0.141535767,,,,,,,,,,,,,,,,,,,
291,0.539693494,-0.292776843,-1.028794322,-0.445591505,0.575839684,0.477147569,0.820870459,1.284705312,0.61811523,-1.37560038,-0.771832682,-1.561705003,0.871591155,-0.691097373,0.480671089,0.283077363,0.535567715,0.206465434,-0.151848186,,,,,,,,,,,,,,,,,,,
292,0.515410183,-0.303819645,-1.072084568,-0.52923302,0.55161591,0.482808888,0.753067071,1.268027822,0.608706741,-1.434743893,-0.809386737,-1.596789379,0.870800039,-0.682201797,0.489443841,0.268248014,0.550212967,0.224436708,-0.145400419,,,,,,,,,,,,,,,,,,,
293,0.491160412,-0.335127627,-1.037986797,-0.592275972,0.497473674,0.464459409,0.810308743,1.225246997,0.631169531,-1.409178897,-0.831340843,-1.592703196,0.89991449,-0.703605442,0.485594462,0.294663249,0.583062082,0.170544634,-0.137681337,,,,,,,,,,,,,,,,,,,
294,0.477599158,-0.36037581,-1.073186255,-0.565417367,0.497026389,0.503925047,0.793034838,1.225745936,0.555802188,-1.495248263,-0.811405607,-1.674567516,0.829463165,-0.775153418,0.46916605,0.267035662,0.537723428,0.18144145,-0.155081081,,,,,,,,,,,,,,,,,,,
295,0.496453442,-0.398081536,-1.113554805,-0.575767985,0.489334263,0.530036138,0.762551753,1.161895618,0.523528053,-1.473047713,-0.778878705,-1.624937795,0.823742653,-0.822115128,0.454495334,0.298369069,0.580423392,0.190691306,-0.132998697,,,,,,,,,,,,,,,,,,,
296,0.498174002,-0.426625783,-1.107970701,-0.5976528,0.546333755,0.5833301,0.733805587,1.150782955,0.505985973,-1.513881707,-0.852864491,-1.60255241,0.801726288,-0.836648319,0.485237485,0.250471851,0.545669976,0.151458197,-0.178579208,,,,,,,,,,,,,,,,,,,
297,0.433328316,-0.450818818,-1.079099491,-0.632714114,0.471339549,0.548826975,0.689098804,1.137693517,0.553527903,-1.435213614,-0.846406728,-1.667847158,0.746949648,-0.809112584,0.491492169,0.317912186,0.521749427,0.127566536,-0.171602985,,,,,,,,,,,,,,,,,,,
298,0.456451304,-0.455236696,-1.144679505,-0.652612996,0.460631739,0.566683383,0.720923354,1.069827316,0.464249495,-1.436812566,-0.884591637,-1.674983154,0.731237135,-0.872992442,0.461000207,0.243483916,0.477241551,0.121476971,-0.15949512,,,,,,,,,,,,,,,,,,,
299,0.444099267,-0.463865508,-1.20560237,-0.652947653,0.471622502,0.600186483,0.711811591,1.079685859,0.491205019,-1.413009994,-0.931466702,-1.618843348,0.760053142,-0.844532666,0.464204029,0.277386801,0.462995079,0.109235866,-0.250492202,,,,,,,,,,,,,,,,,,,
300,0.417960137,-0.483710523,-1.306136994,-0.689544962,0.432542329,0.606729851,0.684388268,1.088875345,0.434386282,-1.440042302,-0.990417517,-1.708952703,0.716812962,-0.883081921,0.454634893,0.292863998,0.507421538,0.085822969,-0.235108561,,,,,,,,,,,,,,,,,,,
301,0.404601265,-0.484657015,-1.315951615,-0.76186215,0.386887483,0.570031623,0.700104698,1.061575775,0.400058676,-1.40847119,-1.058025084,-1.76608504,0.733146325,-0.938165542,0.407521361,0.257957678,0.502298912,0.082238717,-0.271996689,,,,,,,,,,,,,,,,,,,
302,0.389302607,-0.515266951,-1.338134021,-0.822834688,0.386463269,0.570430433,0.673025539,1.040754527,0.386374413,-1.495783871,-1.057832463,-1.71226621,0.656456692,-0.957498195,0.399362212,0.272637263,0.524164035,0.041672584,-0.275617647,,,,,,,,,,,,,,,,,,,
303,0.343400514,-0.569822739,-1.417332494,-0.903020189,0.341504022,0.49230358,0.685323643,0.986503998,0.369719831,-1.464572049,-1.10052432,-1.718002599,0.679121789,-0.97705036,0.411636819,0.269733442,0.493926424,0.064019904,-0.274878601,,,,,,,,,,,,,,,,,,,
304,0.350340208,-0.628069628,-1.439607302,-0.900117567,0.378175078,0.472728002,0.647011442,0.982715173,0.340190195,-1.455880032,-1.068590888,-1.717097605,0.575478857,-1.008956175,0.401840299,0.2759895,0.461548476,0.086436664,-0.298540572,,,,,,,,,,,,,,,,,,,
305,0.358097347,-0.663879309,-1.453136395,-0.960729633,0.291832775,0.477237862,0.615411491,0.989522884,0.219632019,-1.439974927,-1.127679001,-1.788086844,0.561199536,-1.000612214,0.352920428,0.289772836,0.475957855,0.033049153,-0.226580836,,,,,,,,,,,,,,,,,,,
306,0.307273897,-0.703594418,-1.476221321,-0.995410543,0.297625436,0.414131504,0.584163562,0.979605747,0.196505199,-1.422928319,-1.16473304,-1.864096646,0.569957034,-1.073709359,0.29892508,0.292121481,0.526557186,0.047373778,-0.258051132,,,,,,,,,,,,,,,,,,,
307,0.299976074,-0.676684237,-1.482932033,-1.034826994,0.27046832,0.446140785,0.606800699,0.936691816,0.163041772,-1.446335554,-1.250216344,-1.903486036,0.568876989,-1.117823098,0.329068217,0.256200048,0.568053853,0.056651557,-0.249621983,,,,,,,,,,,,,,,,,,,
308,0.253358887,-0.75877532,-1.455848159,-1.067367719,0.271736999,0.35499411,0.542018275,0.90996415,0.130805716,-1.508435029,-1.258455014,-1.884595361,0.550407554,-1.15154766,0.342612132,0.273249508,0.601830905,0.027019426,-0.267238127,,,,,,,,,,,,,,,,,,,
309,0.308879547,-0.77185937,-1.511120713,-1.138000126,0.188679163,0.32754417,0.62295912,0.898505074,0.129938722,-1.535908773,-1.3044927,-1.97741649,0.55423114,-1.130458963,0.25871903,0.269786438,0.590748516,0.026746975,-0.239288247,,,,,,,,,,,,,,,,,,,
310,0.256338905,-0.821406781,-1.553408233,-1.151434608,0.145885677,0.305862138,0.556417105,0.889026703,0.086147705,-1.558845928,-1.255899877,-1.935676914,0.470306318,-1.208948123,0.298271017,0.246783925,0.603704891,0.005105167,-0.259482673,,,,,,,,,,,,,,,,,,,
311,0.20042362,-0.799612705,-1.601186094,-1.200935335,0.100932802,0.165857352,0.566819582,0.828655008,0.097304642,-1.599832647,-1.25512436,-1.980977529,0.430559995,-1.217304442,0.31120293,0.219871444,0.578497404,-0.020056102,-0.257495275,,,,,,,,,,,,,,,,,,,
312,0.19907796,-0.894230791,-1.651568772,-1.286067066,0.041997648,0.089276957,0.569065152,0.854384432,0.053764109,-1.612950505,-1.291898563,-2.001611947,0.413669959,-1.21987596,0.299645899,0.20739485,0.627355718,0.007479317,-0.195115103,,,,,,,,,,,,,,,,,,,
313,0.235219533,-0.846946383,-1.668458512,-1.348851791,-0.023674986,0.080567529,0.497355744,0.806551796,0.029235431,-1.602799349,-1.311229359,-2.046365881,0.406678357,-1.257359463,0.281218751,0.149326635,0.678682954,0.001866262,-0.241670222,,,,,,,,,,,,,,,,,,,
314,0.158253472,-0.931710733,-1.740675482,-1.455554102,-0.082283324,0.018624861,0.531903165,0.809881559,-0.037897083,-1.571035055,-1.323470084,-2.060177081,0.407818898,-1.294430951,0.24519412,0.090537748,0.646550198,-0.061695157,-0.188698108,,,,,,,,,,,,,,,,,,,
315,0.110628415,-0.922684879,-1.754224526,-1.512350048,-0.099977175,0.012082891,0.542878342,0.727679472,-0.072410699,-1.652419656,-1.397493965,-2.072305019,0.393252221,-1.313219742,0.294849898,0.07125606,0.662129184,-0.019512677,-0.243623866,,,,,,,,,,,,,,,,,,,
316,0.113208738,-1.011049363,-1.792337873,-1.605911169,-0.154891114,0.014343156,0.549062677,0.726410197,-0.123723431,-1.618946537,-1.421334303,-2.062899911,0.342943708,-1.381443451,0.301096498,0.051854967,0.685823752,-0.055523458,-0.206141679,,,,,,,,,,,,,,,,,,,
317,0.13131756,-1.025187134,-1.780112622,-1.680870448,-0.265083813,-0.014698988,0.524105185,0.727421228,-0.207178953,-1.52737485,-1.449819061,-2.093006491,0.281355077,-1.399294741,0.32367024,0.026790372,0.682059306,-0.043642885,-0.201440534,,,,,,,,,,,,,,,,,,,
318,0.044101739,-1.083033211,-1.713036556,-1.784039863,-0.289824349,-0.061252222,0.493071592,0.654584688,-0.184996092,-1.386313715,-1.495516352,-2.057722772,0.279388165,-1.454848431,0.321412301,-0.048526815,0.656363094,-0.093026315,-0.167679076,,,,,,,,,,,,,,,,,,,
319,-0.009641478,-1.152653526,-1.793609209,-1.775031998,-0.34539359,-0.094061166,0.50584198,0.585507706,-0.194553631,-1.328955277,-1.549911893,-2.032810696,0.256205963,-1.461349915,0.282085254,-0.090759702,0.699976422,-0.108999233,-0.209337846,,,,,,,,,,,,,,,,,,,
320,-0.010841392,-1.175259666,-1.703543906,-1.880425313,-0.410255804,-0.138508991,0.494612809,0.575251677,-0.23746389,-1.257310912,-1.54843648,-2.056847559,0.258284995,-1.474403496,0.268786418,-0.141930471,0.750754928,-0.109715689,-0.209349492,,,,,,,,,,,,,,,,,,,
321,0.025297189,-1.191801083,-1.712068367,-1.940106333,-0.437622839,-0.152964012,0.408447077,0.566115011,-0.306086768,-1.079780134,-1.659636155,-2.03285151,0.210062264,-1.46395717,0.260351491,-0.235922616,0.714538302,-0.096948473,-0.180938811,,,,,,,,,,,,,,,,,,,
322,-0.070977504,-1.213899905,-1.689228562,-1.95011201,-0.456632793,-0.143854135,0.352346796,0.526156797,-0.348359217,-0.973684635,-1.717447036,-2.034481433,0.157062469,-1.460691787,0.271130919,-0.286422865,0.769884512,-0.184733027,-0.210153139,,,,,,,,,,,,,,,,,,,
323,-0.065534082,-1.230168257,-1.693876087,-2.047544641,-0.523908959,-0.182793639,0.342489728,0.514855887,-0.330623289,-0.789033557,-1.770554629,-2.050369353,0.117002583,-1.468365957,0.246442877,-0.294005357,0.747124669,-0.238846935,-0.122420218,,,,,,,,,,,,,,,,,,,
324,-0.109968654,-1.303459602,-1.708180794,-2.036377816,-0.577051085,-0.136854845,0.311863289,0.431608153,-0.375690866,-0.909317138,-1.770561954,-2.052075751,0.082291231,-1.501163753,0.235282017,-0.361012259,0.796398048,-0.280996146,-0.066230104,,,,,,,,,,,,,,,,,,,
325,-0.089053158,-1.352418157,-1.682379408,-2.114651048,-0.651777887,-0.171211804,0.25812332,0.439460419,-0.417309994,-0.868074276,-1.789614003,-2.07670278,0.028573965,-1.510232549,0.198674761,-0.374664734,0.821304332,-0.319864491,-0.050928444,,,,,,,,,,,,,,,,,,,
326,-0.147626191,-1.368818611,-1.673984767,-2.153101457,-0.650819945,-0.179140147,0.205317629,0.432380205,-0.479886837,-0.862971521,-1.807720806,-2.069745528,0.021309301,-1.55092913,0.181953929,-0.462308238,0.828527671,-0.323513744,-0.015974929,,,,,,,,,,,,,,,,,,,
327,-0.138992274,-1.434455609,-1.698356418,-2.148615875,-0.704861181,-0.232269439,0.19970732,0.418706017,-0.518369996,-0.971767919,-1.855616171,-2.171621752,-0.0148327,-1.567406359,0.213350466,-0.562055793,0.864350645,-0.376362177,0.031223751,,,,,,,,,,,,,,,,,,,
328,-0.219128261,-1.448428801,-1.696410486,-2.264808038,-0.697116285,-0.247202791,0.12016904,0.346938919,-0.544243035,-1.088883376,-1.910190578,-2.130785561,-0.089901848,-1.558397929,0.157821847,-0.61336171,0.843214856,-0.443892281,-0.008773691,,,,,,,,,,,,,,,,,,,
329,-0.208723299,-1.458313948,-1.713466962,-2.305354634,-0.781569181,-0.309202741,0.116389124,0.37872226,-0.561947028,-1.14192482,-1.891904999,-2.161127714,-0.108580118,-1.595793871,0.218120342,-0.639244192,0.846031509,-0.49696433,0.073452857,,,,,,,,,,,,,,,,,,,
330,-0.255043585,-1.45595478,-1.689145654,-2.306382032,-0.808160593,-0.365924688,0.09266546,0.333178176,-0.645225903,-1.146138757,-1.927386933,-2.177246142,-0.178076615,-1.637682851,0.190305202,-0.669514912,0.862374261,-0.512467099,0.087087749,,,,,,,,,,,,,,,,,,,
331,-0.306779141,-1.503480564,-1.693401384,-2.405289507,-0.798496017,-0.422034559,0.078178139,0.27057327,-0.610559195,-1.240399401,-1.995289275,-2.162682212,-0.164355408,-1.675167884,0.185102406,-0.725535491,0.908421002,-0.513752319,0.103637809,,,,,,,,,,,,,,,,,,,
