Var1,Var2_1,Var2_2,Var2_3,Var2_4
461,-13.53531321,-14.55697022,-7.814087975,-14.48918925
462,-13.52689388,-14.53747652,-7.761881564,-14.45443726
463,-13.52056172,-14.51814429,-7.710018066,-14.4202227
464,-13.51535886,-14.49897104,-7.658509852,-14.38653727
465,-13.50916133,-14.4799543,-7.607351428,-14.35337279
466,-13.5019845,-14.46177118,-7.556537384,-14.3207212
467,-13.49384353,-14.44509704,-7.506062394,-14.28857457
468,-13.48475331,-14.42990853,-7.455921214,-14.25727832
469,-13.47482486,-14.41618267,-7.40611523,-14.22646606
470,-13.46600832,-14.40389686,-7.356643074,-14.19613031
471,-13.45828648,-14.39302881,-7.307499586,-14.16626371
472,-13.45164242,-14.3833053,-7.258679682,-14.136859
473,-13.44605948,-14.37308113,-7.210178358,-14.10790903
474,-13.44152123,-14.36236403,-7.161990687,-14.07940677
475,-13.4361439,-14.35116164,-7.115546922,-14.05204221
476,-13.42944244,-14.33948146,-7.071202787,-14.02510084
477,-13.42143731,-14.32733087,-7.028925813,-13.99857611
478,-13.41214869,-14.31471716,-6.988684029,-13.9724616
479,-13.40159641,-14.3018174,-6.950445963,-13.94675094
480,-13.38990055,-14.28868658,-6.914180625,-13.9214379
481,-13.37716739,-14.27532826,-6.877750513,-13.89699968
482,-13.36341297,-14.26174597,-6.841041119,-13.8729394
483,-13.34865308,-14.24794317,-6.804056762,-13.84925121
484,-13.33290326,-14.23392327,-6.766801694,-13.82592936
485,-13.31618988,-14.22038741,-6.729280103,-13.80296818
486,-13.29855712,-14.20834208,-6.691504734,-13.7803621
487,-13.28001921,-14.19776423,-6.653552827,-13.75810562
488,-13.26059014,-14.18863117,-6.61542711,-13.73707947
489,-13.2402837,-14.18092054,-6.577130273,-13.71637848
490,-13.21912112,-14.17461036,-6.538664962,-13.69599764
491,-13.19759409,-14.1696021,-6.500033781,-13.67593199
492,-13.17570825,-14.16422859,-6.461779959,-13.65617665
493,-13.15346914,-14.15849549,-6.425411512,-13.63672683
494,-13.13088223,-14.15240835,-6.390899282,-13.61779736
495,-13.1079529,-14.14597264,-6.358214564,-13.59916063
496,-13.08477968,-14.13919377,-6.327329094,-13.58081212
497,-13.06139615,-14.13207703,-6.298215048,-13.56274737
498,-13.03780554,-14.12455279,-6.269895063,-13.544962
499,-13.01401107,-14.11659237,-6.241050653,-13.52745167
500,-12.99001588,-14.10820252,-6.211689928,-13.51021215
501,-12.965866,-14.09938987,-6.181820874,-13.50507486
502,-12.94160671,-14.09016097,-6.151451352,-13.50001703
503,-12.91723971,-14.08052226,-6.120589101,-13.49503741
504,-12.89276667,-14.07083436,-6.090328807,-13.49013481
505,-12.86818923,-14.06185624,-6.061451754,-13.48530802
506,-12.84353562,-14.05357691,-6.03393655,-13.48055588
507,-12.81889035,-14.04598558,-6.007762134,-13.47587723
508,-12.79425329,-14.0390716,-5.98290777,-13.46865409
509,-12.76962432,-14.0328245,-5.959353043,-13.46154265
510,-12.74500331,-14.02723396,-5.935559655,-13.45454119
511,-12.72039013,-14.02225813,-5.910989081,-13.44764801
512,-12.69587428,-14.01788604,-5.885653339,-13.44086143
513,-12.67145569,-14.01410834,-5.859564265,-13.43417981
514,-12.64713286,-14.01091585,-5.832733508,-13.42484163
515,-12.62290431,-14.00829951,-5.805172537,-13.41564787
516,-12.59876857,-14.00625041,-5.776987682,-13.40659629
517,-12.57465094,-14.0045627,-5.748199772,-13.39768469
518,-12.55052354,-14.00309515,-5.718818133,-13.38891092
519,-12.52638652,-14.00184437,-5.688851947,-13.38027282
520,-12.50224002,-14.000807,-5.658310254,-13.37176832
521,-12.47808419,-13.99997973,-5.627294846,-13.37339006
522,-12.45480686,-13.99935933,-5.59748512,-13.37498671
523,-12.43340182,-13.99899474,-5.568862428,-13.37655867
524,-12.4138401,-13.9990573,-5.541408413,-13.37810632
525,-12.3960932,-13.99954039,-5.515105002,-13.37963004
526,-12.38013305,-14.00043752,-5.4899344,-13.3811302
527,-12.36551062,-14.00174228,-5.465499225,-13.37698126
528,-12.35062496,-14.00344837,-5.440363616,-13.37289648
529,-12.33548013,-14.00554958,-5.414538405,-13.36887488
530,-12.32008015,-14.00798744,-5.388034256,-13.36491547
531,-12.30442896,-14.01074867,-5.36086167,-13.36101729
532,-12.28853044,-14.01382825,-5.333030983,-13.3571794
533,-12.27271154,-14.01722128,-5.304606499,-13.35340087
534,-12.25698709,-14.0209229,-5.275690186,-13.35670715
535,-12.24135563,-14.02492833,-5.24628965,-13.35996229
536,-12.22581571,-14.02908535,-5.21641238,-13.3631671
537,-12.21036593,-14.03324592,-5.186065748,-13.36632235
538,-12.19514801,-14.03741001,-5.155257014,-13.3694288
539,-12.18022123,-14.04157754,-5.124813998,-13.3724872
540,-12.1655811,-14.04574848,-5.095469651,-13.37549831
541,-12.15122318,-14.04992276,-5.067206984,-13.3686713
542,-12.13714311,-14.05410032,-5.040009268,-13.36194988
543,-12.12331875,-14.05828107,-5.013860034,-13.35533239
544,-12.10972315,-14.06246493,-4.988743066,-13.34881725
545,-12.09635279,-14.06665188,-4.964515282,-13.34240287
546,-12.08320416,-14.07084186,-4.941104262,-13.33608768
547,-12.07027385,-14.07503482,-4.918497375,-13.33658932
548,-12.0576063,-14.07923072,-4.896682184,-13.33708321
549,-12.04541681,-14.08344026,-4.875646446,-13.33756946
550,-12.03369801,-14.08766632,-4.855378106,-13.33804818
551,-12.02244261,-14.09190864,-4.835756797,-13.33851951
552,-12.01164344,-14.09616697,-4.816752169,-13.33898354
553,-12.00129346,-14.10044106,-4.798354684,-13.3394404
554,-11.99128199,-14.10473067,-4.780554953,-13.33332455
555,-11.98159493,-14.1091242,-4.763343732,-13.32730328
556,-11.97222726,-14.11374552,-4.746711919,-13.32137512
557,-11.96317403,-14.1185911,-4.730239169,-13.31553865
558,-11.95443038,-14.12365748,-4.71392302,-13.30979244
559,-11.94674755,-14.12894123,-4.697761051,-13.30413509
560,-11.94049314,-14.134439,-4.681750878,-13.29856524
561,-11.93564506,-14.14014641,-4.665890153,-13.28833683
562,-11.93218156,-14.14604021,-4.650187165,-13.27826662
563,-11.93008123,-14.15211751,-4.634696002,-13.26835214
564,-11.9292541,-14.15837548,-4.619413389,-13.25859098
565,-11.92957938,-14.16481132,-4.604336101,-13.24898078
566,-11.93103926,-14.17142229,-4.589460963,-13.23951921
567,-11.93361619,-14.17820567,-4.574784847,-13.23636847
568,-11.93729288,-14.18515488,-4.560391191,-13.23326646
569,-11.94201971,-14.19226558,-4.546463074,-13.23021242
570,-11.9475916,-14.19953526,-4.532993296,-13.22720561
571,-11.95399548,-14.20696148,-4.519974769,-13.2242453
572,-11.9612185,-14.21454181,-4.507400514,-13.22133078
573,-11.96924798,-14.22227386,-4.495263661,-13.21846132
574,-11.97807144,-14.23014494,-4.48362872,-13.21120984
575,-11.98647671,-14.23813137,-4.472567126,-13.20407051
576,-11.99432113,-14.24623137,-4.46207001,-13.19704158
577,-12.00161339,-14.25444319,-4.452128644,-13.19012136
578,-12.00836203,-14.26276509,-4.442734433,-13.18330816
579,-12.01457545,-14.27119537,-4.433878914,-13.17660032
580,-12.02039385,-14.27973237,-4.425645498,-13.16731674
581,-12.02590032,-14.28804106,-4.418078078,-13.15817673
582,-12.03109967,-14.29611173,-4.411166354,-13.14917808
583,-12.03599665,-14.30394807,-4.404900186,-13.14031858
584,-12.04059594,-14.3115537,-4.399269591,-13.1315961
585,-12.04495095,-14.31893219,-4.394264739,-13.12300851
586,-12.04914727,-14.32608705,-4.389963814,-13.11455373
587,-12.05318735,-14.33307574,-4.386379359,-13.10421924
588,-12.0570736,-14.33993705,-4.383500294,-13.09404457
589,-12.06080842,-14.34667293,-4.38131571,-13.08402725
590,-12.06453812,-14.35328533,-4.379814867,-13.07416485
591,-12.06936234,-14.35977616,-4.37898719,-13.06445498
592,-12.07526414,-14.3661473,-4.380203663,-13.05489526
593,-12.08222688,-14.37241166,-4.383509415,-13.04548339
594,-12.09023413,-14.37860681,-4.388872137,-13.03518448
595,-12.09926975,-14.38473381,-4.396260017,-13.02504483
596,-12.10921809,-14.39079371,-4.405641736,-13.015062
597,-12.12004854,-14.39678756,-4.416819033,-13.00523355
598,-12.13174743,-14.40271638,-4.428341019,-12.9955571
599,-12.14430135,-14.40858117,-4.440202364,-12.9860303
600,-12.15769707,-14.41446937,-4.452397818,-12.97671761
601,-12.17178964,-14.42039325,-4.464922215,-12.96754895
602,-12.18648035,-14.42635225,-4.477770469,-12.95852208
603,-12.20175993,-14.43234582,-4.490952997,-12.94963481
604,-12.21761928,-14.43837344,-4.504507829,-12.94088498
605,-12.23404943,-14.44443458,-4.518429206,-12.93227047
606,-12.25106914,-14.45054458,-4.53271146,-12.92378918
607,-12.26872232,-14.45671793,-4.547349009,-12.9160607
608,-12.28699918,-14.46295366,-4.56233636,-12.90845174
609,-12.30589007,-14.46925081,-4.577705751,-12.90096045
610,-12.3253855,-14.47560843,-4.59350304,-12.89358502
611,-12.34547288,-14.48202557,-4.609721609,-12.88632364
612,-12.36610785,-14.48853853,-4.626354943,-12.87917457
613,-12.38728195,-14.49536255,-4.643396628,-12.88029299
614,-12.40898684,-14.50249282,-4.660840349,-12.88139412
615,-12.43121432,-14.5099246,-4.678712739,-12.88247822
616,-12.4539563,-14.51765324,-4.697031062,-12.88354555
617,-12.47623238,-14.52567414,-4.71578842,-12.88459638
618,-12.49784538,-14.53398277,-4.734978024,-12.88563096
619,-12.51880554,-14.54261484,-4.75459319,-12.88664953
620,-12.53912296,-14.55157643,-4.774627336,-12.89429372
621,-12.55880758,-14.56086244,-4.796125789,-12.90181969
622,-12.57801065,-14.57046785,-4.819441548,-12.90922927
623,-12.596847,-14.58038773,-4.844546509,-12.91652427
624,-12.61532231,-14.59061721,-4.871413,-12.92370644
625,-12.63344216,-14.60113888,-4.900013782,-12.93077754
626,-12.65121206,-14.61193081,-4.930322031,-12.93773929
627,-12.66871389,-14.62298881,-4.960805415,-12.95069999
628,-12.68612163,-14.63430876,-4.991284056,-12.96346025
629,-12.70343674,-14.64588663,-5.021758029,-12.97602317
630,-12.72066066,-14.65771842,-5.052227405,-12.9883918
631,-12.73779478,-14.66979387,-5.082692255,-13.00056916
632,-12.75484699,-14.68200519,-5.113210536,-13.01255819
633,-12.77193538,-14.69435027,-5.144823388,-13.02940343
634,-12.78905938,-14.70682704,-5.177513883,-13.04598817
635,-12.80621844,-14.71943347,-5.211265355,-13.06231642
636,-12.82341203,-14.73216756,-5.246061396,-13.07839215
637,-12.84063959,-14.74502732,-5.281885851,-13.09421927
638,-12.85798687,-14.75808865,-5.318704847,-13.10980162
639,-12.87547428,-14.77138271,-5.356435619,-13.12514299
640,-12.89309966,-14.78490591,-5.395064065,-13.14450015
641,-12.91086088,-14.79865469,-5.434576303,-13.16355796
642,-12.92875582,-14.81262558,-5.474958665,-13.18232103
643,-12.94677988,-14.82681513,-5.516197696,-13.20079393
644,-12.96492886,-14.84121977,-5.557794027,-13.21898114
645,-12.98320082,-14.85583581,-5.598908791,-13.23688709
646,-13.00159387,-14.87065998,-5.639549435,-13.25451613
647,-13.02010614,-14.88568905,-5.67972329,-13.27592626
648,-13.03873333,-14.90091986,-5.719437575,-13.29700529
649,-13.05746736,-14.91634929,-5.758699399,-13.31775833
650,-13.07630659,-14.93197427,-5.797560008,-13.33819042
651,-13.09524939,-14.94754047,-5.836065433,-13.35830653
652,-13.11429415,-14.96304055,-5.874221167,-13.37811155
653,-13.1334656,-14.97847552,-5.912032617,-13.40142843
654,-13.15398534,-14.99384639,-5.949505109,-13.42438471
655,-13.17583251,-15.00915416,-5.986643884,-13.44698598
656,-13.19898658,-15.02439979,-6.023493655,-13.46923771
657,-13.22342734,-15.03981044,-6.060077146,-13.49114532
658,-13.24913489,-15.05553116,-6.096398476,-13.51271413
659,-13.27485964,-15.07155717,-6.132461698,-13.53394937
660,-13.30021958,-15.08788374,-6.168270805,-13.55751095
661,-13.32522037,-15.10450623,-6.203829727,-13.58070815
662,-13.34986755,-15.12142005,-6.239297679,-13.6035466
663,-13.3741666,-15.1385476,-6.274705196,-13.62603186
664,-13.39816975,-15.15565664,-6.310053212,-13.64816938
665,-13.42192745,-15.17274746,-6.345342649,-13.66996454
666,-13.44544349,-15.18982035,-6.380574412,-13.69189849
667,-13.46872161,-15.20687556,-6.415749392,-13.71349323
668,-13.49176549,-15.22391339,-6.450938694,-13.73475401
669,-13.51465,-15.2409341,-6.486142098,-13.75568599
670,-13.5375944,-15.25800518,-6.521359383,-13.77629426
671,-13.56059776,-15.2751351,-6.556590336,-13.79658382
672,-13.58365916,-15.29232296,-6.591834746,-13.8165596
673,-13.60677771,-15.30956786,-6.627260973,-13.83710983
674,-13.62995252,-15.32686891,-6.66376524,-13.85734225
675,-13.65295392,-15.34422525,-6.701330875,-13.87726178
676,-13.67578213,-15.36180583,-6.739941463,-13.89687325
677,-13.69843985,-15.3797665,-6.779580845,-13.91618143
678,-13.72092972,-15.39810138,-6.82023311,-13.935191
679,-13.74325431,-15.41680468,-6.861421153,-13.9539066
680,-13.76659055,-15.43587071,-6.902136901,-13.97650123
681,-13.79135365,-15.45529386,-6.942387658,-13.99874644
682,-13.81752156,-15.47503194,-6.982180615,-14.02064763
683,-13.84507255,-15.49487686,-7.021522851,-14.04221011
684,-13.87398522,-15.51482698,-7.060421339,-14.06343913
685,-13.90352749,-15.53488067,-7.099477193,-14.08433984
686,-13.93289958,-15.55503633,-7.139348265,-14.1088361
687,-13.96210412,-15.57529239,-7.180021945,-14.13295352
688,-13.99114371,-15.59564728,-7.221485823,-14.15669797
689,-14.02002089,-15.61619477,-7.263727677,-14.1800752
690,-14.04875507,-15.63695723,-7.306735476,-14.20309091
691,-14.07740985,-15.65793135,-7.34961931,-14.22575067
692,-14.10598646,-15.67911384,-7.391868892,-14.24806001
693,-14.1344861,-15.70050149,-7.433494029,-14.27306581
694,-14.16290997,-15.72209112,-7.474504379,-14.2976849
695,-14.19125923,-15.74404943,-7.51490945,-14.32192325
696,-14.22082541,-15.76659884,-7.554718603,-14.34578676
697,-14.2516464,-15.7897302,-7.594946377,-14.36928121
698,-14.2837028,-15.81343452,-7.635854386,-14.39241233
699,-14.3169755,-15.83770293,-7.67743211,-14.4182983
700,-14.35144569,-15.86252671,-7.719669191,-14.44378395
701,-14.38601047,-15.887858,-7.762555432,-14.46887546
702,-14.42020361,-15.91311157,-7.806080795,-14.49357893
703,-14.45403088,-15.93828863,-7.849923446,-14.51790036
704,-14.48749792,-15.96339037,-7.894061149,-14.54184566
705,-14.52061032,-15.98841794,-7.93848934,-14.56542064
706,-14.55399813,-16.01337249,-7.983203527,-14.59141767
707,-14.58844527,-16.03825516,-8.028199287,-14.61701265
708,-14.62393536,-16.06326952,-8.073347261,-14.64221181
709,-14.66045226,-16.08850007,-8.117582544,-14.66702126
710,-14.6979801,-16.11394346,-8.160919252,-14.69144703
711,-14.73620339,-16.13959638,-8.203371282,-14.71549505
712,-14.77378346,-16.16545561,-8.244952315,-14.73917117
713,-14.81073025,-16.19151796,-8.285675821,-14.76533621
714,-14.84705356,-16.21777154,-8.325893817,-14.7910966
715,-14.88276303,-16.24419628,-8.36656264,-14.81645861
716,-14.91786815,-16.27078952,-8.407675317,-14.8414284
717,-14.95249643,-16.29754865,-8.449224983,-14.86601202
718,-14.98666465,-16.32447112,-8.491204881,-14.89021546
719,-15.02037991,-16.3515544,-8.533608357,-14.91676615
720,-15.05364922,-16.378796,-8.576369079,-14.94290622
721,-15.08647948,-16.40613924,-8.619399321,-14.96864204
722,-15.11878717,-16.43358113,-8.662694915,-14.99397986
723,-15.15053557,-16.46112016,-8.706251758,-15.01892582
724,-15.18173332,-16.4887548,-8.750065808,-15.04348599
725,-15.21238895,-16.5164836,-8.79413309,-15.06766634
726,-15.24251083,-16.54430509,-8.838545903,-15.09380766
727,-15.2722599,-16.57255983,-8.883368882,-15.11954469
728,-15.30186111,-16.60145842,-8.928595682,-15.14488371
729,-15.33131677,-16.63099091,-8.974220059,-15.16983085
730,-15.36062912,-16.66114749,-9.020235863,-15.19439218
731,-15.38980038,-16.69191852,-9.066637043,-15.21857368
732,-15.41883971,-16.72329449,-9.113396533,-15.2423812
733,-15.44778799,-16.75501921,-9.160501255,-15.26866054
734,-15.47664661,-16.78634048,-9.207945871,-15.29453348
735,-15.50541697,-16.81726452,-9.255725124,-15.32000628
736,-15.53410043,-16.84779749,-9.303833838,-15.34508515
737,-15.56269832,-16.87794543,-9.352266919,-15.36977617
738,-15.59125814,-16.9077143,-9.40097607,-15.39408534
739,-15.61978591,-16.93710995,-9.449951928,-15.42122332
740,-15.64828212,-16.96631036,-9.49919037,-15.44794162
741,-15.67674726,-16.99534083,-9.548687334,-15.47424671
742,-15.70518181,-17.02420399,-9.598438822,-15.50014499
743,-15.73360776,-17.05290244,-9.64844077,-15.52564276
744,-15.76203749,-17.08143871,-9.698686986,-15.5507462
745,-15.79047096,-17.10981532,-9.749173693,-15.57546141
746,-15.81890809,-17.13794589,-9.799897171,-15.60303862
747,-15.84734885,-17.16575296,-9.850853758,-15.63018934
748,-15.87578634,-17.19324153,-9.902039851,-15.65692018
749,-15.9042094,-17.22041653,-9.953462338,-15.68323763
750,-15.93261826,-17.24728281,-10.00515671,-15.70914807
751,-15.96101314,-17.27384514,-10.05711877,-15.73465781
752,-15.98939426,-17.30011727,-10.10934436,-15.76357411
753,-16.01776362,-17.32615153,-10.16182943,-15.79204321
754,-16.04613443,-17.3519516,-10.21456994,-15.82007205
755,-16.07450668,-17.37752109,-10.26748225,-15.84766741
756,-16.10288033,-17.40286358,-10.32042702,-15.87483601
757,-16.13125538,-17.42798256,-10.37340375,-15.90158445
758,-16.15963179,-17.45288151,-10.42641196,-15.92791922
759,-16.18805223,-17.47758847,-10.47945116,-15.9582172
760,-16.21652281,-17.50211274,-10.53252086,-15.98804661
761,-16.24504273,-17.52645713,-10.58571049,-16.01741471
762,-16.27361124,-17.55062442,-10.63909911,-16.04632863
763,-16.30222758,-17.57461736,-10.69268365,-16.0747954
764,-16.33096819,-17.59843865,-10.74646106,-16.10282193
765,-16.35988147,-17.62209334,-10.80042838,-16.13041503
766,-16.38896475,-17.64558715,-10.85458265,-16.16075623
767,-16.4182154,-17.66892258,-10.90879359,-16.19062821
768,-16.44763084,-17.69210208,-10.96300151,-16.22003822
769,-16.47719961,-17.71512805,-11.01720645,-16.2489934
770,-16.50690264,-17.73800288,-11.07140846,-16.27750078
771,-16.53673785,-17.76073228,-11.12560759,-16.3055673
772,-16.56670319,-17.78336357,-11.17980388,-16.33589403
773,-16.59679665,-17.80589825,-11.23391067,-16.36575175
774,-16.62701455,-17.82833782,-11.28791308,-16.39514772
775,-16.65733752,-17.85068375,-11.34181272,-16.42408908
776,-16.68776395,-17.8729375,-11.39561118,-16.45258287
777,-16.71829223,-17.89510048,-11.44931003,-16.48063599
778,-16.7489208,-17.91717337,-11.50291081,-16.50825527
779,-16.77964809,-17.93915728,-11.55640142,-16.5383468
780,-16.81044715,-17.96105357,-11.60978357,-16.56797297
781,-16.8413117,-17.98286361,-11.66305892,-16.59714096
782,-16.87224075,-18.00458872,-11.71622913,-16.62585788
783,-16.90323328,-18.02623022,-11.76929584,-16.65413068
784,-16.93428833,-18.04780283,-11.82207485,-16.68196624
785,-16.96536405,-18.06933321,-11.87357981,-16.71362648
786,-16.99642975,-18.09082201,-11.92383041,-16.7447971
787,-17.02748561,-18.11226988,-11.97284606,-16.77548566
788,-17.05853175,-18.13367745,-12.02064585,-16.80569962
789,-17.08956835,-18.15504534,-12.06724859,-16.83544632
790,-17.12059831,-18.17637417,-12.11269231,-16.86473299
791,-17.15162777,-18.1978129,-12.1570372,-16.89356674
792,-17.18265673,-18.2193627,-12.20030027,-16.92472705
793,-17.2136852,-18.24102188,-12.24249824,-16.95540546
794,-17.24471318,-18.26278872,-12.28364758,-16.98560943
795,-17.27581351,-18.28466158,-12.32376452,-17.01534629
796,-17.30816996,-18.30663881,-12.36350352,-17.04462328
797,-17.3417631,-18.32863503,-12.40357987,-17.07344749
798,-17.37657382,-18.35059816,-12.44398837,-17.10182593
799,-17.41258327,-18.3725287,-12.48472386,-17.1323096
800,-17.44977294,-18.39442715,-12.5257813,-17.16232184
801,-17.48781096,-18.41629401,-12.5671557,-17.19186994
802,-17.52660582,-18.43812978,-12.60865959,-17.22096107
803,-17.56614582,-18.45993762,-12.65018448,-17.24960231
804,-17.60641943,-18.48172589,-12.69173002,-17.27780061
805,-17.64741531,-18.50349488,-12.73329591,-17.30880674
806,-17.68896741,-18.52524489,-12.77488182,-17.33933337
807,-17.73093631,-18.54697621,-12.81648745,-17.36938789
808,-17.77331556,-18.56868913,-12.8578298,-17.39897763
809,-17.81609883,-18.59038395,-12.89883756,-17.42810975
810,-17.85927985,-18.61208817,-12.93951589,-17.45679135
811,-17.90242421,-18.63380498,-12.97986989,-17.48502938
812,-17.94445386,-18.65553417,-13.01990458,-17.51587256
813,-17.98538604,-18.67727555,-13.05962489,-17.54623875
814,-18.02523772,-18.69902894,-13.09879994,-17.57613533
815,-18.06402561,-18.72079415,-13.13742507,-17.60556955
816,-18.10176545,-18.7425525,-13.17550878,-17.63454857
817,-18.13844669,-18.76428763,-13.21305944,-17.66307943
818,-18.17408571,-18.7859999,-13.2500853,-17.69116906
819,-18.20869862,-18.80768965,-13.28664022,-17.72118295
820,-18.2423013,-18.82935725,-13.32312031,-17.75073267
821,-18.27490937,-18.85100302,-13.35952673,-17.7798254
822,-18.30674031,-18.87263129,-13.39586062,-17.80846822
823,-18.33786707,-18.8942624,-13.4321231,-17.83666807
824,-18.36830054,-18.91589632,-13.46831528,-17.86443181
825,-18.39805143,-18.93753299,-13.50397065,-17.89519323
826,-18.4271303,-18.95917238,-13.53778831,-17.92547893
827,-18.45558271,-18.98081444,-13.56979666,-17.95529625
828,-18.48345205,-19.00245914,-13.60002369,-17.98465245
829,-18.51074734,-19.02411356,-13.62849694,-18.01355465
830,-18.53747747,-19.04577931,-13.65524355,-18.04200989
831,-18.56365116,-19.06745623,-13.68091252,-18.07002505
832,-18.58930274,-19.08914413,-13.70637621,-18.10008758
833,-18.61451634,-19.11084285,-13.73163781,-18.12968518
834,-18.63929872,-19.13255222,-13.75670042,-18.15882506
835,-18.66365657,-19.15426963,-13.78156714,-18.18751429
836,-18.68759645,-19.17599186,-13.80624098,-18.21575984
837,-18.71112481,-19.19771881,-13.83024657,-18.24356857
838,-18.7343089,-19.21945044,-13.85324631,-18.27266145
839,-18.75715437,-19.24118665,-13.87525576,-18.3013044
840,-18.77966645,-19.26292738,-13.89629024,-18.32950439
841,-18.80185029,-19.28467135,-13.91636483,-18.35726827
842,-18.82371098,-19.30640375,-13.93549437,-18.38460278
843,-18.84529674,-19.32812477,-13.95470033,-18.41151456
844,-18.86662725,-19.34983459,-13.97434112,-18.43801014
845,-18.88770646,-19.37153337,-13.99441001,-18.46722525
846,-18.90853827,-19.3932213,-14.01490039,-18.49598854
847,-18.92912648,-19.41489853,-14.03580573,-18.524307
848,-18.94947979,-19.4365695,-14.05711962,-18.55218752
849,-18.96960717,-19.45823603,-14.07876226,-18.57963686
850,-18.98951212,-19.47989817,-14.10071992,-18.6066617
851,-19.00919806,-19.50155601,-14.12298775,-18.6332686
852,-19.0286684,-19.5232096,-14.14556093,-18.66262234
853,-19.04794118,-19.54485901,-14.16843474,-18.69152211
854,-19.06707133,-19.56649306,-14.19160558,-18.71997495
855,-19.08606104,-19.58809112,-14.21508753,-18.74798777
856,-19.1049125,-19.60965376,-14.23887578,-18.77556737
857,-19.12362784,-19.63118151,-14.26296559,-18.80272045
858,-19.14220917,-19.65267492,-14.28735229,-18.83216966
859,-19.1615879,-19.67413452,-14.3120313,-18.86116345
860,-19.18178724,-19.69556084,-14.33715893,-18.88970884
861,-19.2027945,-19.71697293,-14.36333136,-18.91781278
862,-19.2245972,-19.73837127,-14.39053243,-18.94548209
863,-19.24718303,-19.75975606,-14.41874623,-18.97272349
864,-19.26972333,-19.78112752,-14.4479571,-18.99954361
865,-19.29187758,-19.80248584,-14.47814962,-19.02837913
866,-19.31365173,-19.82383124,-14.50912467,-19.05676872
867,-19.33505168,-19.84514524,-14.54055479,-19.08471926
868,-19.3560832,-19.86641708,-14.57243296,-19.11223754
869,-19.37716441,-19.88764742,-14.60475224,-19.13933025
870,-19.39880396,-19.9088369,-14.63750581,-19.16600397
871,-19.42099322,-19.92998614,-14.67068696,-19.1944623
872,-19.4437237,-19.95109578,-14.70420211,-19.22248053
873,-19.46698702,-19.97216517,-14.73796785,-19.25006545
874,-19.49054026,-19.99319138,-14.7719803,-19.27722377
875,-19.51337498,-20.01417508,-14.80623564,-19.30396208
876,-19.53550231,-20.03511691,-14.84073012,-19.33028689
877,-19.55693317,-20.05601754,-14.87546004,-19.35620458
878,-19.57767835,-20.0768776,-14.91022156,-19.38316042
879,-19.59774844,-20.09769771,-14.9449218,-19.4096994
880,-19.61724929,-20.11844426,-14.9795617,-19.43582794
881,-19.63619671,-20.13911452,-15.0141422,-19.46155241
882,-19.65459925,-20.15970965,-15.04866421,-19.48687905
883,-19.67246534,-20.18023081,-15.08312865,-19.51181401
884,-19.68980328,-20.20067917,-15.11750062,-19.53636335
885,-19.70676823,-20.22105583,-15.15177485,-19.56164427
886,-19.72343718,-20.24135186,-15.18595285,-19.58653423
887,-19.73981468,-20.26155978,-15.22003611,-19.61103926
888,-19.75590526,-20.28168095,-15.2540261,-19.63516532
889,-19.77171334,-20.30171671,-15.28792425,-19.65891827
890,-19.78717991,-20.32166838,-15.32158803,-19.68230388
891,-19.80222115,-20.34153727,-15.35502107,-19.70651096
892,-19.81684364,-20.36131878,-15.38822693,-19.73034368
893,-19.83105387,-20.38098597,-15.42120913,-19.75380782
894,-19.8448582,-20.40054062,-15.45397112,-19.77690909
895,-19.85830093,-20.41998446,-15.48649529,-19.7996531
896,-19.87159046,-20.43931921,-15.51867316,-19.82204537
897,-19.88472914,-20.45854656,-15.55051008,-19.84409134
898,-19.89771931,-20.47766816,-15.58201134,-19.86779986
899,-19.91056327,-20.49717199,-15.61318211,-19.89114173
900,-19.92326328,-20.51716701,-15.64402752,-19.91412261
901,-19.93580644,-20.53764563,-15.67455638,-19.93674809
902,-19.94819351,-20.55860036,-15.70478179,-19.95902367
903,-19.96042689,-20.58002385,-15.73470845,-19.98095476
904,-19.97250896,-20.60190885,-15.76434098,-20.00254668
905,-19.98444206,-20.62390458,-15.79368393,-20.02551814
906,-19.99617339,-20.64558225,-15.82274178,-20.04813434
907,-20.00767533,-20.66694677,-15.85150977,-20.07040079
908,-20.01895143,-20.688003,-15.8799822,-20.09232288
909,-20.0300052,-20.70875569,-15.90816363,-20.11390595
910,-20.04084006,-20.72920954,-15.93605859,-20.13515523
911,-20.05148869,-20.74937164,-15.96367148,-20.15680966
912,-20.0620009,-20.76927385,-15.99100668,-20.1781292
913,-20.07237881,-20.78892018,-16.01803148,-20.19911903
914,-20.08262449,-20.8083146,-16.0447291,-20.21978425
915,-20.09273999,-20.82746098,-16.0711046,-20.24012988
916,-20.10272973,-20.84636318,-16.09716297,-20.26016087
917,-20.11261237,-20.86502497,-16.12290911,-20.27988208
918,-20.12238955,-20.88342826,-16.14834784,-20.2998304
919,-20.13206292,-20.90156854,-16.17341493,-20.31947022
920,-20.14163407,-20.91944989,-16.19809774,-20.33880631
921,-20.15110459,-20.93707631,-16.22240221,-20.35784336
922,-20.16114679,-20.95445174,-16.24633418,-20.37658601
923,-20.17185346,-20.97158007,-16.26989942,-20.3950388
924,-20.18321433,-20.98851388,-16.2931036,-20.41432168
925,-20.19521928,-21.00534414,-16.31601449,-20.43330636
926,-20.20785835,-21.02207244,-16.33864008,-20.45199743
