Var1,Var2_1,Var2_2,Var2_3,Var2_4,Var2_5,Var2_6
319,-7.166024458,-11.17445924,-16.41525108,-2.871351391,-2.871832631,7.380790217
320,-7.347027544,-11.2503228,-16.33915673,-2.897418932,-2.999425399,7.197316337
321,-7.528030629,-11.32900227,-16.25361951,-2.92801333,-3.12760666,7.012422224
322,-7.691606382,-11.43434999,-16.16673332,-2.963064578,-3.256367315,6.826670703
323,-7.85103277,-11.53969771,-16.07984712,-3.002503751,-3.385698401,6.640075033
324,-8.010459158,-11.64504543,-15.99296093,-3.046258226,-3.515591099,6.45264827
325,-8.169885546,-11.75039314,-15.90607473,-3.093949217,-3.646036722,6.264403265
326,-8.329311933,-11.85574086,-15.81918854,-3.145515848,-3.776995419,6.075352674
327,-8.488738321,-11.94008361,-15.73230234,-3.20089818,-3.908394246,5.885508954
328,-8.637415836,-12.00195592,-15.65555877,-3.260037204,-4.040226398,5.695270732
329,-8.770225965,-12.06382824,-15.57949137,-3.322874822,-4.172485173,5.504987539
330,-8.903036095,-12.12570055,-15.50342398,-3.389353836,-4.305163972,5.314660071
331,-9.035846224,-12.18757287,-15.42735658,-3.459417932,-4.438256301,5.124289013
332,-9.168656354,-12.24944518,-15.35128918,-3.532787346,-4.571734208,4.933875039
333,-9.301466483,-12.33260495,-15.27522178,-3.609189994,-4.705347976,4.743418813
334,-9.434276613,-12.4189235,-15.19915439,-3.688578965,-4.839095506,4.552920988
335,-9.540255238,-12.50524206,-15.09004211,-3.770908076,-4.972974728,4.362953928
336,-9.646233863,-12.59156061,-14.98092983,-3.856131857,-5.106983605,4.173509425
337,-9.752212488,-12.67787917,-14.87181755,-3.944205543,-5.241120133,3.984579398
338,-9.858191114,-12.77949171,-14.76270527,-4.035085059,-5.375382338,3.796155891
339,-9.964169739,-12.92499133,-14.653593,-4.128727013,-5.50953344,3.60823107
340,-10.07014836,-13.07049096,-14.54448072,-4.224460321,-5.643529594,3.420797222
341,-10.15461769,-13.21599059,-14.43858288,-4.32224788,-5.777373196,3.234176663
342,-10.22451621,-13.36149022,-14.38090156,-4.42205792,-5.911066604,3.048727961
343,-10.29441472,-13.50698985,-14.32322025,-4.523859164,-6.044612142,2.864432993
344,-10.36431324,-13.65049547,-14.26553894,-4.627620817,-6.178012097,2.681273916
345,-10.43421176,-13.79290873,-14.20785762,-4.733312562,-6.311171282,2.499233164
346,-10.50411027,-13.93532198,-14.15017631,-4.84090455,-6.444026755,2.318293442
347,-10.57482854,-14.07773523,-14.092495,-4.950070882,-6.576583213,2.138437723
348,-10.64898977,-14.22014848,-14.04197952,-5.060467531,-6.708845278,1.959988813
349,-10.723151,-14.36218327,-14.04162486,-5.172075473,-6.840817506,1.782946181
350,-10.79731223,-14.49336878,-14.04127021,-5.284875973,-6.972504377,1.607288078
351,-10.87147345,-14.6245543,-14.04091556,-5.398850589,-7.103887157,1.432993092
352,-10.94563468,-14.75573981,-14.0405609,-5.513981163,-7.234927561,1.260040142
353,-11.01979591,-14.88692532,-14.04020625,-5.630249818,-7.365630883,1.088408475
354,-11.06842361,-15.01811084,-14.0398516,-5.747638954,-7.496002338,0.918159019
355,-11.11020086,-15.13887357,-14.02819389,-5.86622236,-7.626047056,0.749386631
356,-11.15197811,-15.24532234,-13.96755628,-5.98598439,-7.755770091,0.582068469
357,-11.19375535,-15.35177111,-13.90691867,-6.106906818,-7.885131109,0.416182043
358,-11.2355326,-15.45821988,-13.84628107,-6.228971699,-8.013754579,0.251705212
359,-11.27730985,-15.56466865,-13.78564346,-6.352161363,-8.141651908,0.088616175
360,-11.31566969,-15.67111741,-13.72500585,-6.476458417,-8.268834325,-0.07310653
361,-11.34856168,-15.69577394,-13.66436825,-6.601845734,-8.395312886,-0.23326653
362,-11.38145368,-15.70111841,-13.61723118,-6.728090672,-8.521098477,-0.391858994
363,-11.41434567,-15.70646288,-13.61059576,-6.854925276,-8.646201815,-0.548908162
364,-11.44723767,-15.71180735,-13.60396034,-6.982340427,-8.770927447,-0.704437903
365,-11.48012966,-15.71715181,-13.59732491,-7.110327146,-8.895328085,-0.858471713
366,-11.51302166,-15.72463992,-13.59068949,-7.238876594,-9.019408754,-1.011032728
367,-11.53757559,-15.74088632,-13.58405407,-7.367980068,-9.143174403,-1.161997487
368,-11.56196603,-15.75713272,-13.57741864,-7.497629,-9.266629903,-1.311122571
369,-11.58635647,-15.77337912,-13.58962466,-7.627814956,-9.389780052,-1.458436432
370,-11.61074691,-15.78962552,-13.64328185,-7.758241853,-9.512458348,-1.60396708
371,-11.63513735,-15.80587192,-13.69693904,-7.888889978,-9.63456659,-1.747742093
372,-11.65952779,-15.81631289,-13.75059623,-8.01975591,-9.756113592,-1.889788621
373,-11.62682811,-15.82262307,-13.80425342,-8.150836281,-9.877108035,-2.030133395
374,-11.55226232,-15.82893325,-13.85791061,-8.282127774,-9.997558464,-2.168537278
375,-11.47769654,-15.83524343,-13.9115678,-8.413627124,-10.11747329,-2.304973401
376,-11.40313076,-15.84155362,-13.97144297,-8.545331116,-10.23664062,-2.439472196
377,-11.32856498,-15.8478638,-14.04168144,-8.677080966,-10.35470503,-2.572063624
378,-11.2539992,-15.85305224,-14.11191992,-8.808674731,-10.47168358,-2.702777182
379,-11.17570898,-15.85820826,-14.18215839,-8.940114825,-10.58759307,-2.831641912
380,-11.07962424,-15.86336428,-14.25239686,-9.071403624,-10.70245003,-2.958608394
381,-10.9835395,-15.8685203,-14.32263534,-9.202543468,-10.81627074,-3.083518755
382,-10.88745476,-15.87367632,-14.39287381,-9.333536661,-10.92902327,-3.206404793
383,-10.79137002,-15.87080988,-14.49708307,-9.464385471,-11.04040684,-3.327297814
384,-10.69528528,-15.85365341,-14.64496906,-9.59509213,-11.15044261,-3.446228641
385,-10.59920055,-15.83649694,-14.79285504,-9.725386042,-11.25915143,-3.563227619
386,-10.49261694,-15.81934047,-14.94074103,-9.855251412,-11.36655382,-3.678324623
387,-10.38288368,-15.802184,-15.08862701,-9.984694865,-11.47266999,-3.791191764
388,-10.27315042,-15.78502753,-15.236513,-10.11372293,-11.57751982,-3.901753586
389,-10.16341715,-15.75479827,-15.38439899,-10.24234203,-11.68079224,-4.010045741
390,-10.05368389,-15.72014588,-15.51099699,-10.37055848,-11.78246976,-4.116103329
391,-9.943950627,-15.6854935,-15.61630702,-10.49837852,-11.88257702,-4.219960909
392,-9.819336568,-15.65084111,-15.72161705,-10.62569645,-11.98113831,-4.321652502
393,-9.668876917,-15.61618873,-15.82692708,-10.75236142,-12.07817754,-4.420900192
394,-9.518417266,-15.58180829,-15.9322371,-10.87838355,-12.17371825,-4.516729674
395,-9.367957615,-15.54917279,-16.03754713,-11.00377277,-12.26755637,-4.609193811
396,-9.217497964,-15.51653729,-16.14285716,-11.12853886,-12.35959245,-4.698344649
397,-9.067038312,-15.48390179,-16.19166965,-11.25269148,-12.44985438,-4.784233427
398,-8.916578661,-15.4512663,-16.19653962,-11.37624009,-12.53836959,-4.866910594
399,-8.758317169,-15.4186308,-16.20140958,-11.49919405,-12.62516509,-4.946425817
400,-8.599743604,-15.40819325,-16.20627954,-11.62102708,-12.71026748,-5.021848265
401,-8.441170038,-15.41804415,-16.2111495,-11.74169849,-12.79355169,-5.092833011
402,-8.282596473,-15.42789506,-16.21601947,-11.86122626,-12.87481899,-5.159448684
403,-8.124022907,-15.43774596,-16.22088943,-11.97962808,-12.95410057,-5.221762853
404,-7.965449341,-15.44759686,-16.2217713,-12.09692134,-13.03142713,-5.279842041
405,-7.762975187,-15.45744777,-16.22026032,-12.21312321,-13.10682892,-5.333751741
406,-7.525683324,-15.47507443,-16.21874934,-12.32825055,-13.18033569,-5.383448592
407,-7.288391461,-15.49346908,-16.21723836,-12.44224334,-13.25196105,-5.428494479
408,-7.051099598,-15.51186372,-16.21572738,-12.5549997,-13.32164924,-5.468961329
409,-6.813807736,-15.53025836,-16.2142164,-12.66653877,-13.38943024,-5.504919957
410,-6.576515873,-15.54865301,-16.21270542,-12.77687936,-13.45533353,-5.536440083
411,-6.339116386,-15.5747408,-16.21077715,-12.88604002,-13.51938816,-5.563590349
412,-6.101124968,-15.61897283,-16.20865921,-12.99403898,-13.58162271,-5.586438334
413,-5.86313355,-15.66320486,-16.20654126,-13.10089423,-13.64206534,-5.605723222
414,-5.625142132,-15.70743689,-16.20442332,-13.20662343,-13.70016993,-5.621867013
415,-5.387150714,-15.75166891,-16.20230538,-13.31108697,-13.75591762,-5.634918287
416,-5.149159296,-15.79590094,-16.20018743,-13.41428293,-13.80934487,-5.644924867
417,-4.911167878,-15.84200891,-16.19806949,-13.51623092,-13.86048756,-5.651933842
418,-4.7008892,-15.88897798,-16.20918355,-13.61695025,-13.90938102,-5.655991568
419,-4.499848103,-15.93594704,-16.22470827,-13.7164599,-13.95606004,-5.657109653
420,-4.298807006,-15.98291611,-16.240233,-13.81477859,-14.0004646,-5.655078295
421,-4.097765909,-16.02988518,-16.25575773,-13.91192474,-14.04258319,-5.649946202
422,-3.896724812,-16.07460572,-16.27128245,-14.00769145,-14.08245116,-5.641761325
423,-3.695683715,-16.09078733,-16.28680718,-14.10171433,-14.12010333,-5.630570878
424,-3.513112789,-16.10696894,-16.3023319,-14.19402032,-14.15557395,-5.616421341
425,-3.365429964,-16.12315055,-16.31731442,-14.28463599,-14.18889677,-5.599358475
426,-3.217747139,-16.13933216,-16.33217181,-14.37358748,-14.21992982,-5.580071023
427,-3.070064314,-16.15551377,-16.3470292,-14.46090052,-14.24847151,-5.559043967
428,-2.922381489,-16.17107229,-16.36188659,-14.54660045,-14.27456035,-5.53630421
429,-2.774698664,-16.18590135,-16.37674398,-14.63071222,-14.29823429,-5.511878239
430,-2.627015839,-16.2007304,-16.39160137,-14.71313726,-14.31953067,-5.485792131
431,-2.534859657,-16.21555946,-16.40645877,-14.79388113,-14.33848627,-5.458071561
432,-2.446103065,-16.23038851,-16.401263,-14.87296984,-14.35507552,-5.428782159
433,-2.357346474,-16.24521757,-16.39320249,-14.95042898,-14.36905606,-5.398593829
434,-2.268589882,-16.27227575,-16.38514199,-15.02628375,-14.38046824,-5.367520474
435,-2.17983329,-16.30152059,-16.37708148,-15.10055896,-14.38935178,-5.335575782
436,-2.091076698,-16.33076544,-16.36902098,-15.17327905,-14.39574578,-5.302773226
437,-2.022659057,-16.36001028,-16.36096047,-15.24430251,-14.39968875,-5.269126075
438,-1.971674802,-16.38925513,-16.35289997,-15.31334247,-14.40121858,-5.234647389
439,-1.920690547,-16.41937074,-16.34610932,-15.38042961,-14.39974819,-5.199582184
440,-1.869706293,-16.45230598,-16.33940333,-15.44559414,-14.39528233,-5.164145892
441,-1.818722038,-16.48524122,-16.33269734,-15.50886578,-14.38786734,-5.12834425
442,-1.767737783,-16.51817646,-16.32599135,-15.5702738,-14.37754882,-5.09218291
443,-1.720188367,-16.5511117,-16.31928536,-15.62984704,-14.36437168,-5.055667434
444,-1.694720063,-16.58404694,-16.31257937,-15.68761386,-14.34838012,-5.018803298
445,-1.669251758,-16.61777795,-16.30587338,-15.743299,-14.33017584,-4.981595895
446,-1.643783453,-16.65198927,-16.30258251,-15.79687456,-14.31003946,-4.944216648
447,-1.618315148,-16.6862006,-16.29929164,-15.84837317,-14.28800086,-4.906668216
448,-1.592846844,-16.72041192,-16.29600077,-15.89782694,-14.26408945,-4.868953214
449,-1.567378539,-16.75462325,-16.2927099,-15.94526749,-14.23833419,-4.831074219
450,-1.558948336,-16.7887086,-16.28941903,-15.99072598,-14.21076361,-4.793033767
451,-1.556795328,-16.81170835,-16.28612815,-16.03423303,-14.18163202,-4.754834354
452,-1.55464232,-16.8347081,-16.28395834,-16.07545748,-14.15124005,-4.716484207
453,-1.552489312,-16.85770784,-16.29860439,-16.11367827,-14.1196072,-4.677992145
454,-1.550336304,-16.88070759,-16.31325044,-16.14894187,-14.08675266,-4.639360363
455,-1.548183296,-16.90370734,-16.32789649,-16.18129399,-14.05269533,-4.600591022
456,-1.550713313,-16.92806187,-16.34254254,-16.21077967,-14.0174538,-4.561686249
457,-1.562884853,-16.95445812,-16.35718859,-16.23744324,-13.98113598,-4.522648138
458,-1.575056393,-16.98085436,-16.37183464,-16.26132834,-13.94410326,-4.483478751
459,-1.587227933,-17.00725061,-16.38449082,-16.28247793,-13.90636671,-4.444304404
460,-1.599399473,-17.03364685,-16.3832179,-16.30082875,-13.86793721,-4.405132941
461,-1.611571012,-17.0600431,-16.38194498,-16.31639961,-13.82882547,-4.365964317
462,-1.623742552,-17.0866877,-16.38067206,-16.32923352,-13.78904205,-4.326798489
463,-1.645573904,-17.11339973,-16.37939915,-16.33937281,-13.74859733,-4.287635413
464,-1.66821024,-17.14011175,-16.37812623,-16.34685914,-13.70775718,-4.248475046
465,-1.690846576,-17.16682377,-16.37685331,-16.35173354,-13.66653766,-4.209227019
466,-1.713482912,-17.19353579,-16.37880854,-16.35403641,-13.62494465,-4.169763646
467,-1.736119248,-17.21704404,-16.39475244,-16.3541436,-13.58298392,-4.130088259
468,-1.758755584,-17.22536019,-16.41069634,-16.35287045,-13.54066115,-4.090204135
469,-1.785412298,-17.23367635,-16.42664024,-16.3502383,-13.49798195,-4.050114504
470,-1.815791583,-17.2419925,-16.44258413,-16.34626817,-13.45504226,-4.009822542
471,-1.846170869,-17.25030865,-16.45852803,-16.34098077,-13.41188151,-3.96933138
472,-1.876550154,-17.2586248,-16.47447193,-16.33439644,-13.3685031,-3.929190002
473,-1.90692944,-17.27432428,-16.48717086,-16.32653527,-13.32491041,-3.889465787
474,-1.937308725,-17.29578276,-16.49013487,-16.31741698,-13.28110674,-3.850152282
475,-1.968905321,-17.31724124,-16.49309889,-16.30694213,-13.23709537,-3.811243136
476,-2.009834631,-17.33869972,-16.49606291,-16.29509998,-13.1929379,-3.772732096
477,-2.050763942,-17.36015819,-16.49902692,-16.28191169,-13.14870114,-3.734613005
478,-2.091693252,-17.38161667,-16.50199094,-16.26739807,-13.10438633,-3.696890597
479,-2.132622562,-17.38781376,-16.50495496,-16.25157962,-13.05999467,-3.65957853
480,-2.173551872,-17.3931981,-16.50858086,-16.23447651,-13.01552734,-3.622670457
481,-2.214481182,-17.39858245,-16.51366289,-16.21610862,-12.97098552,-3.586160131
482,-2.25522941,-17.4039668,-16.51874493,-16.19642007,-12.92658985,-3.550041401
483,-2.295904225,-17.40935115,-16.52382696,-16.17523561,-12.88306777,-3.51430821
484,-2.336579041,-17.41124973,-16.528909,-16.15257836,-12.84040577,-3.478954596
485,-2.377253857,-17.40629299,-16.53399104,-16.1284711,-12.79859053,-3.443868308
486,-2.417928673,-17.40133624,-16.53907307,-16.10293625,-12.75760898,-3.409022416
487,-2.458603488,-17.3963795,-16.54537869,-16.0759959,-12.71744821,-3.374413203
488,-2.498246302,-17.39142275,-16.55372362,-16.04767177,-12.67809553,-3.340037007
489,-2.535567109,-17.386466,-16.56206854,-16.01798527,-12.63870148,-3.305890225
490,-2.572887917,-17.37362286,-16.57041347,-15.98787596,-12.5992561,-3.271969309
491,-2.610208725,-17.35778412,-16.57875839,-15.95762952,-12.55976019,-3.238280376
492,-2.647529532,-17.34194537,-16.58710332,-15.92724807,-12.52021453,-3.204842896
493,-2.68485034,-17.32610662,-16.59544824,-15.89673371,-12.48061988,-3.171652982
494,-2.722171147,-17.31026788,-16.57361948,-15.86608848,-12.44097701,-3.138706804
495,-2.779581385,-17.29597936,-16.51299599,-15.83531441,-12.40138225,-3.106000594
496,-2.839128797,-17.29393763,-16.45237249,-15.8044135,-12.36186779,-3.073530641
497,-2.898676208,-17.29189589,-16.391749,-15.77363085,-12.32243238,-3.041293289
498,-2.95822362,-17.28985416,-16.3311255,-15.74367264,-12.28307482,-3.009225042
499,-3.017771031,-17.28781243,-16.27050201,-15.71452612,-12.24379389,-2.977304851
500,-3.077318443,-17.2857707,-16.20987851,-15.68617874,-12.2045884,-2.945530428
501,-3.118058166,-17.28157326,-16.18833566,-15.65861813,-12.1654861,-2.913899517
502,-3.1399902,-17.27522013,-16.20587344,-15.63183213,-12.1265143,-2.8824099
503,-3.161922234,-17.26886699,-16.22341122,-15.60580876,-12.08767099,-2.851059392
504,-3.183854268,-17.26251385,-16.240949,-15.58053622,-12.04895416,-2.819594556
505,-3.205786303,-17.25616071,-16.25848679,-15.55560763,-12.01036188,-2.787200485
506,-3.227718337,-17.24980758,-16.27602457,-15.5308819,-11.9718922,-2.753891552
507,-3.251530338,-17.2376435,-16.29356235,-15.50635591,-11.93338854,-2.719681903
508,-3.293014027,-17.22474386,-16.31883082,-15.48202656,-11.89440237,-2.684585468
509,-3.334497717,-17.21184421,-16.35011206,-15.45789082,-11.85494116,-2.648615962
510,-3.375981407,-17.19894457,-16.3813933,-15.43394568,-11.81501226,-2.611786887
511,-3.417465096,-17.18604493,-16.41267453,-15.4101882,-11.77462291,-2.574863533
512,-3.458948786,-17.17282433,-16.44395577,-15.38662859,-11.73378022,-2.538160691
513,-3.500432475,-17.15875873,-16.475237,-15.36330688,-11.69249895,-2.50167495
514,-3.522754639,-17.14469314,-16.50651824,-15.34021942,-11.65139857,-2.465402953
515,-3.53656057,-17.13062754,-16.49768791,-15.31736256,-11.61047628,-2.429341394
516,-3.5503665,-17.11656195,-16.46479065,-15.29473275,-11.56972933,-2.393487018
517,-3.564172431,-17.10249635,-16.43189339,-15.27232647,-11.529155,-2.357698837
518,-3.577978361,-17.09134981,-16.39899612,-15.25014027,-11.48875062,-2.321332823
519,-3.591784292,-17.08168754,-16.36609886,-15.22817074,-11.44851357,-2.284397914
520,-3.604939202,-17.07202527,-16.3332016,-15.20630061,-11.40818583,-2.246902907
521,-3.616488263,-17.06236301,-16.30030434,-15.18448442,-11.36769197,-2.208856464
522,-3.628037324,-17.05270074,-16.26065389,-15.16272133,-11.32703456,-2.170267114
523,-3.639586385,-17.04279598,-16.21793381,-15.14101054,-11.28621613,-2.131143251
524,-3.651135445,-17.02833778,-16.17521374,-15.11935122,-11.24523917,-2.091587424
525,-3.662684506,-17.01387959,-16.13249366,-15.09774258,-11.20410613,-2.051657736
526,-3.674233567,-16.9994214,-16.08977358,-15.07618385,-11.16288575,-2.011359971
527,-3.692227493,-16.9849632,-16.0470535,-15.05471521,-11.12163939,-1.970699821
528,-3.711062054,-16.97050501,-16.00433343,-15.03348897,-11.08036747,-1.929682889
529,-3.729896615,-16.95544206,-15.9781369,-15.01250136,-11.03907037,-1.888314694
530,-3.748731176,-16.93960377,-15.95744822,-14.99174869,-10.99774849,-1.846764098
531,-3.767565737,-16.92376549,-15.93675955,-14.97122734,-10.9564022,-1.806259648
532,-3.786400297,-16.9079272,-15.91607087,-14.95093372,-10.91524664,-1.766785164
533,-3.810871008,-16.89208892,-15.89538219,-14.93086431,-10.87482768,-1.728324719
534,-3.841428761,-16.87625063,-15.87469351,-14.91101565,-10.83513393,-1.69086263
535,-3.871986514,-16.93791103,-15.85400484,-14.89134737,-10.79615417,-1.654383458
536,-3.902544266,-17.01591469,-15.83046586,-14.87184078,-10.75787736,-1.618872001
537,-3.933102019,-17.09391834,-15.80626913,-14.85249339,-10.72029262,-1.584399765
538,-3.963659772,-17.171922,-15.78207239,-14.83330273,-10.68336182,-1.551011206
539,-3.995023092,-17.24992566,-15.75787565,-14.81426638,-10.64637041,-1.518689566
540,-4.03605322,-17.3084668,-15.73367892,-14.79538195,-10.60931932,-1.487418343
541,-4.077083348,-17.29530391,-15.70948218,-14.7766471,-10.57220949,-1.457181295
542,-4.118113476,-17.28214102,-15.68528545,-14.75802702,-10.53504182,-1.427962427
543,-4.159143604,-17.26897813,-15.667598,-14.73937962,-10.49781721,-1.399680454
544,-4.200173732,-17.25581524,-15.65084046,-14.72070532,-10.46053653,-1.371272286
545,-4.24120386,-17.24265235,-15.63408291,-14.70200452,-10.42355929,-1.342739874
546,-4.287521911,-17.23113507,-15.61732536,-14.68327765,-10.38697401,-1.314085139
547,-4.336408381,-17.22070972,-15.60056782,-14.66452511,-10.3507746,-1.285309974
548,-4.385294852,-17.21028438,-15.58381027,-14.64574729,-10.31495512,-1.256416239
549,-4.434181323,-17.19985903,-15.56705272,-14.62694458,-10.27950967,-1.22740577
550,-4.483067793,-17.18943369,-15.56582549,-14.60799715,-10.24443249,-1.19851542
551,-4.531954264,-17.17900834,-15.56563362,-14.58884978,-10.20982224,-1.169952264
552,-4.583295834,-17.16439542,-15.56544174,-14.56950558,-10.17575713,-1.141711241
553,-4.641301243,-17.14973491,-15.56524987,-14.54996758,-10.14222872,-1.113787369
554,-4.699306653,-17.1350744,-15.56505799,-14.53023879,-10.1092287,-1.086175745
555,-4.757312062,-17.12041388,-15.56486612,-14.51032215,-10.07674891,-1.058871539
556,-4.815317472,-17.10575337,-15.56467424,-14.49022057,-10.0447813,-1.031869997
557,-4.873322882,-17.09328145,-15.55773778,-14.47004404,-10.01332807,-1.005298475
558,-4.931328291,-17.0844354,-15.55080131,-14.45033429,-9.982404218,-0.979150323
559,-4.999475577,-17.07558935,-15.54386484,-14.43108409,-9.952001547,-0.953418994
560,-5.069200488,-17.0667433,-15.53692838,-14.41228633,-9.922111998,-0.928098042
561,-5.138925399,-17.05789726,-15.52999191,-14.39393403,-9.892727637,-0.90318112
562,-5.20865031,-17.04905121,-15.52305544,-14.37602029,-9.86384065,-0.878661979
563,-5.278375221,-17.04782952,-15.51635248,-14.35853832,-9.835451167,-0.854653432
564,-5.348100132,-17.04896242,-15.51315203,-14.34148145,-9.807668813,-0.831281417
565,-5.412663334,-17.05009532,-15.50995158,-14.32488704,-9.780484196,-0.80853609
566,-5.471204542,-17.05122822,-15.50675113,-14.30877116,-9.753888075,-0.786407758
567,-5.52974575,-17.05236112,-15.50355068,-14.29312641,-9.727871347,-0.764886881
568,-5.588286958,-17.05390915,-15.50035023,-14.27794551,-9.702425052,-0.743964063
569,-5.646828166,-17.05777879,-15.49714979,-14.26322128,-9.677540368,-0.723630056
570,-5.705369374,-17.06164843,-15.49450313,-14.24894665,-9.653356429,-0.704133317
571,-5.764236384,-17.06551808,-15.49573301,-14.23511469,-9.629895121,-0.685476996
572,-5.828424821,-17.06938772,-15.49696289,-14.22174133,-9.607145268,-0.667648096
573,-5.892613259,-17.07325736,-15.49819277,-14.20895627,-9.585095868,-0.650633821
574,-5.956801697,-17.11328643,-15.49942265,-14.19675041,-9.563736088,-0.634421572
575,-6.020990135,-17.18420166,-15.50065253,-14.1851148,-9.543055263,-0.618998946
576,-6.085178573,-17.2551169,-15.50188242,-14.17404061,-9.523351366,-0.604504676
577,-6.149367011,-17.32603214,-15.50547065,-14.16351917,-9.504837291,-0.591140039
578,-6.217784091,-17.39694737,-15.51927842,-14.15354192,-9.487494636,-0.578887566
579,-6.288439864,-17.46786261,-15.53308619,-14.14410045,-9.471305286,-0.567730057
580,-6.359095637,-17.52963634,-15.54689395,-14.13477795,-9.456251404,-0.557650579
581,-6.42975141,-17.59068983,-15.56070172,-14.12533426,-9.442315432,-0.548632458
582,-6.500407183,-17.65174332,-15.57450949,-14.11577126,-9.42947141,-0.540659283
583,-6.571062956,-17.71279682,-15.58831726,-14.1060908,-9.417684946,-0.532493242
584,-6.639889208,-17.77385031,-15.60142697,-14.0962947,-9.406939687,-0.523974432
585,-6.703226896,-17.83192944,-15.6124425,-14.08638473,-9.39721953,-0.515108308
586,-6.766564584,-17.8835287,-15.62345804,-14.07636267,-9.38850862,-0.505900243
587,-6.829902271,-17.93512797,-15.63447358,-14.06633038,-9.380791352,-0.496355523
588,-6.893239959,-17.98672724,-15.64548911,-14.05702033,-9.374044286,-0.486479355
589,-6.956577647,-18.03832651,-15.65650465,-14.04842135,-9.368168251,-0.476457
590,-7.019915335,-18.08992578,-15.66752018,-14.04052244,-9.363149777,-0.466620964
591,-7.081665635,-18.13315426,-15.68119811,-14.03331278,-9.358975602,-0.456968367
592,-7.14312732,-18.17283353,-15.7007333,-14.0267817,-9.355632669,-0.44749637
593,-7.204589005,-18.21251279,-15.72026849,-14.02091872,-9.353108121,-0.438202181
594,-7.266050689,-18.25219206,-15.73980367,-14.01571349,-9.351389304,-0.429083051
595,-7.327512374,-18.29187133,-15.75933886,-14.01107889,-9.350392495,-0.420136271
596,-7.388974059,-18.33102422,-15.77887405,-14.00695669,-9.350093331,-0.412488423
597,-7.443730981,-18.36484756,-15.79840924,-14.00333897,-9.350481023,-0.406361398
598,-7.490034071,-18.3986709,-15.81865384,-14.00021792,-9.351544949,-0.401731677
599,-7.536337161,-18.43249424,-15.84008078,-13.99758586,-9.353274652,-0.398576104
600,-7.582640251,-18.46631758,-15.86150773,-13.99543524,-9.355659834,-0.396871881
601,-7.628943342,-18.50014092,-15.88293468,-13.99375859,-9.358607319,-0.396596564
602,-7.675246432,-18.53378027,-15.90436163,-13.99248145,-9.36205305,-0.39775269
603,-7.721647871,-18.56721832,-15.92578858,-13.99097775,-9.365989322,-0.40037725
604,-7.770508032,-18.60065637,-15.94721553,-13.989251,-9.370408548,-0.404447534
605,-7.819368193,-18.63409441,-15.96913175,-13.98730463,-9.37530326,-0.409941184
606,-7.868228354,-18.66753246,-15.99167704,-13.98514205,-9.380666104,-0.416836188
607,-7.917088515,-18.7009705,-16.01422233,-13.98276661,-9.386460485,-0.425110873
608,-7.965948676,-18.72738817,-16.03676761,-13.98018159,-9.392626685,-0.434743903
609,-8.014808837,-18.75271174,-16.0593129,-13.97739024,-9.399158954,-0.445637794
610,-8.072191709,-18.77803532,-16.08185819,-13.97450821,-9.40605163,-0.457749514
611,-8.134481598,-18.8033589,-16.10440348,-13.97161622,-9.413299139,-0.47106023
612,-8.196771486,-18.82868247,-16.128612,-13.96871442,-9.420895994,-0.485551399
613,-8.259061374,-18.85194327,-16.15448375,-13.96580296,-9.42881619,-0.501204765
614,-8.321351262,-18.86910742,-16.1803555,-13.96288198,-9.43689219,-0.518002356
615,-8.38364115,-18.88627157,-16.20622724,-13.95995165,-9.445121585,-0.535902215
616,-8.445229539,-18.90343572,-16.23209899,-13.9570121,-9.453502003,-0.554808446
617,-8.504479597,-18.92059987,-16.25797074,-13.95414773,-9.462031108,-0.574705486
618,-8.563729655,-18.93776402,-16.28384249,-13.9523938,-9.470706601,-0.595578012
619,-8.622979712,-18.95687188,-16.31429119,-13.95173314,-9.479526218,-0.617410939
620,-8.68222977,-18.97707094,-16.34829973,-13.95214884,-9.48842299,-0.640189413
621,-8.741479828,-18.99727,-16.38230828,-13.95362425,-9.497385942,-0.663898811
622,-8.800729886,-19.01746907,-16.41631683,-13.95614298,-9.506414052,-0.688631224
623,-8.866835415,-19.03766813,-16.45032537,-13.95968891,-9.515506312,-0.714415199
624,-8.93437581,-19.05783814,-16.48433392,-13.96424613,-9.524661729,-0.741234473
625,-9.001916204,-19.07700279,-16.51834246,-13.9696152,-9.533879327,-0.769073037
626,-9.069456599,-19.09616744,-16.54842592,-13.97564138,-9.543239904,-0.797915126
627,-9.136996994,-19.11533209,-16.57615432,-13.98231451,-9.552790307,-0.82774522
628,-9.204537389,-19.13449674,-16.60388272,-13.9896246,-9.5625276,-0.858535341
629,-9.271950262,-19.15366139,-16.63161112,-13.99756178,-9.572448892,-0.890211368
630,-9.339189243,-19.15206193,-16.65933952,-14.00611637,-9.582551338,-0.922759601
631,-9.406428224,-19.12128049,-16.68706792,-14.01527881,-9.592832136,-0.956166552
632,-9.473667205,-19.09049905,-16.71479632,-14.02505989,-9.603317562,-0.990418941
633,-9.540906185,-19.05971761,-16.74293147,-14.03581343,-9.614051573,-1.025503692
634,-9.608145166,-19.02893616,-16.7712515,-14.04752439,-9.625030325,-1.061407934
635,-9.675306531,-18.99815472,-16.79957153,-14.06017797,-9.636250033,-1.098045415
636,-9.738509471,-19.01950382,-16.82789156,-14.07375959,-9.647706971,-1.135364664
