Var1,Var2_1,Var2_2,Var2_3,Var2_4,Var2_5,Var2_6
637,-9.801712412,-19.05361214,-16.8562116,-14.08825489,-9.659397469,-1.173355138
638,-9.864915352,-19.08772047,-16.88453163,-14.10364975,-9.671321105,-1.212006454
639,-9.928118292,-19.12182879,-16.91285166,-14.11993025,-9.683494277,-1.251308394
640,-9.991321233,-19.15593712,-16.9436304,-14.13683717,-9.695913126,-1.291250896
641,-10.05452417,-19.17824045,-16.97522871,-14.15415279,-9.708573853,-1.331850194
642,-10.11554274,-19.15054616,-17.00682702,-14.1718708,-9.721472717,-1.373292191
643,-10.17519608,-19.12285187,-17.03842533,-14.18998498,-9.734606035,-1.415563853
644,-10.23484941,-19.09515758,-17.07002364,-14.20848919,-9.747970181,-1.45865235
645,-10.29450275,-19.06746329,-17.10162195,-14.2273774,-9.760934853,-1.502545051
646,-10.35415609,-19.039769,-17.13322026,-14.24664368,-9.77343172,-1.547229516
647,-10.41380942,-19.00551904,-17.15744111,-14.26628093,-9.785468018,-1.592693503
648,-10.47218779,-18.96649554,-17.17995945,-14.28624297,-9.797050869,-1.638659858
649,-10.52581402,-18.92747203,-17.2024778,-14.30652478,-9.808187286,-1.684935245
650,-10.57944025,-18.88844852,-17.22499615,-14.32712141,-9.818884173,-1.731514883
651,-10.63306648,-18.84942502,-17.2475145,-14.348028,-9.829847462,-1.778394068
652,-10.6866927,-18.81040151,-17.27003284,-14.36923976,-9.84144949,-1.825568168
653,-10.74031893,-18.82763547,-17.29255119,-14.39075195,-9.85368038,-1.873032621
654,-10.79394516,-18.84683189,-17.31669237,-14.41255995,-9.866530405,-1.920791067
655,-10.84253034,-18.86602832,-17.34106539,-14.4351412,-9.879989992,-1.968969037
656,-10.88991528,-18.88522475,-17.3654384,-14.45893087,-9.894049712,-2.017560044
657,-10.93730022,-18.90442118,-17.38981141,-14.48391025,-9.908372748,-2.0665577
658,-10.98468515,-18.91135944,-17.41418442,-14.51006096,-9.92247632,-2.115955716
659,-11.03207009,-18.8959217,-17.43855744,-14.53736487,-9.936363821,-2.1657479
660,-11.07945503,-18.88048395,-17.46293045,-14.56580416,-9.950038593,-2.215928156
661,-11.12433886,-18.86504621,-17.48562509,-14.59536126,-9.963503925,-2.266371477
662,-11.16553059,-18.84960846,-17.50820784,-14.6260151,-9.976763058,-2.316968008
663,-11.20672233,-18.83417072,-17.53079059,-14.65724937,-9.989958954,-2.367715382
664,-11.24791406,-18.79909561,-17.55337335,-14.68905509,-10.00381297,-2.418611264
665,-11.28910579,-18.75717719,-17.5759561,-14.72142343,-10.01831493,-2.469653358
666,-11.33029752,-18.71525876,-17.59853885,-14.75434567,-10.03345481,-2.520839404
667,-11.37148925,-18.67334033,-17.6211216,-14.78781326,-10.04922275,-2.572167175
668,-11.41423518,-18.6314219,-17.6366956,-14.82181777,-10.06560903,-2.62363796
669,-11.45698111,-18.58915767,-17.65226961,-14.85635088,-10.08260409,-2.675249547
670,-11.49972704,-18.54456305,-17.66784362,-14.89105267,-10.09953336,-2.72699976
671,-11.54247296,-18.49996842,-17.68341762,-14.92556344,-10.11633904,-2.778886454
672,-11.58521889,-18.45537379,-17.69899163,-14.95988615,-10.13302303,-2.830907518
673,-11.62796482,-18.41077917,-17.71456564,-14.9940237,-10.14958722,-2.883060875
674,-11.66486271,-18.36618454,-17.73010596,-15.02797897,-10.16603346,-2.935301801
675,-11.69779904,-18.3475688,-17.74514096,-15.06175476,-10.18236357,-2.987580928
676,-11.73073537,-18.35323768,-17.76017596,-15.09535385,-10.19858239,-3.039897666
677,-11.7636717,-18.35890655,-17.77521097,-15.12877898,-10.2146931,-3.092251433
678,-11.79660803,-18.36457542,-17.79024597,-15.16302101,-10.23069737,-3.144641656
679,-11.82954436,-18.3702443,-17.80528097,-15.19808238,-10.24659685,-3.197067771
680,-11.86217078,-18.37591317,-17.82031598,-15.23395044,-10.26239316,-3.249529224
681,-11.89349557,-18.34670304,-17.83577976,-15.27061269,-10.27808789,-3.301975225
682,-11.92482037,-18.31381003,-17.85424498,-15.30805687,-10.29375674,-3.354402873
683,-11.95614517,-18.28091702,-17.87271021,-15.34627087,-10.30949787,-3.406812451
684,-11.98746997,-18.24802401,-17.89117544,-15.38524279,-10.32531016,-3.459204239
685,-12.01879476,-18.215131,-17.90964066,-15.42473277,-10.3411925,-3.511578513
686,-12.05011956,-18.19398371,-17.92810589,-15.4644793,-10.35714381,-3.563935542
687,-12.08789788,-18.20129721,-17.94657111,-15.5044784,-10.37316304,-3.61631776
688,-12.12740764,-18.20861071,-17.9649802,-15.54472618,-10.38942992,-3.668785015
689,-12.16691739,-18.21592421,-17.98314598,-15.58521879,-10.40672408,-3.721335992
690,-12.20642715,-18.22323771,-18.00131176,-15.62595244,-10.42502963,-3.773969395
691,-12.2459369,-18.2305512,-18.01947754,-15.6669234,-10.44433094,-3.82668395
692,-12.28544666,-18.27740237,-18.03764332,-15.70812801,-10.46461261,-3.879478402
693,-12.31870503,-18.34287872,-18.0558091,-15.74963582,-10.48585946,-3.932351516
694,-12.34196119,-18.40835507,-18.07397489,-15.79144501,-10.50805659,-3.985223124
695,-12.36521735,-18.47383142,-18.09336944,-15.83355091,-10.53106645,-4.038082723
696,-12.38847352,-18.53930776,-18.11645029,-15.87594894,-10.55486915,-4.090930499
697,-12.41172968,-18.604844,-18.13953114,-15.91863457,-10.57945244,-4.143766635
698,-12.43498584,-18.67120863,-18.162612,-15.96160336,-10.60480425,-4.196591309
699,-12.45824201,-18.73757326,-18.18569285,-16.00485093,-10.63091268,-4.249404701
700,-12.47658042,-18.80393789,-18.2087737,-16.04837671,-10.65776603,-4.302093475
701,-12.4948224,-18.87030252,-18.23185456,-16.09218095,-10.68527273,-4.354451459
702,-12.51306438,-18.93666715,-18.25285858,-16.13625935,-10.71338836,-4.406483769
703,-12.53130636,-18.98813068,-18.26929357,-16.18060765,-10.74210349,-4.458195441
704,-12.54954835,-19.02174967,-18.28572856,-16.22522169,-10.77140886,-4.509591435
705,-12.56779033,-19.05536866,-18.30216356,-16.27009737,-10.80129534,-4.560676631
706,-12.58662158,-19.08898765,-18.31859855,-16.31523062,-10.83175394,-4.611455837
707,-12.60588495,-19.12260664,-18.33503354,-16.36061747,-10.86276603,-4.661834364
708,-12.62514833,-19.15622563,-18.35146853,-16.40603331,-10.89431142,-4.711797104
709,-12.64441171,-19.13810104,-18.36773095,-16.45146356,-10.92638184,-4.761350486
710,-12.66367508,-19.11031764,-18.38370574,-16.496908,-10.95896918,-4.810500843
711,-12.68293846,-19.08253425,-18.39968053,-16.5423664,-10.99206545,-4.859254407
712,-12.70215428,-19.05475086,-18.41565532,-16.58783856,-11.02566277,-4.907617313
713,-12.72114293,-19.02696747,-18.4316301,-16.63332426,-11.05974059,-4.955483828
714,-12.74013157,-19.00377353,-18.44760489,-16.6788233,-11.09424398,-5.002593366
715,-12.75912021,-18.99591504,-18.46357968,-16.7242898,-11.12916636,-5.048957634
716,-12.77810886,-18.98805655,-18.47979311,-16.7696634,-11.16450126,-5.094588157
717,-12.7970975,-18.98019806,-18.49631337,-16.81494554,-11.20024229,-5.139496282
718,-12.81608614,-18.97233958,-18.51283362,-16.86013764,-11.23638318,-5.183693183
719,-12.8344225,-18.96448109,-18.52935388,-16.90524108,-11.27291773,-5.227189856
720,-12.85256318,-18.97291901,-18.54587413,-16.95025723,-11.30969079,-5.269967196
721,-12.87070385,-18.99143107,-18.56239438,-16.99518745,-11.34669386,-5.312027114
722,-12.88884453,-19.00994313,-18.57891464,-17.04003307,-11.38392338,-5.353380706
723,-12.9069852,-19.02845519,-18.5974161,-17.08470618,-11.42137584,-5.394038895
724,-12.92512588,-19.04696725,-18.61789875,-17.12920141,-11.45904781,-5.434012436
725,-12.94328073,-19.06551033,-18.63838141,-17.17352151,-11.49693587,-5.473311916
726,-12.96146019,-19.08954232,-18.65886407,-17.21766918,-11.53499281,-5.512017749
727,-12.97963966,-19.11357431,-18.67934673,-17.26164709,-11.57319934,-5.55036658
728,-12.99781913,-19.13760631,-18.69982939,-17.30545788,-11.61155316,-5.588363929
729,-13.01599859,-19.1616383,-18.72031205,-17.34910412,-11.65005199,-5.626015231
730,-13.03417806,-19.1856703,-18.74461201,-17.39255407,-11.68869358,-5.663325839
731,-13.05235753,-19.22067124,-18.771881,-17.43576062,-11.72747573,-5.700301022
732,-13.07121947,-19.27259571,-18.79914998,-17.47872752,-11.7663587,-5.736945966
733,-13.09010871,-19.32452018,-18.82641896,-17.52145849,-11.80530045,-5.773159365
734,-13.10899796,-19.37644465,-18.85368795,-17.56395718,-11.84430006,-5.808903555
735,-13.1278872,-19.42836912,-18.88095693,-17.60622717,-11.88335665,-5.844185791
736,-13.14677644,-19.48029359,-18.90822592,-17.648272,-11.92246932,-5.879013217
737,-13.16566568,-19.47513744,-18.91069476,-17.69009516,-11.96163722,-5.913392867
738,-13.18512756,-19.45396586,-18.89828351,-17.731669,-12.0008562,-5.947331667
739,-13.2050436,-19.43279427,-18.88587227,-17.77299373,-12.04011497,-5.980841714
740,-13.22495964,-19.41162269,-18.87346102,-17.8140732,-12.0794129,-6.013954283
741,-13.24487569,-19.39045111,-18.86104978,-17.8549112,-12.11874939,-6.046675521
742,-13.26479173,-19.37859047,-18.84863853,-17.89551147,-12.15812383,-6.07901148
743,-13.28470777,-19.41266383,-18.83622729,-17.93587768,-12.19753566,-6.110968118
744,-13.30537054,-19.44673718,-18.82563227,-17.97601346,-12.23698428,-6.142551302
745,-13.33014033,-19.48081054,-18.81586281,-18.01591704,-12.27656319,-6.173766807
746,-13.35491011,-19.5148839,-18.80609335,-18.05558347,-12.31627098,-6.204898346
747,-13.37967989,-19.54895726,-18.79632389,-18.09501642,-12.35610565,-6.23609887
748,-13.40444968,-19.60214856,-18.78655442,-18.13421949,-12.39606523,-6.267367312
749,-13.42921946,-19.6705956,-18.77678496,-18.17319624,-12.4361478,-6.298702621
750,-13.45398925,-19.73904263,-18.7670155,-18.21195018,-12.47635145,-6.330103764
751,-13.49501886,-19.80748967,-18.76031008,-18.25048474,-12.51653161,-6.361569722
752,-13.54146842,-19.87593671,-18.75462601,-18.28880332,-12.55664106,-6.393103086
753,-13.58791797,-19.94438374,-18.74894194,-18.32687468,-12.5966809,-6.424729771
754,-13.63436753,-19.94879916,-18.74325786,-18.36469759,-12.63665221,-6.456448331
755,-13.68081708,-19.94940317,-18.73757379,-18.40227587,-12.67655604,-6.488257348
756,-13.72726664,-19.95000719,-18.73188972,-18.43961332,-12.71639344,-6.52015542
757,-13.77386035,-19.9506112,-18.72620565,-18.47671366,-12.75616427,-6.552141173
758,-13.82072634,-19.95121521,-18.72286247,-18.51358056,-12.79586839,-6.584213248
759,-13.86759233,-19.97308432,-18.72005951,-18.55021762,-12.83550685,-6.616423105
760,-13.91445833,-20.03784406,-18.71725654,-18.58662873,-12.87508065,-6.648805567
761,-13.96132432,-20.1026038,-18.71445358,-18.62281794,-12.9145908,-6.681357966
762,-14.00819031,-20.16736354,-18.71165062,-18.6587887,-12.95403828,-6.714077672
763,-14.05505631,-20.23212328,-18.70884765,-18.69454437,-12.99342601,-6.746962099
764,-14.08013203,-20.29688302,-18.70604469,-18.73008828,-13.03276037,-6.780008699
765,-14.10387366,-20.33646216,-18.7053006,-18.76542371,-13.07204219,-6.813215534
766,-14.12761528,-20.36620512,-18.70485064,-18.80055388,-13.11127227,-6.846589247
767,-14.15135691,-20.39594808,-18.70440068,-18.83548197,-13.15045143,-6.880127255
768,-14.17509853,-20.42569104,-18.70395072,-18.87022276,-13.18958044,-6.913827019
769,-14.19884016,-20.455434,-18.70350076,-18.90478121,-13.22865384,-6.947686038
770,-14.22539626,-20.48727341,-18.7030508,-18.93916014,-13.26734507,-6.981701847
771,-14.25436476,-20.53665685,-18.70260084,-18.97336233,-13.30566007,-7.015872022
772,-14.28333326,-20.58604029,-18.71945824,-19.00739051,-13.34360464,-7.050220068
773,-14.31230177,-20.63542374,-18.73746945,-19.04124736,-13.38118452,-7.084766247
774,-14.34127027,-20.68480718,-18.75548067,-19.07493555,-13.41840534,-7.119507495
775,-14.37023878,-20.73419062,-18.77349189,-19.10843866,-13.45527265,-7.154440796
776,-14.40215428,-20.78606789,-18.79150311,-19.14172237,-13.492124,-7.189563179
777,-14.4530148,-20.84049569,-18.80951433,-19.17479007,-13.52905602,-7.22487172
778,-14.50387532,-20.89492348,-18.82752555,-19.2076451,-13.56606748,-7.260363541
779,-14.55473584,-20.94935127,-18.8315209,-19.24029075,-13.60315714,-7.295905875
780,-14.60559636,-21.00377907,-18.83551626,-19.27273027,-13.6403238,-7.331497941
781,-14.65645688,-21.05820686,-18.83951161,-19.30496683,-13.67756626,-7.367138971
782,-14.70731741,-21.08857168,-18.84350696,-19.33700357,-13.71487468,-7.402828205
783,-14.74139894,-21.1157179,-18.84750231,-19.36888606,-13.7522404,-7.4385649
784,-14.76929874,-21.14286411,-18.85149766,-19.40062555,-13.78966252,-7.474348322
785,-14.79719854,-21.17001032,-18.85747049,-19.43222425,-13.82714017,-7.51018042
786,-14.82509835,-21.19715653,-18.89310552,-19.46368434,-13.86467249,-7.546063449
787,-14.85299815,-21.23216233,-18.92874055,-19.49500797,-13.90225864,-7.581996622
788,-14.88089795,-21.28845452,-18.96437558,-19.52619725,-13.93990903,-7.617979163
789,-14.91706601,-21.34474671,-19.0000106,-19.55725425,-13.97765051,-7.654010309
790,-14.97025696,-21.4010389,-19.03564563,-19.58817404,-14.01548169,-7.690089308
791,-15.02344791,-21.45733108,-19.07128066,-19.6189436,-14.05340116,-7.72621542
792,-15.07663886,-21.51362327,-19.11093987,-19.64956527,-14.09140757,-7.76230973
793,-15.12982981,-21.57632712,-19.17876835,-19.68004133,-14.12949957,-7.798367845
794,-15.18302076,-21.64237381,-19.24659683,-19.71037402,-14.16767586,-7.834390323
795,-15.23621171,-21.7084205,-19.31442531,-19.74056558,-14.20593548,-7.870377716
796,-15.26480084,-21.77446718,-19.3822538,-19.77061818,-14.24427717,-7.906330566
797,-15.29133982,-21.84051387,-19.45008228,-19.80053397,-14.28269964,-7.942249407
798,-15.3178788,-21.9026842,-19.51791076,-19.83024886,-14.32120164,-7.97816854
799,-15.34441778,-21.88248205,-19.59034296,-19.85974988,-14.35978195,-8.014136205
800,-15.37095676,-21.86227991,-19.6827246,-19.88904033,-14.39843936,-8.050151653
801,-15.39749574,-21.84207776,-19.77510624,-19.91812346,-14.43719176,-8.086214144
802,-15.42637318,-21.82187561,-19.86748788,-19.9470025,-14.47604244,-8.122322951
803,-15.45741586,-21.80167346,-19.95986952,-19.97568058,-14.51498989,-8.158477358
804,-15.48845854,-21.81640705,-20.05225115,-20.00416082,-14.55403262,-8.19467666
805,-15.51950122,-21.87696543,-20.14463279,-20.03240126,-14.59316915,-8.230927794
806,-15.5505439,-21.93752381,-20.22834714,-20.06029711,-14.63239802,-8.267230979
807,-15.58158657,-21.9980822,-20.28605963,-20.08785368,-14.67171929,-8.303585407
808,-15.61579225,-22.05864058,-20.34377212,-20.11507623,-14.71113268,-8.339990288
809,-15.67424753,-22.11919897,-20.4014846,-20.14196993,-14.75063678,-8.37644484
810,-15.73270282,-22.18050779,-20.45919709,-20.16853985,-14.79023019,-8.412948296
811,-15.7911581,-22.2419811,-20.51690957,-20.19479101,-14.82991151,-8.449536125
812,-15.84961339,-22.30345441,-20.57462206,-20.22072834,-14.8696794,-8.486273437
813,-15.90806868,-22.36492772,-20.61922633,-20.24623008,-14.90941283,-8.52315792
814,-15.96652396,-22.42640102,-20.63499255,-20.27126766,-14.94884903,-8.560187298
815,-16.02341597,-22.48667109,-20.65075876,-20.29584827,-14.9879926,-8.597359331
816,-16.07967422,-22.54235581,-20.66652497,-20.31997897,-15.02684806,-8.634671812
817,-16.13593247,-22.59804053,-20.68229118,-20.34366672,-15.06541987,-8.672122569
818,-16.19219072,-22.65372525,-20.69805739,-20.36691837,-15.10371242,-8.709807497
819,-16.24844897,-22.70940997,-20.7138236,-20.38974067,-15.14175574,-8.747743983
820,-16.30470722,-22.76509469,-20.74721761,-20.41210482,-15.17990207,-8.785928135
821,-16.35122586,-22.80409728,-20.80999127,-20.43392246,-15.21814983,-8.824356123
822,-16.37583039,-22.83176861,-20.87276494,-20.45520204,-15.25649745,-8.863024177
823,-16.40043492,-22.85943994,-20.93553861,-20.47595187,-15.29494337,-8.901928583
824,-16.42503945,-22.88711127,-20.99831227,-20.49618016,-15.33348609,-8.94101759
825,-16.44964398,-22.91478259,-21.06108594,-20.51589497,-15.3721241,-8.980172906
826,-16.4742485,-22.94245392,-21.12385961,-20.53510424,-15.41089417,-9.019393508
827,-16.49885303,-22.96347369,-21.18160624,-20.55381578,-15.44980236,-9.058678384
828,-16.51994228,-22.98437942,-21.23288954,-20.57197143,-15.48884655,-9.098026542
829,-16.54065756,-23.00528516,-21.28417284,-20.5895589,-15.52802462,-9.137437001
830,-16.56137284,-23.02619089,-21.33545613,-20.60658697,-15.5673345,-9.1769088
831,-16.58208812,-23.04709663,-21.38673943,-20.62306432,-15.60677417,-9.216655891
832,-16.6028034,-23.07013667,-21.43802273,-20.63899944,-15.64634493,-9.256740139
833,-16.62351868,-23.09679856,-21.48930603,-20.65440072,-15.68604716,-9.297156332
834,-16.64448562,-23.12346045,-21.5455599,-20.66927643,-15.72587882,-9.337899335
835,-16.66570422,-23.15012234,-21.60678434,-20.68361725,-15.76583791,-9.378964094
836,-16.68692282,-23.17678423,-21.66800877,-20.69737859,-15.80592246,-9.420345633
837,-16.70814142,-23.20344612,-21.72923321,-20.71056942,-15.84613052,-9.461973284
838,-16.72936002,-23.25678876,-21.79045765,-20.72319857,-15.88645694,-9.503629484
839,-16.75057862,-23.31862971,-21.85168209,-20.73527472,-15.92689345,-9.545313794
840,-16.77481689,-23.38047066,-21.91290653,-20.74680642,-15.96743835,-9.587025779
841,-16.82744013,-23.44231161,-21.96827686,-20.75780209,-16.00808998,-9.62876501
842,-16.88006336,-23.50415256,-22.01909399,-20.76827002,-16.04884668,-9.670531066
843,-16.93268659,-23.55520153,-22.06991113,-20.77817879,-16.08970683,-9.712323532
844,-16.98530983,-23.54315897,-22.12072826,-20.78752289,-16.13064326,-9.754190178
845,-17.03793306,-23.53111641,-22.17154539,-20.79631105,-16.17140772,-9.796149931
846,-17.0905563,-23.51907385,-22.22236253,-20.80455189,-16.21200287,-9.83820135
847,-17.14595347,-23.50703129,-22.27317966,-20.81225386,-16.25243134,-9.880343019
848,-17.20258351,-23.49498873,-22.32363669,-20.81942529,-16.29269569,-9.922573541
849,-17.25921354,-23.50576253,-22.37387765,-20.82607439,-16.33279847,-9.964891543
850,-17.31584358,-23.53647063,-22.42411862,-20.83220755,-16.37274217,-10.00728772
851,-17.37247362,-23.56717873,-22.47435959,-20.83782697,-16.41251805,-10.04972376
852,-17.42910366,-23.59788683,-22.52460055,-20.8429406,-16.45212673,-10.09219904
853,-17.47657174,-23.62859493,-22.57484152,-20.84755625,-16.49157078,-10.13471296
854,-17.50144035,-23.65930303,-22.62508248,-20.85168162,-16.53085276,-10.17726492
855,-17.52630896,-23.6068204,-22.68029648,-20.85532431,-16.56997518,-10.21985434
856,-17.55117757,-23.54723613,-22.73777094,-20.85849177,-16.6089405,-10.26248063
857,-17.57604617,-23.48765185,-22.7952454,-20.86119135,-16.64781671,-10.30521193
858,-17.60091478,-23.42806757,-22.85271986,-20.86343656,-16.68664779,-10.3480841
859,-17.62578339,-23.3684833,-22.91019432,-20.86523695,-16.72543443,-10.39109496
860,-17.64985959,-23.32641742,-22.96766878,-20.86659939,-16.76417731,-10.43424238
861,-17.67383244,-23.32352906,-23.02514325,-20.86753065,-16.80287712,-10.47752422
862,-17.69780529,-23.3206407,-23.06273537,-20.86803741,-16.84153452,-10.52093843
863,-17.72177814,-23.31775234,-23.09370006,-20.86812623,-16.8801634,-10.56450498
864,-17.74575099,-23.31486398,-23.12466474,-20.86780356,-16.9187875,-10.60838679
865,-17.76972384,-23.31197562,-23.15562943,-20.86711001,-16.95740689,-10.652579
866,-17.79549944,-23.3698773,-23.18659411,-20.86618564,-16.99602164,-10.69707679
867,-17.823222,-23.45425207,-23.21755879,-20.86503404,-17.03463182,-10.74187544
868,-17.85094456,-23.53862684,-23.24852348,-20.86365871,-17.07323751,-10.7869703
869,-17.87866713,-23.62300161,-23.28619419,-20.86206311,-17.11183882,-10.83235679
870,-17.90638969,-23.70737638,-23.32541245,-20.86025066,-17.15043622,-10.87852662
871,-17.93411226,-23.78480492,-23.36463071,-20.8582247,-17.18902975,-10.925815
872,-17.96460043,-23.78675111,-23.40384897,-20.85598854,-17.22761949,-10.97420465
873,-18.02827587,-23.78869731,-23.44306724,-20.8536175,-17.26620549,-11.02367853
874,-18.09195131,-23.7906435,-23.4822855,-20.85114581,-17.3047878,-11.07421988
875,-18.15562675,-23.7925897,-23.52150376,-20.84857501,-17.34336649,-11.12581219
876,-18.21930219,-23.79453589,-23.55104148,-20.84590663,-17.38199263,-11.17837826
877,-18.28297763,-23.83180966,-23.57919626,-20.8431422,-17.42067276,-11.23092806
878,-18.34665307,-23.90861668,-23.60735105,-20.84028318,-17.45940606,-11.28346182
879,-18.40960984,-23.98542369,-23.63550584,-20.83733105,-17.49819171,-11.3359798
880,-18.47221753,-24.0622307,-23.66366062,-20.83429444,-17.53702888,-11.38848225
881,-18.53482522,-24.13903772,-23.69181541,-20.83120738,-17.5759168,-11.4409694
882,-18.59743292,-24.21584473,-23.7199702,-20.82807066,-17.61509153,-11.49344148
883,-18.66004061,-24.2845812,-23.76799985,-20.82488502,-17.65468702,-11.54583474
884,-18.72264831,-24.35199895,-23.81735449,-20.82165124,-17.69469676,-11.59809351
885,-18.77776825,-24.4194167,-23.86670913,-20.81837006,-17.73511434,-11.65021986
886,-18.81256432,-24.48683445,-23.91606377,-20.81504221,-17.77593346,-11.70221584
887,-18.84736039,-24.55425219,-23.96541842,-20.81166841,-17.81714791,-11.75408347
888,-18.88215645,-24.6167839,-24.01477306,-20.80828149,-17.85860543,-11.80582473
889,-18.91695252,-24.66443537,-24.0641277,-20.80489754,-17.90007131,-11.85744158
890,-18.95174858,-24.71208684,-24.11218892,-20.80151649,-17.94154541,-11.90899768
891,-18.98654465,-24.7597383,-24.16025014,-20.79813832,-17.98302761,-11.96049397
892,-19.02176213,-24.80738977,-24.20831136,-20.79476298,-18.02451777,-12.01193137
893,-19.05704517,-24.85504124,-24.25637258,-20.79139041,-18.06601578,-12.0633108
894,-19.0923282,-24.90960988,-24.3044338,-20.78802059,-18.10751093,-12.11463315
895,-19.12761124,-24.96815743,-24.35249501,-20.78466039,-18.14894017,-12.1658993
896,-19.16289428,-25.02670497,-24.39993894,-20.78134659,-18.19030453,-12.21706437
897,-19.19817731,-25.08525251,-24.43812355,-20.77807848,-18.23160501,-12.26807845
898,-19.24457078,-25.14380006,-24.47630815,-20.77485534,-18.27284259,-12.31894385
899,-19.30392642,-25.2013724,-24.51449275,-20.7716765,-18.31401826,-12.3696629
900,-19.36328206,-25.21652338,-24.55267735,-20.76854125,-18.35513296,-12.42023784
901,-19.42263771,-25.23167436,-24.59086195,-20.76544892,-18.39635504,-12.47067092
902,-19.48199335,-25.24682534,-24.62904656,-20.76239886,-18.43770144,-12.52096431
903,-19.54134899,-25.26197632,-24.66757922,-20.75939632,-18.47917023,-12.57119803
904,-19.59923724,-25.2771273,-24.70854828,-20.75644381,-18.52075952,-12.62137787
905,-19.63315821,-25.29167879,-24.74951734,-20.75354056,-18.56246745,-12.67150465
906,-19.66707918,-25.30536798,-24.79048641,-20.7506858,-18.60429218,-12.7215792
907,-19.70100014,-25.31905718,-24.83145547,-20.74787878,-18.64603748,-12.77160233
908,-19.73492111,-25.33274638,-24.87242453,-20.74511877,-18.68760272,-12.82157482
909,-19.76884208,-25.34643557,-24.9133936,-20.74240503,-18.7289907,-12.87148667
910,-19.80276304,-25.36012477,-24.95175938,-20.73973236,-18.77020414,-12.92132337
911,-19.83849252,-25.31315666,-24.97884427,-20.73707143,-18.81124576,-12.97108608
912,-19.87517943,-25.25081065,-25.00592916,-20.73442204,-18.85211821,-13.02077594
913,-19.91186635,-25.18846463,-25.03301405,-20.73178402,-18.89287158,-13.07039409
914,-19.94855326,-25.12611862,-25.06009894,-20.7291572,-18.9335753,-13.11994163
915,-19.98524018,-25.0637726,-25.08718383,-20.72654139,-18.97423016,-13.16941966
916,-20.02192709,-25.00917792,-25.11426872,-20.72393644,-19.0148369,-13.21879454
917,-20.05945965,-24.98864214,-25.14244013,-20.72134217,-19.05539628,-13.26806324
918,-20.09952914,-24.96810636,-25.17387112,-20.71878808,-19.09590901,-13.31722741
919,-20.13959863,-24.94757058,-25.20530211,-20.71629143,-19.13632995,-13.36628865
920,-20.17966811,-24.9270348,-25.23673309,-20.71385132,-19.17643448,-13.41524857
921,-20.2197376,-24.90649902,-25.26816408,-20.71146687,-19.2162275,-13.46410873
922,-20.25980709,-24.90912971,-25.29959507,-20.70913724,-19.25571383,-13.51284881
923,-20.29987658,-24.92902168,-25.33102605,-20.70686157,-19.29489821,-13.56143057
924,-20.34339549,-24.94891366,-25.36045402,-20.70463902,-19.3337853,-13.60985648
925,-20.38754157,-24.96880563,-25.38547536,-20.7024721,-19.37237972,-13.65812893
926,-20.43168766,-24.98869761,-25.41049669,-20.7003861,-19.41089479,-13.70625031
927,-20.47583374,-25.00858958,-25.43551802,-20.69837977,-19.44934869,-13.75422294
928,-20.51997982,-25.04194202,-25.46053936,-20.69645189,-19.48774236,-13.80204913
929,-20.5641259,-25.07584548,-25.48556069,-20.69460122,-19.52607674,-13.84972869
930,-20.61305864,-25.10974893,-25.51058203,-20.69282659,-19.56435272,-13.89726337
931,-20.66802672,-25.14365239,-25.53459961,-20.69112681,-19.60257123,-13.94465541
932,-20.7229948,-25.17755584,-25.55694428,-20.68950073,-19.64074454,-13.99190701
933,-20.77796288,-25.20849295,-25.57928895,-20.68794113,-19.67887866,-14.03902034
934,-20.83293097,-25.23388011,-25.60163362,-20.68644296,-19.7169742,-14.08599754
935,-20.88789905,-25.25926727,-25.62397829,-20.68500527,-19.75503177,-14.13282554
936,-20.94255224,-25.28465444,-25.64632297,-20.68362711,-19.79305194,-14.17947022
937,-20.9893331,-25.3100416,-25.66866764,-20.68230758,-19.83103531,-14.22593441
938,-21.03611397,-25.33542876,-25.69221415,-20.68104575,-19.86877567,-14.2722209
939,-21.08289484,-25.35733957,-25.7173059,-20.67984075,-19.90601096,-14.31833244
940,-21.12967571,-25.37800313,-25.74239765,-20.67864003,-19.942749,-14.36427174
941,-21.17645658,-25.3986667,-25.7674894,-20.67692249,-19.97899746,-14.41004145
942,-21.22323745,-25.41933026,-25.79258114,-20.67469615,-20.01476393,-14.45556079
943,-21.22962263,-25.43999383,-25.81767289,-20.67196886,-20.05005586,-14.50080796
944,-21.21274969,-25.46415143,-25.84276464,-20.66874838,-20.08490298,-14.54578716
945,-21.19587674,-25.51308493,-25.86706021,-20.66504232,-20.1194054,-14.59050255
946,-21.1790038,-25.56201843,-25.8905596,-20.66085821,-20.15356845,-14.6349582
947,-21.16213086,-25.61095193,-25.914059,-20.65620343,-20.18739738,-14.67915813
948,-21.14525791,-25.65988543,-25.93755839,-20.65110425,-20.22089735,-14.72306047
949,-21.14391954,-25.70881893,-25.96105779,-20.64558135,-20.25407345,-14.76652097
950,-21.19436305,-25.7580958,-25.98455718,-20.63964128,-20.2869307,-14.80954643
951,-21.24480656,-25.80770096,-26.00805658,-20.63329049,-20.31981613,-14.8521436
952,-21.29525008,-25.85730612,-26.03237021,-20.62653534,-20.35274732,-14.8943191
953,-21.34569359,-25.90691128,-26.05731713,-20.61938207,-20.38572355,-14.93607944
