Var1,Var2_1,Var2_2,Var2_3,Var2_4
580,0.109224695,0.53184402,17.21825984,2.064433676
581,0.124970735,0.599567459,17.20432452,2.08103045
582,0.139319715,0.666319062,17.19115673,2.097370554
583,0.152293241,0.732113858,17.1787446,2.113457958
584,0.163912585,0.796966644,17.16707644,2.12929657
585,0.17444672,0.860891987,17.15614075,2.144890236
586,0.184328144,0.923904232,17.14588415,2.160242746
587,0.19356695,0.986119227,17.13628495,2.175343951
588,0.202173078,1.04761748,17.12733295,2.190211615
589,0.210156311,1.108410077,17.11901817,2.20484935
590,0.217904261,1.16850793,17.11133074,2.219260712
591,0.228306953,1.227921784,17.10426096,2.233449201
592,0.241323331,1.286662216,17.09884596,2.247418265
593,0.256912974,1.34478827,17.09511827,2.261171297
594,0.275036086,1.402467162,17.09305182,2.275267573
595,0.295653487,1.459705809,17.09262091,2.28914585
596,0.318592754,1.516511017,17.09380025,2.302809498
597,0.343795807,1.572889491,17.09639405,2.316261838
598,0.371227636,1.628847829,17.09892794,2.329506136
599,0.400853774,1.68439253,17.10140283,2.342545611
600,0.432640285,1.741009509,17.10381966,2.356577037
601,0.465393839,1.798898172,17.1061793,2.370391466
602,0.498326199,1.858038853,17.10848265,2.383992254
603,0.531434602,1.918412188,17.11083852,2.397382706
604,0.564716323,1.979999115,17.11354832,2.410566074
605,0.598168683,2.042780866,17.11660659,2.423545561
606,0.632368617,2.106737263,17.12000793,2.436324319
607,0.668419127,2.171848506,17.12374705,2.450617047
608,0.706291594,2.238096734,17.1278187,2.464688738
609,0.745957842,2.305464364,17.13221859,2.478542809
610,0.787390129,2.373934085,17.13694278,2.492182627
611,0.830540796,2.443488852,17.14198625,2.505611504
612,0.875161991,2.513973829,17.14734407,2.518832704
613,0.92123097,2.584570307,17.15301138,2.533900584
614,0.968725344,2.65527656,17.15898338,2.548735439
615,1.017623069,2.726090891,17.16530575,2.563340872
616,1.067902443,2.797011629,17.17200972,2.577720432
617,1.117058492,2.868037127,17.17908938,2.591877611
618,1.164586558,2.939165766,17.18653893,2.605815849
619,1.210511818,3.010790688,17.19435264,2.619538531
620,1.254859058,3.083013334,17.20252488,2.633303378
621,1.297652683,3.155824458,17.21181568,2.646855352
622,1.339332588,3.22921496,17.22248117,2.660197743
623,1.380231746,3.303175881,17.23450007,2.673333794
624,1.420362233,3.377698398,17.24785146,2.686266696
625,1.459735936,3.452735556,17.26251474,2.698999589
626,1.498364559,3.52822663,17.27846961,2.711535568
627,1.536390217,3.604164601,17.29414911,2.723361385
628,1.5741122,3.680542556,17.30937549,2.735004314
629,1.611535204,3.757353692,17.32415577,2.746467186
630,1.648663852,3.834591309,17.33849683,2.757752783
631,1.685502697,3.91220111,17.35240548,2.768863849
632,1.722065757,3.989392894,17.36587824,2.779803081
633,1.758528967,4.066173128,17.37873902,2.790217461
634,1.79489387,4.142548175,17.39099726,2.800470781
635,1.831161988,4.218524302,17.40266229,2.810565534
636,1.867334817,4.294107679,17.41374329,2.820504171
637,1.903413831,4.369304378,17.42424929,2.830289106
638,1.939410948,4.444518781,17.43415858,2.839922718
639,1.975330139,4.519926055,17.44336566,2.849407344
640,2.011172609,4.595523218,17.45188137,2.85997863
641,2.046939544,4.671307334,17.45971642,2.870386429
642,2.082632114,4.747275511,17.46688133,2.880633272
643,2.118328292,4.823424903,17.47338646,2.890721647
644,2.154094304,4.899766303,17.47963373,2.900654005
645,2.189929071,4.976324194,17.48629864,2.910432759
646,2.225831528,5.053095228,17.49337471,2.920060284
647,2.261800629,5.130076109,17.5008556,2.930984355
648,2.297938966,5.207263592,17.50873504,2.941739485
649,2.334511774,5.284654481,17.51700687,2.952328287
650,2.371512335,5.362245632,17.52588107,2.962753332
651,2.408934033,5.439911578,17.53554276,2.973017154
652,2.446770355,5.517647137,17.54597977,2.983122245
653,2.485069095,5.595451233,17.55718011,2.993163293
654,2.526343602,5.673322806,17.56913196,3.003049056
655,2.570547857,5.751260813,17.58182372,3.012781935
656,2.617636551,5.829264226,17.59488758,3.022364294
657,2.667565076,5.907228378,17.60815332,3.031798462
658,2.720289514,5.985086228,17.62161781,3.041086731
659,2.773404487,6.062839421,17.63527798,3.050231356
660,2.826170878,6.140489574,17.64913081,3.060311591
661,2.878594078,6.218038281,17.66317332,3.070235935
662,2.930679394,6.295487111,17.67829747,3.080006799
663,2.982432052,6.372808267,17.69465434,3.089626556
664,3.034094531,6.449911834,17.71222485,3.099097543
665,3.085900615,6.526801178,17.73099025,3.10842206
666,3.137848084,6.603479612,17.75093205,3.119456178
667,3.189934751,6.679950398,17.77203205,3.130319653
668,3.242158464,6.756216747,17.79419533,3.141015123
669,3.294488239,6.83228182,17.81740544,3.151545188
670,3.346834614,6.908289237,17.84164619,3.161912405
671,3.399197332,6.984259237,17.86690164,3.172119293
672,3.451576141,7.060192397,17.89315609,3.18216833
673,3.503970791,7.136089288,17.9202611,3.19413285
674,3.556381039,7.211950469,17.94749414,3.205912338
675,3.609325928,7.287776494,17.97485323,3.217509656
676,3.662802714,7.36343408,18.00233641,3.228927621
677,3.716803172,7.438800268,18.02994177,3.240169007
678,3.771319202,7.513879564,18.05766743,3.251236545
679,3.826342832,7.588676404,18.08545005,3.262132922
680,3.883009805,7.663195158,18.11315559,3.276295409
681,3.941714299,7.737440125,18.14078524,3.290238872
682,4.002424803,7.811440922,18.16834017,3.303966699
683,4.065110294,7.885341986,18.19582154,3.317482224
684,4.129740229,7.95914486,18.22323049,3.330788732
685,4.195334492,8.032851063,18.25078104,3.343889454
686,4.260822562,8.106462088,18.27870757,3.360011983
687,4.326206082,8.179979408,18.30700426,3.375885177
688,4.39148667,8.253404472,18.33566539,3.391512892
689,4.456665915,8.326317016,18.36468532,3.406898923
690,4.521786319,8.398612742,18.3940585,3.422047009
691,4.586997541,8.470301188,18.42443651,3.436960829
692,4.652298179,8.541391747,18.4561871,3.451644006
693,4.717686847,8.611893664,18.48928902,3.467874777
694,4.783162186,8.681816043,18.52372138,3.483854539
695,4.848722855,8.750799604,18.55946362,3.499587173
696,4.915605506,8.818364209,18.59649546,3.515076501
697,4.98384411,8.884531804,18.63475324,3.530326286
698,5.053417697,8.949323992,18.67420635,3.545340233
699,5.124305623,9.012762045,18.7148363,3.562206234
700,5.19648756,9.074866904,18.75662489,3.578811401
701,5.268697959,9.135752779,18.7995542,3.595159769
702,5.340402578,9.196814303,18.84360659,3.611255309
703,5.411609239,9.258048761,18.88893846,3.62710193
704,5.482325643,9.319453478,18.93553968,3.642703483
705,5.552559372,9.381025822,18.98339061,3.658063758
706,5.623004298,9.442763199,19.03247194,3.67565736
707,5.694523336,9.504663058,19.08276463,3.692978877
708,5.767099875,9.566594578,19.13424931,3.710032516
709,5.84071756,9.628502446,19.18690216,3.72682242
710,5.91536029,9.690387028,19.24070512,3.743352667
711,5.990630414,9.752248685,19.29564038,3.759627274
712,6.064827404,9.81408777,19.35169046,3.775650192
713,6.137967855,9.875904634,19.40883809,3.793255342
714,6.210068108,9.937679957,19.46724934,3.810588228
715,6.281144249,9.999375803,19.52741712,3.82765306
716,6.351212116,10.0609934,19.58931426,3.844453984
717,6.420592833,10.12253396,19.65291403,3.860995081
718,6.489321329,10.18399867,19.71819009,3.877280369
719,6.557407691,10.2453887,19.78511652,3.895169291
720,6.62486185,10.30670522,19.85336935,3.912781561
721,6.691693583,10.36818366,19.92251769,3.930121456
722,6.758126245,10.42982765,19.99254769,3.947193189
723,6.82427203,10.49163463,20.06344572,3.964000908
724,6.890135375,10.55360208,20.13519836,3.980548694
725,6.955720648,10.61572752,20.20779239,3.996840568
726,7.021032149,10.6780085,20.28199938,4.016744942
727,7.085905374,10.74027454,20.35836498,4.036341495
728,7.150104811,10.80241906,20.43685582,4.055634986
729,7.21364088,10.86444395,20.51743902,4.074630102
730,7.27652384,10.92635106,20.60008223,4.093331458
731,7.338763791,10.98814221,20.68475359,4.111743597
732,7.400372415,11.04981919,20.77140009,4.129870992
733,7.461369116,11.11101731,20.85998346,4.151701606
734,7.521763357,11.17063524,20.95047373,4.17319461
735,7.581564456,11.22869741,21.04284143,4.194355223
736,7.640781586,11.28522788,21.13705751,4.215188587
737,7.699423777,11.34025034,21.23309339,4.235699761
738,7.757620345,11.39378811,21.33064852,4.25589373
739,7.815392347,11.44586415,21.42966734,4.279174034
740,7.87274635,11.49742887,21.53012721,4.302094307
741,7.929688819,11.54861033,21.63200587,4.324660117
742,7.986226117,11.59941446,21.73528135,4.346876946
743,8.042418852,11.64984709,21.83994655,4.368750191
744,8.09830334,11.69991396,21.9462407,4.390285165
745,8.153884349,11.74962073,22.05413861,4.4114871
746,8.209166572,11.79846313,22.16361548,4.437377482
747,8.264154629,11.84598819,22.27464688,4.462867469
748,8.318860996,11.89221629,22.38720878,4.487963251
749,8.373303017,11.93716749,22.50132543,4.512670926
750,8.427484781,11.98086153,22.61715251,4.536996496
751,8.481410311,12.02331786,22.73466357,4.560945871
752,8.535083572,12.06460176,22.85383256,4.589040787
753,8.588504467,12.10497498,22.97463385,4.616701214
754,8.641647872,12.14445161,23.09704218,4.643933871
755,8.694518078,12.18304552,23.22055367,4.670745375
756,8.747119312,12.22077036,23.34433001,4.697142237
757,8.799455731,12.25763956,23.46836713,4.723130871
758,8.851531432,12.29366636,23.59266097,4.74871759
759,8.903391391,12.32902089,23.71720758,4.77772258
760,8.955045434,12.36375376,23.84200304,4.806279007
761,9.006496747,12.39787458,23.96723048,4.834393808
762,9.057748463,12.43139281,24.0930515,4.862073812
763,9.108803672,12.46431779,24.21945692,4.889325744
764,9.159958269,12.49665868,24.34643769,4.916156223
765,9.211401713,12.52842436,24.47398494,4.942571769
766,9.263129537,12.55962355,24.60208988,4.974900652
767,9.315137343,12.590265,24.73063978,5.006729567
768,9.3674208,12.62035734,24.8595797,5.038066247
769,9.419925584,12.64990906,24.98890361,5.068918304
770,9.472554212,12.67892852,25.11860556,5.099293233
771,9.525304768,12.70742496,25.24867972,5.129198412
772,9.578175369,12.73541991,25.37912032,5.167081272
773,9.631164156,12.76292112,25.50971692,5.204378272
774,9.68425864,12.78993622,25.64042869,5.241098472
775,9.737348689,12.81647274,25.77125387,5.277250793
776,9.790434369,12.84253807,25.90219069,5.312844017
777,9.84351575,12.8681395,26.03323743,5.34788679
778,9.896592896,12.89343793,26.16439239,5.382387626
779,9.949665875,12.91850174,26.29548099,5.423648038
780,10.00256322,12.94333457,26.42650427,5.464270356
781,10.05525291,12.96793998,26.55746322,5.504264448
782,10.10773815,12.9923215,26.68835886,5.543640031
783,10.1600221,13.01648258,26.81919215,5.582406668
784,10.21210788,13.04044229,26.94987741,5.620573778
785,10.26391836,13.06423362,27.07995482,5.666050564
786,10.31539818,13.08785917,27.20943379,5.71082405
787,10.36655245,13.1113215,27.33832357,5.754905113
788,10.41738623,13.13462314,27.46663326,5.79830446
789,10.46790446,13.15776657,27.59437185,5.841032634
790,10.51811839,13.18075424,27.7212611,5.883100016
791,10.56804654,13.20415262,27.84669222,5.924516824
792,10.61769333,13.22796633,27.97068776,5.972764473
793,10.66706311,13.25218896,28.09326991,6.02026597
794,10.71616016,13.27681419,28.21446054,6.067032854
795,10.76512756,13.30183578,28.33428116,6.113076487
796,10.81622675,13.32724761,28.45314442,6.158408053
797,10.86942476,13.35265277,28.5715001,6.203038565
798,10.92468914,13.37780958,28.68935604,6.246978864
799,10.98198793,13.40272188,28.80671996,6.296662085
800,11.04128966,13.42739346,28.92359948,6.345576953
801,11.10196309,13.45182804,29.0400021,6.393735351
802,11.16383692,13.47602928,29.15558331,6.441148977
803,11.2268926,13.50000522,29.27015057,6.487829349
804,11.29111184,13.5237723,29.38371957,6.533787808
805,11.35647666,13.54733376,29.49630574,6.585970426
806,11.4227281,13.57069277,29.60792428,6.637346039
