Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9
31,-0.290045841,-0.150953625,-0.419839342,-0.573718641,-0.36988252,-0.305222458,-0.26124997,-0.671171807,
32,-0.294800502,-0.155244466,-0.425127058,-0.577196971,-0.374504789,-0.309494058,-0.266621402,-0.677144591,
33,-0.299574207,-0.159546349,-0.430404689,-0.580608116,-0.379153306,-0.31374635,-0.272000767,-0.683112812,
34,-0.304372922,-0.163860742,-0.435676011,-0.583952527,-0.383827631,-0.317979016,-0.277387893,-0.689074598,
35,-0.309202894,-0.16818911,-0.440944377,-0.587230652,-0.388527325,-0.322191739,-0.282782606,-0.695028035,
36,-0.314070934,-0.172532919,-0.44621231,-0.590442942,-0.393251949,-0.3263842,-0.288184732,-0.700971211,
37,-0.318983917,-0.176893635,-0.45148223,-0.593589845,-0.398001064,-0.330556081,-0.293594099,-0.706902211,
38,-0.323948718,-0.181272701,-0.456756561,-0.596672126,-0.402774233,-0.334707063,-0.299010378,-0.712819122,
39,-0.328972214,-0.185671376,-0.462037723,-0.599691429,-0.407571309,-0.338836857,-0.304432514,-0.718720031,
40,-0.334061242,-0.190090828,-0.467328114,-0.602649557,-0.412392721,-0.342945464,-0.309859238,-0.724603029,
41,-0.33922197,-0.194532227,-0.47262967,-0.60554831,-0.417238967,-0.347033068,-0.315289283,-0.730466224,
42,-0.344459976,-0.198996741,-0.477943923,-0.608389489,-0.422110542,-0.35109985,-0.320721381,-0.736307727,
43,-0.349780819,-0.20348554,-0.483272391,-0.611174894,-0.427007943,-0.355145995,-0.326154265,-0.742125648,
44,-0.355190059,-0.207999791,-0.488616594,-0.61390639,-0.431931668,-0.359171687,-0.331586658,-0.747918097,
45,-0.360693254,-0.212540624,-0.49397805,-0.616586615,-0.436882267,-0.363177108,-0.337017068,-0.753683186,
46,-0.366295709,-0.217109082,-0.499358197,-0.619218736,-0.441861289,-0.367162569,-0.34244374,-0.759419024,
47,-0.372001178,-0.2217062,-0.504757975,-0.621805929,-0.446871146,-0.371129139,-0.347864905,-0.765123716,
48,-0.377812832,-0.22633301,-0.510178139,-0.624351371,-0.451914282,-0.375078171,-0.353278794,-0.770795352,
49,-0.38373384,-0.230990546,-0.515619442,-0.626858239,-0.456993137,-0.379011021,-0.358683638,-0.776432018,
50,-0.389767374,-0.235679841,-0.521082639,-0.629329711,-0.462110155,-0.382929045,-0.364077668,-0.782031802,
51,-0.395916601,-0.240401961,-0.526568483,-0.631769155,-0.467267777,-0.386833598,-0.369459199,-0.78759279,
52,-0.402183857,-0.24515834,-0.532077412,-0.634180403,-0.47246846,-0.390726035,-0.374826972,-0.793113069,
53,-0.408569473,-0.249950654,-0.537609108,-0.63656735,-0.477714754,-0.394607919,-0.380179863,-0.798590726,
54,-0.415073484,-0.254780584,-0.543163142,-0.638933893,-0.483009245,-0.398481565,-0.385516749,-0.804023881,
55,-0.421695924,-0.259649811,-0.548739082,-0.641283929,-0.488354518,-0.402349453,-0.390836507,-0.809410732,
56,-0.428436829,-0.264560015,-0.554336499,-0.643621355,-0.493753157,-0.406214067,-0.396138012,-0.814749489,
57,-0.435296164,-0.269512878,-0.559954931,-0.645950058,-0.499207748,-0.41007789,-0.401420156,-0.820038364,
58,-0.44227216,-0.274510221,-0.565593137,-0.648273848,-0.504720873,-0.413943403,-0.406682378,-0.825275565,
59,-0.449361235,-0.279554285,-0.571249061,-0.650596484,-0.510294631,-0.417813089,-0.411924818,-0.830459305,
60,-0.456559721,-0.284647383,-0.576920606,-0.652921729,-0.51592996,-0.421689517,-0.417147657,-0.835587793,
61,-0.46386395,-0.289791829,-0.582605677,-0.655253341,-0.521627631,-0.42557544,-0.422351078,-0.840659302,
62,-0.471270254,-0.294989938,-0.588302179,-0.657595083,-0.527388413,-0.429473636,-0.427535266,-0.845672243,
63,-0.478774716,-0.300244024,-0.594007948,-0.659950713,-0.533213074,-0.433386883,-0.432700402,-0.850625047,
64,-0.486371533,-0.305556394,-0.599720305,-0.662323726,-0.539102385,-0.43731796,-0.437846825,-0.855516145,
65,-0.494054042,-0.310929232,-0.605436336,-0.664717084,-0.545057077,-0.441269645,-0.442975721,-0.860343966,
66,-0.501815577,-0.316364612,-0.611153127,-0.667133686,-0.551076939,-0.44524471,-0.448088566,-0.865106942,
67,-0.509649468,-0.321864605,-0.616867761,-0.669576429,-0.557160782,-0.449245722,-0.453186839,-0.869803503,
68,-0.517549049,-0.327431282,-0.622577324,-0.672048212,-0.563307375,-0.453274961,-0.458272016,-0.874432231,
69,-0.525507396,-0.333066713,-0.628279001,-0.674551934,-0.569515484,-0.457334684,-0.463345574,-0.878992018,
70,-0.53351684,-0.33877297,-0.633970271,-0.677090382,-0.575783877,-0.461427152,-0.468408997,-0.883481797,
71,-0.541569572,-0.344551871,-0.639648668,-0.679665442,-0.582111322,-0.465554623,-0.473464052,-0.8879005,
72,-0.549657786,-0.350404217,-0.645311727,-0.682278552,-0.588496528,-0.469719356,-0.478512894,-0.892247057,
73,-0.557773674,-0.356330543,-0.65095698,-0.684931146,-0.594937777,-0.473923589,-0.483557705,-0.896520401,
74,-0.565909439,-0.362331388,-0.65658197,-0.687624658,-0.601433157,-0.478169147,-0.488600667,-0.900719466,
75,-0.574057686,-0.368407289,-0.662184544,-0.690360523,-0.607980755,-0.4824575,-0.493643963,-0.904843474,
76,-0.582211523,-0.374558783,-0.667762928,-0.693140169,-0.614578657,-0.486790107,-0.498689775,-0.908892203,
77,-0.590364087,-0.380786376,-0.673315375,-0.695964587,-0.621224952,-0.491168422,-0.503740236,-0.912865494,
78,-0.598508517,-0.387089539,-0.678840136,-0.698834008,-0.627917726,-0.495593905,-0.508797191,-0.916763186,
79,-0.606637952,-0.393466527,-0.684335461,-0.701748587,-0.63465515,-0.500068012,-0.513862378,-0.920585121,
80,-0.614745629,-0.399915526,-0.689799683,-0.704708481,-0.641435642,-0.504592135,-0.518937534,-0.924331139,
81,-0.622825721,-0.40643472,-0.695231875,-0.707713847,-0.64825766,-0.509167037,-0.524024396,-0.928001086,
82,-0.63087292,-0.413022295,-0.700631526,-0.710764841,-0.655119666,-0.513793136,-0.529124704,-0.931595335,
83,-0.638881922,-0.419676436,-0.705998127,-0.713861541,-0.662020121,-0.518470847,-0.534240181,-0.935115193,
84,-0.646847423,-0.426395131,-0.711331172,-0.717003486,-0.668957484,-0.523200584,-0.539371983,-0.938562067,
85,-0.654764119,-0.433175243,-0.716630151,-0.720189991,-0.675930214,-0.527982761,-0.544520424,-0.941937361,
86,-0.662626928,-0.440013231,-0.721894982,-0.723420368,-0.682936742,-0.532817791,-0.549685754,-0.945242482,
87,-0.670431562,-0.446905558,-0.727127112,-0.72669393,-0.689975459,-0.537705886,-0.55486822,-0.948478833,
88,-0.67817391,-0.453848681,-0.732328334,-0.730009991,-0.697044752,-0.542646139,-0.560068072,-0.951647829,
