Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9
110,-16.64837544,-12.55750165,-17.01206028,-16.34822603,-17.17343526,-13.49316778,-13.82005762,-20.01039835,
111,-16.75380327,-12.69551617,-17.11555516,-16.41958906,-17.30365145,-13.59910333,-13.92273395,-20.05318256,
112,-16.85741517,-12.83294192,-17.22033236,-16.49075599,-17.43277297,-13.70476961,-14.02527459,-20.09584578,
113,-16.95926139,-12.96977008,-17.32646724,-16.56168362,-17.56072908,-13.8101149,-14.12768235,-20.13840896,
114,-17.05939202,-13.10599181,-17.43403266,-16.63232875,-17.68745732,-13.91508819,-14.22996007,-20.18089301,
115,-17.15785471,-13.24159829,-17.54306167,-16.70264868,-17.8128954,-14.01964915,-14.33211057,-20.22331887,
116,-17.25469519,-13.37658068,-17.65355558,-16.77261392,-17.93698101,-14.12376602,-14.43413661,-20.26570719,
117,-17.34995913,-13.51093896,-17.76551482,-16.84220921,-18.05965184,-14.22740728,-14.53604025,-20.30806891,
118,-17.4436922,-13.64469921,-17.87893982,-16.91142001,-18.18084558,-14.33054141,-14.63782327,-20.35040308,
119,-17.53594006,-13.77789239,-17.99383101,-16.98023177,-18.30050287,-14.43313688,-14.73948744,-20.39270804,
120,-17.62674387,-13.91054943,-18.11017871,-17.04862994,-18.41857711,-14.53516216,-14.84103454,-20.4349821,
121,-17.71612016,-14.04270128,-18.22791813,-17.1166,-18.53502514,-14.63658629,-14.94246633,-20.47722361,
122,-17.80407708,-14.17437887,-18.34696568,-17.18413157,-18.64980383,-14.73738299,-15.04378453,-20.51943089,
123,-17.89062277,-14.30561348,-18.4672378,-17.25123105,-18.76287003,-14.83752832,-15.14498552,-20.56160205,
124,-17.97576538,-14.43644224,-18.58865089,-17.31790899,-18.87418058,-14.93699837,-15.24605607,-20.60372877,
125,-18.05951298,-14.56690757,-18.71112129,-17.38417597,-18.98369234,-15.03576923,-15.34698191,-20.64579544,
126,-18.14185817,-14.69705207,-18.83454865,-17.45004255,-19.09136057,-15.13381699,-15.44774878,-20.68778603,
127,-18.22275977,-14.82691836,-18.95879609,-17.51551929,-19.1971378,-15.23111775,-15.54834243,-20.72968452,
128,-18.3021721,-14.95654904,-19.08372191,-17.58061714,-19.30097627,-15.32764635,-15.64874861,-20.7714749,
129,-18.3800495,-15.0859867,-19.20918439,-17.64535442,-19.40282822,-15.42337159,-15.74895224,-20.81314114,
130,-18.4563463,-15.21527034,-19.33504184,-17.70975629,-19.50264588,-15.5182604,-15.84893159,-20.8546673,
131,-18.53101642,-15.34442393,-19.46115219,-17.7738482,-19.60038149,-15.6122797,-15.94866159,-20.89603923,
132,-18.60400516,-15.47346753,-19.58736563,-17.83765556,-19.69598693,-15.70539643,-16.04811714,-20.93724467,
133,-18.67524959,-15.6024212,-19.71352501,-17.90120381,-19.7894083,-15.79757751,-16.14727317,-20.97827148,
134,-18.74468643,-15.73130498,-19.83947284,-17.96451837,-19.88058724,-15.88878986,-16.24610457,-21.01910749,
135,-18.81225242,-15.86013895,-19.96505165,-18.02762723,-19.96946528,-15.9789947,-16.34458627,-21.05974056,
136,-18.87788428,-15.98894239,-20.09010399,-18.09056691,-20.05598392,-16.06813638,-16.4426934,-21.10015852,
137,-18.94152493,-16.11770949,-20.21447428,-18.15337573,-20.14008469,-16.15615619,-16.54040154,-21.14034951,
138,-19.00315925,-16.24640437,-20.33801988,-18.216092,-20.22170909,-16.24299543,-16.63768634,-21.18030796,
139,-19.06278949,-16.37498934,-20.4606035,-18.27875406,-20.30080007,-16.32859537,-16.73452343,-21.22003452,
140,-19.12041796,-16.50342672,-20.58208785,-18.3414002,-20.37730806,-16.41289733,-16.83088843,-21.2595301,
141,-19.17604698,-16.63167885,-20.70233567,-18.40406898,-20.451186,-16.49584257,-16.926757,-21.29879558,
142,-19.22967888,-16.75970805,-20.82120968,-18.46680249,-20.52238683,-16.57737321,-17.0221047,-21.33783189,
143,-19.28133179,-16.88747167,-20.93857982,-18.52964564,-20.59086349,-16.65743275,-17.11690668,-21.37663992,
144,-19.33106585,-17.01489803,-21.05433512,-18.59264341,-20.65656892,-16.73596485,-17.21113781,-21.41522077,
145,-19.37894812,-17.14190487,-21.16836775,-18.65584079,-20.7194561,-16.8129132,-17.30477297,-21.45357937,
146,-19.42504563,-17.26840995,-21.2805699,-18.71928277,-20.77948896,-16.88822145,-17.39778705,-21.49172412,
147,-19.46942545,-17.39433099,-21.39083374,-18.78301432,-20.83665464,-16.96183327,-17.49015493,-21.52966358,
148,-19.51215484,-17.51958576,-21.49905136,-18.84707743,-20.8909433,-17.03369311,-17.58185149,-21.56740628,
149,-19.55330742,-17.64409179,-21.60511135,-18.91150558,-20.94234506,-17.10376859,-17.67285099,-21.60496077,
150,-19.59296409,-17.7677535,-21.70889841,-18.97633078,-20.99085008,-17.17205388,-17.76312642,-21.64233559,
151,-19.63120616,-17.89045413,-21.810297,-19.04158502,-21.03644849,-17.23854458,-17.85265061,-21.67953941,
152,-19.66811492,-18.01207494,-21.90919157,-19.1073003,-21.07913153,-17.30323631,-17.94139638,-21.71658306,
153,-19.70377167,-18.13249725,-22.0054666,-19.17350864,-21.11891233,-17.36612468,-18.02933657,-21.75347921,
154,-19.73825645,-18.25160233,-22.09900735,-19.24024067,-21.1558245,-17.4272053,-18.11644399,-21.79024061,
155,-19.77163851,-18.36927148,-22.18970599,-19.30751011,-21.18990241,-17.48647501,-18.20269201,-21.82687997,
156,-19.80398171,-18.48538669,-22.27745816,-19.37531913,-21.22118043,-17.54394782,-18.28805933,-21.86341004,
157,-19.83534984,-18.59983574,-22.36215949,-19.44366971,-21.24969292,-17.59965019,-18.37252772,-21.89984355,
158,-19.86580671,-18.71250934,-22.44370564,-19.51256383,-21.27547426,-17.65360887,-18.45607898,-21.93619293,
159,-19.89541614,-18.8232982,-22.52199228,-19.58200344,-21.29856279,-17.70585064,-18.53869491,-21.9724661,
160,-19.92423603,-18.93209303,-22.59693469,-19.6519905,-21.31902285,-17.75640223,-18.6203573,-22.00866744,
161,-19.95230512,-19.03878456,-22.66851205,-19.72251811,-21.33692925,-17.80529042,-18.70104797,-22.04480121,
162,-19.97965823,-19.14326355,-22.73671654,-19.79355831,-21.35235681,-17.85254139,-18.78075266,-22.08087169,
163,-20.00633021,-19.24543137,-22.80154032,-19.86508008,-21.36538038,-17.89817701,-18.85946591,-22.11688313,
164,-20.03235589,-19.34521272,-22.86297556,-19.9370524,-21.37607479,-17.94221719,-18.93718345,-22.15283981,
