time,Fx,Tx,Fy,Ty,Fz,Tz
1994,11.8937,-3.0206,-1.4544,-0.4952,-66.1153,-0.3107
1995,11.7161,-3.0998,-1.3726,-0.5165,-66.3254,-0.2968
1996,11.8462,-3.1498,-0.8494,-0.5211,-66.7654,-0.2971
1997,11.9768,-3.1998,-0.2332,-0.5345,-67.4154,-0.3088
1998,12.0327,-3.2573,0.2432,-0.551,-67.2389,-0.2951
1999,11.8679,-3.2932,0.858,-0.5643,-67.8906,-0.2982
2000,11.8533,-3.3365,1.2951,-0.581,-67.7094,-0.2957
2001,11.9928,-3.3722,1.8226,-0.6022,-67.948,-0.2961
2002,12.1248,-3.4151,2.5194,-0.6022,-67.9861,-0.2936
2003,12.1713,-3.4941,3.2609,-0.6235,-68.2339,-0.2885
2004,12.0884,-3.523,3.8326,-0.6487,-68.2694,-0.2861
2005,12.0676,-3.5803,4.4437,-0.6658,-68.7168,-0.2809
2006,12.124,-3.6306,4.9252,-0.6786,-68.7418,-0.2841
2007,12.262,-3.6664,5.5367,-0.6912,-68.779,-0.2788
2008,12.1616,-3.7385,6.1049,-0.7166,-68.81,-0.2765
2009,12.2895,-3.7957,6.8026,-0.7252,-69.0546,-0.274
2010,12.1174,-3.8609,7.329,-0.7547,-68.8769,-0.2745
2011,12.3978,-3.9107,8.1151,-0.7592,-69.3333,-0.2749
2012,12.3836,-3.9612,8.5517,-0.7884,-69.1563,-0.2641
2013,12.5096,-4.0331,9.0771,-0.8138,-69.1856,-0.2645
2014,12.4116,-4.0979,9.5568,-0.8351,-69.4185,-0.2593
2015,12.4646,-4.1625,10.0366,-0.8563,-69.6525,-0.254
2016,12.594,-4.22,10.824,-0.8731,-69.4905,-0.2545
2017,12.6451,-4.2918,11.1302,-0.8989,-70.1263,-0.2521
2018,12.7711,-4.3635,11.9159,-0.9241,-70.1732,-0.2442
2019,12.6804,-4.4221,12.4869,-0.9651,-68.7646,-0.242
2020,12.7955,-4.2993,12.5472,-0.9366,-69.5891,-0.2811
2021,12.686,-4.1914,12.2043,-0.9237,-69.5749,-0.2864
2022,12.6562,-4.0619,11.997,-0.8984,-69.5639,-0.3085
2023,12.7018,-3.9323,11.7467,-0.8732,-69.5501,-0.3335
2024,12.6704,-3.8097,11.7121,-0.8522,-69.9653,-0.3445
2025,12.5562,-3.7093,11.2838,-0.8352,-69.5276,-0.3638
2026,12.501,-3.6443,11.3331,-0.8145,-69.941,-0.3777
2027,12.4548,-3.5725,11.1214,-0.8143,-69.9338,-0.3832
2028,12.4082,-3.4939,10.4747,-0.8015,-69.2745,-0.4081
2029,12.3487,-3.4506,9.9895,-0.7846,-69.4566,-0.3965
2030,12.2861,-3.4151,9.6902,-0.7804,-69.0229,-0.416
2031,12.3807,-3.3646,9.2087,-0.7675,-68.9989,-0.4129
2032,12.3237,-3.3143,8.7299,-0.7549,-68.9715,-0.4182
2033,12.1963,-3.2497,8.2976,-0.7423,-68.946,-0.4291
2034,12.1344,-3.2139,7.6406,-0.7297,-68.9084,-0.4287
2035,12.3037,-3.1637,7.118,-0.7166,-68.2602,-0.4368
2036,12.1687,-3.1208,6.9449,-0.708,-68.0446,-0.4395
2037,11.9597,-3.078,6.4706,-0.7082,-68.0155,-0.4533
2038,12.0472,-3.042,5.8976,-0.6868,-67.7776,-0.4473
2039,12.1389,-2.9916,5.5052,-0.6656,-67.5475,-0.4554
2040,12.0819,-2.9486,5.1143,-0.6655,-67.5286,-0.4552
2041,12.1715,-2.9124,4.8107,-0.6613,-67.7199,-0.4578
2042,12.2573,-2.8837,4.3236,-0.6439,-67.2824,-0.4462
2043,12.1183,-2.8479,3.8891,-0.6315,-67.2538,-0.4572
2044,12.2011,-2.8262,3.5798,-0.6187,-67.2378,-0.4513
2045,12.2078,-2.8046,3.316,-0.6061,-67.2222,-0.4511
2046,12.0671,-2.7761,2.9674,-0.5976,-66.9941,-0.4565
2047,12.0803,-2.7473,2.5299,-0.5974,-66.9732,-0.4507
2048,12.0852,-2.7257,2.2641,-0.5762,-66.7495,-0.4504
2049,12.0255,-2.6827,2.0481,-0.5676,-66.5311,-0.4559
2050,12.0284,-2.6754,1.8711,-0.5635,-66.7288,-0.4501
2051,12.1053,-2.6608,1.4727,-0.5382,-66.7027,-0.4498
2052,12.1176,-2.6247,1.3844,-0.5254,-66.6996,-0.4468
2053,12.1245,-2.6104,1.0342,-0.5254,-66.6816,-0.4439
2054,12.2093,-2.5813,0.7249,-0.5085,-66.8718,-0.438
2055,12.2183,-2.56,0.3738,-0.5039,-66.4409,-0.435
2056,12.149,-2.5457,0.2435,-0.5038,-66.4342,-0.4349
2057,12.0043,-2.5314,0.1562,-0.5038,-66.4303,-0.432
2058,12.009,-2.5171,-0.1076,-0.4952,-66.2085,-0.4319
2059,12.0931,-2.4953,-0.3264,-0.491,-66.4049,-0.4289
2060,12.0183,-2.4808,-0.462,-0.4658,-66.393,-0.4287
2061,11.8725,-2.4667,-0.8142,-0.4573,-66.1657,-0.4256
2062,11.9531,-2.4596,-1.1214,-0.4611,-65.9452,-0.4199
2063,12.0316,-2.4521,-1.2554,-0.4569,-66.1468,-0.4114
2064,11.9655,-2.4309,-1.7379,-0.4523,-65.7077,-0.4083
2065,11.8982,-2.4164,-1.7802,-0.4607,-65.9158,-0.4027
2066,11.8215,-2.4093,-1.9158,-0.4396,-65.6976,-0.4025
2067,11.8215,-2.4093,-1.9158,-0.4396,-65.6976,-0.4025
2068,11.8238,-2.4019,-2.1858,-0.4267,-65.6852,-0.3854
2069,11.8247,-2.4019,-2.3627,-0.4266,-65.6766,-0.3797
2070,11.8217,-2.409,-2.5409,-0.4225,-65.8727,-0.374
2071,11.8295,-2.3949,-2.5385,-0.4305,-65.4633,-0.374
2072,11.757,-2.3876,-2.6725,-0.4263,-65.6637,-0.3655
2073,11.9076,-2.3875,-2.9399,-0.4175,-65.4438,-0.3569
2074,11.7598,-2.3806,-3.2922,-0.413,-65.0102,-0.3539
2075,11.6867,-2.3737,-3.0685,-0.4173,-64.8145,-0.3653
2076,11.6081,-2.3808,-3.2896,-0.4133,-65.0067,-0.3624
2077,11.692,-2.3664,-3.5064,-0.4217,-65.205,-0.3595
2078,11.6177,-2.3665,-3.8147,-0.4216,-65.1881,-0.3537
2079,11.5487,-2.3521,-3.8591,-0.4215,-65.1881,-0.3481
2080,11.6207,-2.359,-3.7314,-0.4172,-65.4035,-0.3396
2081,11.6212,-2.359,-3.8199,-0.4172,-65.3992,-0.3368
2082,11.5539,-2.3446,-3.8622,-0.4256,-65.6073,-0.3312
2083,11.4677,-2.3662,-4.0865,-0.4131,-65.5898,-0.3282
2084,11.4756,-2.3521,-4.2585,-0.4212,-65.1694,-0.331
2085,11.4712,-2.3665,-4.5251,-0.4211,-65.1549,-0.3225
2086,11.3926,-2.3737,-4.7462,-0.4171,-65.3471,-0.3195
2087,11.3778,-2.4169,-4.9245,-0.4257,-65.542,-0.3139
2088,11.3095,-2.4027,-4.6163,-0.4337,-65.1506,-0.3113
2089,11.3882,-2.3953,-4.9247,-0.4295,-65.3412,-0.3055
2090,11.4633,-2.388,-4.8813,-0.417,-65.3409,-0.311
2091,11.3896,-2.3884,-4.923,-0.4251,-64.926,-0.3139
2092,11.3093,-2.4028,-5.0582,-0.4251,-64.9186,-0.3054
2093,11.3829,-2.4028,-5.1031,-0.4166,-64.7077,-0.3082
2094,11.3836,-2.4101,-5.278,-0.4291,-64.7009,-0.3025
2095,11.3054,-2.4172,-5.2317,-0.4338,-65.1142,-0.3082
2096,11.2305,-2.4173,-5.2772,-0.4337,-65.1126,-0.3025
2097,11.2304,-2.4176,-5.3639,-0.4334,-64.4868,-0.3082
2098,11.2281,-2.4246,-5.1887,-0.4378,-64.9107,-0.3054
2099,11.2913,-2.4534,-5.1454,-0.438,-64.9091,-0.3111
2100,11.0536,-2.4897,-5.1912,-0.4507,-64.9052,-0.3056
2101,11.1217,-2.511,-5.237,-0.4552,-65.3161,-0.2999
2102,11.1137,-2.5327,-5.0637,-0.4593,-65.1193,-0.2973
2103,11.0325,-2.5471,-5.0219,-0.4593,-65.1205,-0.2945
2104,10.9505,-2.5761,-4.8875,-0.4846,-65.1298,-0.2947
2105,11.0864,-2.6045,-4.807,-0.468,-65.3374,-0.289
2106,11.0122,-2.6118,-4.6715,-0.4891,-65.5544,-0.2892
2107,10.9249,-2.626,-4.3721,-0.464,-65.5658,-0.2864
2108,10.9818,-2.6688,-4.3363,-0.4558,-65.9784,-0.2751
2109,10.9748,-2.6905,-4.1584,-0.4686,-65.9873,-0.2809
2110,10.9691,-2.7121,-4.0716,-0.4812,-65.9943,-0.2754
2111,10.8777,-2.748,-3.9436,-0.4773,-66.2031,-0.2755
2112,11.0146,-2.784,-3.8574,-0.4815,-65.9992,-0.2784
2113,11.0164,-2.7839,-3.595,-0.4899,-66.225,-0.2701
2114,10.9307,-2.8127,-3.4638,-0.4985,-66.4371,-0.2702
2115,11.0733,-2.8414,-3.114,-0.5151,-66.2542,-0.2649
2116,11.0625,-2.8628,-2.765,-0.5112,-66.477,-0.2678
2117,11.057,-2.8844,-2.5922,-0.5236,-66.4907,-0.2568
2118,11.1217,-2.9133,-2.199,-0.5318,-66.1002,-0.257
2119,11.1929,-2.9348,-1.9786,-0.5528,-66.3235,-0.2516
2120,11.1771,-2.9777,-1.5453,-0.5613,-66.5556,-0.2406
2121,11.1691,-3.0066,-1.284,-0.5778,-66.3674,-0.2324
2122,11.3135,-3.028,-0.7599,-0.5902,-66.4018,-0.2243
2123,11.3021,-3.0639,-0.2323,-0.6115,-66.6393,-0.2247
2124,11.2845,-3.1069,0.199,-0.6114,-66.6633,-0.2137
2125,11.4252,-3.1426,0.6356,-0.6324,-66.9,-0.2028
2126,11.4848,-3.1928,1.114,-0.6533,-67.138,-0.1891
2127,11.4624,-3.2501,1.809,-0.6619,-67.3839,-0.1782
2128,11.456,-3.2793,2.16,-0.6865,-66.7889,-0.1729
2129,11.5168,-3.322,2.9012,-0.7034,-67.2484,-0.1593
2130,11.5824,-3.3435,3.6458,-0.7075,-67.0838,-0.1625
2131,11.4998,-3.3721,3.9483,-0.7243,-67.5198,-0.143
2132,11.5685,-3.3935,4.4295,-0.7368,-67.5503,-0.1377
2133,11.7093,-3.4292,4.8661,-0.7578,-67.787,-0.1268
2134,11.5521,-3.4509,5.3017,-0.7702,-67.8148,-0.1158
2135,11.6998,-3.4648,5.9163,-0.7871,-68.2679,-0.1106
2136,11.7643,-3.4937,6.484,-0.7952,-67.8884,-0.1081
2137,11.8341,-3.5076,7.7583,-0.8123,-68.3768,-0.1115
2138,11.7515,-3.5438,8.2436,-0.85,-68.4099,-0.1064
2139,11.7487,-3.5579,8.7697,-0.8669,-68.8576,-0.0983
2140,11.8845,-3.6007,9.2005,-0.8752,-69.0933,-0.0788
2141,11.7992,-3.6369,9.8607,-0.9045,-68.9268,-0.0793
2142,11.7917,-3.6656,10.6498,-0.9296,-68.9773,-0.0714
2143,11.8556,-3.7015,10.9529,-0.942,-68.9976,-0.0604
2144,11.7706,-3.73,11.6977,-0.9591,-69.4552,-0.0552
2145,11.7629,-3.766,12.4889,-0.9967,-69.5075,-0.0474
2146,11.8203,-3.8162,13.0537,-1.0092,-69.5416,-0.0365
2147,11.8095,-3.8523,13.7523,-1.0298,-69.1733,-0.0257
2148,12.1668,-3.9022,14.4895,-1.0335,-69.0126,-0.012
2149,12.0799,-3.9381,15.2344,-1.0547,-69.2639,-0.0069
2150,12.0647,-3.9809,16.0212,-1.0717,-69.7238,0.0011
2151,11.9819,-4.017,16.6808,-1.1094,-69.7679,0.009
2152,12.1219,-4.0527,17.1988,-1.1215,-69.8055,0.034
2153,12.2578,-4.103,17.8124,-1.1507,-69.6383,0.0391
2154,12.168,-4.1532,18.4672,-1.1802,-70.0942,0.0555
2155,12.302,-4.1963,19.607,-1.1969,-69.9533,0.052
2156,12.3661,-4.2392,20.4399,-1.2305,-70.2143,0.0627
2157,12.4315,-4.275,20.9194,-1.2514,-70.4537,0.0764
2158,12.4112,-4.3252,22.3254,-1.2728,-70.7375,0.0644
2159,12.6153,-4.3896,22.7097,-1.2851,-70.765,0.0894
2160,12.6861,-4.4181,23.3668,-1.3185,-71.0188,0.1058
2161,12.8173,-4.4828,24.2442,-1.3562,-71.0735,0.1107
2162,12.7257,-4.533,24.8969,-1.3772,-71.3213,0.1272
2163,12.9339,-4.5902,25.7242,-1.4021,-71.3761,0.1463
2164,13.2093,-4.6546,26.8617,-1.4148,-71.4395,0.1429
2165,13.2615,-4.7263,27.8668,-1.4484,-71.7084,0.1562
2166,13.4675,-4.7833,28.6069,-1.4653,-72.1675,0.1699
2167,13.4546,-4.841,29.0405,-1.5067,-71.9971,0.1975
2168,13.4447,-4.884,30.0069,-1.5488,-72.4732,0.2081
2169,13.5629,-4.9702,30.9638,-1.5655,-72.3215,0.2187
2170,13.7676,-5.0272,31.6134,-1.5738,-72.5682,0.2352
2171,14.116,-5.1131,32.2615,-1.5987,-72.6124,0.26
2172,14.0178,-5.178,33.6266,-1.6369,-72.6879,0.2451
2173,14.3739,-5.2421,34.0943,-1.6488,-72.7256,0.2841
2174,14.5002,-5.3139,34.9659,-1.6738,-72.7792,0.2976
2175,14.5541,-5.3855,35.7915,-1.7072,-73.0418,0.3251
2176,14.9015,-5.4712,37.2327,-1.7407,-73.3377,0.3411
2177,14.9631,-5.5215,37.9726,-1.7695,-73.1823,0.3631
2178,15.0905,-5.5931,39.1091,-1.8031,-73.4593,0.3764
2179,15.2924,-5.6647,39.6678,-1.8194,-73.2916,0.4041
2180,15.6462,-5.7288,40.9337,-1.8402,-73.5761,0.4175
2181,15.8399,-5.822,42.196,-1.8692,-73.4479,0.4391
2182,16.194,-5.8861,42.8361,-1.8725,-73.2885,0.481
2183,16.466,-5.9646,44.2323,-1.8934,-73.5786,0.4943
2184,16.3767,-6.0151,45.1537,-1.9312,-73.6364,0.502
2185,16.6571,-6.0792,45.9343,-1.9519,-73.8955,0.5268
2186,16.868,-6.1364,46.5866,-1.9852,-74.1498,0.5516
2187,17.1515,-6.2008,47.2774,-2.0138,-73.996,0.5877
2188,17.3505,-6.2582,49.2578,-2.0311,-73.8939,0.5529
2189,17.5517,-6.3223,50.9635,-2.0521,-74.2013,0.5604
2190,17.6854,-6.3723,51.5688,-2.0643,-74.2417,0.5825
2191,17.9714,-6.4294,52.3526,-2.0976,-74.5042,0.6073
2192,18.1033,-6.4867,53.3997,-2.1225,-74.5704,0.6235
2193,18.4668,-6.5293,54.3121,-2.1386,-74.4264,0.6483
2194,18.5328,-6.5577,55.057,-2.1556,-74.8851,0.6534
2195,18.7436,-6.6077,55.6213,-2.1764,-75.1308,0.6727
2196,18.8818,-6.6506,56.3208,-2.2014,-75.1766,0.6835
2197,18.9399,-6.6862,58.4762,-2.2229,-75.5027,0.6599
2198,19.1495,-6.7361,59.7477,-2.2524,-75.9934,0.6648
2199,19.2877,-6.7791,60.4472,-2.2774,-76.0391,0.6755
2200,19.4384,-6.7863,61.2392,-2.298,-75.677,0.675
2201,19.4283,-6.8222,61.3198,-2.3103,-75.6872,0.6974
2202,19.7127,-6.8647,62.5489,-2.3274,-76.1709,0.6911
2203,19.713,-6.8862,61.746,-2.3392,-76.1396,0.742
2204,19.6342,-6.9007,62.3168,-2.3558,-75.9685,0.7445
2205,19.8448,-6.9364,63.7721,-2.3773,-76.2541,0.7183
2206,20.0678,-6.9578,63.2781,-2.3807,-76.0303,0.7551
2207,19.993,-6.9433,64.4697,-2.3811,-76.093,0.7293
2208,19.9151,-6.9652,64.6913,-2.4103,-75.9042,0.7346
2209,20.1359,-6.9793,64.9935,-2.41,-75.9254,0.7457
2210,20.0531,-6.9936,65.831,-2.4188,-76.1759,0.7312
2211,20.1344,-6.979,66.0495,-2.4186,-76.1923,0.7367
2212,20.0561,-6.9933,66.0023,-2.4269,-76.3998,0.7508
2213,20.0606,-6.9789,66.2689,-2.427,-76.4142,0.7422
2214,20.0011,-6.9432,65.785,-2.4222,-75.979,0.7537
2215,19.857,-6.9218,66.674,-2.4352,-76.0259,0.7252
2216,19.9428,-6.8854,66.1857,-2.4056,-76.2057,0.7369
2217,19.8956,-6.8281,64.5578,-2.3964,-75.9175,0.7686
2218,19.6894,-6.7706,63.8974,-2.3709,-75.8809,0.7775
2219,19.6288,-6.713,64.4801,-2.3548,-76.1114,0.7381
2220,19.3539,-6.6415,64.1374,-2.3464,-75.8844,0.7243
2221,19.4646,-6.5408,62.8647,-2.3037,-75.4011,0.7279
2222,19.2731,-6.4402,62.4781,-2.2785,-75.3773,0.7115
2223,19.1507,-6.3614,61.6077,-2.2575,-75.1189,0.698
2224,19.1077,-6.2608,61.2217,-2.2239,-74.8857,0.6731
2225,18.9836,-6.1745,60.3479,-2.1821,-75.0365,0.6598
2226,18.8593,-6.0883,60.3596,-2.1573,-75.0298,0.6262
2227,18.7504,-5.9661,59.7594,-2.1283,-75.1976,0.5958
2228,18.7159,-5.8437,59.016,-2.0817,-74.9493,0.5909
2229,18.5228,-5.7506,58.2807,-2.0607,-74.6972,0.5689
2230,18.5453,-5.6788,57.4955,-2.0271,-74.4408,0.5526
2231,18.3483,-5.5856,56.3151,-1.981,-74.1596,0.5366
2232,18.1431,-5.5141,55.7595,-1.9565,-74.1145,0.492
2233,18.0114,-5.457,54.5379,-1.9317,-74.0373,0.4731
2234,18.1088,-5.3851,53.7983,-1.8981,-73.7825,0.4511
2235,17.7631,-5.2996,52.7142,-1.8815,-73.301,0.4236
2236,17.7033,-5.2421,51.5324,-1.8399,-73.4306,0.4076
2237,17.5676,-5.1922,50.8391,-1.8193,-73.1754,0.3799
2238,17.364,-5.128,49.7502,-1.7984,-72.9006,0.3608
2239,17.3768,-5.0779,48.528,-1.7612,-72.8187,0.3335
2240,17.162,-5.0497,47.4363,-1.7529,-72.5451,0.3228
2241,17.1052,-4.9851,46.4326,-1.7154,-72.4786,0.301
2242,16.973,-4.9279,45.2996,-1.6906,-72.4057,0.2792
2243,16.9056,-4.8921,44.5585,-1.6618,-72.5595,0.2572
2244,16.9235,-4.8494,42.9806,-1.6447,-72.0561,0.258
2245,16.7797,-4.8065,42.9009,-1.6117,-71.83,0.2189
2246,16.6405,-4.7637,42.1181,-1.587,-71.7752,0.1941
2247,16.5726,-4.7351,41.1116,-1.5621,-71.7099,0.1806
2248,16.4389,-4.6779,40.0624,-1.5286,-71.4356,0.1645
2249,16.2249,-4.6425,39.0617,-1.5165,-71.3701,0.1425
2250,16.3686,-4.6423,38.0043,-1.475,-71.5053,0.1348
2251,16.3675,-4.6354,37.2167,-1.4543,-71.2446,0.1183
2252,16.0809,-4.5929,36.2555,-1.4374,-70.7715,0.1076
2253,16.019,-4.5426,35.604,-1.4086,-70.9311,0.0828
2254,16.1061,-4.5068,34.6847,-1.3875,-70.6689,0.0749
2255,15.9743,-4.4422,33.9914,-1.3587,-70.8262,0.0473
2256,15.8416,-4.3922,32.8533,-1.3377,-70.5518,0.0424
2257,15.8515,-4.3564,32.3308,-1.3168,-70.3096,0.0258
2258,15.9405,-4.3134,31.5071,-1.3006,-70.4612,-0.0018
2259,15.7975,-4.2703,30.8953,-1.2592,-70.6203,-0.0237
2260,15.7352,-4.2272,30.0644,-1.2342,-70.5675,-0.0344
2261,15.5873,-4.2131,29.1903,-1.2179,-70.7158,-0.048
2262,15.6041,-4.156,28.7591,-1.1926,-70.0642,-0.0758
2263,15.4664,-4.1277,27.2706,-1.1842,-69.7705,-0.0779
2264,15.4675,-4.099,27.7201,-1.1599,-69.7803,-0.1257
2265,15.4063,-4.0488,26.3543,-1.1134,-69.4917,-0.1192
2266,15.338,-4.0203,25.6178,-1.0974,-69.645,-0.1497
2267,15.4922,-3.9985,24.5602,-1.0596,-69.5794,-0.149
2268,15.208,-3.9487,23.5105,-1.0386,-69.3082,-0.1568
2269,15.3671,-3.9125,22.6309,-1.0009,-69.2527,-0.1618
2270,15.4459,-3.891,22.3272,-0.9801,-69.0215,-0.1812
2271,15.3133,-3.8413,21.5442,-0.9673,-68.3533,-0.1977
2272,15.3174,-3.8269,20.7535,-0.9507,-68.5118,-0.1972
2273,15.2585,-3.777,20.7232,-0.9467,-68.0902,-0.2337
2274,15.1915,-3.7556,20.2441,-0.9428,-68.2678,-0.2391
2275,15.051,-3.7341,19.454,-0.9386,-68.4309,-0.2303
2276,14.989,-3.6913,19.0641,-0.9217,-67.991,-0.2469
2277,14.7068,-3.6558,18.1925,-0.9343,-67.945,-0.2437
2278,14.4079,-3.663,18.3738,-0.9644,-68.9909,-0.2411
2279,14.0444,-3.6347,17.8118,-0.9732,-69.1629,-0.2521
2280,14.2903,-3.5701,16.8048,-0.9351,-68.482,-0.2655
2281,14.0753,-3.5277,15.7107,-0.9013,-67.5831,-0.2845
2282,14.0035,-3.5137,14.9647,-0.8844,-67.1229,-0.2897
2283,13.7166,-3.4719,14.1859,-0.8756,-65.6235,-0.3231
2284,13.1414,-3.4159,13.5874,-0.9003,-64.3501,-0.3456
2285,12.9221,-3.4018,13.4617,-0.9091,-64.548,-0.354
2286,12.9315,-3.3725,13.0217,-0.8927,-65.3491,-0.348
2287,12.8686,-3.3367,12.5417,-0.8801,-65.3202,-0.3533
2288,12.4582,-3.2506,12.2077,-0.9142,-66.1364,-0.3589
2289,11.8735,-3.2376,11.6973,-0.9729,-65.6999,-0.3674
2290,11.9616,-3.1873,12.4466,-0.9514,-64.9139,-0.3873
2291,11.749,-3.174,11.7916,-0.9756,-63.6448,-0.3788
2292,11.3995,-3.1103,11.8457,-0.9874,-62.4119,-0.393
2293,10.8994,-3.0828,11.9058,-1.0624,-61.8109,-0.3906
2294,10.1657,-3.076,12.7099,-1.1511,-63.1132,-0.3746
2295,10.334,-3.0469,12.4483,-1.1677,-63.5231,-0.3576
2296,10.4884,-3.0251,11.4766,-1.1298,-63.4642,-0.3513
2297,10.6393,-3.0033,10.8567,-1.0835,-63.2144,-0.3564
2298,10.4742,-3.0176,10.4097,-1.042,-63.3831,-0.3588
2299,10.1111,-2.9967,9.587,-1.0634,-63.5416,-0.3698
2300,9.5405,-2.9264,8.2908,-1.0803,-62.6367,-0.403
2301,9.7844,-2.8399,7.4525,-0.9958,-61.7508,-0.4218
2302,9.6533,-2.8045,7.1964,-1.0164,-61.3298,-0.4218
2303,8.5417,-2.7847,6.2185,-1.0811,-61.8836,-0.4696
2304,9.4492,-2.7467,5.9375,-1.0096,-62.9031,-0.4436
2305,8.9986,-2.7396,5.5894,-1.0063,-63.7031,-0.449
2306,9.3787,-2.7175,5.5319,-0.9674,-63.0851,-0.4263
2307,9.1698,-2.66,5.4022,-0.9423,-63.0743,-0.4344
2308,9.399,-2.6528,5,-0.9288,-62.4369,-0.4173
2309,9.4183,-2.6168,5.0935,-0.9497,-62.6582,-0.4118
2310,8.6092,-2.6108,4.8983,-1.0387,-63.2734,-0.4263
2311,8.8342,-2.5955,4.5809,-0.997,-64.0795,-0.4118
2312,9.4292,-2.5873,4.2145,-0.9337,-64.0545,-0.4
2313,9.444,-2.5443,3.7766,-0.9165,-63.6166,-0.4025
2314,9.38,-2.5301,3.4701,-0.9328,-63.4008,-0.3884
2315,8.7177,-2.5241,3.1778,-0.996,-63.3909,-0.3914
2316,8.8758,-2.495,2.9979,-0.9706,-63.3812,-0.3856
2317,9.544,-2.494,2.7631,-0.9113,-63.1582,-0.3739
2318,9.4746,-2.4794,2.6336,-0.9117,-63.7706,-0.3738
2319,9.2572,-2.4651,2.4142,-0.92,-63.969,-0.3624
2320,9.3391,-2.458,2.1976,-0.9325,-63.961,-0.3596
2321,9.0395,-2.4659,1.9379,-0.9533,-63.5343,-0.3596
2322,9.3447,-2.4513,1.7581,-0.936,-63.1132,-0.3538
2323,9.3426,-2.4437,1.4874,-0.9066,-63.3014,-0.3451
2324,9.4236,-2.4362,1.3529,-0.9107,-63.7134,-0.3281
2325,9.3564,-2.4222,1.0494,-0.9188,-63.2847,-0.3309
2326,9.5107,-2.415,1.1391,-0.9228,-63.0854,-0.3338
2327,9.5128,-2.4149,0.8711,-0.9225,-63.0749,-0.3168
2328,9.8085,-2.4142,0.8693,-0.8979,-63.6887,-0.325
2329,9.4606,-2.5439,1.4683,-0.9231,-63.7222,-0.2946
2330,9.1857,-2.6811,1.6781,-0.9527,-63.5223,-0.2809
2331,9.1511,-2.7889,2.022,-0.9909,-64.1645,-0.2588
2332,9.1084,-2.9045,2.4572,-1.0162,-63.5622,-0.2649
2333,9.078,-2.9906,2.7981,-1.0332,-63.9959,-0.2427
2334,9.0492,-3.0698,3.1478,-1.0547,-64.2178,-0.2459
2335,8.9489,-3.1492,3.8041,-1.0926,-64.2572,-0.238
2336,8.9186,-3.2355,4.5001,-1.1179,-64.2972,-0.2273
2337,8.7472,-3.3003,5.2064,-1.1565,-64.9553,-0.2335
2338,9.0257,-3.3573,5.8969,-1.1562,-64.9978,-0.2142
2339,9.3031,-3.4144,6.6785,-1.1561,-65.0422,-0.2061
2340,9.2032,-3.4863,7.4186,-1.1812,-65.0865,-0.1926
2341,9.4087,-3.5435,7.9869,-1.1984,-65.5322,-0.1901
2342,9.3178,-3.594,8.7318,-1.2277,-65.3709,-0.1851
2343,9.5252,-3.6441,9.4736,-1.2402,-65.4148,-0.1799
2344,9.5833,-3.687,10.1294,-1.2489,-65.6571,-0.1803
2345,9.4792,-3.7661,10.9568,-1.2701,-65.9104,-0.1695
2346,9.4582,-3.8312,11.3089,-1.2996,-65.7228,-0.1728
2347,9.7402,-3.888,12.3595,-1.3251,-66.4069,-0.1649
2348,9.8012,-3.9312,12.8395,-1.3417,-66.2296,-0.1597
2349,9.6249,-3.9961,13.4512,-1.3546,-66.259,-0.1629
2350,10.0547,-4.0527,14.0542,-1.3547,-66.9174,-0.1407
2351,9.9585,-4.1177,14.7095,-1.384,-66.7503,-0.1328
2352,10.0129,-4.1825,15.6349,-1.4221,-66.803,-0.1419
2353,10.0608,-4.2613,16.3713,-1.443,-67.0555,-0.1199
2354,10.1188,-4.312,16.7681,-1.464,-66.6629,-0.1287
2355,10.1674,-4.3909,17.5975,-1.4937,-67.1254,-0.118
2356,10.2149,-4.4771,18.2501,-1.5273,-67.3731,-0.1017
2357,10.1873,-4.5419,19.3042,-1.5405,-67.4253,-0.1192
2358,10.3184,-4.6065,20,-1.5694,-67.2655,-0.1
2359,10.3593,-4.7072,20.654,-1.6033,-67.5093,-0.0922
2360,10.4711,-4.6064,20.7919,-1.5859,-67.1097,-0.1005
2361,10.5812,-4.5056,20.3195,-1.5608,-67.0814,-0.1226
2362,10.5526,-4.369,20.2882,-1.5311,-66.6662,-0.1504
2363,10.5956,-4.2463,20.2061,-1.5014,-66.8729,-0.1557
2364,10.6333,-4.1385,19.9548,-1.4803,-66.6513,-0.1807
2365,10.5206,-4.0309,19.6149,-1.4593,-66.4242,-0.2028
2366,10.5571,-3.9299,19.2662,-1.4336,-66.4102,-0.1996
2367,10.5771,-3.8654,18.9255,-1.4129,-66.1772,-0.2303
2368,10.5219,-3.808,18.6202,-1.3956,-65.748,-0.2328
2369,10.6221,-3.7432,18.054,-1.3828,-65.7189,-0.2353
2370,10.4977,-3.6643,17.7118,-1.3619,-65.4888,-0.2574
2371,10.4442,-3.6066,17.4093,-1.3536,-65.8867,-0.26
2372,10.4625,-3.5562,17.1478,-1.3409,-65.8742,-0.2598
2373,10.0296,-3.5149,16.2805,-1.3481,-63.5497,-0.282
2374,10.1786,-3.4859,15.1366,-1.2815,-63.6737,-0.3036
2375,10.6156,-3.5062,14.6818,-1.2357,-64.6779,-0.2806
2376,9.3596,-3.4942,14.3138,-1.3366,-64.0439,-0.2979
2377,8.4971,-3.4463,14.5112,-1.44,-62.0115,-0.2959
