Var1,Var2_1,Var2_2,Var2_4,Var2_5,Var2_6,Var2_7,Var2_8,Var2_9,Var2_10,Var2_11
884,1.6370928,-0.0052164,-1.6628724,-1.154286,-1.278774,-1.1965968,2.7683712,4.025322,-1.2991356,3.010014
885,1.3949964,-0.1350216,-1.6600248,-1.2953304,-1.3520052,-1.3937616,2.5175808,3.8009916,-1.4205996,2.9134224
886,1.3949964,-0.1350216,-1.6600248,-1.2953304,-1.3520052,-1.3937616,2.5175808,3.8009916,-1.4205996,2.9134224
887,1.3949964,-0.1350216,-1.6600248,-1.2953304,-1.3520052,-1.3937616,2.5175808,3.8009916,-1.4205996,2.9134224
888,1.3949964,-0.1350216,-1.6600248,-1.2953304,-1.3520052,-1.3937616,2.5175808,3.8009916,-1.4205996,2.9134224
889,1.1586456,-0.2565612,-1.6519104,-1.4306544,-1.418634,-1.5859368,2.265858,3.5763336,-1.5396192,2.815848
890,1.1586456,-0.2565612,-1.6519104,-1.4306544,-1.418634,-1.5859368,2.265858,3.5763336,-1.5396192,2.815848
891,1.1586456,-0.2565612,-1.6519104,-1.4306544,-1.418634,-1.5859368,2.265858,3.5763336,-1.5396192,2.815848
892,0.9281916,-0.3697092,-1.6392348,-1.56051,-1.478736,-1.7730216,2.0136312,3.351474,-1.6559676,2.7170136
893,0.9281916,-0.3697092,-1.6392348,-1.56051,-1.478736,-1.7730216,2.0136312,3.351474,-1.6559676,2.7170136
894,0.9281916,-0.3697092,-1.6392348,-1.56051,-1.478736,-1.7730216,2.0136312,3.351474,-1.6559676,2.7170136
895,0.7038108,-0.4743144,-1.6228044,-1.6851492,-1.5323364,-1.9547892,1.7612532,3.1265136,-1.7693424,2.6165916
896,0.7038108,-0.4743144,-1.6228044,-1.6851492,-1.5323364,-1.9547892,1.7612532,3.1265136,-1.7693424,2.6165916
897,0.7038108,-0.4743144,-1.6228044,-1.6851492,-1.5323364,-1.9547892,1.7612532,3.1265136,-1.7693424,2.6165916
898,0.7038108,-0.4743144,-1.6228044,-1.6851492,-1.5323364,-1.9547892,1.7612532,3.1265136,-1.7693424,2.6165916
899,0.4856292,-0.5703516,-1.6033752,-1.8047484,-1.5795108,-2.1312144,1.5091776,2.901654,-1.8795168,2.51433
900,0.4856292,-0.5703516,-1.6033752,-1.8047484,-1.5795108,-2.1312144,1.5091776,2.901654,-1.8795168,2.51433
901,0.4856292,-0.5703516,-1.6033752,-1.8047484,-1.5795108,-2.1312144,1.5091776,2.901654,-1.8795168,2.51433
902,0.273798,-0.6576696,-1.5816276,-1.9195848,-1.6203096,-2.3020704,1.2578076,2.6772228,-1.9861884,2.4101028
903,0.273798,-0.6576696,-1.5816276,-1.9195848,-1.6203096,-2.3020704,1.2578076,2.6772228,-1.9861884,2.4101028
904,0.273798,-0.6576696,-1.5816276,-1.9195848,-1.6203096,-2.3020704,1.2578076,2.6772228,-1.9861884,2.4101028
905,0.068418,-0.736344,-1.5582924,-2.0298348,-1.6548588,-2.467332,1.0077228,2.4534468,-2.0890296,2.303784
906,0.068418,-0.736344,-1.5582924,-2.0298348,-1.6548588,-2.467332,1.0077228,2.4534468,-2.0890296,2.303784
907,0.068418,-0.736344,-1.5582924,-2.0298348,-1.6548588,-2.467332,1.0077228,2.4534468,-2.0890296,2.303784
908,0.068418,-0.736344,-1.5582924,-2.0298348,-1.6548588,-2.467332,1.0077228,2.4534468,-2.0890296,2.303784
909,-0.1303092,-0.8063496,-1.5340248,-2.1357252,-1.683234,-2.6267724,0.7593264,2.2306788,-2.1878136,2.195298
