time,route2,route6,route8,route1,route4,route3,route7,route5,,,route9,route10
326,0.16290752,-0.081422015,0.367133209,-0.042842303,-0.047440594,-0.052178765,0.069437393,0.623249145,,,,
327,0.168850761,-0.084142165,0.359840526,-0.052257037,-0.055447131,-0.063787335,0.073952879,0.629954418,,,,
328,0.174823235,-0.086885249,0.352516144,-0.061727628,-0.063502488,-0.075463265,0.078487277,0.636707773,,,,
329,0.180825077,-0.089650855,0.34515749,-0.061667752,-0.071771651,-0.082617804,0.0749765,0.643506943,,,,
330,0.186856347,-0.092438465,0.337762202,-0.060472542,-0.080110702,-0.088211849,0.070482693,0.65034958,,,,
331,0.192917068,-0.095247424,0.330328155,-0.059277235,-0.088500097,-0.093841938,0.065961143,0.65723327,,,,
332,0.186128356,-0.098076967,0.322853445,-0.058080922,-0.096939574,-0.099507539,0.061411614,0.66415556,,,,
333,0.173375431,-0.100926185,0.315336411,-0.056882633,-0.10542861,-0.105207938,0.056834037,0.671113952,,,,
334,0.160550823,-0.103794056,0.307775662,-0.055681362,-0.113966455,-0.110942226,0.052228531,0.678105929,,,,
335,0.147653964,-0.113937353,0.310126278,-0.054476052,-0.122552094,-0.116709318,0.047595383,0.674183076,,,,
336,0.134684644,-0.124135627,0.312484364,-0.053265577,-0.131184284,-0.122507927,0.042935064,0.670230275,,,,
337,0.121643003,-0.134387422,0.314849274,-0.051931424,-0.139152448,-0.125839842,0.038525371,0.66624508,,,,
338,0.108529555,-0.144691019,0.31722046,-0.048490858,-0.134481506,-0.112330988,0.039046863,0.662225279,,,,
339,0.095345167,-0.155044417,0.319597443,-0.045029771,-0.129781405,-0.098746775,0.039571265,0.658168923,,,,
340,0.094162701,-0.165445353,0.321979854,-0.041546912,-0.125050553,-0.085086076,0.040099552,0.654074322,,,,
341,0.100112025,-0.175891297,0.324367406,-0.038041016,-0.120287375,-0.07134795,0.040632777,0.649940067,,,,
342,0.106093063,-0.18637948,0.326759932,-0.034510785,-0.115490307,-0.057531618,0.041172097,0.64576501,,,,
343,0.112106363,-0.196906874,0.329533923,-0.030954899,-0.110657794,-0.043636459,0.041718748,0.649079625,,,,
344,0.118152502,-0.205568727,0.33353111,-0.027372005,-0.105788291,-0.029662004,0.042274066,0.653437933,,,,
345,0.124232052,-0.212235535,0.337541145,-0.023760733,-0.100880258,-0.01560793,0.042839482,0.657795286,,,,
346,0.130345623,-0.218912409,0.341564105,-0.023133829,-0.098108486,-0.011844782,0.043099764,0.662150584,,,,
347,0.136493831,-0.225595954,0.345600159,-0.033693471,-0.103394725,-0.017752309,0.042194444,0.666502876,,,,
348,0.13551077,-0.232282636,0.349649576,-0.04428535,-0.108684727,-0.023671439,0.041297206,0.670851368,,,,
349,0.129170063,-0.238968786,0.353712722,-0.054905789,-0.113975387,-0.029599252,0.040410066,0.675195412,,,,
350,0.122811895,-0.245650613,0.357790063,-0.065550915,-0.119263489,-0.035532651,0.039535131,0.679534532,,,,
351,0.116439144,-0.252324209,0.361882167,-0.076216638,-0.12454568,-0.041468413,0.038674609,0.682387083,,,,
352,0.110054879,-0.258985575,0.362332492,-0.086898699,-0.129818504,-0.047403159,0.0378308,0.684749344,,,,
353,0.103662324,-0.265630608,0.358712893,-0.097592653,-0.135078405,-0.053333397,0.037006104,0.687098526,,,,
354,0.097264861,-0.270753276,0.355080964,-0.108293913,-1.39E-01,-0.059255518,0.036202994,0.689435197,,,,
355,0.090866014,-0.275801382,0.351439228,-0.113294227,-0.142337628,-0.062159151,0.035715573,0.691760095,,,,
356,0.085498639,-0.280815029,0.347790352,-0.108613239,-0.138886893,-0.064720914,0.035749691,0.694074139,,,,
357,0.081107338,-0.285790187,0.344137175,-0.103873054,-0.135378957,-0.067252002,0.035815913,0.696378443,,,,
358,0.076732396,-0.290722821,0.340482664,-0.099071897,-0.131811739,-0.069749159,0.03591683,0.698674283,,,,
359,0.072377366,-0.295608868,0.336829938,-0.094208005,-0.128183182,-0.072209089,0.036055067,0.7036544,,,,
360,0.068045859,-0.300444287,0.333182228,-0.089279624,-0.124491233,-0.07462846,0.036233293,0.710192059,,,,
361,0.06374156,-0.305225035,0.333445594,-0.084285016,-0.120733852,-0.077003921,0.03645421,0.716737855,,,,
362,0.059468207,-0.309947115,0.335323236,-0.079222463,-0.116909032,-0.079332111,0.036720563,0.723292808,,,,
363,0.055229566,-0.315133524,0.337229712,-0.07409025,-0.113014772,-0.07951934,0.037035104,0.729858101,,,,
364,0.050828965,-0.320881138,0.339167428,-0.068174457,-0.103746884,-0.074600443,0.032256648,0.736435069,,,,
365,0.046234352,-0.326560851,0.341138867,-0.061554261,-0.089705297,-0.069608732,0.022971896,0.743025234,,,,
366,0.041685033,-0.332168655,0.343146603,-0.054856739,-0.075568526,-0.064542507,0.013724345,0.749630279,,,,
367,0.037184931,-0.337700637,0.345193274,-0.04808056,-0.061336937,-0.059400076,0.004518946,0.74580574,,,,
368,0.032737947,-0.343153006,0.347281597,-0.041224421,-0.047010902,-0.054179785,-0.004639371,0.732024409,,,,
369,0.028347954,-0.348522091,0.349414361,-0.034287025,-0.032590787,-0.048879989,-0.013745736,0.71823257,,,,
370,0.02401879,-0.353804384,0.354554388,-0.027267103,-0.018076939,-0.043499083,-0.02279535,0.704437076,,,,
371,0.019754225,-0.358996542,0.359913064,-0.020163379,-0.003469671,-0.038035464,-0.031783506,0.690644874,,,,
372,0.017593895,-0.364095407,0.36532845,-0.012974582,0.011230755,-0.040039952,-0.040705608,0.676862984,,,,
373,0.018522334,-0.371991393,0.370803023,-0.018548307,0.016871061,-0.045505389,-0.046586757,0.663098484,,,,
374,0.019530708,-0.379966428,0.376339387,-0.029814115,0.018486954,-0.050892977,-0.051056894,0.649358486,,,,
375,0.020621556,-0.387842173,0.381940264,-0.041004774,0.020185899,-0.056199178,-0.055444862,0.639798398,,,,
376,0.021797373,-0.395615848,0.387608515,-0.052115781,0.021970275,-0.061420595,-0.05974743,0.636763666,,,,
377,0.023060613,-0.40328498,0.39334713,-0.063142883,0.023842441,-0.066554002,-0.063961517,0.633780499,,,,
378,0.024413682,-0.410847424,0.396308923,-0.07408206,0.025804701,-0.071596324,-0.068084182,0.630854369,,,,
379,0.025858952,-0.418301383,0.38672125,-0.084929587,0.027859348,-0.076544683,-0.072112662,0.627990868,,,,
380,0.024994721,-0.425645425,0.377209664,-0.095682017,0.030008627,-0.080927823,-0.076044366,0.625195703,,,,
381,0.019697825,-0.432878501,0.367779529,-0.106336239,0.032254773,-0.078885534,-0.07987688,0.622474692,,,,
382,0.014499026,-0.439580576,0.358436071,-0.109604232,0.017217678,-0.076740802,-0.078026901,0.619833766,,,,
383,0.009401049,-0.445611546,0.349184382,-0.111477923,-0.000798166,-0.074492061,-0.075084551,0.618377388,,,,
384,0.004406431,-0.451530778,0.340029397,-0.113245753,-0.018711514,-0.072137812,-0.072036619,0.62000916,,,,
385,-0.000482507,-0.457338915,0.330975857,-0.114906321,-0.036519565,-0.069676586,-0.068881681,0.621739581,,,,
386,-0.005263638,-0.463036989,0.322028326,-0.116458401,-0.054220069,-0.067106958,-0.065618318,0.623574921,,,,
387,-0.009935052,-0.468626452,0.317473398,-0.117900927,-0.071811371,-0.064427527,-0.06224513,0.625521666,,,,
388,-0.01372806,-0.474109146,0.318921414,-0.119232976,-0.089292447,-0.061636905,-0.058760695,0.627586502,,,,
389,-0.015533149,-0.479487308,0.320488786,-0.120453781,-0.106662896,-0.06007466,-0.055163578,0.629776316,,,,
390,-0.017223664,-0.484763533,0.32217998,-0.121410449,-0.123895908,-0.05999271,-0.051470507,0.632098171,,,,
391,-0.018798258,-0.489940784,0.323999543,-0.105199604,-0.137986351,-0.059796007,-0.049700402,0.634719146,,,,
392,-0.02025568,-0.50201307,0.325952097,-0.088870803,-0.151968037,-0.059483478,-0.047813622,0.638419329,,,,
393,-0.021594794,-0.514651592,0.328042338,-0.072421034,-0.165842736,-0.059054075,-0.045808801,0.642274214,,,,
394,-0.022814542,-0.527206312,0.330275024,-0.055846722,-0.179612783,-0.058506784,-0.043684549,0.646291677,,,,
395,-0.023913946,-0.539682963,0.332654968,-0.039143746,-0.193281023,-0.057840597,-0.041439414,0.650479701,,,,
396,-0.02464713,-0.552087716,0.334286782,-0.022307388,-0.206850823,-0.057054516,-0.0390719,0.654846371,,,,
397,-0.024455086,-0.564427118,0.335606328,-0.005332355,-0.220325998,-0.056147506,-0.036580429,0.659399799,,,,
398,-0.024138785,-0.576708018,0.337086031,0.011787253,-0.233710806,-0.048401753,-0.033963332,0.664148111,,,,
399,-0.023697055,-0.588937487,0.338730323,0.024598449,-0.246079051,-0.039288876,-0.031726562,0.669151462,,,,
400,-0.023128703,-0.601122726,0.340543553,0.015479914,-0.253756137,-0.030037953,-0.031875246,0.676451781,,,,
401,-0.022432486,-0.60963577,0.34252996,0.006476874,-0.261347136,-0.020644776,-0.031898358,0.683974716,,,,
402,-0.021607087,-0.612652694,0.344693648,-0.002412747,-0.2688553,-0.011104843,-0.031794908,0.691728579,,,,
403,-0.020651129,-0.615624587,0.34703855,-0.011191198,-0.276283845,-0.001413345,-0.031563852,0.699721387,,,,
404,-0.020401304,-0.617983967,0.349246063,-0.019842587,-0.283374322,0.008427002,-0.031175294,0.707307979,,,,
405,-0.023972497,-0.61977157,0.351885849,-0.028347855,-0.290131259,0.01839519,-0.030631678,0.714525562,,,,
406,-0.027411147,-0.621493878,0.354761311,-0.036718589,-0.296783698,0.023435726,-0.029958322,0.721952532,,,,
407,-0.030718133,-0.623154603,0.357811495,-0.04495741,-0.303335166,0.011939777,-0.02915472,0.729596008,,,,
408,-0.033894345,-0.624756805,0.361039595,-0.048749446,-0.306662446,0.000580078,-0.031181384,0.724757968,,,,
409,-0.036940629,-0.626302832,0.364448504,-0.043543518,-0.303470915,-0.010647124,-0.039160821,0.718770926,,,,
410,-0.039857795,-0.627794297,0.368040799,-0.038205463,-0.30018138,-0.021745669,-0.047013721,0.713008116,,,,
411,-0.042646569,-0.630147576,0.371818693,-0.032732834,-0.296792466,-0.03271941,-0.054742725,0.70746854,,,,
412,-0.045206836,-0.632566324,0.375784032,-0.027123057,-0.293302374,-0.043572134,-0.062350363,0.70215038,,,,
413,-0.046907151,-0.63493204,0.379649277,-0.021373479,-0.289708879,-0.054307519,-0.069839019,0.69705105,,,,
414,-0.048479221,-0.637243494,0.381795132,-0.015481397,-0.286009398,-0.064929033,-0.077210903,0.692167239,,,,
415,-0.049922969,-0.639498635,0.384127457,-0.009444073,-0.282200979,-0.067781187,-0.084467974,0.687494988,,,,
416,-0.051238177,-0.641694647,0.386645685,-0.0032588,-0.278280382,-0.065824423,-0.091611949,0.688507481,,,,
417,-0.05242449,-0.643827966,0.389348896,0.00411614,-0.274318307,-0.063733153,-0.090752322,0.691276901,,,,
418,-0.053481417,-0.645894334,0.392235807,0.012743974,-0.270315361,-0.061505746,-0.081429435,0.694260887,,,,
419,-0.054333204,-0.646994173,0.394758911,0.021503574,-0.26582194,-0.059058843,-0.071852707,0.696492379,,,,
420,-0.055099736,-0.649383378,0.39855394,0.030486987,-0.261936847,-0.056635743,-0.062316383,0.700856347,,,,
421,-0.054137641,-0.650076897,0.401981,0.039607584,-0.2575533,-0.053989731,-0.05251879,0.70445843,,,,
422,-0.052831838,-0.648149684,0.402624415,0.048707436,-0.252051977,-0.051001914,-0.042390673,0.705505277,,,,
423,-0.051756499,-0.650641928,0.403858652,0.058310332,-0.248173341,-0.048193172,-0.032398284,0.71165902,,,,
424,-0.050301028,-0.650032311,0.403389955,0.067831512,-0.243002563,-0.041048772,-0.022070838,0.713697542,,,,
425,-0.048711365,-0.649341661,0.403094667,0.077500423,-0.237713121,-0.03376716,-0.011603269,0.715404371,,,,
426,-0.046910128,-0.647506483,0.402311923,0.090450114,-0.23873484,-0.026303282,-0.013325648,0.716136984,,,,
427,-0.045126524,-0.647695008,0.4030102,0.105646322,-0.244157081,-0.0187842,-0.021728225,0.719399911,,,,
428,-0.043186215,-0.646727669,0.403213955,0.120851624,-0.24907112,-0.011079339,-0.029979814,0.72167705,,,,
429,-0.048055475,-0.645884799,0.403719579,0.136263544,-0.253955486,-0.003231389,-0.038116938,0.724388396,,,,
430,-0.052811418,-0.647551325,0.404483195,0.151884283,-0.258787565,0.004768804,-0.046144395,0.727457172,,,,
431,-0.057441526,-0.649498774,0.408846154,0.16767954,-0.263495339,0.012924837,-0.054053562,0.730675124,,,,
432,-0.061945258,-0.651312625,0.415613293,0.183648385,-0.26807659,0.019873229,-0.061844008,0.7332839,,,,
433,-0.066321993,-0.652987662,0.42252908,0.199789436,-0.272529068,0.024896836,-0.069515084,0.735377981,,,,
434,-0.070571036,-0.654518936,0.42959029,0.216100852,-0.276850568,0.030068209,-0.077065984,0.737601157,,,,
435,-0.07442796,-0.653586285,0.435251645,0.215906838,-0.281125723,0.035261999,-0.075399761,0.737336028,,,,
436,-0.078371831,-0.654532808,0.442379178,0.212678684,-0.286384749,0.040690803,-0.07170484,0.739477902,,,,
437,-0.083586301,-0.655341861,0.449648805,0.209580222,-0.291514015,0.046261673,-0.067869525,0.74175366,,,,
438,-0.089082998,-0.658521583,0.458807484,0.20740109,-0.297647272,0.052172964,-0.064138396,0.747007894,,,,
439,-0.094098268,-0.662375829,0.466223534,0.204477862,-0.302428903,0.05802868,-0.059986255,0.749294207,,,,
440,-0.098983228,-0.672912401,0.463472261,0.201688736,-0.307081855,0.064022453,-0.055698078,0.752260703,,,,
441,-0.103738085,-0.683324648,0.458921015,0.199032212,-0.311605422,0.071532223,-0.051274061,0.7561258,,,,
442,-0.108077905,-0.691785312,0.453303836,0.195989787,-0.315167446,0.079348886,-0.046591628,0.758125885,,,,
443,-0.112587047,-0.702076095,0.44912403,0.193644715,-0.319492038,0.087510013,-0.041919027,0.762420806,,,,
444,-0.117224474,-0.7137965,0.446039191,0.202012062,-0.331306336,0.096019255,-0.037792246,0.76851981,,,,
445,-0.114188735,-0.722225195,0.441098955,0.209992149,-0.341782353,0.104240036,-0.033385365,0.771338823,,,,
446,-0.110452203,-0.732080501,0.437251562,0.218546628,-0.352856844,0.112805442,-0.028927437,0.775956971,,,,
447,-0.106580181,-0.741788243,0.433513085,0.227228272,-0.363798887,0.12150196,-0.024336468,0.780678317,,,,
448,-0.102743854,-0.752592266,0.431708397,0.236425991,-0.375228435,0.130543481,-0.019646365,0.785675876,,,,
449,-0.098590353,-0.770566003,0.442256267,0.245351535,-0.385891927,0.139242561,-0.014784516,0.786695991,,,,
450,-0.094308288,-0.790192239,0.452927544,0.25440269,-0.396429332,0.146831694,-0.009795027,0.787830025,,,,
451,-0.089765405,-0.808487298,0.463031083,0.263185951,-0.406236507,0.15431602,-0.004672381,0.78790352,,,,
452,-0.085364193,-0.82906324,0.474633538,0.274003253,-0.415807686,0.162383251,-0.000199541,0.790434808,,,,
453,-0.080442211,-0.847052014,0.484944997,0.292093761,-0.41468933,0.170089902,-0.000974729,0.79072939,,,,
454,-0.075494948,-0.866121699,0.496063091,0.31070373,-0.414050794,0.178152237,-0.001630975,0.792283249,,,,
455,-0.070536186,-0.886432081,0.508077753,0.329940329,-0.413926206,0.186619523,-0.002172878,0.795169387,,,,
456,-0.065344646,-0.905312067,0.519456237,0.348825257,-0.413054307,0.194934072,-0.002596113,0.796858956,,,,
457,-0.059934082,-0.922497695,0.529743688,0.367199148,-0.411360745,0.203016699,-0.002899918,0.796777506,,,,
458,-0.054515243,-0.936511496,0.540329199,0.386244392,-0.410215222,0.205514539,-0.003095375,0.798083054,,,,
459,-0.048984512,-0.940559199,0.551014079,0.405392541,-0.408950367,0.203403487,-0.00318021,0.799482211,,,,
460,-0.043344399,-0.944480978,0.561797231,0.424641567,-0.407569446,0.201397246,-0.003156447,0.800975158,,,,
461,-0.042192793,-0.948281554,0.572677662,0.440295291,-0.408327769,0.199494411,-0.00223141,0.802562087,,,,
462,-0.042215565,-0.951965872,0.583654465,0.446695838,-0.414676653,0.197693492,0.000809573,0.804243217,,,,
463,-0.042243356,-0.957974642,0.59624275,0.454348799,-0.421992014,0.196492471,0.003962328,0.808073214,,,,
464,-0.042071378,-0.961633463,0.607553826,0.46104719,-0.428228573,0.194923476,0.007213937,0.810243054,,,,
465,-0.04167957,-0.962373458,0.61715559,0.466476919,-0.433099136,0.192885959,0.010533068,0.812879171,,,,
466,-0.041307938,-0.965645673,0.623296392,0.473260356,-0.439044205,0.191476011,0.013966319,0.817823308,,,,
467,-0.040982481,-0.972108653,0.627427033,0.481762502,-0.446404064,0.187961034,0.017550733,0.825647904,,,,
468,-0.040291078,-0.970653886,0.627417579,0.487105996,-0.450664283,0.183114657,0.021106192,0.827995836,,,,
469,-0.037913386,-0.972082827,0.629618279,0.494166337,-0.456347544,0.178991785,0.024807878,0.833224453,,,,
470,-0.034795359,-0.973439918,0.631911532,0.500604536,-0.460710613,0.174955992,0.028732036,0.838548097,,,,
471,-0.031596214,-0.974730816,0.634296649,0.506234459,-0.463435098,0.171004944,0.032912092,0.843966812,,,,
472,-0.02831859,-0.975961124,0.63677289,0.511953071,-0.466089287,0.167136234,0.037171851,0.849480622,,,,
473,-0.024965093,-0.977136378,0.639339449,0.517759411,-0.468677376,0.163347369,0.041508947,0.856976364,,,,
474,-0.021538296,-0.978261996,0.641995483,0.523652537,-0.471203523,0.159635795,0.045921053,0.8647163,,,,
475,-0.018040727,-0.979343296,0.650037269,0.529631486,-0.473671848,0.156805893,0.050405888,0.872551519,,,,
476,-0.014474863,-0.980385442,0.659580602,0.535695313,-0.476086432,0.155641668,0.054961216,0.880482056,,,,
477,-0.010003273,-0.984125512,0.669212662,0.541843056,-0.47845127,0.154547498,0.059584871,0.888507896,,,,
478,-0.005052934,-0.994668593,0.678933101,0.548073769,-0.480770298,0.153520903,0.064274732,0.896629003,,,,
479,-4.08E-05,-1.005191231,0.688741577,5.57E-01,-0.48479948,0.152559419,0.070624443,0.90484529,,,,
480,0.005031017,-1.015698976,0.698637757,0.566444845,-0.489951078,0.151660584,0.078093363,0.913156628,,,,
481,0.01016055,-1.026197235,0.708621308,0.576457837,-0.495069794,0.150821962,0.085624131,0.910670076,,,,
482,0.015345882,-1.036691267,0.718691897,0.586552538,-0.500159478,0.150041126,0.093215239,0.905629468,,,,
483,0.020585193,-1.047186142,0.728795286,0.596728458,-0.505223865,0.149315694,0.100865256,0.900672749,,,,
484,0.025876754,-1.057686735,0.736989833,0.606985112,-0.510266561,0.146049474,0.108572843,0.895797848,,,,
485,0.024105166,-1.068197733,0.745268512,0.61732203,-0.515291036,0.141843043,0.116336744,0.891002594,,,,
486,0.017880338,-1.078723589,0.753630686,0.627738752,-0.520300615,0.137681395,0.124155803,0.886284723,,,,
487,0.01167748,-1.082942357,0.761255599,0.637548007,-0.524733175,0.1334181,0.131886852,0.880693115,,,,
488,0.005531376,-1.087981755,0.770602891,0.64400382,-0.537715121,0.129481724,0.131455217,0.877071692,,,,
489,-0.000598612,-1.091872547,0.779211558,0.648335307,-0.552468783,0.125438501,0.12825251,0.875716104,,,,
490,-0.006702699,-1.095783955,0.787900994,0.652735967,-0.56723299,0.121429648,0.125085418,0.875893392,,,,
491,-0.012783607,-1.099718298,0.796670469,0.657204484,-0.582011607,0.117452735,0.121951623,0.876142641,,,,
492,-0.018843944,-1.103677642,0.804060274,0.661739547,-0.596808325,0.114300191,0.118848885,0.876461907,,,,
493,-0.0243425,-1.107663797,0.807437778,0.666339843,-0.611626632,0.117478558,0.115775047,0.876849216,,,,
494,-0.029390672,-1.11167833,0.810883333,0.671004063,-0.62646983,0.120694376,0.112728042,0.877302576,,,,
495,-0.034423689,-1.115722552,0.814395376,0.675730906,-0.64134102,0.123946505,0.109705877,0.87781998,,,,
496,-0.039427424,-1.120881587,0.817637102,0.680240162,-0.655974129,0.12718173,0.106662932,0.878039405,,,,
