time,route2,route6,route8,route1,route4,route3,route7,route5,,,route9,route10
87,-0.259506392,-0.298430331,0.360378645,-0.062141134,-0.164661751,-0.120131651,-0.101551036,0.487838856,,,,
88,-0.263109231,-0.296113777,0.353989849,-0.056788735,-0.169945699,-0.125051963,-0.103022586,0.483016827,,,,
89,-0.266642398,-0.293771709,0.350759638,-0.051483298,-0.175163732,-0.130508911,-0.104473804,0.4781298,,,,
90,-0.268466153,-0.290729007,0.352090126,-0.051546869,-0.175949645,-0.135589515,-0.102510088,0.472078161,,,,
91,-0.269829735,-0.289023105,0.354958919,-0.055570722,-0.174823825,-0.141241786,-0.098879099,0.463362057,,,,
92,-0.270524778,-0.286622918,0.356900612,-0.059443329,-0.173285536,-0.146516394,-0.09504407,0.451052453,,,,
93,-0.2711051,-0.284132023,0.358636542,-0.063267596,-0.171700785,-0.151687622,-0.091222611,0.438638307,,,,
94,-0.271795978,-0.281787784,0.360460546,-0.067095754,-0.170213693,-0.156880157,-0.087493329,0.426485605,,,,
95,-0.272376773,-0.279360152,0.36207653,-0.070876074,-0.168685927,-0.161969291,-0.08378472,0.414238505,,,,
96,-0.272924567,-0.276930992,0.363582202,-0.07462642,-0.167167646,-0.163533798,-0.080125345,0.402022405,,,,
97,-0.273442355,-0.264457926,0.364977235,-0.078347497,-0.165662066,-0.155635231,-0.076518762,0.389842413,,,,
98,-0.272127371,-0.250444687,0.364572569,-0.082040231,-0.164172548,-0.147828117,-0.072968512,0.377703598,,,,
99,-0.267040923,-0.236583624,0.362983008,-0.087774126,-0.158657835,-0.140117954,-0.07214398,0.374140682,,,,
100,-0.26200372,-0.222882848,0.361318355,-0.094134147,-0.151891613,-0.13251014,-0.072222974,0.377846057,,,,
101,-0.257021579,-0.20935018,0.359580696,-0.100435876,-0.145219513,-0.125009943,-0.072324605,0.381409592,,,,
102,-0.252100455,-0.195993141,0.357772471,-0.106680795,-0.138646673,-0.117622481,-0.072451545,0.384832684,,,,
103,-0.247246428,-0.182818869,0.355896523,-0.112870887,-0.13217812,-0.11035269,-0.072606628,0.388117421,,,,
104,-0.242465728,-0.169834078,0.353956083,-0.119008685,-0.125818756,-0.103205303,-0.072792829,0.391266624,,,,
105,-0.237764693,-0.157044993,0.351954782,-0.125097313,-0.119573319,-0.104489536,-0.073013291,0.394283882,,,,
106,-0.234565509,-0.143973491,0.349896659,-0.131140541,-0.113446387,-0.110135808,-0.073271312,0.397173588,,,,
107,-0.235317765,-0.130193877,0.343103876,-0.137142821,-0.107442312,-0.115748189,-0.073570384,0.398710314,,,,
108,-0.235813388,-0.1165032,0.335049755,-0.134805134,-0.108262672,-0.121185006,-0.068893622,0.397940909,,,,
109,-0.23606351,-0.102955972,0.326659234,-0.131613339,-0.109646779,-0.126435118,-0.063792266,0.396633357,,,,
110,-0.236333947,-0.089699179,0.318314781,-0.128519571,-0.111048918,-0.131630544,-0.058833488,0.395232963,,,,
111,-0.236632086,-0.076735596,0.310021243,-0.125528416,-0.112473661,-0.136776676,-0.054020077,0.393746986,,,,
112,-0.23696577,-0.064066958,0.301783216,-0.122644402,-0.113925898,-0.141879598,-0.049354485,0.392183191,,,,
113,-0.237343242,-0.051693927,0.293604981,-0.119871988,-0.115410864,-0.14673212,-0.044838814,0.390549803,,,,
114,-0.236319639,-0.039616018,0.285490376,-0.117215551,-0.116934111,-0.146852299,-0.0404748,0.388855379,,,,
115,-0.22995532,-0.027831605,0.277777905,-0.114679334,-0.118501475,-0.147041477,-0.036263811,0.388019781,,,,
116,-0.223785231,-0.026465748,0.274004561,-0.112153853,-0.119975212,-0.147305965,-0.032755771,0.389306223,,,,
117,-0.217814543,-0.027283023,0.270227602,-0.108281245,-0.119636746,-0.147652168,-0.036533172,0.390502942,,,,
118,-0.212047791,-0.028172123,0.266450696,-0.104568366,-0.119396578,-0.14808649,-0.040330921,0.391620204,,,,
119,-0.206488794,-0.029136334,0.262676801,-0.101017458,-0.119259783,-0.148615267,-0.044154682,0.392667885,,,,
120,-0.200153623,-0.03003097,0.257637603,-0.097151269,-0.11864621,-0.148512374,-0.047774845,0.391723574,,,,
121,-0.19471724,-0.031098008,0.253468632,-0.093787911,-0.118531547,-0.148995019,-0.051563245,0.391997039,,,,
122,-0.1894898,-0.032254087,0.249380246,-0.090622557,-0.118562406,-0.149690501,-0.055396627,0.392319933,,,,
123,-0.184015168,-0.033476015,0.245169022,-0.087581558,-0.118645938,-0.150501109,-0.059235912,0.391609321,,,,
124,-0.178825293,-0.034793179,0.242865126,-0.08473869,-0.118882277,-0.151464457,-0.063132362,0.38726888,,,,
125,-0.173659981,-0.031852529,0.244172221,-0.081700695,-0.118086272,-0.152362412,-0.066174603,0.382510893,,,,
126,-0.16835664,-0.019742061,0.244832566,-0.077775385,-0.11381969,-0.153033294,-0.066403067,0.376951634,,,,
127,-0.163271574,-0.008031205,0.245334054,-0.074046714,-0.10975341,-0.153781516,-0.06673027,0.371365741,,,,
128,-0.158528568,0.003288635,0.245873293,-0.070568951,-0.105969771,-0.154730694,-0.067209792,0.366042694,,,,
129,-0.153993591,0.014238394,0.246259203,-0.067279505,-0.102377857,-0.15576149,-0.06778982,0.360685323,,,,
130,-0.150885911,0.024925595,0.247506262,-0.064440501,-0.099382794,-0.157519354,-0.068751931,0.35675298,,,,
131,-0.152421907,0.035076811,0.246766968,-0.061306099,-0.095836274,-0.158846031,-0.069305293,0.350464331,,,,
132,-0.154751244,0.045023297,0.247063522,-0.058654869,-0.092942652,-0.161143883,-0.070290672,0.352201776,,,,
133,-0.15696506,0.054584915,0.245094429,-0.05611002,-0.090117299,-0.163318825,-0.071293878,0.353335633,,,,
134,-0.159040012,0.063726872,0.241247007,-0.054086788,-0.08839357,-0.165347045,-0.070683585,0.353830005,,,,
135,-0.161924601,0.068279337,0.238438326,-0.053120779,-0.088842474,-0.16821439,-0.068012853,0.35578923,,,,
136,-0.16375013,0.071002347,0.233902166,-0.051935644,-0.088793242,-0.169979291,-0.065056204,0.355101787,,,,
137,-0.166260676,0.07378831,0.230203984,-0.051100007,-0.089200577,-0.172453514,-0.062540646,0.355601611,,,,
138,-0.16855576,0.076396646,0.226483035,-0.050419068,-0.089742285,-0.175031056,-0.060215901,0.356009582,,,,
139,-0.163483743,0.078832082,0.222735949,-0.049888862,-0.090415304,-0.177219611,-0.058076204,0.356325375,,,,
140,-0.158661862,0.081099393,0.218960128,-0.049505416,-0.0912165,-0.177655401,-0.056115898,0.352396215,,,,
141,-0.153772782,0.083036995,0.21472323,-0.049166121,-0.0919583,-0.177876937,-0.054220693,0.347434129,,,,
142,-0.149732952,0.085149532,0.209528707,-0.049162649,-0.093190658,-0.178950279,-0.052711234,0.34385822,,,,
143,-0.14505578,0.08661248,0.20265939,-0.046930974,-0.091391048,-0.17911829,-0.05123784,0.338287136,,,,
144,-0.14160438,0.088230751,0.197209399,-0.043495142,-0.088256175,-0.180659641,-0.050419449,0.335058814,,,,
145,-0.137263565,0.088290408,0.190240881,-0.03991617,-0.084631788,-0.180918869,-0.049355156,0.329220491,,,,
146,-0.134023933,0.088804509,0.184532031,-0.036788752,-0.081751249,-0.182471558,-0.048753519,0.325524834,,,,
147,-0.133631609,0.088771523,0.177934545,-0.033659734,-0.078651265,-0.183246486,-0.04804774,0.320234956,,,,
148,-0.133931417,0.088970166,0.172037764,-0.030833074,-0.076027455,-0.180434064,-0.047654484,0.312158956,,,,
149,-0.134122962,0.088915206,0.165855508,-0.028112999,-0.073435195,-0.174523179,-0.047301228,0.302646588,,,,
150,-0.13444721,0.088776847,0.159896216,-0.025552274,-0.071010539,-0.168861717,-0.047070127,0.293266748,,,,
151,-0.134898577,0.088561586,0.160607193,-0.02314161,-0.068744507,-0.163437227,-0.046954686,0.284015799,,,,
152,-0.135471553,0.088276031,0.161250512,-0.025296567,-0.066338475,-0.158237498,-0.045868549,0.274890599,,,,
153,-0.136160676,0.087926838,0.161834185,-0.029325803,-0.063959243,-0.15325052,-0.044459822,0.265888374,,,,
154,-0.136960535,0.085235684,0.162366276,-0.033387253,-0.061718082,-0.148464465,-0.043169386,0.257006653,,,,
155,-0.136125606,0.081854472,0.162854854,-0.037478862,-0.059605874,-0.143867662,-0.041989131,0.248243162,,,,
156,-0.135279039,0.078468635,0.16330794,-0.041598548,-0.057613602,-0.139448607,-0.040911029,0.247251232,,,,
157,-0.134550653,0.075081498,0.163733492,-0.045744247,-0.055732356,-0.134254219,-0.039927141,0.24980625,,,,
158,-0.133933204,0.071696342,0.164139357,-0.049913907,-0.05395335,-0.129210097,-0.039029641,0.252340196,,,,
159,-0.13341956,0.068316376,0.162856697,-0.054105529,-0.052267938,-0.12432077,-0.038210827,0.254863381,,,,
160,-0.133002715,0.064944713,0.156919,-0.058317168,-0.050667633,-0.119574342,-0.037463141,0.2573859,,,,
161,-0.132675791,0.061584355,0.1510481,-0.063338507,-0.054837279,-0.114959124,-0.040249898,0.259917571,,,,
162,-0.132432059,0.058238167,0.145244193,-0.06848925,-0.059888698,-0.110463659,-0.043588866,0.262467934,,,,
163,-0.133661207,0.057152862,0.139507346,-0.073646904,-0.064945206,-0.106076736,-0.046943406,0.265046198,,,,
164,-0.135155213,0.06252491,0.133837491,-0.078810853,-0.07000607,-0.101787409,-0.050310958,0.266434381,,,,
165,-0.136701788,0.067854578,0.128234412,-0.083980563,-0.075070662,-0.101984534,-0.053689095,0.266920478,,,,
166,-0.13829659,0.07315316,0.122697739,-0.089155613,-0.080138457,-0.109671806,-0.057075547,0.267474424,,,,
167,-0.13993545,0.078431566,0.117226951,-0.094335674,-0.085209045,-0.117354496,-0.060468188,0.268101747,,,,
168,-0.141614379,0.083700309,0.114339706,-0.099520542,-0.090282122,-0.125034912,-0.063865062,0.268807642,,,,
169,-0.143329576,0.088969506,0.114016957,-0.104539856,-0.095292304,-0.132715404,-0.06711766,0.269596963,,,,
170,-0.145077438,0.094248858,0.113737475,-0.103334712,-0.097919097,-0.140398386,-0.065003364,0.27047424,,,,
171,-0.140749638,0.099547657,0.113504996,-0.10215698,-0.100556845,-0.148086314,-0.062907847,0.271443681,,,,
172,-0.135077391,0.104874789,0.11332299,-0.101000815,-0.103203401,-0.155781702,-0.06082456,0.27132545,,,,
173,-0.129443366,0.100506202,0.113194662,-0.099860658,-0.105856804,-0.163487119,-0.058747266,0.269798737,,,,
174,-0.123837947,0.092832596,0.113122954,-0.098731236,-0.108515286,-0.16648444,-0.05667004,0.268379077,,,,
175,-0.11825191,0.085222629,0.113110564,-0.09760756,-0.11117726,-0.168000892,-0.054587265,0.267067056,,,,
176,-0.112676436,0.077672125,0.11315995,-0.096484925,-0.113841334,-0.169537034,-0.052493628,0.265863073,,,,
177,-0.107103093,0.070176858,0.114707228,-0.0953589,-0.116506294,-0.171090323,-0.050384111,0.264767335,,,,
178,-0.101523832,0.062732576,0.116833737,-0.094244199,-0.119617767,-0.17265844,-0.049090694,0.263779894,,,,
179,-0.103707821,0.055334988,0.119030829,-0.09320081,-0.124686775,-0.174239276,-0.051441042,0.262900642,,,,
180,-0.108368671,0.047979791,0.121301684,-0.09214252,-0.129758422,-0.175830921,-0.053770271,0.262281445,,,,
181,-0.113027096,0.040662649,0.123649272,-0.091066012,-0.134834094,-0.177431676,-0.056078034,0.262098177,,,,
182,-0.1176844,0.034750774,0.126076349,-0.089968203,-0.139915286,-0.178595185,-0.058364134,0.26202341,,,,
183,-0.122341993,0.033509402,0.12858548,-0.08884623,-0.1450036,-0.177168629,-0.060628509,0.262056959,,,,
184,-0.12700139,0.032316125,0.131179066,-0.087697447,-0.15010074,-0.175735595,-0.062871237,0.262198542,,,,
185,-0.131664206,0.031170965,0.13385934,-0.086519397,-0.155208509,-0.1742929,-0.065092525,0.262447808,,,,
186,-0.136332155,0.030073822,0.131680979,-0.085309812,-0.160328809,-0.172837583,-0.067292689,0.262804357,,,,
187,-0.138679663,0.029024513,0.129433615,-0.0836635,-0.160638341,-0.171366886,-0.069578866,0.26326773,,,,
188,-0.140030283,0.028022756,0.127248987,-0.081212346,-0.151755764,-0.169878238,-0.072048527,0.264561772,,,,
189,-0.141370971,0.027068192,0.12512541,-0.078716627,-0.142805676,-0.168369256,-0.074500572,0.268962968,,,,
190,-0.142701564,0.026160401,0.123061178,-0.076173909,-0.133780963,-0.166837719,-0.07693593,0.273493856,,,,
191,-0.144022019,0.025298891,0.121054562,-0.073581896,-0.124674735,-0.165625102,-0.079355605,0.278156362,,,,
192,-0.145332387,0.023139147,0.119103829,-0.070938402,-0.115480312,-0.164688762,-0.08176067,0.282952386,,,,
193,-0.146632817,0.020474509,0.117207241,-0.068241358,-0.106191197,-0.163729131,-0.084152264,0.287883821,,,,
194,-0.147923543,0.017838788,0.115759175,-0.06548879,-0.096801054,-0.162744932,-0.086531588,0.292952544,,,,
195,-0.146177629,0.015219731,0.115777667,-0.06263593,-0.087243969,-0.161624378,-0.088839086,0.29795654,,,,
196,-0.142718567,0.012623638,0.115808531,-0.061612671,-0.082591106,-0.160404718,-0.089536884,0.302740675,,,,
197,-0.139210663,0.010056363,0.115899703,-0.062431387,-0.082841929,-0.159153667,-0.088673873,0.30491619,,,,
198,-0.135652285,0.007516248,0.116050435,-0.063220064,-0.083061368,-0.157870581,-0.087772409,0.30719042,,,,
199,-0.13204188,0.005001628,0.116259984,-0.063979354,-0.083249758,-0.156554885,-0.086832298,0.309563036,,,,
200,-0.128377947,0.002510833,0.116527609,-0.064709934,-0.083407468,-0.160210206,-0.085853388,0.312033756,,,,
201,-0.124659056,0.001309951,0.116852583,-0.065412517,-0.083534897,-0.164294416,-0.084835559,0.314602328,,,,
202,-0.120883804,0.005231921,0.117234188,-0.066087821,-0.083632464,-0.168390208,-0.083778719,0.317268544,,,,
203,-0.117544604,0.009226963,0.1193144,-0.066736579,-0.08370061,-0.172499586,-0.082682795,0.320032237,,,,
204,-0.114497143,0.013296191,0.123502294,-0.067359543,-0.083739785,-0.176624574,-0.08154773,0.32289328,,,,
205,-0.111396967,0.017440729,0.127778195,-0.067226297,-0.084432865,-0.180767207,-0.080324735,0.318779847,,,,
206,-0.108243129,0.021661695,0.13214305,-0.066689831,-0.085451558,-0.184929536,-0.07903725,0.314333913,,,,
207,-0.105034694,0.02596022,0.136597823,-0.066119205,-0.086452573,-0.189113614,-0.077709782,0.309913303,,,,
208,-0.101770725,0.030337451,0.141143501,-0.065514693,-0.087436808,-0.191612829,-0.076342258,0.305514858,,,,
209,-0.098450279,0.034794537,0.145781092,-0.064876559,-0.088405162,-0.190304901,-0.074934598,0.30113544,,,,
210,-0.095072404,0.039332655,0.150511626,-0.064205061,-0.089358522,-0.188968236,-0.073486703,0.296771941,,,,
211,-0.093889161,0.041302372,0.155336155,-0.063500434,-0.090297776,-0.187602549,-0.071998475,0.292421276,,,,
212,-0.094661029,0.042105941,0.155112004,-0.062762912,-0.091223789,-0.186207547,-0.07046979,0.288080382,,,,
213,-0.095419136,0.042951532,0.152541124,-0.061992712,-0.09213742,-0.184782919,-0.068900522,0.292061961,,,,
214,-0.096164246,0.043838754,0.149982931,-0.066536372,-0.090160705,-0.183328339,-0.066056743,0.297861047,,,,
215,-0.096897117,0.044767243,0.147435405,-0.072264462,-0.087518121,-0.181843464,-0.062891279,0.303775977,,,,
216,-0.097618488,0.045736646,0.144896518,-0.078036438,-0.084824699,-0.180327927,-0.059667192,0.309807905,,,,
217,-0.098329081,0.046746613,0.142364261,-0.083855151,-0.082079781,-0.177688083,-0.056383649,0.315957988,,,,
218,-0.098879167,0.047724208,0.139624192,-0.089587144,-0.079162253,-0.174263399,-0.052959241,0.321737892,,,,
219,-0.094707358,0.048721059,0.136845692,-0.09531962,-0.076173395,-0.170736537,-0.049466425,0.327502275,,,,
220,-0.085310152,0.049581852,0.134074575,-0.101082801,-0.073140458,-0.167166388,-0.045923752,0.333357009,,,,
221,-0.075814588,0.049647897,0.137815255,-0.106878843,-0.070063227,-0.163552426,-0.042330933,0.341323888,,,,
222,-0.066218707,0.049738316,0.142177123,-0.112709862,-0.066941494,-0.159894105,-0.038687669,0.350239496,,,,
223,-0.056520553,0.049852269,0.146605017,-0.108366466,-0.068230238,-0.156190865,-0.035269647,0.359271813,,,,
224,-0.046718204,0.04998893,0.151099025,-0.10378475,-0.06959506,-0.152442133,-0.031808071,0.368421668,,,,
225,-0.036809756,0.050147459,0.1556592,-0.099147205,-0.070956976,-0.14979793,-0.028297774,0.377689794,,,,
226,-0.026793346,0.050327032,0.160285555,-0.094453149,-0.072316894,-0.159371037,-0.024738532,0.387076831,,,,
227,-0.02161534,0.050526803,0.164978057,-0.089701908,-0.073675707,-0.169023531,-0.021130145,0.396583321,,,,
228,-0.023257111,0.05074594,0.169736628,-0.084892811,-0.075034267,-0.178757996,-0.017472424,0.406209672,,,,
229,-0.024900586,0.050983587,0.174580851,-0.080025214,-0.076393417,-0.188576931,-0.013765192,0.410985189,,,,
230,-0.026546807,0.054151686,0.179596695,-0.075098489,-0.077753961,-0.198482702,-0.01000831,0.412294143,,,,
231,-0.02819679,0.058892499,0.184679204,-0.071174448,-0.078343476,-0.208477564,-0.0063197,0.413638848,,,,
232,-0.029851532,0.063693734,0.189828034,-0.073673557,-0.074217412,-0.21856362,-0.003301625,0.41501733,,,,
233,-0.031512005,0.068555371,0.195042749,-0.076187551,-0.070039898,-0.228742835,-0.000242068,0.416427515,,,,
234,-0.033179157,0.073477318,0.20032281,-0.078717355,-0.065810597,-0.231932073,0.002858808,0.417867237,,,,
235,-0.031823125,0.078336507,0.205345434,-0.081136572,-0.061432841,-0.226892118,0.005991404,0.418677414,,,,
236,-0.025192247,0.083194636,0.210300934,-0.083519971,-0.056985403,-0.221690726,0.009149928,0.419280282,,,,
237,-0.018513969,0.088090867,0.215296732,-0.085910931,-0.052504108,-0.216453015,0.012335396,0.423045967,,,,
238,-0.011788451,0.093024502,0.218011031,-0.088310163,-0.047989176,-0.211178548,0.015547236,0.430499051,,,,
239,-0.005015926,0.097509823,0.217179931,-0.090718328,-0.04344088,-0.205866914,0.018784823,0.438005794,,,,
240,0.001803265,0.099109415,0.216349248,-0.091320049,-0.040467977,-0.200517741,0.0193884,0.445564137,,,,
241,0.008668694,0.100722944,0.215517234,-0.087688345,-0.041220954,-0.195130699,0.013802654,0.453171834,,,,
242,0.015579815,0.10234924,0.214682126,-0.084030071,-0.041974621,-0.189705508,0.008186147,0.460826444,,,,
243,0.020355968,0.103987107,0.213842134,-0.080345531,-0.042729594,-0.185974549,0.002537895,0.468525326,,,,
244,0.020214307,0.105635298,0.212995466,-0.076635073,-0.043486473,-0.182493701,-0.003142994,0.476265623,,,,
245,0.020072572,0.107292528,0.212140318,-0.072899107,-0.044245833,-0.178986496,-0.008857285,0.483832774,,,,
246,0.019929899,0.108957471,0.21127488,-0.069138088,-0.045008206,-0.175452856,-0.014605638,0.4910246,,,,
247,0.019785421,0.110628772,0.214606245,-0.065352532,-0.045774112,-0.171892759,-0.020388571,0.49824431,,,,
248,0.019638293,0.112305028,0.220411267,-0.061543014,-0.046544024,-0.168306216,-0.026206484,0.505488243,,,,
249,0.01948768,0.111500935,0.22623985,-0.058301358,-0.047991111,-0.164693287,-0.02704485,0.512752552,,,,
250,0.019332758,0.109212439,0.232089605,-0.05573604,-0.050238425,-0.1610541,-0.021989582,0.520033199,,,,
251,0.019936928,0.106870554,0.237888275,-0.053140676,-0.052483984,-0.156862594,-0.016902238,0.527171428,,,,
252,0.02281739,0.104337407,0.243304168,-0.050451087,-0.054653198,-0.150955763,-0.011772804,0.533446339,,,,
253,0.025697791,0.101792503,0.248718698,-0.047759977,-0.056829363,-0.145039097,-0.006638555,0.537794733,,,,
254,0.028577173,0.099235017,0.254129858,-0.045068007,-0.059012724,-0.139113137,-0.001500499,0.535300167,,,,
255,0.031454558,0.096664187,0.25953559,-0.042375857,-0.061203472,-0.133178499,0.003640297,0.532777669,,,,
256,0.034328956,0.094079335,0.264189263,-0.039684234,-0.063401752,-0.127235873,0.008782722,0.530224928,,,,
257,0.03719936,0.091479849,0.268719318,-0.036993852,-0.065607646,-0.121286026,0.0139256,0.527639768,,,,
258,0.040064757,0.088955571,0.273236458,-0.044960332,-0.066350585,-0.115329795,0.016931194,0.52502013,,,,
259,0.043533372,0.087116661,0.277738665,-0.059492494,-0.066195325,-0.109368093,0.018618775,0.52236411,,,,
260,0.049535657,0.085262692,0.282223946,-0.074047872,-0.066044901,-0.10877637,0.020299107,0.519669965,,,,
261,0.055533237,0.083393264,0.286690338,-0.088624467,-0.065899572,-0.111238975,0.021971433,0.51712673,,,,
262,0.061524574,0.081508034,0.291135932,-0.103220092,-0.065759594,-0.113707027,0.023635017,0.516306521,,,,
263,0.067508135,0.079606757,0.29555888,-0.117832382,-0.065625201,-0.116180203,0.025289146,0.515445713,,,,
264,0.073482366,0.077689248,0.299003204,-0.132458836,-0.065496614,-0.11865815,0.026933127,0.514542984,,,,
265,0.079445738,0.075755416,0.294307654,-0.147096833,-0.065374038,-0.121140496,0.028566306,0.513597244,,,,
266,0.085396727,0.073805234,0.289580277,-0.161743645,-0.065257669,-0.123626851,0.030188064,0.512607606,,,,
267,0.091387967,0.071838768,0.284821409,-0.16053592,-0.066373106,-0.126116832,0.027771404,0.511573437,,,,
268,0.097704536,0.076424018,0.280031575,-0.154821839,-0.067843515,-0.128476345,0.02419739,0.510494348,,,,
269,0.104004468,0.085372538,0.275211455,-0.149107722,-0.069320662,-0.125802593,0.020610237,0.509370194,,,,
270,0.110286389,0.094304302,0.2703619,-0.143394843,-0.070804381,-0.123131635,0.01701054,0.51474276,,,,
271,0.116549017,0.103217496,0.265483917,-0.137684485,-0.072294504,-0.120464154,0.013398926,0.52023306,,,,
272,0.122791186,0.112110414,0.260578659,-0.131977957,-0.073790851,-0.117800845,0.009776067,0.525676913,,,,
273,0.129011842,0.120981482,0.257927556,-0.126276564,-0.075293259,-0.115142399,0.006142664,0.531073982,,,,
274,0.135210071,0.129829263,0.259634206,-0.120581606,-0.076801572,-0.112489519,0.002499419,0.536424266,,,,
275,0.140695821,0.138564748,0.261147726,-0.114821629,-0.07826608,-0.10977339,-0.001152217,0.541385229,,,,
276,0.139296763,0.147238286,0.262586999,-0.113306607,-0.077744106,-0.107049237,0.005874998,0.546200283,,,,
277,0.137890048,0.15420018,0.264011832,-0.112086505,-0.077104124,-0.103030339,0.013578786,0.55099289,,,,
278,0.136476276,0.143239086,0.265423269,-0.110880677,-0.076476897,-0.097175367,0.021253192,0.552689797,,,,
279,0.135056075,0.132294397,0.26682247,-0.109689315,-0.075862506,-0.091345852,0.028898659,0.553849301,,,,
280,0.133630126,0.121366452,0.268210716,-0.108512591,-0.07526101,-0.085541742,0.036515755,0.555001591,,,,
281,0.132199127,0.110455466,0.269589383,-0.107350676,-0.074672478,-0.079762905,0.044105202,0.556149219,,,,
282,0.130763813,0.099561531,0.272831982,-0.106203724,-0.074096952,-0.074009103,0.051667876,0.557294899,,,,
283,0.129407557,0.088684571,0.277423855,-0.105071893,-0.073534479,-0.068280017,0.059204794,0.558441497,,,,
284,0.131377672,0.077824346,0.282003941,-0.103285115,-0.071973315,-0.062575217,0.065878316,0.559592009,,,,
285,0.133338557,0.066980431,0.286574334,-0.095307076,-0.061055252,-0.056894174,0.064760299,0.560749542,,,,
286,0.135291378,0.056152203,0.291137264,-0.087358378,-0.050171237,-0.066777179,0.063637883,0.564388597,,,,
287,0.137237355,0.052463433,0.295695063,-0.079438156,-0.039319855,-0.080492346,0.062511527,0.568941648,,,,
288,0.139177739,0.054114026,0.300250174,-0.071545408,-0.02849947,-0.094194425,0.061381668,0.573505474,,,,
289,0.14111383,0.055756213,0.304805127,-0.063678966,-0.017708234,-0.107885792,0.060248717,0.578084,,,,
290,0.143046955,0.057390826,0.30936253,-0.055837525,-0.006944103,-0.121569086,0.059113064,0.582681226,,,,
291,0.144978454,0.059018735,0.310546769,-0.048019615,0.003795186,-0.135247216,0.057975055,0.587301196,,,,
292,0.143162431,0.060640807,0.310980996,-0.04022364,0.014512076,-0.148923366,0.056835,0.591947981,,,,
293,0.141227081,0.062257936,0.311430421,-0.036102007,0.02102333,-0.162600959,0.056586911,0.596625648,,,,
294,0.139297818,0.063871003,0.311896814,-0.04257405,0.015403446,-0.172123305,0.058923806,0.601075048,,,,
295,0.137375005,0.065480903,0.312381858,-0.049050631,0.009783085,-0.16388967,0.061256446,0.605395222,,,,
296,0.135458905,0.066950587,0.312887175,-0.055533418,0.004161034,-0.15568353,0.063585871,0.609758504,,,,
297,0.133549708,0.066143731,0.313414283,-0.062024189,-0.001464018,-0.147503098,0.065913137,0.614168598,,,,
298,0.13155593,0.065291555,0.313746171,-0.068477147,-0.007088557,-0.139249515,0.068191804,0.6181987,,,,
299,0.129752341,0.064530545,0.314457668,-0.075037287,-0.012728907,-0.131211569,0.070565337,0.62314341,,,,
300,0.130812718,0.063724382,0.313504284,-0.08156364,-0.01837187,-0.123096259,0.07289232,0.627714833,,,,
301,0.132167863,0.062918535,0.31257721,-0.088106006,-0.024024082,-0.114998259,0.075221215,0.632346452,,,,
302,0.133531535,0.062112945,0.311676895,-0.088037495,-0.030877608,-0.1069152,0.07482445,0.635334605,,,,
303,0.134904451,0.061307508,0.31080365,-0.078672145,-0.039416961,-0.092655493,0.070596482,0.636594713,,,,
304,0.136287263,0.060502069,0.309957628,-0.069313468,-0.047973912,-0.073871273,0.066366614,0.637919495,,,,
305,0.137680556,0.059696411,0.309138848,-0.059958438,-0.056551334,-0.055081113,0.062133512,0.639310003,,,,
306,0.139084844,0.056597888,0.308347182,-0.050604,-0.06515214,-0.036278816,0.057895774,0.640767019,,,,
307,0.140500571,0.05156285,0.307582359,-0.04124708,-0.073779265,-0.017458138,0.053651943,0.642291072,,,,
308,0.13554317,0.046518617,0.308547774,-0.031884587,-0.082435642,0.001387169,0.049400523,0.643882433,,,,
309,0.129499319,0.041463383,0.313728972,-0.022513453,-0.091124193,0.020263325,0.045139966,0.645541098,,,,
310,0.123449997,0.036395325,0.318949058,-0.013130636,-0.099847805,0.039176492,0.040868712,0.645855658,,,,
311,0.117392922,0.031312603,0.324209159,-0.007304696,-0.096542513,0.058132737,0.039085283,0.64378416,,,,
312,0.111325775,0.026213391,0.329510269,-0.004111856,-0.084322192,0.054513051,0.039143505,0.641767833,,,,
313,0.105246241,0.021095864,0.334853211,-0.000917039,-0.0720826,0.050072887,0.03919927,0.639804456,,,,
314,0.099151996,0.015958228,0.340238671,0.002280634,-0.059819834,0.045617521,0.039252357,0.637891619,,,,
315,0.093040753,0.010687372,0.345667162,0.005481998,-0.047530086,0.041145324,0.039302531,0.636026732,,,,
316,0.09716997,0.001600041,0.351139058,0.008687867,-0.035209651,0.036654688,0.039349557,0.634207028,,,,
317,0.103911207,-0.007526931,0.354823761,0.011899014,-0.022854966,0.032144067,0.03939318,0.632429602,,,,
318,0.110679544,-0.016696184,0.356894154,0.015116182,-0.010462594,0.027611953,0.039433151,0.630822445,,,,
319,0.117476243,-0.025910218,0.358993916,0.018340075,0.001970748,0.023056924,0.039469215,0.629658897,,,,
320,0.124302477,-0.035171366,0.361121963,0.012537708,-0.000376292,0.016140167,0.042710903,0.628530468,,,,
321,0.131159292,-0.044481801,0.363277115,0.003431902,-0.008110522,0.004902621,0.047124825,0.627433964,,,,
322,0.138047643,-0.053843506,0.365458127,-0.005721156,-0.015886699,-0.006391489,0.051554031,0.626366133,,,,
323,0.14496836,-0.063258269,0.36766369,-0.014923441,-0.023706445,-0.017744612,0.055999238,0.62532367,,,,
324,0.151107903,-0.072727655,0.369892446,-0.024176725,-0.031571208,-0.029158946,0.060461128,0.62430326,,,,
325,0.156993325,-0.078725081,0.37214299,-0.033482568,-0.039482237,-0.040636436,0.064940321,0.623301563,,,,
