time,Fx,Tx,Fy
737,-11.9101,0.31,5.96457
738,-11.408,0.284624,5.4539
739,-10.9769,0.260213,4.96177
740,-10.5995,0.236548,4.48383
741,-10.2587,0.213206,4.01165
742,-9.94142,0.18974,3.5363
743,-9.63946,0.165858,3.052
744,-9.34833,0.141487,2.5573
745,-9.06567,0.116691,2.0536
746,-8.79004,0.0915703,1.54301
747,-8.52047,0.0661999,1.02712
748,-8.25674,0.0406278,0.506975
749,-8.00026,0.0148815,-0.0167727
750,-7.7544,-0.0110922,-0.545112
751,-7.5233,-0.0375115,-1.08236
752,-7.31064,-0.0647324,-1.63564
753,-7.11971,-0.0931034,-2.21189
754,-6.95435,-0.122816,-2.81486
755,-6.81948,-0.15382,-3.44343
756,-6.72102,-0.185774,-4.09052
757,-6.66415,-0.218017,-4.74269
758,-6.65017,-0.249754,-5.38369
759,-6.67428,-0.280458,-6.0028
760,-6.72637,-0.310254,-6.60231
761,-6.79542,-0.339879,-7.19689
762,-6.87756,-0.370194,-7.80359
763,-6.98382,-0.401611,-8.43038
764,-7.13784,-0.434136,-9.07693
765,-7.3619,-0.467968,-9.74656
766,-7.66556,-0.503748,-10.4511
767,-8.04533,-0.542152,-11.2031
768,-8.49146,-0.583401,-12.006
769,-8.99306,-0.627192,-12.853
770,-9.53637,-0.673005,-13.7328
771,-10.101,-0.720357,-14.6355
772,-10.6614,-0.768717,-15.5502
773,-11.1936,-0.81727,-16.4615
774,-11.6814,-0.864839,-17.3474
775,-12.119,-0.910121,-18.1841
776,-12.5089,-0.952037,-18.9528
777,-12.8627,-0.989752,-19.6394
778,-13.2025,-1.02238,-20.2293
779,-13.5577,-1.0489,-20.7061
780,-13.9575,-1.06853,-21.057
781,-14.4246,-1.08104,-21.2794
782,-14.9717,-1.08695,-21.3834
783,-15.5991,-1.08737,-21.3898
784,-16.2957,-1.08367,-21.3229
785,-17.0426,-1.07714,-21.206
786,-17.8195,-1.06892,-21.0594
787,-18.6076,-1.06005,-20.9013
788,-19.3898,-1.0514,-20.7473
789,-20.1515,-1.04361,-20.6088
790,-20.884,-1.03696,-20.4903
791,-21.5848,-1.03133,-20.3899
792,-22.2544,-1.02636,-20.3014
793,-22.8947,-1.02168,-20.2177
794,-23.5063,-1.01703,-20.1344
795,-24.0881,-1.01246,-20.0524
796,-24.6378,-1.00825,-19.977
797,-25.1564,-1.00469,-19.9132
798,-25.653,-1.00166,-19.8588
799,-26.1428,-0.998567,-19.8033
800,-26.6394,-0.99466,-19.733
801,-27.1498,-0.989294,-19.6361
802,-27.6732,-0.982104,-19.5061
803,-28.2032,-0.97299,-19.341
804,-28.7316,-0.962054,-19.1425
805,-29.2523,-0.949492,-18.9139
806,-29.7634,-0.935502,-18.6586
807,-30.2662,-0.920266,-18.3799
808,-30.7617,-0.903998,-18.0814
809,-31.2475,-0.886962,-17.7679
810,-31.7184,-0.869438,-17.4443
811,-32.1678,-0.851621,-17.1143
812,-32.592,-0.833507,-16.7775
813,-32.9908,-0.81488,-16.4298
814,-33.3665,-0.79548,-16.0664
815,-33.7211,-0.775164,-15.6842
816,-34.0555,-0.753865,-15.282
817,-34.3716,-0.731457,-14.8571
818,-34.6717,-0.707717,-14.4049
819,-34.9595,-0.682381,-13.9201
820,-35.239,-0.655182,-13.3973
821,-35.5138,-0.625907,-12.8319
822,-35.7856,-0.594445,-12.2214
823,-36.0539,-0.560807,-11.5657
824,-36.3166,-0.525173,-10.868
825,-36.5711,-0.487873,-10.1343
826,-36.8148,-0.449244,-9.3712
827,-37.0456,-0.409453,-8.58161
828,-37.262,-0.36848,-7.76507
829,-37.4631,-0.326236,-6.91982
830,-37.6483,-0.282659,-6.04467
831,-37.8164,-0.237757,-5.13999
832,-37.9653,-0.191673,-4.20893
833,-38.0921,-0.144713,-3.25802
834,-38.1935,-0.0972641,-2.29551
835,-38.2674,-0.0496781,-1.32898
836,-38.3145,-0.00221761,-0.364259
837,-38.3381,0.0449149,0.594014
838,-38.3429,0.0915309,1.54149
839,-38.3334,0.137451,2.47402
840,-38.3128,0.182521,3.38801
841,-38.2818,0.226621,4.28066
842,-38.2389,0.269674,5.15007
843,-38.1801,0.311624,5.99493
844,-38.0989,0.352372,6.81314
845,-37.9851,0.391679,7.6
846,-37.8243,0.429089,8.34656
847,-37.5984,0.46392,9.03958
848,-37.2869,0.495379,9.66366
849,-36.8712,0.522781,10.2057
850,-36.3402,0.545824,10.6602
851,-35.6951,0.56477,11.0328
852,-34.9501,0.580431,11.3397
853,-34.1288,0.593919,11.6032
854,-33.2576,0.606276,11.8438
855,-32.3602,0.618217,12.0757
856,-31.4549,0.630106,12.3062
857,-30.5549,0.642099,12.5384
858,-29.6696,0.654275,12.7737
859,-28.8061,0.666687,13.0132
860,-27.9698,0.679348,13.2571
861,-27.166,0.692145,13.5034
862,-26.4005,0.704749,13.7456
863,-25.6797,0.71665,13.974
864,-25.0081,0.727343,14.179
865,-24.387,0.736482,14.3542
866,-23.8125,0.743805,14.4944
867,-23.2761,0.748939,14.5927
868,-22.7645,0.75129,14.6378
869,-22.2609,0.750089,14.6148
870,-21.7465,0.744579,14.5093
871,-21.2052,0.734228,14.3109
872,-20.632,0.718979,14.0181
873,-20.041,0.69946,13.6427
874,-19.4614,0.676866,13.2073
875,-18.9186,0.652444,12.7355
876,-18.4222,0.627105,12.2445
877,-17.9688,0.601374,11.7442
878,-17.548,0.575487,11.2391
879,-17.1494,0.549559,10.7314
880,-16.765,0.523679,10.2227
881,-16.3896,0.497879,9.71387
882,-16.0197,0.47211,9.20395
883,-15.6526,0.446307,8.69182
884,-15.2874,0.420532,8.17888
885,-14.9248,0.395056,7.67065
886,-14.5655,0.370254,7.17481
887,-14.2095,0.346379,6.69651
888,-13.8563,0.323396,6.23514
889,-13.5069,0.301031,5.78531
890,-13.1637,0.278869,5.33869
891,-12.8297,0.256376,4.88462
892,-12.507,0.232977,4.41151
893,-12.1972,0.208179,3.90943
894,-11.9013,0.181695,3.37259
895,-11.6198,0.153526,2.80104
896,-11.3537,0.123962,2.20072
897,-11.1054,0.0934737,1.58124
898,-10.8798,0.06253,0.952199
899,-10.6834,0.031464,0.320475
900,-10.5228,0.000476654,-0.309724
901,-10.4041,-0.0303319,-0.936216
902,-10.3303,-0.060994,-1.5595
903,-10.3,-0.0916588,-2.18245
904,-10.3083,-0.122493,-2.8083
905,-10.3483,-0.153602,-3.43903
906,-10.4135,-0.184952,-4.07384
907,-10.4986,-0.216304,-4.70782
908,-10.6001,-0.24731,-5.33381
909,-10.7156,-0.27769,-5.9461
910,-10.8437,-0.307287,-6.54151
911,-10.9844,-0.335991,-7.11779
912,-11.1393,-0.363728,-7.67337
913,-11.3099,-0.390592,-8.21006
914,-11.4959,-0.417012,-8.73623
915,-11.6939,-0.443734,-9.26643
916,-11.8996,-0.471599,-9.81706
917,-12.1108,-0.501311,-10.4016
918,-12.3284,-0.533321,-11.0286
919,-12.5558,-0.567726,-11.6994
920,-12.7977,-0.60412,-12.4056
921,-13.0568,-0.641638,-13.1302
922,-13.3308,-0.679284,-13.8536
923,-13.6127,-0.716237,-14.5597
924,-13.8945,-0.751918,-15.2378
925,-14.174,-0.785868,-15.8794
926,-14.4607,-0.81745,-16.4731
927,-14.7784,-0.845696,-17.0017
928,-15.1494,-0.869749,-17.4499
929,-15.5791,-0.889437,-17.8152
930,-16.0628,-0.905076,-18.1041
931,-16.5993,-0.916977,-18.323
932,-17.1897,-0.925389,-18.4771
933,-17.8316,-0.930666,-18.5733
934,-18.5176,-0.933328,-18.6215
935,-19.2386,-0.934005,-18.6334
936,-19.9866,-0.933425,-18.6224
937,-20.7545,-0.932427,-18.6039
938,-21.5349,-0.93191,-18.5942
939,-22.3212,-0.932696,-18.6083
940,-23.1079,-0.935382,-18.6571
941,-23.8897,-0.940268,-18.7458
942,-24.6598,-0.947442,-18.8759
943,-25.4081,-0.956926,-19.0478
944,-26.126,-0.968562,-19.2584
945,-26.8121,-0.981664,-19.4953
946,-27.4741,-0.994948,-19.7354
947,-28.1231,-1.00683,-19.95
948,-28.769,-1.01583,-20.1126
949,-29.4159,-1.02088,-20.2038
950,-30.0611,-1.02148,-20.215
951,-30.6957,-1.01768,-20.1469
952,-31.3079,-1.00989,-20.0068
953,-31.8873,-0.9988,-19.807
954,-32.4282,-0.985229,-19.5619
955,-32.9295,-0.969907,-19.2845
956,-33.3935,-0.953328,-18.9835
957,-33.8233,-0.935712,-18.6625
958,-34.2219,-0.917096,-18.3221
959,-34.5918,-0.89747,-17.9618
960,-34.9346,-0.87684,-17.5814
961,-35.2513,-0.855273,-17.1822
962,-35.5408,-0.832938,-16.767
963,-35.8009,-0.809977,-16.3381
964,-36.0317,-0.786267,-15.8931
965,-36.237,-0.761426,-15.4244
966,-36.4227,-0.735028,-14.9238
967,-36.5948,-0.706784,-14.3854
968,-36.7579,-0.676653,-13.8082
969,-36.9151,-0.644859,-13.1963
970,-37.0679,-0.611787,-12.5568
971,-37.2165,-0.577826,-11.8971
972,-37.3608,-0.543288,-11.223
973,-37.5009,-0.508376,-10.5385
974,-37.6365,-0.473186,-9.84552
975,-37.7676,-0.437743,-9.14447
976,-37.8938,-0.40205,-8.4356
977,-38.0144,-0.366111,-7.71913
978,-38.1292,-0.329919,-6.99507
979,-38.2383,-0.293454,-6.26322
980,-38.3413,-0.25671,-5.52368
981,-38.4377,-0.219728,-4.77747
982,-38.5263,-0.182575,-4.02621
983,-38.6061,-0.145283,-3.27073
984,-38.6765,-0.107814,-2.51055
985,-38.7383,-0.0700895,-1.74433
986,-38.792,-0.0320436,-0.970976
987,-38.8366,0.00628575,-0.191552
988,-38.8686,0.0446966,0.58957
989,-38.8824,0.0828841,1.36593
990,-38.8715,0.120556,2.13137
991,-38.8299,0.157476,2.88086
992,-38.7523,0.193447,3.61024
993,-38.6347,0.228291,4.31577
994,-38.4743,0.26184,4.99398
995,-38.2693,0.293953,5.64192
996,-38.019,0.324586,6.25866
997,-37.7246,0.353883,6.84704
998,-37.3896,0.382189,7.41397
999,-37.0196,0.409975,7.96884
1000,-36.6218,0.437684,8.52047
1001,-36.2017,0.465551,9.07352
1002,-35.7606,0.493513,9.62679
1003,-35.2948,0.521271,10.1744
1004,-34.7968,0.548396,10.7079
1005,-34.2561,0.574436,11.2185
1006,-33.6614,0.599006,11.6988
1007,-33.0025,0.621829,12.1436
1008,-32.2737,0.642675,12.5488
1009,-31.4752,0.6613,12.9097
1010,-30.6133,0.67748,13.2224
1011,-29.6993,0.69118,13.4866
1012,-28.7478,0.702654,13.7072
1013,-27.7745,0.71237,13.8935
1014,-26.7974,0.72087,14.0562
1015,-25.8376,0.72869,14.2055
1016,-24.9173,0.736269,14.3501
1017,-24.0537,0.74381,14.4939
1018,-23.2542,0.751163,14.634
1019,-22.5148,0.757821,14.761
1020,-21.8206,0.762958,14.8591
1021,-21.1504,0.765524,14.9083
1022,-20.485,0.764444,14.8879
1023,-19.8168,0.758879,14.7819
1024,-19.1512,0.748443,14.5827
1025,-18.5018,0.733278,14.2926
1026,-17.8831,0.713934,13.9216
1027,-17.306,0.691183,13.4841
1028,-16.7747,0.665847,12.9954
1029,-16.2873,0.638618,12.4683
1030,-15.8372,0.609937,11.911
1031,-15.4158,0.580013,11.3271
1032,-15.0145,0.548929,10.718
1033,-14.6261,0.5168,10.0859
1034,-14.2466,0.483887,9.43597
1035,-13.8738,0.450578,8.77579
1036,-13.5063,0.417258,8.11315
1037,-13.1447,0.384217,7.45388
1038,-12.7928,0.351572,6.80045
1039,-12.4538,0.319204,6.15066
1040,-12.1277,0.286792,5.49817
1041,-11.813,0.25391,4.83459
1042,-11.5087,0.220151,4.15183
1043,-11.2163,0.185204,3.44382
1044,-10.9391,0.148925,2.70779
1045,-10.6819,0.111381,1.94529
1046,-10.45,0.0728485,1.16213
1047,-10.2481,0.0337569,0.367257
1048,-10.0785,-0.00536498,-0.428354
1049,-9.94194,-0.0439935,-1.21382
1050,-9.83805,-0.0817488,-1.98117
1051,-9.76656,-0.118469,-2.72687
1052,-9.72707,-0.154215,-3.45194
1053,-9.71815,-0.189253,-4.16153
1054,-9.73645,-0.223978,-4.86344
1055,-9.7779,-0.258779,-5.56533
1056,-9.83892,-0.293879,-6.27155
1057,-9.91554,-0.329228,-6.98098
1058,-10.0029,-0.364503,-7.68698
1059,-10.0962,-0.399268,-8.38069
1060,-10.1921,-0.433243,-9.05635
1061,-10.2893,-0.466478,-9.71474
1062,-10.3901,-0.499354,-10.3632
1063,-10.5003,-0.532421,-11.0124
1064,-10.6272,-0.566111,-11.6707
1065,-10.7774,-0.600501,-12.3394
1066,-10.9537,-0.635343,-13.0134
1067,-11.1554,-0.670299,-13.6861
1068,-11.3805,-0.705182,-14.3536
1069,-11.6287,-0.739997,-15.0158
1070,-11.9034,-0.774737,-15.6725
1071,-12.2119,-0.809202,-16.32
1072,-12.5632,-0.843045,-16.9519
1073,-12.9656,-0.875885,-17.5614
1074,-13.4252,-0.90733,-18.1415
1075,-13.9428,-0.936981,-18.6852
1076,-14.5103,-0.964545,-19.1877
1077,-15.1102,-0.98995,-19.648
1078,-15.7184,-1.01336,-20.0695
1079,-16.3072,-1.03508,-20.4583
1080,-16.8497,-1.05542,-20.8204
1081,-17.3266,-1.07457,-21.1596
1082,-17.7355,-1.09255,-21.4766
1083,-18.0931,-1.10916,-21.7684
1084,-18.4265,-1.12408,-22.0298
1085,-18.7629,-1.13685,-22.2527
1086,-19.125,-1.14684,-22.4268
1087,-19.529,-1.15348,-22.5423
1088,-19.985,-1.15648,-22.5943
1089,-20.4979,-1.15595,-22.5849
1090,-21.068,-1.15235,-22.522
1091,-21.6926,-1.14639,-22.4182
1092,-22.3658,-1.13901,-22.2896
1093,-23.0775,-1.13125,-22.1545
1094,-23.817,-1.12386,-22.0259
1095,-24.5798,-1.11688,-21.9042
1096,-25.366,-1.10972,-21.7792
1097,-26.1748,-1.10166,-21.6379
1098,-27.0004,-1.09213,-21.4702
1099,-27.8333,-1.08079,-21.2698
1100,-28.6625,-1.06741,-21.0324
1101,-29.4776,-1.05183,-20.755
1102,-30.2706,-1.03404,-20.437
1103,-31.0352,-1.01423,-20.0815
1104,-31.7655,-0.992862,-19.6967
1105,-32.4542,-0.970668,-19.2956
1106,-33.0905,-0.948557,-18.8946
1107,-33.6635,-0.927336,-18.5083
1108,-34.1668,-0.907424,-18.1445
1109,-34.6019,-0.888843,-17.8036
1110,-34.9756,-0.871385,-17.4819
1111,-35.2968,-0.854722,-17.1736
1112,-35.5743,-0.83843,-16.8709
1113,-35.8151,-0.822023,-16.5649
1114,-36.0242,-0.805007,-16.2462
1115,-36.2048,-0.786932,-15.9064
1116,-36.3584,-0.767424,-15.5383
1117,-36.4856,-0.746213,-15.1366
1118,-36.5865,-0.723151,-14.6982
1119,-36.6616,-0.698222,-14.2225
1120,-36.7123,-0.67157,-13.7119
1121,-36.7409,-0.64342,-13.1703
1122,-36.7505,-0.613916,-12.6002
1123,-36.745,-0.58303,-12.0004
1124,-36.7286,-0.550535,-11.3663
1125,-36.7057,-0.516072,-10.6903
1126,-36.6803,-0.479284,-9.96522
1127,-36.6559,-0.439965,-9.18667
1128,-36.6341,-0.39819,-8.35598
1129,-36.6143,-0.354404,-7.48196
1130,-36.5942,-0.309325,-6.57896
1131,-36.5711,-0.263708,-5.66225
1132,-36.5434,-0.218154,-4.74409
1133,-36.5111,-0.173016,-3.83196
1134,-36.4757,-0.128427,-2.92895
1135,-36.4386,-0.0844269,-2.03632
1136,-36.3994,-0.0411038,-1.15636
1137,-36.3542,0.00134808,-0.293448
1138,-36.2941,0.0426105,0.545558
1139,-36.2044,0.0821712,1.34995
1140,-36.0642,0.119293,2.10453
1141,-35.8467,0.153147,2.79235
1142,-35.5244,0.183027,3.39906
1143,-35.075,0.208529,3.91646
1144,-34.4878,0.229755,4.34671
1145,-33.7704,0.247482,4.70559
1146,-32.9506,0.263051,5.02029
1147,-32.0716,0.277958,5.32106
1148,-31.1814,0.293437,5.63279
1149,-30.3234,0.310289,5.97159
1150,-29.5277,0.328921,6.34559
1151,-28.8066,0.349414,6.75631
1152,-28.1573,0.37155,7.19922
1153,-27.5683,0.394864,7.66494
1154,-27.0272,0.41873,8.14087
1155,-26.524,0.442354,8.61122
1156,-26.0508,0.464733,9.05608
1157,-25.602,0.484794,9.45431
1158,-25.1774,0.501766,9.79074
1159,-24.7831,0.515408,10.0608
1160,-24.4282,0.525881,10.2679
1161,-24.1193,0.533456,10.4176
1162,-23.8548,0.538294,10.5131
1163,-23.622,0.540314,10.553
1164,-23.3971,0.539086,10.5287
1165,-23.1484,0.533851,10.4253
1166,-22.8414,0.523758,10.2256
1167,-22.4469,0.508204,9.91745
1168,-21.9477,0.487101,9.49885
1169,-21.3458,0.461072,8.98179
1170,-20.6655,0.431509,8.39363
1171,-19.9467,0.400266,7.77092
1172,-19.2284,0.369054,7.14763
1173,-18.5363,0.339011,6.54639
1174,-17.8813,0.310578,5.97603
1175,-17.2646,0.283558,5.43265
1176,-16.6836,0.257332,4.90394
1177,-16.1346,0.231206,4.3761
1178,-15.6138,0.204675,3.83907
1179,-15.1167,0.177458,3.28739
1180,-14.6391,0.149463,2.71928
1181,-14.1788,0.120801,2.13717
1182,-13.7375,0.0918581,1.54897
1183,-13.3187,0.0632325,0.966958
1184,-12.9247,0.0355422,0.403776
1185,-12.5556,0.00920644,-0.131959
1186,-12.2095,-0.0156963,-0.638569
1187,-11.8847,-0.039466,-1.12206
1188,-11.5805,-0.0627092,-1.59468
1189,-11.296,-0.0861654,-2.07136
1190,-11.03,-0.110522,-2.56596
1191,-10.7816,-0.136274,-3.0884
1192,-10.5514,-0.163605,-3.64231
1193,-10.3422,-0.192381,-4.22485
1194,-10.1587,-0.222247,-4.82867
1195,-10.006,-0.252727,-5.44399
1196,-9.88757,-0.283368,-6.06148
1197,-9.80358,-0.313905,-6.67556
1198,-9.74973,-0.344352,-7.28622
1199,-9.71697,-0.375054,-7.90005
1200,-9.69315,-0.406703,-8.53042
1201,-9.66791,-0.440117,-9.19319
1202,-9.63893,-0.475779,-9.89747
1203,-9.61218,-0.51358,-10.6406
1204,-9.59614,-0.553042,-11.4126
1205,-9.59744,-0.593653,-12.2028
1206,-9.62052,-0.634994,-13.0025
1207,-9.66838,-0.67664,-13.8033
1208,-9.74472,-0.718056,-14.5946
1209,-9.85599,-0.758613,-15.3647
1210,-10.0106,-0.797668,-16.1014
1211,-10.2162,-0.834581,-16.7933
1212,-10.4768,-0.868751,-17.4299
1213,-10.7926,-0.899662,-18.0023
1214,-11.1604,-0.926975,-18.5052
1215,-11.5733,-0.950673,-18.9389
1216,-12.0196,-0.971226,-19.3127
1217,-12.4829,-0.989536,-19.6436
1218,-12.948,-1.00661,-19.9505
1219,-13.4064,-1.02324,-20.2478
1220,-13.8587,-1.03979,-20.5426
1221,-14.314,-1.05624,-20.8348
1222,-14.7851,-1.07236,-21.12
1223,-15.2824,-1.08792,-21.3946
1224,-15.8112,-1.10294,-21.6586
1225,-16.3746,-1.11756,-21.9147
1226,-16.9764,-1.13198,-22.1665
1227,-17.6215,-1.14626,-22.4148
1228,-18.3144,-1.16002,-22.6538
1229,-19.0562,-1.17251,-22.87
1230,-19.8417,-1.18281,-23.0483
1231,-20.6602,-1.19022,-23.1762
1232,-21.4962,-1.19435,-23.2475
1233,-22.3331,-1.19519,-23.262
1234,-23.1577,-1.1931,-23.2261
1235,-23.963,-1.18877,-23.1515
1236,-24.7462,-1.183,-23.0519
1237,-25.5056,-1.17648,-22.9396
1238,-26.2387,-1.16967,-22.8221
1239,-26.945,-1.16261,-22.7
1240,-27.6257,-1.15492,-22.5668
1241,-28.2805,-1.14616,-22.4147
1242,-28.9069,-1.13612,-22.2399
1243,-29.5038,-1.12485,-22.0432
1244,-30.0752,-1.11245,-21.8262
1245,-30.6274,-1.099,-21.5902
1246,-31.1645,-1.08463,-21.3371
1247,-31.6861,-1.06941,-21.0681
1248,-32.1893,-1.05327,-20.7816
1249,-32.6721,-1.03598,-20.4734
1250,-33.1342,-1.01733,-20.1393
1251,-33.5774,-0.997216,-19.7777
1252,-34.0029,-0.975794,-19.3909
1253,-34.4097,-0.95346,-18.9861
1254,-34.7942,-0.930716,-18.572
1255,-35.1532,-0.90783,-18.1534
1256,-35.4854,-0.884657,-17.7271
1257,-35.7909,-0.860702,-17.284
1258,-36.0713,-0.835375,-16.8126
1259,-36.3286,-0.808256,-16.3049
1260,-36.5642,-0.779189,-15.7577
1261,-36.778,-0.748234,-15.1719
1262,-36.9694,-0.715664,-14.5525
1263,-37.1395,-0.681968,-13.9084
1264,-37.2922,-0.647744,-13.2511
1265,-37.4329,-0.613555,-12.5912
1266,-37.5675,-0.579811,-11.9368
1267,-37.7005,-0.546689,-11.2914
1268,-37.8338,-0.514093,-10.6531
1269,-37.9658,-0.481693,-10.0157
1270,-38.0923,-0.449035,-9.37018
1271,-38.2066,-0.415667,-8.70786
1272,-38.3011,-0.381215,-8.02136
1273,-38.3688,-0.345407,-7.30531
1274,-38.4045,-0.30809,-6.5567
1275,-38.4057,-0.269255,-5.7754
1276,-38.3729,-0.229021,-4.96391
1277,-38.3078,-0.187619,-4.12703
1278,-38.2127,-0.145398,-3.272
1279,-38.0911,-0.102793,-2.40787
1280,-37.9476,-0.0602388,-1.54379
1281,-37.7869,-0.018086,-0.687184
1282,-37.6138,0.0234352,0.156915
1283,-37.4323,0.0641528,0.984682
1284,-37.2448,0.10386,1.7916
1285,-37.052,0.142286,2.57191
1286,-36.8537,0.179152,3.31977
1287,-36.6502,0.214258,4.03097
1288,-36.4426,0.247459,4.70255
1289,-36.2317,0.27858,5.33099
1290,-36.0178,0.307389,5.91172
1291,-35.8015,0.333661,6.44031
1292,-35.5835,0.357224,6.91351
1293,-35.3644,0.378033,7.33061
1294,-35.1428,0.396266,7.69535
1295,-34.9141,0.412311,8.01571
1296,-34.67,0.426577,8.30004
1297,-34.3976,0.439226,8.55179
1298,-34.0802,0.450075,8.76746
1299,-33.698,0.458678,8.9383
1300,-33.2309,0.464452,9.05284
1301,-32.6628,0.466818,9.09963
1302,-31.9848,0.465418,9.07162
1303,-31.1984,0.460348,8.97069
1304,-30.3171,0.452267,8.80995
1305,-29.3663,0.442376,8.61323
1306,-28.3789,0.432251,8.41186
1307,-27.3906,0.423518,8.23816
1308,-26.4341,0.417488,8.1182
1309,-25.5372,0.414965,8.06798
1310,-24.7221,0.416298,8.09447
1311,-24.003,0.421491,8.19769
1312,-23.3839,0.43015,8.36987
1313,-22.8563,0.441308,8.59172
1314,-22.3988,0.453276,8.82967
1315,-21.9797,0.463792,9.03879
1316,-21.562,0.470552,9.17332
1317,-21.1131,0.471858,9.1995
1318,-20.6154,0.467063,9.10441
1319,-20.072,0.456598,8.89648
1320,-19.5004,0.441558,8.59727
1321,-18.9189,0.423126,8.23007
1322,-18.338,0.402202,7.81253
1323,-17.7619,0.379357,7.35586
1324,-17.1914,0.354957,6.86715
1325,-16.6265,0.329215,6.35047
1326,-16.0675,0.302208,5.80731
1327,-15.5164,0.273969,5.23823
1328,-14.978,0.244597,4.64526
1329,-14.459,0.214316,4.03293
1330,-13.9648,0.183458,3.40804
1331,-13.4973,0.152385,2.77801
1332,-13.0558,0.121355,2.14816
1333,-12.6385,0.0904521,1.52039
1334,-12.2432,0.0596773,0.894834
1335,-11.8668,0.0290801,0.272651
1336,-11.507,-0.00117905,-0.342753
1337,-11.164,-0.0308426,-0.946008
1338,-10.8408,-0.0595946,-1.53058
1339,-10.5414,-0.0871355,-2.0903
1340,-10.2692,-0.113282,-2.62136
1341,-10.0266,-0.138011,-3.12327
1342,-9.81443,-0.161423,-3.59801
1343,-9.63323,-0.18368,-4.04885
1344,-9.48399,-0.204966,-4.47955
1345,-9.36754,-0.225473,-4.89396
1346,-9.28314,-0.245411,-5.29634
1347,-9.22885,-0.26505,-5.69211
1348,-9.2031,-0.284692,-6.08733
1349,-9.20552,-0.304551,-6.48634
1350,-9.23698,-0.32463,-6.88919
1351,-9.29998,-0.344734,-7.29195
1352,-9.39857,-0.36466,-7.69052
1353,-9.53732,-0.384389,-8.08452
1354,-9.72026,-0.404114,-8.47777
1355,-9.95107,-0.4241,-8.8755
1356,-10.2348,-0.444525,-9.28118
1357,-10.5783,-0.465487,-9.69665
1358,-10.9864,-0.48718,-10.1255
1359,-11.4587,-0.509959,-10.5744
1360,-11.9863,-0.534268,-11.0517
1361,-12.5501,-0.56061,-11.5667
1362,-13.1215,-0.589496,-12.1285
1363,-13.6672,-0.621338,-12.7443
1364,-14.1553,-0.656364,-13.4177
1365,-14.5618,-0.694543,-14.147
1366,-14.8754,-0.735511,-14.9245
1367,-15.0979,-0.778593,-15.7365
1368,-15.2427,-0.82287,-16.5654
1369,-15.3355,-0.867163,-17.3891
1370,-15.4162,-0.909898,-18.1788
1371,-15.5332,-0.949167,-18.9002
1372,-15.7223,-0.983441,-19.526
1373,-15.9903,-1.01228,-20.0493
1374,-16.3242,-1.03619,-20.4799
1375,-16.709,-1.05599,-20.8339
1376,-17.1335,-1.07246,-21.1263
1377,-17.5889,-1.08613,-21.3675
1378,-18.0691,-1.09722,-21.5622
1379,-18.569,-1.10565,-21.7095
1380,-19.0836,-1.11122,-21.8066
1381,-19.6083,-1.11393,-21.8534
1382,-20.1383,-1.11408,-21.8554
1383,-20.6695,-1.11233,-21.8243
1384,-21.1991,-1.10954,-21.775
1385,-21.7258,-1.10662,-21.7236
1386,-22.2495,-1.10438,-21.6842
1387,-22.77,-1.10339,-21.6669
1388,-23.2873,-1.10386,-21.6751
1389,-23.8021,-1.10559,-21.7055
1390,-24.3151,-1.10827,-21.7525
1391,-24.8263,-1.11167,-21.8121
1392,-25.333,-1.11571,-21.8827
1393,-25.8315,-1.12026,-21.9625
1394,-26.3208,-1.12499,-22.0451
1395,-26.8041,-1.12928,-22.1201
1396,-27.2869,-1.13252,-22.1769
1397,-27.7717,-1.13429,-22.2079
1398,-28.2561,-1.13443,-22.2106
1399,-28.7333,-1.13312,-22.1877
1400,-29.1951,-1.1306,-22.1439
1401,-29.6356,-1.12703,-22.0818
1402,-30.0534,-1.12239,-22.0008
1403,-30.4509,-1.11656,-21.8987
1404,-30.832,-1.10939,-21.773
1405,-31.2028,-1.10076,-21.6214
1406,-31.5706,-1.09063,-21.4428
1407,-31.9423,-1.07891,-21.2357
1408,-32.3184,-1.06548,-20.9975
1409,-32.6928,-1.05024,-20.7264
1410,-33.0555,-1.03337,-20.4256
1411,-33.3967,-1.0154,-20.1043
1412,-33.7103,-0.996981,-19.7738
1413,-33.9966,-0.978503,-19.4412
1414,-34.2608,-0.959987,-19.1064
1415,-34.5095,-0.941124,-18.7637
1416,-34.7488,-0.921359,-18.4028
1417,-34.9819,-0.900055,-18.0117
1418,-35.208,-0.87671,-17.5808
1419,-35.4228,-0.851095,-17.1056
1420,-35.6202,-0.82318,-16.5849
1421,-35.7958,-0.792992,-16.0186
1422,-35.9476,-0.760588,-15.4073
1423,-36.0767,-0.726063,-14.7522
1424,-36.1854,-0.689508,-14.0543
1425,-36.2766,-0.650987,-13.3143
1426,-36.3516,-0.610605,-12.5338
1427,-36.4114,-0.568537,-11.7157
1428,-36.4565,-0.524958,-10.8631
1429,-36.4876,-0.47995,-9.97743
1430,-36.5057,-0.433503,-9.0583
1431,-36.5124,-0.385593,-8.10528
1432,-36.5099,-0.33629,-7.11998
1433,-36.4998,-0.285872,-6.10827
1434,-36.4825,-0.234884,-5.08151
1435,-36.4565,-0.184048,-4.05477
1436,-36.42,-0.134062,-3.04274
1437,-36.3718,-0.0854143,-2.05591
1438,-36.3127,-0.0382715,-1.09826
1439,-36.2452,0.00752305,-0.167254
