time,x_degree,y_degree,z_degree	
0,-12.0758846327109,0,0	
0.1,-12.0706075182835,0,0	
0.2,-12.0597119969729,0,0	
0.3,-12.044005827318,0,0	
0.4,-12.0242649338383,0,0	
0.5,-12.0012245734572,0,0	
0.6,-11.9755716535351,0,0	
0.7,-11.9479383068293,0,0	
0.8,-11.9188967987442,0,0	
0.9,-11.8889558108844,0,0	
1,-11.8585581133099,0,0	
1.1,-11.8280796068095,0,0	
1.2,-11.7978296863922,0,0	
1.3,-11.7680528495032,0,0	
1.4,-11.7389314469643,0,0	
1.5,-11.7105894529132,0,0	
1.6,-11.6830971116446,0,0	
1.7,-11.6564763053513,0,0	
1.8,-11.6307064772266,0,0	
1.9,-11.6057309392152,0,0	
2,-11.581463393443,0,0	
2.1,-11.5577945001054,0,0	
2.2,-11.5345983328818,0,0	
2.3,-11.5117385746745,0,0	
2.4,-11.4890743219043,0,0	
2.5,-11.4664653833923,0,0	
2.6,-11.4437769800879,0,0	
2.7,-11.4208837736659,0,0	
2.8,-11.3976731742896,0,0	
2.9,-11.3740479006409,0,0	
3,-11.3499277873885,0,0	
3.1,-11.325250856195,0,0	
3.2,-11.2999736858569,0,0	
3.3,-11.2740711341684,0,0	
3.4,-11.2475354788325,0,0	
3.5,-11.2203750564625,0,0	
3.6,-11.1926124874402,0,0	
3.7,-11.164282579974,0,0	
3.8,-11.1354300091075,0,0	
3.9,-11.1061068658329,0,0	
4,-11.0763701679725,0,0	
4.1,-11.0462794185609,0,0	
4.2,-11.015894289009,0,0	
4.3,-10.9852724944883,0,0	
4.4,-10.9544679172059,0,0	
4.5,-10.9235290209434,0,0	
4.6,-10.8924975872198,0,0	
4.7,-10.8614077903384,0,0	
4.8,-10.8302856160606,0,0	
4.9,-10.7991486165993,0,0	
5,-10.768005983949,0,0	
5.1,-10.7368589140588,0,0	
5.2,-10.7057012265642,0,0	
5.3,-10.6745201987198,0,0	
5.4,-10.6432975679236,0,0	
5.5,-10.6120106548488,0,0	
5.6,-10.5806335586171,0,0	
5.7,-10.5491383766235,0,0	
5.8,-10.5174964042455,0,0	
5.9,-10.4856792737442,0,0	
6,-10.4536599968602,0,0	
6.1,-10.4214138815161,0,0	
6.2,-10.3889192998494,0,0	
6.3,-10.3561582915114,0,0	
6.4,-10.3231169933855,0,0	
6.5,-10.2897858935642,0,0	
6.6,-10.2561599138473,0,0	
6.7,-10.2222383308711,0,0	
6.8,-10.1880245508722,0,0	
6.9,-10.1535257573129,0,0	
7,-10.1187524536586,0,0	
7.1,-10.0837179256972,0,0	
7.2,-10.0484376489023,0,0	
7.3,-10.0129286663921,0,0	
7.4,-9.97720896218621,0,0	
7.5,-9.9412968528128,0,0	
7.6,-9.90521041787371,0,0	
7.7,-9.86896698725695,0,0	
7.8,-9.83258269926966,0,0	
7.9,-9.7960721402974,0,0	
8,-9.75944807281167,0,0	
8.1,-9.72272125476588,0,0	
8.2,-9.68590034985446,0,0	
8.3,-9.64899192477516,0,0	
8.4,-9.6120005266707,0,0	
8.5,-9.57492883153489,0,0	
8.6,-9.53777785232755,0,0	
8.7,-9.50054719423604,0,0	
8.8,-9.46323534366006,0,0	
8.9,-9.42583997723197,0,0	
9,-9.38835827750329,0,0	
9.1,-9.35078724260393,0,0	
9.2,-9.31312397842529,0,0	
9.3,-9.27536596334704,0,0	
9.4,-9.23751127730531,0,0	
9.5,-9.1995587890126,0,0	
9.6,-9.1615082971051,0,0	
9.7,-9.12336062313103,0,0	
9.8,-9.08511765625807,0,0	
9.9,-9.0467823513881,0,0	
10,-9.00835868411449,0,0	
10.1,-8.96985156725527,0,0	
10.2,-8.93126673489708,0,0	
10.3,-8.8926106006869,0,0	
10.4,-8.85389009754899,0,0	
10.5,-8.81511250631242,0,0	
10.6,-8.77628528050182,0,0	
10.7,-8.73741587425462,0,0	
10.8,-8.69851157969605,0,0	
10.9,-8.65957937922585,0,0	
11,-8.62062581732586,0,0	
11.1,-8.58165689529056,0,0	
11.2,-8.54267799125604,0,0	
11.3,-8.50369380674097,0,0	
11.4,-8.46470833974687,0,0	
11.5,-8.42572488356663,0,0	
11.6,-8.38674604939061,0,0	
11.7,-8.34777381011961,0,0	
11.8,-8.30880956214929,0,0	
11.9,-8.26985420136707,0,0	
12,-8.23090820946179,0,0	
12.1,-8.19197174638684,0,0	
12.2,-8.15304474499613,0,0	
12.3,-8.11412700405621,0,0	
12.4,-8.07521827611447,0,0	
12.5,-8.0363183472977,0,0	
12.6,-7.99742710650597,0,0	
12.7,-7.95854460216543,0,0	
12.8,-7.91967108532685,0,0	
12.9,-7.88080703842331,0,0	
13,-7.84195318978604,0,0	
13.1,-7.80311051439894,0,0	
13.2,-7.76428022199901,0,0	
13.3,-7.72546373403241,0,0	
13.4,-7.68666265121854,0,0	
13.5,-7.64787871387604,0,0	
13.6,-7.60911375713439,0,0	
13.7,-7.57036966330487,0,0	
13.8,-7.53164831362276,0,0	
13.9,-7.49295154135046,0,0	
14,-7.45428108817058,0,0	
14.1,-7.41563856539151,0,0	
14.2,-7.37702542125082,0,0	
14.3,-7.33844291529617,0,0	
14.4,-7.29989210033349,0,0	
14.5,-7.26137381228217,0,0	
14.6,-7.22288866775129,0,0	
14.7,-7.18443706895949,0,0	
14.8,-7.14601921535619,0,0	
14.9,-7.10763512096953,0,0	
15,-7.06928463650284,0,0	
15.1,-7.03096747494235,0,0	
15.2,-6.99268323944351,0,0	
15.3,-6.95443145231459,0,0	
15.4,-6.91621158380352,0,0	
15.5,-6.87802307969516,0,0	
15.6,-6.83986538667383,0,0	
15.7,-6.8017379746641,0,0	
15.8,-6.76364035556766,0,0	
15.9,-6.725572097869,0,0	
16,-6.68753283698906,0,0	
16.1,-6.64952228126192,0,0	
16.2,-6.61154021372314,0,0	
16.3,-6.57358648999494,0,0	
16.4,-6.53566103271756,0,0	
16.5,-6.497763823096,0,0	
16.6,-6.45989489014887,0,0	
16.7,-6.42205429839238,0,0	
16.8,-6.38424213460804,0,0	
16.9,-6.34645849439895,0,0	
17,-6.30870346917387,0,0	
17.1,-6.27097713409542,0,0	
17.2,-6.23327953751883,0,0	
17.3,-6.19561069227571,0,0	
17.4,-6.15797056909193,0,0	
17.5,-6.12035909231558,0,0	
17.6,-6.0827761379625,0,0	
17.7,-6.04522153407528,0,0	
17.8,-6.00769506320581,0,0	
17.9,-5.97019646680453,0,0	
18,-5.93272545121865,0,0	
18.1,-5.89528169491344,0,0	
18.2,-5.8578648565735,0,0	
18.3,-5.82047458365307,0,0	
18.4,-5.78311052099973,0,0	
18.5,-5.74577231918924,0,0	
18.6,-5.70845964219301,0,0	
18.7,-5.67117217414862,0,0	
18.8,-5.63390962495343,0,0	
18.9,-5.596671734544,0,0	
19,-5.55945827576106,0,0	
19.1,-5.5222690557295,0,0	
19.2,-5.48510391582806,0,0	
19.3,-5.44796273032064,0,0	
19.4,-5.41084540376062,0,0	
19.5,-5.37375186740565,0,0	
19.6,-5.33668207478798,0,0	
19.7,-5.29963599672443,0,0	
19.8,-5.26261361599572,0,0	
19.9,-5.22561492190492,0,0	
20,-5.18863990500417,0,0	
20.1,-5.15168855212775,0,0	
20.2,-5.11476084196972,0,0	
20.3,-5.07785674133581,0,0	
20.4,-5.04097620214905,0,0	
20.5,-5.00411915934096,0,0	
20.6,-4.96728552958522,0,0	
20.7,-4.93047521091835,0,0	
20.8,-4.89368808318874,0,0	
20.9,-4.85692400922149,0,0	
21,-4.82018283666222,0,0	
21.1,-4.78346440029747,0,0	
21.2,-4.74676852477138,0,0	
21.3,-4.71009502754001,0,0	
21.4,-4.67344372188163,0,0	
21.5,-4.63681441989155,0,0	
21.6,-4.60020693525422,0,0	
21.7,-4.56362108573977,0,0	
21.8,-4.52705669531567,0,0	
21.9,-4.49051359577323,0,0	
22,-4.45399162788595,0,0	
22.1,-4.41749064200389,0,0	
22.2,-4.38101049814459,0,0	
22.3,-4.34455106558862,0,0	
22.4,-4.30811222199493,0,0	
22.5,-4.27169385216059,0,0	
22.6,-4.23529584642442,0,0	
22.7,-4.19891809885662,0,0	
22.8,-4.16256050530611,0,0	
22.9,-4.12622296136544,0,0	
23,-4.08990536040293,0,0	
23.1,-4.05360759166689,0,0	
23.2,-4.01732953859144,0,0	
23.3,-3.98107107734408,0,0	
23.4,-3.94483207563226,0,0	
23.5,-3.90861239186002,0,0	
23.6,-3.87241187457609,0,0	
23.7,-3.8362303622706,0,0	
23.8,-3.80006768348905,0,0	
23.9,-3.76392365720841,0,0	
24,-3.72779809349918,0,0	
24.1,-3.6916907943531,0,0	
24.2,-3.65560155468363,0,0	
24.3,-3.61953016342406,0,0	
24.4,-3.58347640464137,0,0	
24.5,-3.54744005866982,0,0	
24.6,-3.5114209031427,0,0	
24.7,-3.47541871393398,0,0	
