time,route1,route2,route3,route4,route5
304,-4.07072112012189,-3.75116770346562,-5.60367202488837,-3.8969317110259,-3.3570203303421
305,-4.16094566691982,-3.84139918716555,-5.68555235450935,-3.97077026024426,-3.4632901311314
306,-4.25084922212344,-3.9320963453812,-5.76703729185921,-4.04486579566939,-3.56953616187644
307,-4.34041727970293,-4.02317988539165,-5.84814998712702,-4.11923920216771,-3.67568073513349
308,-4.42963627570806,-4.1145697921554,-5.92891409382235,-4.19391141892678,-3.78164799336238
309,-4.51849359211001,-4.20618590945045,-6.00935369731925,-4.26890338180151,-3.88736414748522
310,-4.60697755930839,-4.29794852205859,-6.08949324270756,-4.34423596546767,-3.99275770727193
311,-4.69507745729512,-4.38977893499065,-6.16935746207872,-4.41992992547808,-4.09775970267479
312,-4.78278351546857,-4.48160004576804,-6.2489713013743,-4.49600584031831,-4.20230389526965
313,-4.87008691109373,-4.57333690582003,-6.328359846926,-4.57248405355787,-4.30632697899891
314,-4.95697976640519,-4.66491726712663,-6.40754825181681,-4.64938461619271,-4.40976876945306
315,-5.04345514435153,-4.75627211033111,-6.48656166219281,-4.72672722927544,-4.51257238097125
316,-5.12950704298207,-4.8473361506676,-6.5654251436554,-4.80453118692824,-4.61468439088866
317,-5.21513038847669,-4.93804831819161,-6.6441636078638,-4.88281531983357,-4.71605499030736
318,-5.30032102682399,-5.02835220896851,-6.72280173947666,-4.96159793929672,-4.81663812081975
319,-5.38507571415189,-5.11819650406375,-6.80136392356188,-5.04089678197366,-4.91639159666737
320,-5.4693921057182,-5.20753535338728,-6.87987417360226,-5.12072895535594,-5.01527721187383
321,-5.55326874357007,-5.29632872167374,-6.95835606022395,-5.20111088410454,-5.1132608319488
322,-5.63670504288228,-5.38454269412586,-7.03683264077313,-5.28205825732125,-5.21031246981892
323,-5.71970127698662,-5.47214973951164,-7.11532638986541,-5.36358597684695,-5.30640634570243
324,-5.8022585611061,-5.55912892878275,-7.19385913103015,-5.44570810667281,-5.40152093070598
325,-5.88437883480929,-5.64546610757186,-7.27245196957071,-5.52843782354913,-5.49563897398455
326,-5.96606484320193,-5.73115402122771,-7.35112522675886,-5.61178736887535,-5.58874751336919
327,-6.04732011687405,-5.81619239135644,-7.42989837548004,-5.69576800195177,-5.68083786942989
328,-6.12814895062332,-5.9005879431552,-7.50878997744321,-5.78038995467171,-5.77190562300563
329,-6.20855638097609,-5.98435438314565,-7.5878176220666,-5.86566238773081,-5.86195057629657
330,-6.28854816252978,-6.06751232724009,-7.66699786714755,-5.95159334842752,-5.95097669767675
331,-6.36813074314123,-6.15008917939908,-7.7463461814223,-6.03818973012588,-6.03899205044846
332,-6.44731123798788,-6.23211896146323,-7.82587688911739,-6.12545723345003,-6.12600870582082
333,-6.52609740252948,-6.31364209506364,-7.90560311659198,-6.21340032927625,-6.21204264045613
334,-6.60449760439991,-6.39470513683075,-7.98553674116597,-6.30202222358555,-6.29711361898667
335,-6.68252079425987,-6.47536046843,-8.06568834222588,-6.39132482423737,-6.38124506196256
336,-6.76017647564291,-6.55566594325111,-8.14606715469598,-6.48130870972151,-6.46446389974722
337,-6.83747467382866,-6.63568449186576,-8.22668102495864,-6.5719730999419,-6.546800412931
338,-6.91442590377779,-6.71548368864215,-8.30753636930327,-6.66331582908357,-6.62828805988553
339,-6.9910411371655,-6.7951352821646,-8.38863813497944,-6.7553333206094,-6.70896329213061
340,-7.06733176855124,-6.87471469234862,-8.46998976392492,-6.84802056443141,-6.78886535823233
341,-7.14330958072327,-6.95430047736649,-8.55159315923528,-6.94137109629662,-6.86803609699543
342,-7.2189867092582,-7.03397377370262,-8.63344865443653,-7.03537697942416,-6.94651972075372
343,-7.29437560633704,-7.11381771284213,-8.71555498561821,-7.13002878842766,-7.02436258960079
344,-7.36948900385972,-7.19391681825712,-8.79790926647884,-7.22531559555191,-7.10161297743771
345,-7.44433987590197,-7.27435638649297,-8.88050696633121,-7.32122495924976,-7.17832083074633
346,-7.5189414005583,-7.35522185627201,-8.96334189110972,-7.4177429151217,-7.25453752102421
347,-7.59330692121761,-7.43659816961976,-9.04640616741702,-7.51485396923641,-7.33031559184203
348,-7.66744990731655,-7.51856912908315,-9.12969022964198,-7.61254109384628,-7.40570850150475
349,-7.74138391461882,-7.60121675514771,-9.21318281017599,-7.7107857255093,-7.48077036231473
350,-7.81512254506793,-7.68462064797185,-9.29687093274902,-7.80956776562374,-7.55555567744802
351,-7.88867940626266,-7.76885735754171,-9.3807399089021,-7.9088655833783,-7.6301190764644
352,-7.96206807060433,-7.85399976630876,-9.46477333760699,-8.0086560211172,-7.70451505047664
353,-8.03530203416623,-7.94011648830546,-9.54895310803904,-8.10891440211529,-7.77879768800595
354,-8.10839467533635,-8.02727128864127,-9.63325940550341,-8.20961454075385,-7.85302041254806
355,-8.18135921328476,-8.11552252716389,-9.71767072050988,-8.31072875508545,-7.92723572286735
356,-8.25420866630651,-8.2049226299286,-9.80216386098598,-8.41222788177049,-8.00149493702644
357,-8.32695581009403,-8.29551759195295,-9.88671396761278,-8.51408129336583,-8.07584794114376
358,-8.39961313599021,-8.38734651454687,-9.97129453226249,-8.61625691794121,-8.15034294385387
359,-8.47219280927624,-8.4804411802984,-10.0558774195119,-8.71872126099538,-8.22502623742293
360,-8.54470662754691,-8.57482566856765,-10.1404328911999,-8.82143942964116,-8.29994196644654
361,-8.61716597922647,-8.6705160140935,-10.2249296339936,-8.92437515902367,-8.37513190502741
362,-8.6895818022801,-8.76751991105363,-10.3093347899198,-9.02749084093311,-8.45063524329829
363,-8.76196454317265,-8.86583646463938,-10.393613989817,-9.13074755457025,-8.52648838411916
364,-8.83432411613014,-8.96545599191399,-10.4777313896551,-9.23410509941841,-8.60272475073877
365,-8.90666986275655,-9.06635987341859,-10.5616497096667,-9.337522030173,-8.67937460616828
366,-8.97901051205968,-9.16852045667596,-10.6453302762293,-9.44095569367646,-8.75646488496982
367,-9.05135414093995,-9.27190101242085,-10.7287330664316,-9.54436226780279,-8.83401903811477
368,-9.1237081351943,-9.37645574405778,-10.8118167552541,-9.64769680223256,-8.91205689151665
369,-9.19607915108875,-9.48212985051685,-10.8945387652892,-9.7509132610574,-8.99059451879038
370,-9.26847307755222,-9.58885964234504,-10.9768553189203,-9.85396456714875,-9.06964412873545
371,-9.34089499904239,-9.69657271053942,-11.0587214928789,-9.95680264822305,-9.14921396798337
372,-9.41334915913726,-9.80518814729897,-11.1400912750894,-10.059378484534,-9.22930823919191
373,-9.48583892490088,-9.91461681754815,-11.2209176237127,-10.1616421581181,-9.30992703510831
374,-9.55836675207589,-10.024761679767,-11.3011525282913,-10.2635429035186,-9.391066288763
375,-9.63093415115136,-10.1355181543556,-11.3807470728996,-10.3650291599101,-9.47271773999311
376,-9.70354165435509,-10.2467745374614,-11.4596515011945,-10.4660486245437,-9.55486891843196
377,-9.7761887836189,-10.3584124579146,-11.5378152832632,-10.5665483074312,-9.63750314303802
378,-9.8488740195638,-10.4703073746448,-11.6151871841584,-10.6664745871828,-9.72059953817237
379,-9.92159477155189,-10.5823291117003,-11.6917153340098,-10.7657732679146,-9.80413306617054
380,-9.99434734885075,-10.6943424277523,-11.7673472995983,-10.8643896371367,-9.88807457629104
381,-10.0671269329534,-10.8062076167526,-11.842030157275,-10.9622685245334,-9.97239086985964
382,-10.1399275510991,-10.9177811362144,-11.9157105671074,-11.0593543615446,-10.0570447813664
383,-10.2127420510357,-11.0289162594142,-11.9883348481307,-11.1555912416574,-10.141995275211
384,-10.2855620770658,-11.1394637476599,-12.0598490545816,-11.250922981314,-10.227197557731
385,-10.3583780474156,-11.2492725386452,-12.1301990529899,-11.3452931813428,-10.3126032040907
386,-10.4311791329649,-11.3581904468061,-12.1993306000011,-11.4386452888175,-10.3981602995483
387,-10.5039532373771,-11.4660648715212,-12.2671894208024,-11.5309226592489,-10.4838135945663
388,-10.5766869786628,-11.5727435089455,-12.3337212880246,-11.6220686190144,-10.5695046731755
389,-10.6493656722127,-11.6780750632432,-12.3988721009881,-11.7120265279279,-10.6551721339513
390,-10.7219733153323,-11.7819099529893,-12.4625879651652,-11.8007398418537,-10.7407517829147
391,-10.7944925733097,-11.8841010085355,-12.5248152717259,-11.8881521752695,-10.8261768376215
392,-10.8669047670474,-11.9845041561944,-12.5855007770376,-11.9742073636804,-10.911378141663
393,-10.9391898622831,-12.0829790851741,-12.6445916819873,-12.058849525789,-10.996284388759
394,-11.0113264604307,-12.1793898933043,-12.7020357109952,-12.1420231253251,-11.0808223555883
395,-11.0832917910621,-12.2736057077244,-12.75778119059,-12.2236730324421,-11.1649171424686
396,-11.1550617060555,-12.3655012768613,-12.8117771274165,-12.3037445845824,-11.2484924209654
397,-11.2266106754299,-12.4549575302004,-12.863973285545,-12.3821836467218,-11.3314706874853
398,-11.2979117848869,-12.5418621025555,-12.914320262957,-12.4589366708991,-11.413773521884
399,-11.3689367350762,-12.6261098197627,-12.9627695670793,-12.5339507549392,-11.4953218501018
400,-11.4396558426016,-12.7076031429637,-13.0092736892418,-12.6071737002816,-11.5760362098215
401,-11.5100380427803,-12.7862525689003,-13.0537861779367,-12.6785540688247,-11.6558370181344
402,-11.5800508941688,-12.8619769839169,-13.0962617107555,-12.7480412386993,-11.7346448401899
403,-11.6496605848655,-12.9347039696543,-13.1366561648881,-12.8155854588882,-11.8123806578035
404,-11.7188319405963,-13.0043700587177,-13.1749266860635,-12.8811379026062,-11.8889661369932
405,-11.7875284345926,-13.0709209389152,-13.2110317558202,-12.9446507193615,-11.9643238934245
406,-11.8557121992623,-13.1343116049778,-13.2449312569939,-13.00607708562,-12.0383777547461
407,-11.9233440396592,-13.1945064570026,-13.2765865373127,-13.0653712539946,-12.1110530188151
408,-11.990383448749,-13.2514793451884,-13.3059604709967,-13.1224886008864,-12.182276706823
409,-12.0567886244705,-13.3052135607654,-13.3330175182562,-13.177385672507,-12.2519778103552
410,-12.122516488589,-13.3557017733556,-13.3577237825924,-13.2300202292117,-12.3200875314385
411,-12.187522707334,-13.4029459153303,-13.3800470658029,-13.2803512880787,-12.3865395146604
412,-12.251761713816,-13.4469570140591,-13.3999569206028,-13.3283391636704,-12.45127007047
413,-12.3151867322098,-13.4877549732655,-13.4174247007701,-13.3739455069181,-12.5142183888097
414,-12.3777498036935,-13.5253683050185,-13.432423608736,-13.4171333420706,-12.5753267422593
415,-12.4394018141291,-13.5598338141925,-13.4449287405361,-13.4578671016551,-12.634540677917
416,-12.5000925234683,-13.5911962375186,-13.4549171280509,-13.4961126593991,-12.6918091972836
417,-12.5597705968652,-13.61950783963,-13.4623677784625,-13.5318373610648,-12.7470849234639
418,-12.6183836374758,-13.6448279687645,-13.4672617108622,-13.5650100531542,-12.800324255045
419,-12.6758782209223,-13.667222575033,-13.4695819899476,-13.5956011094429,-12.8514875060669
420,-12.7321999313977,-13.6867636943906,-13.4693137567515,-13.6235824553056,-12.9005390315489
421,-12.7872933993844,-13.7035289016502,-13.4664442563518,-13.6489275898024,-12.947447338095
422,-12.8411023409591,-13.7176007360669,-13.4609628625148,-13.6716116054926,-12.9921851791569
423,-12.8935695986536,-13.7290661031817,-13.4528610992298,-13.6916112059537,-13.0347296345914
424,-12.9446371838389,-13.738015656752,-13.4421326590992,-13.7089047209811,-13.075062174212
425,-12.9942463206005,-13.7445431647123,-13.428773418551,-13.7234721194511,-13.1131687050922
426,-13.0423374910664,-13.748744863195,-13.4127814498486,-13.7352950198325,-13.1490396024439
427,-13.0888504821526,-13.7507188027081,-13.3941570298762,-13.7443566983362,-13.182669723955
428,-13.1337244336859,-13.7505641906007,-13.3729026456836,-13.7506420946954,-13.2140584075353
429,-13.1768978878616,-13.7483807339615,-13.3490229967808,-13.7541378155744,-13.2432094524815
430,-13.2183088399954,-13.7442679870773,-13.3225249941764,-13.7548321356057,-13.270131084139
