time,route1,route2,route3,route4,route5,route6,route7,route8,route9
344,-1.31771258433906,-0.234734693337751,0.867763841077507,0.185382864822097,-0.405376011527441,0.072818851250954,-1.25970320997866,-0.411675268606049,0.248193806710233
345,-1.28209360470276,-0.201578082515705,0.90449831537464,0.219163190176481,-0.369373892327151,0.105370249005873,-1.21809293774315,-0.382278683800438,0.278536742393225
346,-1.24656186758199,-0.168527697242594,0.941090015096393,0.252790466996954,-0.333563593812317,0.137755200472185,-1.17657422064456,-0.3529783356157,0.308694178195606
347,-1.21111923971743,-0.135586387115409,0.977534531078823,0.286261433261396,-0.297951368509515,0.169971350302514,-1.13514966795912,-0.323775677433537,0.338665245292234
348,-1.17576760435768,-0.102757019013119,1.013827437974,0.319572822292197,-0.262543441947231,0.202016340228829,-1.09382190174325,-0.294672177970375,0.368449074818763
349,-1.14050886103377,-0.0700424764159764,1.04996429534573,0.352721363584505,-0.227346008781509,0.233887809541216,-1.05259355641022,-0.265669321032956,0.398044797934689
350,-1.10534492532843,-0.0374456587183127,1.0859406487723,0.385703783637144,-0.192365228940221,0.265583395570147,-1.01146727830286,-0.236768605269374,0.427451545888901
351,-1.07027772863885,-0.00496948053541568,1.12175203095581,0.418516806785902,-0.157607223788655,0.29710073417205,-0.970445725263054,-0.207971543915519,0.456668450087956
352,-1.0353092179337,0.0273831289958808,1.157393962838,0.45115715603883,-0.123078072319084,0.328437460216241,-0.929531566197034,-0.179279664536899,0.485694642166683
353,-1.0004413555044,0.0596092269220621,1.19286195472187,0.483621553913701,-0.0887838073670211,0.35959120807618,-0.888727480637433,-0.150694508766021,0.514529254061292
354,-0.965676118710832,0.0917058571836997,1.22815150739915,0.515906723276855,-0.0547304118568994,0.390559612122168,-0.848036158301932,-0.122217632035456,0.543171418085086
355,-0.931015499720745,0.123670051331133,1.26325811328296,0.548009388183516,-0.0209238150796816,0.421340307216443,-0.807460298648702,-0.0938506033064064,0.571620267006265
356,-0.896461505244298,0.155498829245684,1.29817725754552,0.579926274719294,0.0126301109948266,0.451930929211542,-0.767002610428124,-0.0655950047931564,0.599874934128456
357,-0.86201615626236,0.187189199865602,1.3329044192605,0.611654111842384,0.0459255553685087,0.482329115449076,-0.726665811232081,-0.0374524316832809,0.627934553373392
358,-0.827681487749796,0.218738161916751,1.36743507254966,0.6431896322266,0.0789567716255391,0.512532505261868,-0.686452627039755,-0.00942449185370475,0.655798259365857
359,-0.793459548393098,0.250142704647787,1.40176468773342,0.674529573104605,0.11171808150074,0.542538740477582,-0.646365791760575,0.0184871944172935,0.683465187521143
360,-0.75935240030257,0.281399808569692,1.43588873248509,0.705670677111256,0.144203878403009,0.572345465923513,-0.606408046774337,0.0462809947420149,0.710934474134463
361,-0.725362118719351,0.312506446199366,1.46980267298833,0.736609693126921,0.176408630891406,0.601950329933064,-0.566582140468814,0.0739552649191386,0.738205256472772
362,-0.691490791717357,0.343459582806906,1.50350197509754,0.767343377120213,0.208326886101414,0.631350984854596,-0.526890827774389,0.101508349233441,0.765276672868681
363,-0.657740519899676,0.374256177166793,1.53698210550076,0.797868492990167,0.23995327311899,0.660545087559742,-0.487336869696361,0.128938580759287,0.792147862816488
364,-0.624113416090275,0.404893182312318,1.57023853288492,0.828181813407501,0.271282506300037,0.689530299954289,-0.447923032844765,0.156244281667652,0.81881796707035
365,-0.59061160502033,0.435367546293221,1.60326672910275,0.858280120654655,0.302309388532859,0.718304289489825,-0.408652088961936,0.183423763536836,0.845286127744495
366,-0.557237223010114,0.465676212936428,1.63606217034145,0.888160207464352,0.333028814441446,0.746864729675208,-0.369526814447836,0.210475327666744,0.871551488415395
367,-0.523992417645546,0.495816122609318,1.66862033829227,0.917818877856651,0.36343577352722,0.77520930058962,-0.330549989883038,0.237397265396526,0.897613194225997
368,-0.490879347450235,0.525784212985812,1.70093672132111,0.947252947973879,0.393525353247085,0.803335689396675,-0.29172439955003,0.26418785842558,0.923470391991843
369,-0.457900181552789,0.555577419814511,1.73300681563942,0.976459246913404,0.423292742025558,0.831241590856862,-0.253052830952438,0.290845379137894,0.949122230309163
370,-0.425057099349527,0.585192677689118,1.76482612647532,1.00543461755807,0.452733232198954,0.858924707842281,-0.21453807433233,0.317368090929584,0.974567859664644
371,-0.392352290162519,0.614626920820676,1.79639016924438,1.03417591740385,0.481842222889397,0.886382751850908,-0.176182922185938,0.34375424853951,0.999806432547217
372,-0.359787952893473,0.643877083811305,1.82769447071985,1.06268001938448,0.510615222806803,0.913613443519909,-0.137990168777922,0.370002098382932,1.02483710356151
373,-0.327366295672889,0.672940102429588,1.8587345702019,1.09094381269306,0.539047852976746,0.940614513139717,-0.0999626096536908,0.396109878888169,1.04965902954305
374,-0.29508953550531,0.701812914387006,1.88950602068561,1.11896420360011,0.567135849392322,0.967383701167897,-0.0621030411507962,0.422075820836126,1.07427136967512
375,-0.26295989791013,0.730492460115409,1.9200043900272,1.14673811626793,0.594875065588146,0.993918758741527,-0.0244142599086575,0.447898147702555,1.09867328560734
376,-0.230979616558352,0.758975683545128,1.95022526210833,1.17426249356097,0.622261475134646,1.02021744818953,0.0131009376224934,0.473575076003052,1.12286394157574
377,-0.199150932905267,0.787259532883751,1.98016423799802,1.20153429785217,0.649291174050987,1.04627754354455,0.0504397556742398,0.499104815640701,1.14684250452448
378,-0.167476095819594,0.815340961395068,2.00981693711182,1.22855051182471,0.675960383134727,1.0720968310535,0.0875993996532397,0.52448557025623,1.17060814422902
379,-0.135957361208202,0.843216928178183,2.0391789983679,1.25530813926916,0.702265450206815,1.09767310968662,0.12457707663541,0.549715537580574,1.19416003342082
380,-0.104596991637544,0.870884398946427,2.06824608133982,1.28180420587558,0.728202852270168,1.12300419164619,0.161369995861005,0.574792909789897,1.21749734791331
381,-0.0733972559511287,0.898340346805814,2.09701386740543,1.30803576002076,0.753769197580418,1.14808790287321,0.197975369230325,0.599715873862825,1.24061926672945
382,-0.0423604288837476,0.925581753033088,2.12547806089168,1.33399987354971,0.778961227627242,1.17292208355321,0.234390411799848,0.624482611939828,1.26352497223042
383,-0.0114887906720025,0.952605607852666,2.15363439021504,1.35969364255171,0.803775819025055,1.19750458861953,0.270612342278926,0.649091301684788,1.28621365024571
384,0.0192153733385521,0.979408911212767,2.18147860901702,1.38511418813049,0.828209985311593,1.22183328825531,0.3066383835269,0.67354011664857,1.30868449020435
385,0.0497497730893315,1.0059886735602,2.20900649729459,1.41025865716821,0.852260878653225,1.24590606839371,0.342465763050336,0.697827226634444,1.33093668526745
386,0.0801121142079433,1.03234191661347,2.23621386252514,1.4351242230832,0.875925791455667,1.26972083121593,0.378091713500383,0.721950798065373,1.35296943246172
387,0.110300098410507,1.05846567413444,2.26309654078553,1.45970808658106,0.899202157879142,1.29327549564634,0.41351347317034,0.745908994353137,1.37478193281421
388,0.140311423907042,1.08435699269785,2.28965039786507,1.48400747639897,0.922087555256766,1.3165679978461,0.448728286492933,0.769699976268993,1.39637339148797
389,0.170143785809451,1.11001293245873,2.31587133037191,1.50801965004306,0.944579705415257,1.33959629170432,0.483733404537533,0.7933219023159,1.4177430179189
390,0.199794876542486,1.13543056791737,2.34175526683262,1.53174189451843,0.966676475897003,1.36235834932535,0.518526085507021,0.816772929102314,1.43889002595321
391,0.229262386257415,1.16060698868175,2.36729816878462,1.55517152705173,0.988375881082651,1.38485216151473,0.553103595234485,0.840051211717409,1.45981363398614
392,0.258544003248319,1.1855393002271,2.39249603186108,1.57830589580614,1.00967608321344,1.40707573826156,0.587463207679086,0.863154904107323,1.48051306510127
393,0.287637414370534,1.21022462465236,2.41734488686797,1.60114238058828,1.03057539331251,1.42902710921732,0.621602205421503,0.886082159452906,1.50098754721071
394,0.316540305461872,1.23466010143349,2.441840800853,1.62367839354716,1.0510722720046,1.45070432417217,0.655517880158711,0.908831130548458,1.52123631319606
395,0.345250361765998,1.25884288817313,2.46597987816603,1.64591137986473,1.07116533023358,1.47210545352816,0.689207533198017,0.931399970181514,1.54125860104996
396,0.373765268357703,1.2827701613467,2.48975826151068,1.66783881843787,1.09085332987729,1.49322858876758,0.72266847594978,0.953786831513475,1.56105365401845
397,0.402082710570754,1.30643911704444,2.51317213298687,1.68945822255165,1.11013518425915,1.51407184291893,0.75589803041961,0.97598986846116,1.58062072074374
398,0.430200374427175,1.32984697170954,2.53621771512381,1.71076714054366,1.12900995855646,1.53463335101934,0.788893529699295,0.998007236079183,1.59995905540763
399,0.458115947068671,1.35299096287155,2.55889127190338,1.73176315645917,1.14747687010484,1.55491127057134,0.82165231845633,1.01983709094281,1.61906791787542
400,0.485827117190072,1.37586834987565,2.58118910977332,1.75244389069693,1.16553528859873,1.57490378199735,0.854171753422269,1.04147759153144,1.63794657384019
401,0.513331575473615,1.39847641460685,2.60310757865009,1.77280700064536,1.18318473618783,1.59460908908976,0.886449203879613,1.06292689861265,1.65659429496754
402,0.540627015025549,1.42081246220933,2.62464307291111,1.79285018130918,1.20042488746935,1.61402541945545,0.918482052147287,1.08418317562652,1.67501035904065
403,0.567711131813879,1.44287382180063,2.64579203237592,1.81257116592589,1.21725556937618,1.63315102495729,0.950267694064244,1.1052445890703,1.69319405010556
404,0.594581625107461,1.46465784718028,2.66655094327615,1.83196772657222,1.23367676096097,1.6519841821507,0.981803539471539,1.12610930888315,1.7111446586168
405,0.621236197916141,1.48616191753302,2.68691633921389,1.85103767476034,1.24968859307636,1.67052319271493,1.01308701269243,1.14677550883123,1.72886148158313
406,0.647672557432289,1.50738343812613,2.70688480210818,1.86977886202349,1.26529134795155,1.68876638388,1.04411555301074,1.16724136689255,1.74634382271333
407,0.673888415473051,1.52831984100078,2.72645296312941,1.88818918049095,1.28048545866552,1.70671210884901,1.07488661514674,1.18750506564183,1.76359099256233
408,0.699881488923913,1.54896858565711,2.74561750362119,1.9062665634522,1.29527150851736,1.72435874721445,1.1053976697316,1.20756479263528,1.78060230867707
409,0.725649500182504,1.56932715973301,2.76437515600962,1.92400898591012,1.30965023029405,1.74170470537055,1.13564620377889,1.227418740795,1.79737709574252
410,0.751190177603442,1.58939307967624,2.78272270469951,1.94141446512288,1.32362250543629,1.75874841691892,1.1656297211542,1.24706510879299,1.81391468572753
411,0.776501255943704,1.60916389140978,2.80065698695732,1.95848106113457,1.33718936310296,1.77548834306974,1.19534574304204,1.26650210143485,1.83021441803066
412,0.801580476808416,1.62863717099017,2.81817489378062,1.97520687729435,1.35035197913488,1.79192297303746,1.22479180841053,1.2857279300429,1.84627563962572
413,0.826425589096825,1.64781052525871,2.83527337075376,1.99159006076388,1.36311167491869,1.80805082442994,1.2539654744731,1.30474081283858,1.86209770520717
414,0.851034349448735,1.66668159248527,2.85194941888941,2.00762880301292,1.37546991615147,1.82387044363242,1.28286431714767,1.32353897532416,1.87767997733514
415,0.87540452269105,1.68524804300456,2.86820009545591,2.02332134030303,1.38742831150722,1.8393804061857,1.31148593151297,1.34212065066377,1.89302182658025
416,0.899533882284225,1.70350757984461,2.88402251478993,2.03866595415905,1.39898861120602,1.85457931715802,1.33982793226197,1.36048408006334,1.90812263166796
417,0.923420210768633,1.72145793934756,2.89941384909442,2.05366097182846,1.41015270548686,1.86946581151058,1.36788795415214,1.37862751314966,1.92298177962244
418,0.947061300210794,1.73909689178192,2.91437132922147,2.06830476672822,1.42092262298536,1.88403855445716,1.39566365245283,1.39654920834833,1.93759866591008
419,0.970454952649369,1.756422241947,2.92889224543989,2.08259575887908,1.43130052901743,1.89829624181776,1.42315270338922,1.41424743326053,1.95197269458242
420,0.993598980540456,1.77343182976862,2.94297394818725,2.09653241532732,1.44128872377018,1.9122376003645,1.45035280458308,1.43172046503853,1.96610327841844
421,1.01649120720269,1.79012353088633,2.95661384880619,2.1101132505536,1.45088964040126,1.92586138816234,1.47726167549012,1.44896659075984,1.97998983906624
422,1.03912946726136,1.80649525723172,2.96980942026473,2.12333682686887,1.46010584304806,1.93916639490246,1.50387705783397,1.46598410779997,1.99363180718405
423,1.06151160709222,1.82254495759782,2.98255819786044,2.13620175479737,1.46894002474826,1.95215144222858,1.53019671603631,1.48277132420358,2.0070286225806
424,1.08363548526391,1.83827061819943,2.9948577799081,2.1487066934463,1.47739500527306,1.96481538405688,1.55621843764357,1.49932655905406,2.02017973435442
425,1.10549897297979,1.85367026322406,3.00670582841086,2.16085035086238,1.48547372887468,1.97715710688923,1.58194003374979,1.51564814284141,2.03308460103264
426,1.12709995451846,1.86874195537349,3.01810006971448,2.17263148437484,1.49317926194985,1.98917553011814,1.60735933941563,1.53173441782832,2.04574269070871
427,1.14843632767356,1.88348379639562,3.0290382951446,2.18404890092516,1.50051479062083,2.00086960632562,1.63247421408351,1.54758373841442,2.05815348117915
428,1.16950600419137,1.8978939276067,3.03951836162677,2.195101457383,1.50748361823568,2.0122383215749,1.6572825419885,1.56319447149836,2.07031646007953
429,1.19030691020804,1.91197053040346,3.04953819228909,2.20578806084858,1.51408916278963,2.02328069569343,1.6817822325655,1.57856499683817,2.08223112501921
430,1.21083698668448,1.92571182676534,3.05909577704726,2.21610766894128,1.5203349542694,2.03399578254976,1.70597122085182,1.59369370740925,2.09389698371502
431,1.23109418984013,1.93911607974637,3.06818917317182,2.22605929007426,1.52622463192225,2.04438267032274,1.72984746788573,1.60857900976016,2.10531355412396
432,1.25107649158486,1.95218159395678,3.07681650583751,2.23564198371528,1.53176194145176,2.05444048176205,1.75340896110049,1.62321932436613,2.1164803645746
433,1.27078187994886,1.96490671603402,3.08497596865448,2.24485486063345,1.53695073214245,2.06416837444219,1.77665371471416,1.63761308598032,2.12739695389723
434,1.29020835951084,1.97728983510322,3.09266582418125,2.25369708313177,1.54179495391504,2.07356554100826,1.79957977011463,1.65175874398237,2.13806287155289
435,1.30935395182409,1.98932938322678,3.09988440441925,2.26216786526565,1.54629865431469,2.08263120941362,1.82218519624008,1.66565476272454,2.14847767776091
436,1.32821669584023,2.00102383584319,3.10663011128869,2.2702664730471,1.55046597543421,2.09136464314969,1.84446808995486,1.67929962187516,2.1586409436252
437,1.346794648331,2.01237171219456,3.11290141708589,2.27799222463463,1.5543011507745,2.09976514146799,1.86642657642061,1.69269181675946,2.16855225125909
438,1.36508588430737,2.02337157574331,3.11869686492154,2.28534449050878,1.55780850204441,2.10783203959388,1.88805880946234,1.70582985869748,2.17821119390873
439,1.38308849743645,2.03402203457723,3.1240150691401,2.29232269363327,1.5609924359023,2.11556470893217,1.9093629719297,1.71871227533913,2.18761737607498
440,1.40080060045561,2.04432174180341,3.12885471572003,2.29892630960165,1.56385744064169,2.12296255726415,1.93033727605341,1.73133761099638,2.19677041363373
441,1.41822032558394,2.05426939593042,3.13321456265478,2.30515486676942,1.56640808282323,2.13002502893673,1.95097996379621,1.74370442697228,2.20566993395471
442,1.43534582493111,2.06386374123901,3.13709344031437,2.31100794637167,1.56864900385551,2.1367516050433,1.97128930719898,1.75581130188698,2.2143155760186
443,1.45217527090326,2.07310356814092,3.14049025178758,2.31648518262602,1.57058491652699,2.14314180359552,1.99126360872156,1.76765683200049,2.22270699053244
444,1.46870685660569,2.08198771352594,3.14340397320445,2.32158626282109,1.57222060149178,2.14919517968701,2.01090120157822,1.77923963153226,2.23084384004343
445,1.4849387962428,2.09051506109689,3.14583365403921,2.32631092739015,1.57356090371136,2.15491132564855,2.03020045006767,1.79055833297724,2.23872579905086
446,1.50086932551455,2.09868454169262,3.14777841739336,2.33065896997021,1.57461072885521,2.1602898711946,2.04915974989785,1.80161158741874,2.24635255411628
447,1.51649670200998,2.10649513359882,3.14923746025892,2.33463023744643,1.57537503966259,2.16533048356072,2.0677775285051,1.81239806483769,2.25372380397187
448,1.53181920559689,2.11394586284646,3.15021005376174,2.3382246299817,1.57585885226821,2.17003286763278,2.08605224536753,1.82291645441826,2.26083925962681
449,1.54683513880835,2.12103580349812,3.15069554338478,2.34144210103169,1.57606723249431,2.17439676606741,2.10398239231307,1.83316546485,2.26769864447185
450,1.56154282722549,2.12776407792158,3.15069334917128,2.34428265734499,1.57600529211189,2.17842195940294,2.12156649382169,1.8431438246262,2.27430169438185
451,1.57594061985698,2.13412985705109,3.15020296590791,2.34674635894867,1.57567818507366,2.18210826616233,2.13880310732173,1.85285028233842,2.28064815781629
452,1.59002688951389,2.14013236063595,3.1492239632875,2.34883331911903,1.57509110372137,2.18545554294641,2.15569082348043,1.86228360696722,2.28673779591782
453,1.60380003318165,2.14577085747643,3.14775598605172,2.35054370433773,1.57424927497036,2.18846368451895,2.17222826648873,1.87144258816903,2.29257038260869
454,1.61725847238737,2.15104466564695,3.14579875411337,2.3518777342331,1.57315795647383,2.1911326238818,2.18841409433979,1.88032603655892,2.29814570468495
455,1.6304006535634,2.15595315270633,3.14335206265827,2.35283568150692,1.57182243276975,2.19346233234175,2.20424699910167,1.88893278398938,2.30346356190871
456,1.64322504840674,2.16049573589527,3.14041578222695,2.35341787184636,1.57024801141295,2.19545281956812,2.21972570718397,1.89726168382496,2.30852376709806
457,1.65573015423401,2.16467188232081,3.13698985877576,2.35362468382149,1.56844001909537,2.19710413364092,2.23484897959813,1.90531161121277,2.31332614621475
458,1.66791449433227,2.16848110912773,3.1330743137177,2.35345654876799,1.56640379775703,2.19841636109028,2.24961561221169,1.91308146334868,2.31787053844971
459,1.67977661830544,2.17192298365699,3.12866924394275,2.35291395065543,1.56414470069053,2.19938962692667,2.26402443599616,1.92057015973919,2.32215679630618
460,1.691315102416,2.17499712359089,3.12377482181778,2.35199742594094,1.56166808864193,2.20002409466155,2.27807431726868,1.92777664245903,2.32618478568055
461,1.70252854992223,2.17770319708517,3.11839129516605,2.35070756340847,1.55897932591069,2.20031996631926,2.29176415792729,1.93469987640418,2.32995438594083
462,1.71341559141099,2.18004092288785,3.11251898722621,2.34904500399351,1.55608377645143,2.20027748243964,2.30509289567971,1.94133884954055,2.33346549000271
463,1.72397488512511,2.18201007044477,3.106158296591,2.34701044059347,1.5529867999804,2.19989692207108,2.31805950426564,1.94769257314795,2.33671800440322
464,1.73420511728662,2.18361045999189,3.09930969712539,2.3446046178638,1.54969374808921,2.19917860275455,2.33066299367277,1.95376008205953,2.33971184937189
465,1.7441050024145,2.18484196263419,3.09197373786449,2.34182833199971,1.54620996036885,2.19812288049854,2.34290241034581,1.95954043489659,2.34244695889944
466,1.75367328363786,2.18570450041125,3.084151042891,2.33868243050376,1.54254076054648,2.19673014974428,2.35477683738928,1.9650327142986,2.34492328080395
467,1.76290873300364,2.1861980463494,3.0758423111924,2.33516781193932,1.53869145263795,2.19500084332201,2.36628539476338,1.97023602714835,2.3471407767945
468,1.77181015177922,2.1863226245005,3.06704831649787,2.33128542566996,1.53466731711867,2.19293543239782,2.37742723947343,1.97514950479253,2.34909942253216
469,1.78037637075003,2.18607830996719,3.05776990709498,2.32703627158481,1.53047360711551,2.1905344264114,2.38820156575216,1.97977230325713,2.35079920768849
470,1.78860625051142,2.18546522891482,3.04800800562618,2.32242139981006,1.52611554462257,2.1877983730041,2.39860760523561,1.98410360345807,2.35224013600125
471,1.7964986817554,2.18448355856976,3.03776360886524,2.3174419104067,1.5215983167434,2.18472785793808,2.40864462713196,1.98814261140681,2.35342222532763
472,1.80405258555182,2.1831335272044,3.02703778747358,2.31209895305439,1.51692707196235,2.18132350500611,2.41831193838359,1.99188855841088,2.35434550769467
473,1.81126691362385,2.18141541410849,3.01583168573673,2.30639372672184,1.51210691644774,2.17758597593188,2.42760888382207,1.99534070126938,2.35501002934696
474,1.81814064861808,2.17932954954718,3.00414652128077,2.30032747932358,1.50714291038939,2.17351597026125,2.43653484631651,1.99849832246325,2.35541585079174
475,1.82467280436864,2.17687631470546,2.9919835847691,2.29390150736335,1.50204006437322,2.1691142252443,2.44508924691464,2.0013607303405,2.35556304684109
476,1.83086242615569,2.17405614161917,2.97934423957938,2.28711715556412,1.49680333579545,2.1643815157078,2.45327154497698,2.0039272592961,2.35545170665143
477,1.83670859095807,2.17086951309255,2.96622992146093,2.27997581648494,1.49143762531882,2.15931865391901,2.46108123830402,2.00619726994658,2.35508193376021
478,1.84221040769994,2.16731696260234,2.95264213817262,2.27247893012465,1.48594777337358,2.15392648943971,2.46851786325628,2.00817014929948,2.35445384611972
479,1.8473670174915,2.16339907418848,2.93858246910125,2.26462798351272,1.48033855670555,2.14820590897146,2.47558099486718,2.00984531091728,2.35356757612815
480,1.85217759386373,2.15911648233134,2.92405256486078,2.25642451028706,1.47461468497377,2.14215783619159,2.48227024694891,2.01122219507595,2.35242327065773
481,1.8566413429968,2.15446987181562,2.90905414687233,2.24787009025928,1.46878079740008,2.13578323157996,2.48858527219112,2.01230026891823,2.35102109107995
482,1.86075750394254,2.14945997758088,2.89358900692505,2.23896634896726,1.46284145947317,2.1290830922368,2.49452576225234,2.01307902660123,2.34936121328804
483,1.8645253488406,2.14408758455878,2.87765900671826,2.22971495721526,1.45680115970925,2.12205845169141,2.50009144784422,2.01355798943865,2.34744382771634
484,1.86794418312822,2.13835352749697,2.86126607738464,2.22011763060175,1.45066430647178,2.11471037970185,2.50528209880863,2.01373670603741,2.34526913935687
485,1.8710133457437,2.13225869076978,2.8444122189949,2.21017612903505,1.4444352248524,2.10703998204559,2.51009752418736,2.01361475242879,2.34283736777291
486,1.87373220932371,2.12580400817575,2.82709950004392,2.19989225623687,1.43811815361536,2.09904840030138,2.51453757228473,2.01319173219381,2.34014874710962
487,1.87610018039357,2.11899046272191,2.80933005691859,2.18926785923407,1.43171724220759,2.09073681162201,2.51860213072266,2.01246727658311,2.33720352610171
488,1.87811669955165,2.11181908639504,2.79110609334741,2.17830482783861,1.42523654783654,2.08210642849838,2.52229112648873,2.0114410446311,2.33400196807812
489,1.87978124164667,2.10429095991986,2.77242987983223,2.16700509411596,1.41868003261778,2.07315849851469,2.52560452597665,2.01011272326442,2.33054435096364
490,1.88109331594885,2.09640721250421,2.75330375306202,2.15537063184208,1.41205156079456,2.06389430409488,2.5285423350196,2.0084820274047,2.32683096727762
491,1.88205246631397,2.08816902157135,2.73373011530906,2.14340345594915,1.40535489603108,2.05431516224034,2.53110459891607,2.0065487000655,2.32286212412962
492,1.88265827134097,2.07957761247934,2.71371143380762,2.1311056219602,1.39859369878156,2.04442242425903,2.53329140244844,2.0043125124436,2.31863814321197
493,1.88291034452269,2.07063425822768,2.69325024011543,2.11847922541289,1.39177152373695,2.034217475486,2.53510286989418,2.00177326400435,2.31415936078943
494,1.88280833438991,2.06134027915121,2.67234912945795,2.10552640127245,1.38489181735097,2.02370173499534,2.53653916502957,1.99893078256128,2.30942612768566
495,1.88235192464834,2.0516970426014,2.65101076005582,2.09224932333416,1.37795791544738,2.01287665530362,2.53760049112624,1.99578492434989,2.30443880926675
496,1.88154083430896,2.04170596261497,2.62923785243562,2.07865020361532,1.37097304091007,2.00174372206504,2.53828709094012,1.99233557409551,2.29919778542163
497,1.88037481781118,2.03136849957023,2.60703318872409,2.06473129173716,1.36394030145774,1.99030445375817,2.53859924669309,1.98858264507533,2.29370345053945
498,1.87885366513929,2.02068615983078,2.58439961192614,2.05049487429662,1.35686268750453,1.9785604013644,2.53853728004726,1.98452607917448,2.28795621348387
499,1.8769772019317,2.00966049537716,2.56134002518678,2.03594327422841,1.34974307010837,1.96651314803822,2.53810155207181,1.98016584693632,2.28195649756433
500,1.87474528958321,1.9982931034261,2.53785739103723,2.0210788501573,1.34258419900826,1.95416430876944,2.53729246320244,1.97550194760665,2.27570474050417
501,1.87215782534019,1.98658562603774,2.51395473062538,2.0059039957411,1.33538870075209,1.9415155300372,2.5361104531935,1.97053440917206,2.26920139440577
502,1.86921474238882,1.97453974971088,2.48963512293097,1.99042113900435,1.32815907691615,1.92856848945613,2.53455600106258,1.96526328839236,2.26244692571254
503,1.86591600993581,1.96215720496622,2.46490170396553,1.97463274166297,1.3208977024177,1.91532489541461,2.5326296250279,1.95968867082699,2.25544181516787
504,1.86226163328242,1.94943976591793,2.43975766595754,1.95854129844004,1.31360682392175,1.90178648670521,2.5303318824382,1.95381067085549,2.24818655777105
505,1.8582516538909,1.9363892498334,2.41420625652281,1.94214933637305,1.30628855834318,1.88795503214736,2.52766336969531,1.94762943169199,2.24068166273002
506,1.85388614944393,1.92300751668153,2.38825077782059,1.92545941411261,1.29894489144525,1.87383233020247,2.52462472216934,1.9411451253937,2.23292765341116
507,1.84916523389683,1.90929646866954,2.36189458569546,1.90847412121305,1.29157767653555,1.85942020858132,2.52121661410655,1.93435795286346,2.22492506728595
508,1.84408905752235,1.89525804976839,2.33514108880536,1.89119607741498,1.28418863326022,1.84472052384436,2.5174397585299,1.92726814384627,2.2166744558746
509,1.83865780694835,1.88089424522702,2.30799374773598,1.87362793192003,1.27677934649735,1.82973516099427,2.51329490713218,1.91987595691977,2.20817638468664
510,1.83287170518805,1.86620708107558,2.28045607410184,1.85577236265816,1.26935126535038,1.81446603306129,2.50878285016199,1.91218167947886,2.19943143315842
511,1.82673101166303,1.85119862361758,2.25253162963422,1.83763207554748,1.26190570224205,1.79891508068171,2.50390441630229,1.90418562771422,2.1904401945876
512,1.8202360222189,1.83587097891135,2.22422402525637,1.81920980374705,1.25444383210981,1.78308427166901,2.49866047254177,1.89588814658486,2.18120327606467
513,1.81338706913363,1.8202262922407,2.1955369201461,1.80050830690279,1.24696669170294,1.7669756005779,2.49305192403894,1.88728960978471,2.17172129840132
514,1.80618452111844,1.80426674757509,2.16647402078616,1.78153037038665,1.23947517898214,1.75059108826198,2.48707971397898,1.8783904197032,2.1619948960559
515,1.79862878331146,1.78799456701947,2.1370390800027,1.76227880452943,1.23197005262183,1.73393278142416,2.4807448234234,1.86919100737992,2.15202471705587
516,1.79072029726387,1.77141201025375,2.10723589599199,1.74275644384742,1.2244519316157,1.71700275216055,2.47404827115249,1.85969183245321,2.14181142291721
517,1.78245954091879,1.7545213739622,2.0770683113358,1.72296614626293,1.21692129498547,1.6998030974981,2.46699111350067,1.84989338310288,2.13135568856095
518,1.7738470285827,1.73732499125296,2.04654021200571,1.70291079231922,1.2093784815935,1.68233593892553,2.45957444418467,1.83979617598698,2.1206582022266
519,1.76488331088951,1.71982523106765,2.01565552635661,1.68259328438995,1.20182369005895,1.66460342191766,2.45179939412458,1.82940075617253,2.10971966538278
520,1.75556897475718,1.70202449758142,1.98441822410976,1.66201654588326,1.19425697877781,1.64660771545439,2.4436671312579,1.81870769706049,2.09854079263483
521,1.74590464333704,1.68392522959344,1.95283231532562,1.64118352044088,1.18667826604675,1.62835101153285,2.43517886034647,1.80771760030464,2.08712231162953
522,1.73589097595565,1.6655298999082,1.92090184936689,1.62009717113252,1.17908733029054,1.60983552467357,2.42633582277647,1.79643109572473,2.07546496295691
523,1.72552866804932,1.64684101470749,1.88863091385194,1.59876047964571,1.17148381039311,1.59106349142153,2.41713929635137,1.78484884121362,2.06356950004921
524,1.7148184510912,1.62786111291348,1.85602363359909,1.57717644547126,1.16386720613181,1.57203716984075,2.407590595078,1.77297152263865,2.05143668907694
525,1.70376109251104,1.60859276554301,1.82308416956184,1.55534808508481,1.15623687871463,1.55275883900338,2.39769106894569,1.76079985373712,2.03906730884214
526,1.6923573956076,1.58903857505319,1.78981671775564,1.5332784311245,1.14859205142005,1.53323079847378,2.38744210369856,1.74833457600598,2.02646215066877
527,1.68060819945365,1.56920117467856,1.75622550817637,1.51097053156515,1.14093181033899,1.51345536778691,2.37684512060093,1.7355764585857,2.01362201829034
528,1.66851437879365,1.54908322775993,1.7223148037107,1.48842744888906,1.13325510521831,1.49343488592129,2.36590157619603,1.72252629813839,2.00054772773477
529,1.65607684393418,1.52868742706515,1.68808889903916,1.46565225925388,1.12556075040533,1.47317171076755,2.35461296205795,1.70918491872015,1.98724010720643
530,1.64329654062692,1.50801649410189,1.65355211953158,1.44264805165763,1.11784742589265,1.45266821859108,2.34298080453677,1.69555317164771,1.97369999696554
