time,x_degree,y_degree,z_degree	
0,1.63189470450616,0,0	
0.1,1.61301205218559,0,0	
0.2,1.59264625081665,0,0	
0.3,1.57097409992483,0,0	
0.4,1.54817096890163,0,0	
0.5,1.52440869713373,0,0	
0.6,1.49985362459762,0,0	
0.7,1.47466478353909,0,0	
0.8,1.44899227814395,0,0	
0.9,1.42297587481268,0,0	
1,1.39674382103731,0,0	
1.1,1.37041190585574,0,0	
1.2,1.34408276971786,0,0	
1.3,1.31784546639699,0,0	
1.4,1.29177527436133,0,0	
1.5,1.26593375013475,0,0	
1.6,1.24036901140326,0,0	
1.7,1.21511623342702,0,0	
1.8,1.19019833851748,0,0	
1.9,1.16562685510725,0,0	
2,1.14140292043525,0,0	
2.1,1.11751839891552,0,0	
2.2,1.09395708712509,0,0	
2.3,1.07069597585023,0,0	
2.4,1.04770653986808,0,0	
2.5,1.02495602701851,0,0	
2.6,1.00240871965728,0,0	
2.7,0.980027143651179,0,0	
2.8,0.957773202641701,0,0	
2.9,0.93560921826579,0,0	
3,0.913498860312282,0,0	
3.1,0.891407954273399,0,0	
3.2,0.869305157382712,0,0	
3.3,0.847162497847156,0,0	
3.4,0.82495577554385,0,0	
3.5,0.802664825859464,0,0	
3.6,0.780273651495462,0,0	
3.7,0.757770429938375,0,0	
3.8,0.735147406750188,0,0	
3.9,0.71240068692966,0,0	
4,0.689529938225622,0,0	
4.1,0.666538021447578,0,0	
4.2,0.643430563548468,0,0	
4.3,0.620215489498115,0,0	
4.4,0.596902528786282,0,0	
4.5,0.57350271184199,0,0	
4.6,0.550027870679776,0,0	
4.7,0.5264901568737,0,0	
4.8,0.502901588426548,0,0	
4.9,0.479273635398514,0,0	
5,0.455616852338772,0,0	
5.1,0.431940563602917,0,0	
5.2,0.408252605736769,0,0	
5.3,0.384559129178142,0,0	
5.4,0.360864459715753,0,0	
5.5,0.337171018475842,0,0	
5.6,0.313479297652146,0,0	
5.7,0.289787887942347,0,0	
5.8,0.26609355250814,0,0	
5.9,0.242391341442747,0,0	
6,0.218674740164809,0,0	
6.1,0.194935844689122,0,0	
6.2,0.171165556736691,0,0	
6.3,0.147353791602753,0,0	
6.4,0.123489692083428,0,0	
6.5,0.0995618421956188,0,0	
6.6,0.0755584750064734,0,0	
6.7,0.0514676696919446,0,0	
6.8,0.0272775336674684,0,0	
6.9,0.00297636656584666,0,0	
7,-0.0214471962986759,0,0	
7.1,-0.0460040625034312,0,0	
7.2,-0.0707045837280846,0,0	
7.3,-0.0955584795113029,0,0	
7.4,-0.120574782695862,0,0	
7.5,-0.145761805113173,0,0	
7.6,-0.171127121600341,0,0	
7.7,-0.196677569978067,0,0	
7.8,-0.22241926442985,0,0	
7.9,-0.248357619513516,0,0	
8,-0.274497382011904,0,0	
8.1,-0.300842667934715,0,0	
8.2,-0.327397002058622,0,0	
8.3,-0.354163357686518,0,0	
8.4,-0.381144194629218,0,0	
