time,x_degree,y_degree,z_degree	
0,-12.0191324477712,0,0	
0.1,-12.0128473657512,0,0	
0.2,-12.0009880441181,0,0	
0.3,-11.9843991473259,0,0	
0.4,-11.9638903578513,0,0	
0.5,-11.9402262818169,0,0	
0.6,-11.9141175985504,0,0	
0.7,-11.8862136035029,0,0	
0.8,-11.8570962622285,0,0	
0.9,-11.8272758583582,0,0	
1,-11.797188281892,0,0	
1.1,-11.7671939665221,0,0	
1.2,-11.7375784467057,0,0	
1.3,-11.7085544682694,0,0	
1.4,-11.680265550756,0,0	
1.5,-11.65279086712,0,0	
1.6,-11.6261512767415,0,0	
1.7,-11.6003163227834,0,0	
1.8,-11.5752119843877,0,0	
1.9,-11.550728959341,0,0	
2,-11.5267312437439,0,0	
2.1,-11.5030647720678,0,0	
2.2,-11.4795658842777,0,0	
2.3,-11.456069395861,0,0	
2.4,-11.4324160619594,0,0	
2.5,-11.4084592476217,0,0	
2.6,-11.3840706418584,0,0	
2.7,-11.3591448838108,0,0	
2.8,-11.333603002603,0,0	
2.9,-11.3073946095623,0,0	
3,-11.2804988189859,0,0	
3.1,-11.2529239129855,0,0	
3.2,-11.2247058038024,0,0	
3.3,-11.1959053838041,0,0	
3.4,-11.1666048875512,0,0	
3.5,-11.1369034203325,0,0	
3.6,-11.1069118337807,0,0	
3.7,-11.0767471486604,0,0	
3.8,-11.0465267402149,0,0	
3.9,-11.0163625076238,0,0	
4,-10.9863552510017,0,0	
4.1,-10.956589471502,0,0	
4.2,-10.9271287979534,0,0	
4.3,-10.8980122217984,0,0	
4.4,-10.8692512967316,0,0	
4.5,-10.8408284269912,0,0	
4.6,-10.8126963319583,0,0	
4.7,-10.7847787346136,0,0	
4.8,-10.7569722795759,0,0	
4.9,-10.7291496426701,0,0	
5,-10.7011637518997,0,0	
5.1,-10.6728529981969,0,0	
5.2,-10.6440472772047,0,0	
5.3,-10.6145746696914,0,0	
5.4,-10.5842685412425,0,0	
5.5,-10.5529748209709,0,0	
5.6,-10.5205592063969,0,0	
5.7,-10.4869140362744,0,0	
5.8,-10.4519645781204,0,0	
5.9,-10.4156744884358,0,0	
6,-10.3780502263377,0,0	
6.1,-10.3391442287208,0,0	
6.2,-10.2990566928355,0,0	
6.3,-10.2579358531903,0,0	
6.4,-10.2159766883852,0,0	
6.5,-10.1734180425192,0,0	
6.6,-10.1305381995455,0,0	
6.7,-10.0876490000256,0,0	
6.8,-10.0450886412118,0,0	
6.9,-10.0032133477658,0,0	
7,-9.96238814165871,0,0	
7.1,-9.92297697612942,0,0	
7.2,-9.88533252383205,0,0	
7.3,-9.84978592828721,0,0	
7.4,-9.81663683416989,0,0	
7.5,-9.78614401178096,0,0	
7.6,-9.75851687471409,0,0	
7.7,-9.73390817000405,0,0	
7.8,-9.71240808486003,0,0	
7.9,-9.69403997495637,0,0	
8,-9.67875786844627,0,0	
8.1,-9.66644584897457,0,0	
8.2,-9.65691935993819,0,0	
8.3,-9.64992841450543,0,0	
8.4,-9.64516263475644,0,0	
8.5,-9.64225798689082,0,0	
8.6,-9.64080502424142,0,0	
8.7,-9.64035840344413,0,0	
8.8,-9.64044739849039,0,0	
8.9,-9.64058710576922,0,0	
9,-9.64029001285653,0,0	
9.1,-9.63907759252485,0,0	
9.2,-9.63649158457439,0,0	
9.3,-9.63210463968935,0,0	
9.4,-9.62553002144801,0,0	
9.5,-9.61643009463171,0,0	
9.6,-9.60452336901851,0,0	
9.7,-9.58958991507493,0,0	
9.8,-9.57147502079171,0,0	
9.9,-9.55009101700739,0,0	
10,-9.52541725501239,0,0	
10.1,-9.49749828018942,0,0	
10.2,-9.46644029841932,0,0	
10.3,-9.43240608630783,0,0	
10.4,-9.39560853832226,0,0	
10.5,-9.35630308423819,0,0	
10.6,-9.31477923814465,0,0	
10.7,-9.27135156084359,0,0	
10.8,-9.22635032679753,0,0	
10.9,-9.18011218789571,0,0	
11,-9.1329711153749,0,0	
11.1,-9.08524988284316,0,0	
11.2,-9.03725232727969,0,0	
11.3,-8.98925658877633,0,0	
11.4,-8.94150949190808,0,0	
11.5,-8.89422218697428,0,0	
11.6,-8.84756712304387,0,0	
11.7,-8.80167637839139,0,0	
11.8,-8.75664132766456,0,0	
11.9,-8.71251358206379,0,0	
12,-8.6693070988892,0,0	
12.1,-8.62700132461653,0,0	
12.2,-8.5855452053679,0,0	
12.3,-8.54486188010221,0,0	
12.4,-8.50485385772283,0,0	
12.5,-8.46540847369877,0,0	
12.6,-8.4264034236956,0,0	
12.7,-8.38771218060896,0,0	
12.8,-8.34920911707126,0,0	
12.9,-8.31077417595046,0,0	
13,-8.27229695703654,0,0	
13.1,-8.23368011680357,0,0	
13.2,-8.19484200951806,0,0	
13.3,-8.15571852900134,0,0	
13.4,-8.11626414257338,0,0	
13.5,-8.07645213833951,0,0	
13.6,-8.03627413435125,0,0	
13.7,-7.99573892274968,0,0	
13.8,-7.95487074075405,0,0	
13.9,-7.91370707705161,0,0	
14,-7.87229613075626,0,0	
14.1,-7.8306940467187,0,0	
14.2,-7.78896204975161,0,0	
14.3,-7.74716359689597,0,0	
14.4,-7.7053616572537,0,0	
14.5,-7.66361621668532,0,0	
14.6,-7.62198208936846,0,0	
14.7,-7.58050710031588,0,0	
14.8,-7.53923068411015,0,0	
14.9,-7.49818292554173,0,0	
15,-7.45738404876947,0,0	
15.1,-7.41684434294906,0,0	
15.2,-7.37656449626313,0,0	
15.3,-7.33653629534658,0,0	
15.4,-7.29674363601502,0,0	
15.5,-7.25716378178122,0,0	
15.6,-7.21776880162558,0,0	
15.7,-7.17852711551194,0,0	
15.8,-7.13940507698124,0,0	
15.9,-7.10036852541056,0,0	
16,-7.06138424629601,0,0	
16.1,-7.02242128615099,0,0	
16.2,-6.98345207800286,0,0	
16.3,-6.94445334440072,0,0	
16.4,-6.90540675614866,0,0	
16.5,-6.86629933664853,0,0	
16.6,-6.82712361282082,0,0	
16.7,-6.78787752405387,0,0	
16.8,-6.7485641098255,0,0	
16.9,-6.70919100440926,0,0	
17,-6.66976977319047,0,0	
17.1,-6.63031512935234,0,0	
17.2,-6.59084407200168,0,0	
17.3,-6.55137498736382,0,0	
17.4,-6.51192675334118,0,0	
17.5,-6.47251788487974,0,0	
17.6,-6.43316575342482,0,0	
17.7,-6.39388590824422,0,0	
17.8,-6.35469152141187,0,0	
17.9,-6.31559297150302,0,0	
18,-6.27659757417789,0,0	
18.1,-6.23770946124202,0,0	
18.2,-6.19892960321242,0,0	
18.3,-6.16025596487249,0,0	
18.4,-6.12168377831568,0,0	
18.5,-6.08320591401968,0,0	
18.6,-6.04481332774154,0,0	
18.7,-6.00649555918824,0,0	
18.8,-5.96824125789823,0,0	
18.9,-5.93003871221445,0,0	
19,-5.89187635868913,0,0	
19.1,-5.8537432515976,0,0	
19.2,-5.81562947528647,0,0	
19.3,-5.77752648558294,0,0	
19.4,-5.73942737049593,0,0	
19.5,-5.70132702442018,0,0	
19.6,-5.66322223415717,0,0	
19.7,-5.62511167891472,0,0	
19.8,-5.58699584992572,0,0	
19.9,-5.54887689841979,0,0	
20,-5.51075842310157,0,0	
20.1,-5.47264521017669,0,0	
20.2,-5.43454294008865,0,0	
20.3,-5.39645787565073,0,0	
20.4,-5.3583965460731,0,0	
20.5,-5.32036544060364,0,0	
20.6,-5.28237072423561,0,0	
20.7,-5.24441798610842,0,0	
20.8,-5.20651202923425,0,0	
20.9,-5.16865670778234,0,0	
21,-5.13085481575746,0,0	
21.1,-5.09310802847787,0,0	
21.2,-5.0554168958646,0,0	
21.3,-5.01778088447452,0,0	
21.4,-4.98019846328088,0,0	
21.5,-4.94266722667745,0,0	
21.6,-4.90518404702591,0,0	
21.7,-4.8677452482868,0,0	
21.8,-4.83034679193268,0,0	
21.9,-4.79298446639378,0,0	
22,-4.75565407168131,0,0	
22.1,-4.7183515915999,0,0	
22.2,-4.68107334698376,0,0	
22.3,-4.64381612460553,0,0	
22.4,-4.60657727782349,0,0	
22.5,-4.56935479647111,0,0	
22.6,-4.53214734498072,0,0	
22.7,-4.49495426917046,0,0	
22.8,-4.45777557341565,0,0	
22.9,-4.42061187109743,0,0	
23,-4.38346431218369,0,0	
23.1,-4.34633449251472,0,0	
23.2,-4.30922434987268,0,0	
23.3,-4.27213605214766,0,0	
23.4,-4.23507188289917,0,0	
23.5,-4.19803412940898,0,0	
23.6,-4.16102497785677,0,0	
23.7,-4.12404641966332,0,0	
23.8,-4.08710017231494,0,0	
23.9,-4.05018761710912,0,0	
24,-4.01330975542939,0,0	
24.1,-3.97646718420768,0,0	
24.2,-3.93966009038617,0,0	
24.3,-3.90288826339334,0,0	
24.4,-3.86615112390223,0,0	
24.5,-3.82944776658448,0,0	
24.6,-3.79277701408017,0,0	
24.7,-3.75613747912606,0,0	
24.8,-3.71952763161314,0,0	
24.9,-3.68294586733328,0,0	
25,-3.64639057533093,0,0	
25.1,-3.60986020100296,0,0	
25.2,-3.57335330249506,0,0	
25.3,-3.53686859836659,0,0	
25.4,-3.50040500501176,0,0	
25.5,-3.46396166289226,0,0	
25.6,-3.42753795114774,0,0	
25.7,-3.39113349073488,0,0	
25.8,-3.3547481367134,0,0	
25.9,-3.31838196073,0,0	
26,-3.28203522516005,0,0	
26.1,-3.24570835058072,0,0	
26.2,-3.20940187849978,0,0	
26.3,-3.17311643131907,0,0	
26.4,-3.13685267150364,0,0	
26.5,-3.10061126187772,0,0	
26.6,-3.06439282873794,0,0	
26.7,-3.02819792929035,0,0	
26.8,-2.99202702460708,0,0	
26.9,-2.95588045894758,0,0	
27,-2.91975844600357,0,0	
27.1,-2.8836610621962,0,0	
27.2,-2.84758824688917,0,0	
27.3,-2.81153980903523,0,0	
27.4,-2.77551543948707,0,0	
27.5,-2.73951472804196,0,0	
27.6,-2.70353718404628,0,0	
27.7,-2.66758225935893,0,0	
27.8,-2.63164937239448,0,0	
27.9,-2.59573793198655,0,0	
28,-2.55984735994471,0,0	
28.1,-2.52397711123255,0,0	
28.2,-2.48812669096095,0,0	
28.3,-2.4522956675352,0,0	
28.4,-2.41648368154755,0,0	
28.5,-2.38069045027631,0,0	
28.6,-2.34491576783033,0,0	
28.7,-2.30915950126968,0,0	
28.8,-2.27342158319208,0,0	
28.9,-2.23770200144365,0,0	
29,-2.20200078678206,0,0	
29.1,-2.1663179993286,0,0	
29.2,-2.13065371475939,0,0	
29.3,-2.09500801111881,0,0	
29.4,-2.05938095707961,0,0	
29.5,-2.02377260240892,0,0	
29.6,-1.98818297119195,0,0	
29.7,-1.95261205825816,0,0	
29.8,-1.91705982902079,0,0	
29.9,-1.88152622273462,0,0	
30,-1.84601115901505,0,0	
30.1,-1.81051454719884,0,0	
30.2,-1.77503629801806,0,0	
30.3,-1.73957633687112,0,0	
30.4,-1.70413461786312,0,0	
30.5,-1.66871113776094,0,0	
30.6,-1.63330594891426,0,0	
30.7,-1.59791917030104,0,0	
30.8,-1.56255099586578,0,0	
30.9,-1.52720169946878,0,0	
31,-1.49187163593345,0,0	
31.1,-1.45656123783152,0,0	
31.2,-1.42127100792404,0,0	
31.3,-1.386001507365,0,0	
31.4,-1.35075334002802,0,0	
31.5,-1.31552713357573,0,0	
31.6,-1.28032351804802,0,0	
31.7,-1.24514310299799,0,0	
31.8,-1.20998645429629,0,0	
31.9,-1.17485407184037,0,0	
32,-1.13974636945844,0,0	
32.1,-1.10466365823532,0,0	
32.2,-1.06960613445246,0,0	
32.3,-1.03457387315969,0,0	
32.4,-0.99956682818985,0,0	
32.5,-0.964584839189229,0,0	
32.6,-0.929627645922143,0,0	
32.7,-0.894694909778869,0,0	
32.8,-0.859786242082446,0,0	
32.9,-0.824901238408544,0,0	
33,-0.790039517819231,0,0	
33.1,-0.755200765594837,0,0	
33.2,-0.720384777773683,0,0	
33.3,-0.68559150562598,0,0	
33.4,-0.650821098034477,0,0	
33.5,-0.616073939736556,0,0	
33.6,-0.58135068340587,0,0	
33.7,-0.546652273708683,0,0	
33.8,-0.511979961718309,0,0	
33.9,-0.477335308378517,0,0	
34,-0.442720176160634,0,0	
34.1,-0.408136708516735,0,0	
34.2,-0.373587297295758,0,0	
34.3,-0.339074538870953,0,0	
34.4,-0.304601180300451,0,0	
34.5,-0.270170057454725,0,0	
34.6,-0.235784027555464,0,0	
34.7,-0.201445899065772,0,0	
34.8,-0.167158362262693,0,0	
34.9,-0.132923924065615,0,0	
35,-0.0987448508798084,0,0	
35.1,-0.064623123153584,0,0	
35.2,-0.0305604052146021,0,0	
35.3,0.00344196640517788,0,0	
35.4,0.037382973448278,0,0	
35.5,0.0712618831408478,0,0	
35.6,0.105078190887848,0,0	
35.7,0.138831538082625,0,0	
35.8,0.172521605671352,0,0	
35.9,0.206147985180716,0,0	
36,0.239710029925583,0,0	
36.1,0.273206690211347,0,0	
36.2,0.306636337249172,0,0	
36.3,0.339996581351447,0,0	
36.4,0.373284090687539,0,0	
36.5,0.406494417280656,0,0	
36.6,0.43962183725362,0,0	
36.7,0.472659212245185,0,0	
36.8,0.505597878638125,0,0	
36.9,0.538427570691708,0,0	
37,0.571136382727417,0,0	
37.1,0.603710774475543,0,0	
37.2,0.636135622250857,0,0	
37.3,0.668394317062254,0,0	
37.4,0.700468909088053,0,0	
37.5,0.73234029604262,0,0	
37.6,0.763988451220451,0,0	
37.7,0.795392685145635,0,0	
37.8,0.826531933096812,0,0	
37.9,0.857385059363405,0,0	
38,0.887931167809466,0,0	
38.1,0.91814990757371,0,0	
38.2,0.948021762203607,0,0	
38.3,0.977528310544885,0,0	
38.4,1.0066524482275,0,0	
38.5,1.03537855941968,0,0	
38.6,1.06369263017586,0,0	
38.7,1.09158229640275,0,0	
38.8,1.11903682192064,0,0	
38.9,1.14604700477537,0,0	
39,1.1726050127625,0,0	
39.1,1.19870415245057,0,0	
39.2,1.22433857890777,0,0	
39.3,1.24950295655115,0,0	
39.4,1.27419208440179,0,0	
39.5,1.29840050140463,0,0	
39.6,1.32212208976006,0,0	
39.7,1.34534969542606,0,0	
39.8,1.36807478584975,0,0	
39.9,1.39028716499605,0,0	
