time,x_degree,y_degree,z_degree
0,0.388022955,0,0
0.2,0.439340411,0,0
0.4,0.492753212,0,0
0.6,0.548198146,0,0
0.8,0.60560392,0,0
1,0.664891148,0,0
1.2,0.725972361,0,0
1.4,0.788752051,0,0
1.6,0.853126749,0,0
1.8,0.918985127,0,0
2,0.986208139,0,0
2.2,1.05466919,0,0
2.4,1.124234339,0,0
2.6,1.194762533,0,0
2.8,1.266105873,0,0
3,1.338109914,0,0
3.2,1.410613995,0,0
3.4,1.483451599,0,0
3.6,1.556450741,0,0
3.8,1.629434396,0,0
4,1.702220939,0,0
4.2,1.77462463,0,0
4.4,1.846456106,0,0
4.6,1.917522921,0,0
4.8,1.987630084,0,0
5,2.05658064,0,0
5.2,2.124176261,0,0
5.4,2.190217852,0,0
5.6,2.254506186,0,0
5.8,2.316842539,0,0
6,2.377029348,0,0
6.2,2.434870874,0,0
6.4,2.490173874,0,0
6.6,2.542748276,0,0
6.8,2.592407864,0,0
7,2.638970956,0,0
7.2,2.682261082,0,0
7.4,2.722107661,0,0
7.6,2.758346668,0,0
7.8,2.790821288,0,0
8,2.819382567,0,0
8.2,2.843890034,0,0
8.4,2.864212321,0,0
8.6,2.880227747,0,0
8.8,2.891824894,0,0
9,2.898903139,0,0
9.2,2.901373181,0,0
9.4,2.899157512,0,0
9.6,2.892190873,0,0
9.8,2.88042067,0,0
10,2.863807343,0,0
10.2,2.842324707,0,0
10.4,2.815960243,0,0
10.6,2.784715348,0,0
10.8,2.748605534,0,0
11,2.707660586,0,0
11.2,2.661924665,0,0
11.4,2.61145636,0,0
11.6,2.55632869,0,0
11.8,2.496629053,0,0
12,2.432459118,0,0
12.2,2.363934663,0,0
12.4,2.29118536,0,0
12.6,2.214354499,0,0
12.8,2.133598665,0,0
13,2.049087348,0,0
13.2,1.961002511,0,0
13.4,1.869538096,0,0
13.6,1.774899474,0,0
13.8,1.677302856,0,0
14,1.576974643,0,0
14.2,1.474150728,0,0
14.4,1.36907576,0,0
14.6,1.262002356,0,0
14.8,1.153190278,0,0
15,1.042905569,0,0
15.2,0.931419655,0,0
15.4,0.819008414,0,0
15.6,0.705951226,0,0
15.8,0.592529984,0,0
16,0.479028105,0,0
16.2,0.365729506,0,0
16.4,0.25291759,0,0
16.6,0.140874207,0,0
16.8,0.029878632,0,0
17,-0.079793467,0,0
17.2,-0.187871042,0,0
17.4,-0.294088665,0,0
17.6,-0.398187514,0,0
17.8,-0.499916328,0,0
18,-0.599032332,0,0
18.2,-0.695302126,0,0
18.4,-0.788502543,0,0
18.6,-0.878421448,0,0
18.8,-0.964858495,0,0
19,-1.047625831,0,0
19.2,-1.126548735,0,0
19.4,-1.201466204,0,0
19.6,-1.272231459,0,0
19.8,-1.338712399,0,0
20,-1.400791968,0,0
20.2,-1.458368454,0,0
20.4,-1.511355711,0,0
20.6,-1.559683301,0,0
20.8,-1.60329656,0,0
21,-1.642156578,0,0
21.2,-1.676240105,0,0
21.4,-1.705539373,0,0
21.6,-1.730061843,0,0
21.8,-1.749829875,0,0
22,-1.764880318,0,0
22.2,-1.775264034,0,0
22.4,-1.781045351,0,0
22.6,-1.782301449,0,0
22.8,-1.779121689,0,0
23,-1.771606879,0,0
23.2,-1.759868498,0,0
23.4,-1.744027865,0,0
23.6,-1.724215277,0,0
23.8,-1.700569103,0,0
24,-1.673234861,0,0
24.2,-1.642364272,0,0
24.4,-1.608114294,0,0
24.6,-1.570646159,0,0
24.8,-1.530124405,0,0
25,-1.486715917,0,0
25.2,-1.440588983,0,0
25.4,-1.391912375,0,0
25.6,-1.340854453,0,0
25.8,-1.287582306,0,0
26,-1.232260939,0,0
26.2,-1.175052499,0,0
26.4,-1.116115562,0,0
26.6,-1.055604473,0,0
26.8,-0.993668747,0,0
27,-0.930452541,0,0
27.2,-0.866094191,0,0
27.4,-0.800725826,0,0
27.6,-0.734473048,0,0
27.8,-0.667454698,0,0
28,-0.599782692,0,0
28.2,-0.531561932,0,0
28.4,-0.462890299,0,0
28.6,-0.393858713,0,0
28.8,-0.32455127,0,0
29,-0.255045447,0,0
29.2,-0.185412368,0,0
29.4,-0.115717141,0,0
29.6,-0.046019242,0,0
29.8,0.023627043,0,0
30,0.093172133,0,0
30.2,0.162570627,0,0
