0.388022955072248,
0.712669456952956,
0.661770946520471,
0.610446297853486,
0.558612325432412,
0.506181993983316,
0.453065684230833,
0.399172527028765,
0.34441179560822,
0.288694344760008,
0.231934084985318,
0.174049479428199,
0.114965050263171,
0.0546128815644603,
-0.00706589519981712,
-0.0701196468315197,
-0.134584828977175,
-0.200484635756327,
-0.26782772178606,
-0.336607010198977,
-0.406798599495943,
-0.478360781676698,
-0.551233183553295,
-0.625336042047264,
-0.700569623733232,
-0.776813797636864,
-0.853927769467634,
-0.931749984001831,
-1.01009820135063,
-1.08876975112255,
-1.16754196761713,
-1.24617280716715,
-1.3244016476079,
-1.40195026830412,
-1.47852400722577,
-1.55381309070243,
-1.6274941291836,
-1.69923177139918,
-1.76868050756971,
-1.83548661076399,
-1.89929020458209,
-1.95972744348224,
-2.01643279139087,
-2.0690413827585,
-2.11719144948207,
-2.16052679622169,
-2.19869930575801,
-2.23137145578955,
-2.25821882773436,
-2.27893258826576,
-2.29322192383653,
-2.30081640872764,
-2.30146828738616,
-2.29495465197811,
-2.28107949704001,
-2.25967563335618,
-2.23060644449353,
-2.19376747024912,
-2.1490878023558,
-2.09653127939098,
-2.03609746889296,
-1.96782242665422,
-1.89177922443467,
-1.80807823939963,
-1.71686720010038,
-1.61833098592616,
-1.51269117890434,
-1.40020536829545,
-1.2811662109754,
-1.15590025187501,
-1.02476651129041,
-0.888154847378823,
-0.746484104007595,
-0.600200056003085,
-0.449773165422763,
-0.295696164044968,
-0.13848147862224,
0.0213414830194916,
0.183229166332915,
0.346626804357134,
0.510971431362889,
0.67569495435665,
0.840227259995176,
1.00399933524279,
1.16644637867171,
1.32701088047332,
1.48514564887966,
1.64031676134299,
1.79200641959448,
1.93971568808374,
2.08296709679242,
2.22130709002968,
2.35430830457188,
2.48157166149479,
2.60272825788443,
2.71744104619226,
2.82540629044463,
2.92635479103319,
3.02005287076071,
3.10630311762624,
-3.09824042588982,
-3.02733078507966,
-2.96423989313012,
-2.90901760300702,
-2.86167747358655,
-2.82219748045869,
-2.79052095003943,
-2.76655770684147,
-2.75018542216855,
-2.74125115103758,
-2.73957304280556,
-2.74494220965504,
-2.75712473632392,
-2.77586381314697,
-2.80088197424169,
-2.83188342169467,
-2.86855641632818,
-2.91057571563573,
-2.95760503894127,
-3.0092995405451,
-3.06530827141911,
-3.12527661062768,
3.09433665872546,
3.02751580363427,
2.95779774938247,
2.88552871398012,
2.81104749077831,
2.73468354936294,
2.6567552737786,
2.57756834830906,
2.49741429999365,
2.4165692049625,
2.33529256467734,
2.25382635613342,
2.17239425873203,
2.09120105900996,
2.01043223249471,
1.93025370102838,
1.85081176176307,
1.77223318329287,
1.69462546258375,
1.61807723531129,
1.54265883119451,
1.46842296454494,
1.39540554986418,
1.32362663088478,
1.2530914112917,
1.18379137460495,
1.11570548014317,
1.04880142210306,
0.983036938029509,
0.918361153559582,
0.854715949894718,
0.792037340919972,
0.730256847243474,
0.669302854504666,
0.609101944435315,
0.549580187117922,
0.490664384144879,
0.432283252768992,
0.374368542174106,
0.316856073943658,
0.25968669954767,
0.202807168943058,
0.146170905007944,
0.0897386800029994,
0.0334791908649954,
-0.0226304685466734,
-0.0786044392852179,
-0.134447833259222,
-0.190156572275912,
-0.245717328444738,
-0.301107563121825,
-0.356295661010622,
-0.411241155077296,
-0.4658950374211,
-0.520200150539998,
-0.574091652935321,
-0.627497552563203,
-0.680339301170995,
-0.732532442356021,
-0.783987305880717,
-0.834609740660901,
-0.884301878794103,
-0.932962922870672,
-0.980489949066512,
-1.02677871845024,
-1.07172448929148,
-1.1152228233255,
-1.15717037918812,
-1.19746568680635,
