0.388022955072248,
0.439340411447882,
0.492753212418322,
0.548198145856746,
0.605603920136915,
0.664891148146823,
0.725972360868305,
0.788752051257034,
0.853126749052194,
0.918985127019526,
0.986208139015464,
1.05466919013455,
1.12423433907039,
1.19476253269512,
1.26610587272432,
1.3381099142023,
1.41061399540621,
1.48345159863157,
1.55645074118668,
1.62943439578723,
1.70222093940712,
1.7746246295132,
1.8464561064765,
1.91752292083138,
1.98763008392237,
2.05658064036655,
2.12417626063606,
2.19021785195807,
2.25450618562355,
2.31684253869024,
2.37702934797642,
2.434870874148,
2.49017387362104,
2.54274827592857,
2.59240786412455,
2.63897095574541,
2.68226108179219,
2.72210766114862,
2.75834666782146,
2.79082128834883,
2.81938256671678,
2.84389003410326,
2.86421232077188,
2.88022774744746,
2.89182489352135,
2.89890313946294,
2.90137318085632,
2.89915751152689,
2.89219087327999,
2.88042066985671,
2.86380734277549,
2.84232470683965,
2.81596024318865,
2.78471534787318,
2.74860553409983,
2.70766058638119,
2.66192466501867,
2.61145635950083,
2.55632868953292,
2.49662905268422,
2.43245911774012,
2.36393466312016,
2.29118535993885,
2.21435449943617,
2.13359866487702,
2.04908734813531,
1.96100251149733,
1.86953809550449,
1.7748994738097,
1.67730285645793,
1.57697464313011,
1.47415072823501,
1.36907576003523,
1.26200235617743,
1.15319027839535,
1.04290556932343,
0.931419654665788,
0.819008414232219,
0.705951225571839,
0.59252998418605,
0.47902810451409,
0.365729506102198,
0.252917589537622,
0.140874206893103,
0.0298786315750726,
-0.0797934673975688,
-0.187871041611742,
-0.294088664785917,
-0.398187514436402,
-0.499916328472865,
-0.599032331549957,
-0.69530212612977,
-0.788502543199282,
-0.878421447845773,
-0.964858494976991,
-1.04762583073565,
-1.12654873536563,
-1.2014662036475,
-1.27223145919124,
-1.33871239939338,
-1.40079196816134,
-1.45836845386406,
-1.5113557106021,
-1.55968330106994,
-1.60329656007184,
-1.6421565780697,
-1.67624010466253,
-1.70553937261553,
-1.730061843307,
-1.74982987532963,
-1.76488031827115,
-1.77526403436002,
-1.7810453512266,
-1.78230144938656,
-1.77912168876738,
-1.77160687888408,
-1.75986849779085,
-1.74402786538071,
-1.72421527685541,
-1.7005691026717,
-1.67323486140103,
-1.64236427229053,
-1.60811429439475,
-1.57064615937029,
-1.53012440499588,
-1.48671591652055,
-1.44058898297283,
-1.39191237527077,
-1.34085445297576,
-1.28758230618021,
-1.23226093874518,
-1.17505249884551,
-1.11611556217631,
-1.05560447291231,
-0.993668746876991,
-0.930452540843743,
-0.86609419139774,
-0.800725825952325,
-0.7344730480822,
-0.667454698466876,
-0.599782692194145,
-0.531561932338529,
-0.462890299098767,
-0.393858713026288,
-0.324551270196771,
-0.255045446528766,
-0.185412367704051,
-0.115717140637009,
-0.0460192417480709,
0.0236270431410532,
0.0931721330696034,
0.162570626538698,
0.231780742926249,
0.300763737683338,
0.369483298309423,
0.437904928488207,
0.505995327732927,
0.573721773953214,
0.64105151632597,
0.707951185694862,
0.774386229610607,
0.840320378725083,
0.905715151049224,
0.970529400054338,
1.03471891221832,
1.09823605906067,
1.16102950810909,
1.22304399664659,
1.28422017134564,
1.3444944962876,
1.40379923106784,
1.46206247990716,
1.51920831202982,
1.57515695262219,
1.62982504312187,
1.68312596862865,
1.7349702496332,
1.78526599449621,
1.8339194083481,
1.88083535363459,
1.9259179566588,
1.96907125424877,
2.01019987391367,
2.04920974058818,
2.08600880275695,
2.12050777019854,
2.15262085584241,
2.18226651363778,
2.20936816454969,
2.23385490288048,
2.25566217488981,
2.27473242237812,
2.29101568366843,
2.30447014512306,
2.31506263653716,
2.32276906430882,
2.32757477690724,
2.32947485759118,
2.32847434012345,
2.32458834385178,
2.31784212538165,
2.30827104472003,
2.29592044467759,
2.28084544302925,
2.26311063788656,
2.24278972761391,
2.21996504722486,
2.1947270243824,
2.16717355855026,
2.13740932797204,
2.10554502978424,
2.07169655911097,
2.03598413402935,
1.99853137349799,
1.95946433628479,
1.91891052912807,
1.87699789296305,
1.83385377630097,
1.78960390521677,
1.74437135955531,
1.69827556500235,
1.65143131089585,
1.60394780326571,
1.55592776287257,
1.50746657742019,
1.45865151695595,
1.40956102112411,
1.36026406620216,
1.31081961972565,
1.26127618938448,
1.21167147247463,
1.16203211136347,
1.11237355934861,
1.06270006087716,
1.01300474855923,
0.963269858874448,
0.913467067307075,
0.863557942377651,
0.813494517404781,
0.763219977299499,
