time,x_degree,y_degree,z_degree	
0,-12.0824370545975,0,0	
0.1,-12.0771927977208,0,0	
0.2,-12.0663293452858,0,0	
0.3,-12.050654867793,0,0	
0.4,-12.030945678963,0,0	
0.5,-12.0079373981223,0,0	
0.6,-11.982317264858,0,0	
0.7,-11.9547177113018,0,0	
0.8,-11.9257112674322,0,0	
0.9,-11.895806843416,0,0	
1,-11.8654474013823,0,0	
1.1,-11.8350089979193,0,0	
1.2,-11.8048011484566,0,0	
1.3,-11.7750684369858,0,0	
1.4,-11.7459932690564,0,0	
1.5,-11.7176996442447,0,0	
1.6,-11.690257805917,0,0	
1.7,-11.663689612198,0,0	
1.8,-11.6379744625116,0,0	
1.9,-11.6130556088926,0,0	
2,-11.5888466810066,0,0	
2.1,-11.5652382575727,0,0	
2.2,-11.5421043251748,0,0	
2.3,-11.5193084771895,0,0	
2.4,-11.496709720997,0,0	
2.5,-11.4741677794541,0,0	
2.6,-11.4515477928472,0,0	
2.7,-11.42872434932,0,0	
2.8,-11.4055847940556,0,0	
2.9,-11.3820317903112,0,0	
3,-11.3579851274809,0,0	
3.1,-11.3333827923073,0,0	
3.2,-11.3081813388626,0,0	
3.3,-11.2823556099249,0,0	
3.4,-11.2558978771176,0,0	
3.5,-11.228816478899,0,0	
3.6,-11.2011340442226,0,0	
3.7,-11.1728853952617,0,0	
3.8,-11.1441152250022,0,0	
3.9,-11.1148756449086,0,0	
4,-11.0852236943734,0,0	
4.1,-11.0552188977287,0,0	
4.2,-11.0249209461362,0,0	
4.3,-10.9943875718287,0,0	
4.4,-10.9636726703979,0,0	
4.5,-10.9328247145205,0,0	
4.6,-10.9018854894928,0,0	
4.7,-10.8708891678402,0,0	
4.8,-10.8398617277401,0,0	
4.9,-10.8088207079435,0,0	
5,-10.7777752811989,0,0	
5.1,-10.7467266186654,0,0	
5.2,-10.7156685100099,0,0	
5.3,-10.6845881978069,0,0	
5.4,-10.6534673806033,0,0	
5.5,-10.6222833366412,0,0	
5.6,-10.5910101196436,0,0	
5.7,-10.5596197792495,0,0	
5.8,-10.5280835613113,0,0	
5.9,-10.496373047336,0,0	
6,-10.4644611975641,0,0	
6.1,-10.4323232680787,0,0	
6.2,-10.3999375791631,0,0	
6.3,-10.367286118835,0,0	
6.4,-10.334354972711,0,0	
6.5,-10.3011345780417,0,0	
6.6,-10.2676198061837,0,0	
6.7,-10.2338098836296,0,0	
6.8,-10.1997081666079,0,0	
6.9,-10.1653217884913,0,0	
7,-10.1306612023204,0,0	
7.1,-10.0957396428433,0,0	
7.2,-10.0605725335902,0,0	
7.3,-10.0251768645472,0,0	
7.4,-9.989570565144,0,0	
7.5,-9.95377189562305,0,0	
7.6,-9.91779887740223,0,0	
7.7,-9.88166878013424,0,0	
7.8,-9.84539767973807,0,0	
7.9,-9.80900009801451,0,0	
8,-9.77248873066898,0,0	
8.1,-9.73587426678039,0,0	
8.2,-9.6991652991906,0,0	
8.3,-9.66236832194966,0,0	
8.4,-9.62548780798651,0,0	
8.5,-9.58852635778705,0,0	
8.6,-9.55148490781162,0,0	
8.7,-9.51436298608732,0,0	
8.8,-9.47715900153939,0,0	
8.9,-9.43987055336706,0,0	
9,-9.40249474708914,0,0	
9.1,-9.36502850455468,0,0	
9.2,-9.32746885646712,0,0	
9.3,-9.28981320743517,0,0	
9.4,-9.25205956534263,0,0	
9.5,-9.21420672884754,0,0	
9.6,-9.17625442878114,0,0	
9.7,-9.13820342136065,0,0	
9.8,-9.10005553309659,0,0	
9.9,-9.06181365907851,0,0	
10,-9.02348171808306,0,0	
10.1,-8.98506456923449,0,0	
10.2,-8.94656789615899,0,0	
10.3,-8.90799806537295,0,0	
10.4,-8.86936196608317,0,0	
10.5,-8.83066683889245,0,0	
10.6,-8.79192010066134,0,0	
10.7,-8.75312917249493,0,0	
10.8,-8.7143013171889,0,0	
10.9,-8.67544349158555,0,0	
11,-8.63656221845709,0,0	
11.1,-8.59766348131156,0,0	
11.2,-8.55875264450008,0,0	
11.3,-8.51983439983905,0,0	
11.4,-8.48091273978713,0,0	
11.5,-8.44199095633208,0,0	
11.6,-8.40307166366564,0,0	
11.7,-8.3641568420582,0,0	
11.8,-8.32524789969444,0,0	
11.9,-8.28634574870289,0,0	
12,-8.2474508914839,0,0	
12.1,-8.20856351316688,0,0	
12.2,-8.1696835762169,0,0	
12.3,-8.13081091339362,0,0	
12.4,-8.09194531553369,0,0	
12.5,-8.05308661123909,0,0	
12.6,-8.01423473592758,0,0	
12.7,-7.97538978841262,0,0	
12.8,-7.93655207380248,0,0	
12.9,-7.89772213202589,0,0	
13,-7.85890075209456,0,0	
13.1,-7.82008897257764,0,0	
13.2,-7.78128806940185,0,0	
13.3,-7.74249953249218,0,0	
13.4,-7.70372503300243,0,0	
13.5,-7.66496638330266,0,0	
13.6,-7.62622549184255,0,0	
13.7,-7.58750431517309,0,0	
13.8,-7.54880480934338,0,0	
13.9,-7.5101288826602,0,0	
14,-7.47147835175043,0,0	
14.1,-7.43285490244653,0,0	
14.2,-7.39426005678391,0,0	
14.3,-7.35569514709765,0,0	
14.4,-7.31716129770067,0,0	
14.5,-7.27865941449563,0,0	
14.6,-7.24019018232708,0,0	
14.7,-7.20175406970113,0,0	
14.8,-7.16335134023262,0,0	
14.9,-7.12498206983869,0,0	
15,-7.08664616870827,0,0	
