time,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,,,,,,,,,,
332,-2.570354054,-2.782456456,-2.270680581,-2.731824124,-2.608374174,-2.404339039,-2.339560661,-2.797955756,-2.667912513,-2.569767568,,,,,,,,,,
333,-2.553327027,-2.765428228,-2.307456957,-2.701928729,-2.582887087,-2.44961952,-2.32603033,-2.803011211,-2.66238959,-2.608683784,,,,,,,,,,
334,-2.5363,-2.7484,-2.344233333,-2.672033333,-2.5574,-2.4949,-2.3125,-2.808066667,-2.656866667,-2.6476,,,,,,,,,,
335,-2.568272973,-2.731371772,-2.38100971,-2.642137938,-2.531912913,-2.473172673,-2.29896967,-2.813122122,-2.651343744,-2.686516216,,,,,,,,,,
336,-2.600245946,-2.714343544,-2.417786086,-2.612242543,-2.506425826,-2.451445345,-2.285439339,-2.818177578,-2.645820821,-2.725432432,,,,,,,,,,
337,-2.632218919,-2.684276877,-2.454562462,-2.582347147,-2.480938739,-2.429718018,-2.294305105,-2.823233033,-2.640297898,-2.759565465,,,,,,,,,,
338,-2.664191892,-2.634524725,-2.491338839,-2.552451752,-2.455451652,-2.407990691,-2.336984585,-2.828288488,-2.661085786,-2.774765065,,,,,,,,,,
339,-2.696164865,-2.584772573,-2.528115215,-2.522556356,-2.429964565,-2.386263363,-2.379664064,-2.833343944,-2.699265566,-2.789964665,,,,,,,,,,
340,-2.728137838,-2.53502042,-2.564891592,-2.508425526,-2.404477477,-2.364536036,-2.422343544,-2.830974775,-2.737445345,-2.805164264,,,,,,,,,,
341,-2.760110811,-2.485268268,-2.580648148,-2.554068669,-2.414027427,-2.342808709,-2.465023023,-2.815170571,-2.775625125,-2.820363864,,,,,,,,,,
342,-2.792083784,-2.435516116,-2.588107407,-2.599711812,-2.454155155,-2.321081381,-2.507702503,-2.799366366,-2.813804905,-2.835563463,,,,,,,,,,
343,-2.824056757,-2.385763964,-2.595566667,-2.645354955,-2.494282883,-2.313302703,-2.550381982,-2.783562162,-2.851984685,-2.850763063,,,,,,,,,,
344,-2.831515015,-2.336011812,-2.603025926,-2.690998098,-2.534410611,-2.35046967,-2.593061461,-2.767757958,-2.890164464,-2.865962663,,,,,,,,,,
345,-2.813016517,-2.342213614,-2.610485185,-2.736641241,-2.574538338,-2.387636637,-2.612050851,-2.751953754,-2.928344244,-2.881162262,,,,,,,,,,
346,-2.794518018,-2.3866997,-2.617944444,-2.782284384,-2.614666066,-2.424803604,-2.614831231,-2.73614955,-2.966524024,-2.867975075,,,,,,,,,,
347,-2.77601952,-2.431185786,-2.625403704,-2.827927528,-2.654793794,-2.461970571,-2.617611612,-2.720345345,-3.004703804,-2.847986887,,,,,,,,,,
348,-2.757521021,-2.475671872,-2.632862963,-2.873570671,-2.694921522,-2.499137538,-2.620391992,-2.704541141,-3.008040741,-2.827998699,,,,,,,,,,
349,-2.739022523,-2.520157958,-2.640322222,-2.88100961,-2.735049249,-2.536304505,-2.623172372,-2.725818018,-2.960855556,-2.808010511,,,,,,,,,,
350,-2.720524024,-2.564644044,-2.638807307,-2.853428028,-2.775176977,-2.573471471,-2.625952753,-2.751685886,-2.91367037,-2.788022322,,,,,,,,,,
351,-2.702025526,-2.60913013,-2.615580681,-2.825846446,-2.774465465,-2.610638438,-2.628733133,-2.777553754,-2.866485185,-2.768034134,,,,,,,,,,
352,-2.683527027,-2.653616216,-2.592354054,-2.798264865,-2.765681081,-2.639027027,-2.631513514,-2.803421622,-2.8193,-2.748045946,,,,,,,,,,
353,-2.665028529,-2.702328328,-2.569127427,-2.770683283,-2.756896697,-2.657661862,-2.642847047,-2.829289489,-2.772114815,-2.728057758,,,,,,,,,,
354,-2.686206907,-2.75217017,-2.545900801,-2.74E+00,-2.748112312,-2.676296697,-2.656467067,-2.855157357,-2.72492963,-2.731215816,,,,,,,,,,
355,-2.708552252,-2.802012012,-2.522674174,-2.71552012,-2.739327928,-2.694931532,-2.670087087,-2.881025225,-2.677744444,-2.76743994,,,,,,,,,,
356,-2.730897598,-2.851853854,-2.499447548,-2.687938539,-2.730543544,-2.713566366,-2.683707107,-2.906893093,-2.630559259,-2.803664064,,,,,,,,,,
357,-2.753242943,-2.901695696,-2.476220921,-2.660356957,-2.721759159,-2.732201201,-2.697327127,-2.91152973,-2.583374074,-2.839888188,,,,,,,,,,
358,-2.775588288,-2.951537538,-2.452994294,-2.676268468,-2.712974775,-2.750836036,-2.710947147,-2.887291892,-2.556411111,-2.876112312,,,,,,,,,,
359,-2.797933634,-3.001379379,-2.429767668,-2.700787988,-2.70419039,-2.769470871,-2.724567167,-2.863054054,-2.603596296,-2.912336436,,,,,,,,,,
360,-2.820278979,-3.051221221,-2.452043744,-2.725307508,-2.692936737,-2.788105706,-2.738187187,-2.838816216,-2.650781481,-2.948560561,,,,,,,,,,
361,-2.842624324,-3.039589189,-2.481244144,-2.749827027,-2.665985586,-2.774032432,-2.750936937,-2.814578378,-2.697966667,-2.984784685,,,,,,,,,,
362,-2.86496967,-3.026981381,-2.510444545,-2.774346547,-2.639034434,-2.746633634,-2.763672873,-2.790340541,-2.745151852,-3.02006006,,,,,,,,,,
363,-2.873361862,-3.014373574,-2.539644945,-2.798866066,-2.612083283,-2.719234835,-2.776408809,-2.766102703,-2.792337037,-2.999833634,,,,,,,,,,
364,-2.865184685,-3.001765766,-2.568845345,-2.823385586,-2.585132132,-2.691836036,-2.789144745,-2.741864865,-2.839522222,-2.979607207,,,,,,,,,,
365,-2.857007508,-2.989157958,-2.598045746,-2.847905105,-2.558180981,-2.664437237,-2.801880681,-2.717627027,-2.886707407,-2.959380781,,,,,,,,,,
366,-2.84883033,-2.97655015,-2.627246146,-2.871575475,-2.53122983,-2.637038438,-2.814616617,-2.744685986,-2.933892593,-2.939154354,,,,,,,,,,
367,-2.840653153,-2.963942342,-2.656446547,-2.890350751,-2.504278679,-2.60963964,-2.827352553,-2.774014715,-2.981077778,-2.918927928,,,,,,,,,,
368,-2.832475976,-2.951316116,-2.685646947,-2.909126026,-2.477327528,-2.582240841,-2.836183784,-2.803343443,-3.02671962,-2.898701502,,,,,,,,,,
369,-2.824298799,-2.938605806,-2.686924925,-2.927901301,-2.450376376,-2.554842042,-2.827189189,-2.832672172,-2.998280981,-2.878475075,,,,,,,,,,
370,-2.816121622,-2.925895495,-2.653151351,-2.946676577,-2.453055856,-2.567216216,-2.818194595,-2.862000901,-2.969842342,-2.858248649,,,,,,,,,,
371,-2.807944444,-2.913185185,-2.619377778,-2.965451852,-2.493925926,-2.5818,-2.8092,-2.89132963,-2.941403704,-2.86577037,,,,,,,,,,
372,-2.799767267,-2.900474875,-2.585604204,-2.984227127,-2.534795996,-2.596383784,-2.800205405,-2.920658358,-2.912965065,-2.890165966,,,,,,,,,,
373,-2.778330631,-2.887764565,-2.551830631,-3.003002402,-2.575666066,-2.610967568,-2.791210811,-2.949987087,-2.884526426,-2.914561562,,,,,,,,,,
374,-2.75609039,-2.875054254,-2.518057057,-3.021777678,-2.616536136,-2.625551351,-2.782216216,-2.95874004,-2.856087788,-2.938957157,,,,,,,,,,
375,-2.73385015,-2.862343944,-2.484283483,-3.025528328,-2.657406206,-2.640135135,-2.773221622,-2.946207708,-2.827649149,-2.963352753,,,,,,,,,,
376,-2.71160991,-2.841191592,-2.45050991,-3.011703003,-2.698276276,-2.654718919,-2.766259459,-2.933675375,-2.799210511,-2.987748348,,,,,,,,,,
377,-2.68936967,-2.805969169,-2.416736336,-2.997877678,-2.739146346,-2.669302703,-2.762684685,-2.921143043,-2.770771872,-3.012143944,,,,,,,,,,
378,-2.667129429,-2.770746747,-2.3837003,-2.984052352,-2.780016416,-2.683138138,-2.75910991,-2.908610711,-2.742333233,-3.03653954,,,,,,,,,,
379,-2.644889189,-2.735524324,-2.389016216,-2.970227027,-2.820886486,-2.693659459,-2.755535135,-2.896078378,-2.743156757,-3.040924324,,,,,,,,,,
380,-2.622648949,-2.700301902,-2.394332132,-2.956401702,-2.835388589,-2.704180781,-2.75196036,-2.883546046,-2.750121722,-2.977124124,,,,,,,,,,
381,-2.600408709,-2.665079479,-2.399648048,-2.942576376,-2.840523123,-2.714702102,-2.748385586,-2.871013714,-2.757086687,-2.913323924,,,,,,,,,,
382,-2.60233964,-2.629857057,-2.404963964,-2.928751051,-2.845657658,-2.725223423,-2.744810811,-2.859670571,-2.764051652,-2.849523724,,,,,,,,,,
383,-2.636498799,-2.594634635,-2.41027988,-2.914925726,-2.850792192,-2.735744745,-2.741236036,-2.893913013,-2.771016617,-2.785723524,,,,,,,,,,
384,-2.670657958,-2.597636737,-2.415595796,-2.91188018,-2.855926727,-2.746266066,-2.744310911,-2.928155455,-2.777981582,-2.721923323,,,,,,,,,,
385,-2.704817117,-2.629438138,-2.420911712,-2.911983784,-2.861061261,-2.756787387,-2.752395796,-2.962397898,-2.784946547,-2.658123123,,,,,,,,,,
386,-2.738976276,-2.66123954,-2.426227628,-2.912087387,-2.866195796,-2.767308709,-2.760480681,-2.99664034,-2.791911512,-2.594322923,,,,,,,,,,
387,-2.773135435,-2.693040941,-2.431543544,-2.912190991,-2.87133033,-2.775773574,-2.768565566,-3.030882783,-2.798876476,-2.530522723,,,,,,,,,,
388,-2.807294595,-2.724842342,-2.424688288,-2.912294595,-2.876464865,-2.781410811,-2.77665045,-3.065125225,-2.805841441,-2.545724324,,,,,,,,,,
389,-2.841453754,-2.756643744,-2.409525726,-2.912398198,-2.881683483,-2.787048048,-2.784735335,-3.099367668,-2.813234635,-2.576885886,,,,,,,,,,
390,-2.875612913,-2.788445145,-2.394363163,-2.912501802,-2.888983183,-2.792685285,-2.79282022,-3.13361011,-2.820876476,-2.608047447,,,,,,,,,,
391,-2.909772072,-2.820246547,-2.379200601,-2.912605405,-2.896282883,-2.798322523,-2.800905105,-3.137032733,-2.828518318,-2.639209009,,,,,,,,,,
392,-2.917504805,-2.858944244,-2.364038038,-2.913426727,-2.903582583,-2.80395976,-2.834103103,-3.116173073,-2.83616016,-2.670370571,,,,,,,,,,
393,-2.92276006,-2.899753053,-2.348875475,-2.921784084,-2.910882282,-2.809596997,-2.874988789,-3.095313413,-2.843802002,-2.701532132,,,,,,,,,,
394,-2.928015315,-2.940561862,-2.333712913,-2.930141441,-2.918181982,-2.815234234,-2.915874474,-3.074453754,-2.851443844,-2.732693694,,,,,,,,,,
395,-2.933270571,-2.981370671,-2.31855035,-2.938498799,-2.925481682,-2.820871471,-2.95676016,-3.053594094,-2.859085686,-2.763855255,,,,,,,,,,
396,-2.938525826,-3.022179479,-2.303387788,-2.946856156,-2.932781381,-2.824444144,-2.997645846,-3.032734434,-2.866727528,-2.797572573,,,,,,,,,,
397,-2.943781081,-3.062988288,-2.296410811,-2.955213514,-2.940081081,-2.826943243,-3.038531532,-3.011874775,-2.874369369,-2.834582883,,,,,,,,,,
398,-2.949036336,-3.103797097,-2.329452252,-2.963570871,-2.947380781,-2.829442342,-3.079417217,-2.991015115,-2.882011211,-2.871593193,,,,,,,,,,
399,-2.954291592,-3.144605906,-2.362493694,-2.971928228,-2.942786086,-2.831941441,-3.120302903,-2.970075075,-2.892386286,-2.908603504,,,,,,,,,,
400,-2.959546847,-3.093096997,-2.395535135,-2.980285586,-2.915082282,-2.834440541,-3.092288889,-2.948353153,-2.906257357,-2.945613814,,,,,,,,,,
401,-2.965987688,-3.037835335,-2.428576577,-2.993109409,-2.887378478,-2.83693964,-3.061474074,-2.926631231,-2.920128428,-2.982624124,,,,,,,,,,
402,-2.974206907,-2.982573674,-2.461618018,-3.012632933,-2.859674675,-2.839438739,-3.030659259,-2.904909309,-2.933999499,-3.019634434,,,,,,,,,,
403,-2.982426126,-2.927312012,-2.494659459,-3.032156456,-2.831970871,-2.841937838,-2.999844444,-2.883187387,-2.947870571,-3.056644745,,,,,,,,,,
404,-2.990645345,-2.87205035,-2.527700901,-3.05167998,-2.804267067,-2.844436937,-2.96902963,-2.861465465,-2.961741642,-3.091495896,,,,,,,,,,
405,-2.998864565,-2.816788689,-2.560742342,-3.071203504,-2.776563263,-2.817306006,-2.938214815,-2.839743544,-2.975612713,-3.077118218,,,,,,,,,,
406,-3.007083784,-2.761527027,-2.593783784,-3.090727027,-2.748859459,-2.786689189,-2.9074,-2.818021622,-2.989483784,-3.062740541,,,,,,,,,,
407,-3.015303003,-2.723112212,-2.608921722,-3.110250551,-2.721155656,-2.756072372,-2.883375976,-2.7962997,-3.003354855,-3.048362863,,,,,,,,,,
408,-3.023522222,-2.77567037,-2.617940741,-3.129774074,-2.693451852,-2.725455556,-2.896022222,-2.812333333,-3.017225926,-3.033985185,,,,,,,,,,
409,-3.031741441,-2.828228529,-2.62695976,-3.149297598,-2.697063363,-2.694838739,-2.908668468,-2.850816216,-3.028050751,-3.019607508,,,,,,,,,,
410,-3.039960661,-2.880786687,-2.635978779,-3.148546847,-2.71823043,-2.664221922,-2.921314715,-2.889299099,-3.029482983,-3.00522983,,,,,,,,,,
411,-3.023175075,-2.933344845,-2.644997798,-3.139636937,-2.739397497,-2.633605105,-2.933960961,-2.927781982,-3.030915215,-2.990852152,,,,,,,,,,
412,-3.003163063,-2.985903003,-2.654016817,-3.130727027,-2.760564565,-2.602988288,-2.946607207,-2.966264865,-3.032347447,-2.976474474,,,,,,,,,,
413,-2.983151051,-3.038461161,-2.663035836,-3.121817117,-2.781731632,-2.583421021,-2.959253453,-3.004747748,-3.03377968,-2.953525826,,,,,,,,,,
414,-2.963139039,-3.091019319,-2.672054855,-3.112907207,-2.802898699,-2.636780781,-2.9718997,-3.043230631,-3.035211912,-2.925902102,,,,,,,,,,
415,-2.943127027,-3.107897297,-2.681073874,-3.103997297,-2.824065766,-2.690140541,-2.971145045,-3.081713514,-3.036644144,-2.898278378,,,,,,,,,,
416,-2.923115015,-3.058965165,-2.685300901,-3.095087387,-2.845232833,-2.7435003,-2.945673173,-3.114673273,-3.038076376,-2.870654655,,,,,,,,,,
417,-2.903103003,-3.010033033,-2.67938018,-3.086177477,-2.8663999,-2.79686006,-2.920201301,-3.118854655,-3.039508609,-2.843030931,,,,,,,,,,
418,-2.883090991,-2.961100901,-2.673459459,-3.077356456,-2.887566967,-2.85021982,-2.894729429,-3.123036036,-3.040940841,-2.815407207,,,,,,,,,,
419,-2.863078979,-2.912168769,-2.667538739,-3.071853954,-2.886751251,-2.90357958,-2.869257558,-3.127217417,-3.040848549,-2.787783483,,,,,,,,,,
420,-2.844152252,-2.863236637,-2.661618018,-3.066351451,-2.884575776,-2.956939339,-2.843785686,-3.131398799,-3.0124001,-2.76015976,,,,,,,,,,
421,-2.827062162,-2.814304505,-2.655697297,-3.060848949,-2.8824003,-3.010299099,-2.818313814,-3.13558018,-2.983951652,-2.736551051,,,,,,,,,,
422,-2.809972072,-2.765372372,-2.649776577,-3.055346446,-2.880224825,-3.035990991,-2.792841942,-3.139761562,-2.955503203,-2.724853554,,,,,,,,,,
423,-2.792881982,-2.755553353,-2.643855856,-3.049843944,-2.878049349,-3.014252252,-2.792791491,-3.143942943,-2.927054755,-2.713156056,,,,,,,,,,
424,-2.775791892,-2.778142342,-2.637935135,-3.044341441,-2.875873874,-2.992513514,-2.813804505,-3.148124324,-2.898606306,-2.701458559,,,,,,,,,,
425,-2.758701802,-2.800731331,-2.632014414,-3.038838939,-2.873698398,-2.970774775,-2.834817518,-3.155203203,-2.870157858,-2.689761061,,,,,,,,,,
426,-2.741611712,-2.82332032,-2.603793894,-3.033336436,-2.871522923,-2.949036036,-2.855830531,-3.163554154,-2.841709409,-2.678063564,,,,,,,,,,
427,-2.724521622,-2.845909309,-2.572991291,-3.023890991,-2.869347447,-2.927297297,-2.876843544,-3.171905105,-2.813260961,-2.666366066,,,,,,,,,,
428,-2.707431532,-2.868498298,-2.542188689,-3.006761862,-2.869108909,-2.905558559,-2.897856557,-3.180256056,-2.784812513,-2.654668569,,,,,,,,,,
429,-2.690341441,-2.891087287,-2.511386086,-2.989632733,-2.874913614,-2.88381982,-2.91886957,-3.188607007,-2.756364064,-2.642971071,,,,,,,,,,
430,-2.728044144,-2.913676276,-2.480583483,-2.972503604,-2.880718318,-2.862081081,-2.939882583,-3.196957958,-2.76598048,-2.667172673,,,,,,,,,,
431,-2.774878979,-2.904151652,-2.449780881,-2.955374474,-2.886523023,-2.869137237,-2.968132332,-3.205308909,-2.781941041,-2.697357457,,,,,,,,,,
432,-2.821713814,-2.883471772,-2.418978278,-2.938245345,-2.892327728,-2.894972673,-2.998895896,-3.21365986,-2.797901602,-2.727542242,,,,,,,,,,
433,-2.868548649,-2.862791892,-2.388175676,-2.921116216,-2.898132432,-2.920808108,-3.029659459,-3.213789189,-2.813862162,-2.757727027,,,,,,,,,,
434,-2.915383483,-2.842112012,-2.357373073,-2.903987087,-2.903937137,-2.946643544,-3.060423023,-3.186208609,-2.829822723,-2.787911812,,,,,,,,,,
435,-2.962218318,-2.821432132,-2.344633534,-2.886857958,-2.909741842,-2.972478979,-3.091186587,-3.158628028,-2.845783283,-2.818096597,,,,,,,,,,
436,-3.009053153,-2.800752252,-2.352124625,-2.890044144,-2.915546547,-2.998314414,-3.12195015,-3.131047447,-2.861743844,-2.848281381,,,,,,,,,,
437,-3.055887988,-2.780072372,-2.359615716,-2.904065165,-2.921351251,-3.02414985,-3.152713714,-3.103466867,-2.877704404,-2.878466166,,,,,,,,,,
438,-3.102722823,-2.759392492,-2.367106807,-2.918086186,-2.930754755,-3.049985285,-3.183477277,-3.075886286,-2.893664965,-2.883821121,,,,,,,,,,
439,-3.128912613,-2.769331231,-2.374597898,-2.932107207,-2.943178679,-3.075820721,-3.147970571,-3.048305706,-2.909625526,-2.860283183,,,,,,,,,,
440,-3.115532733,-2.781311211,-2.382088989,-2.946128228,-2.955602603,-3.07448979,-3.108045846,-3.020725125,-2.915,-2.836745245,,,,,,,,,,
441,-3.102152853,-2.793291191,-2.38958008,-2.960149249,-2.968026527,-3.068065165,-3.068121121,-2.993144545,-2.915,-2.813207307,,,,,,,,,,
442,-3.088772973,-2.805271171,-2.397071171,-2.97417027,-2.98045045,-3.061640541,-3.028196396,-3.003834234,-2.915,-2.789669369,,,,,,,,,,
443,-3.075393093,-2.817251151,-2.404562262,-2.988191291,-2.992874374,-3.055215916,-2.988271672,-3.02643023,-2.915,-2.766131431,,,,,,,,,,
444,-3.062013213,-2.829231131,-2.412234535,-3.002212312,-3.005298298,-3.048791291,-2.948346947,-3.049026226,-2.915,-2.742593493,,,,,,,,,,
445,-3.048633333,-2.841211111,-2.423566667,-3.031155556,-3.017722222,-3.042366667,-2.908422222,-3.071622222,-2.915,-2.719055556,,,,,,,,,,
446,-3.035253453,-2.858097097,-2.434898799,-3.060636537,-3.030146146,-3.035942042,-2.881501902,-3.094218218,-2.915,-2.698066567,,,,,,,,,,
447,-3.021873574,-2.907016416,-2.446230931,-3.090117518,-3.04257007,-3.029517417,-2.939492693,-3.116814214,-2.915,-2.712444244,,,,,,,,,,
448,-3.008493694,-2.955935736,-2.457563063,-3.119598498,-3.046381081,-3.022009009,-2.997483483,-3.13941021,-2.915,-2.726821922,,,,,,,,,,
449,-3.011738739,-3.004855055,-2.468895195,-3.149079479,-3.048608108,-3.001856456,-3.055474274,-3.162006206,-2.915,-2.7411996,,,,,,,,,,
450,-3.018423423,-3.053774374,-2.480227327,-3.17856046,-3.050835135,-2.981703904,-3.113465065,-3.175216316,-2.925102503,-2.755577277,,,,,,,,,,
451,-3.025108108,-3.102693694,-2.491559459,-3.208041441,-3.053062162,-2.961551351,-3.171455856,-3.166168468,-2.946625225,-2.769954955,,,,,,,,,,
452,-3.031792793,-3.151613013,-2.502891592,-3.237522422,-3.055289189,-2.941398799,-3.229446647,-3.157120621,-2.968147948,-2.784332633,,,,,,,,,,
453,-3.038477477,-3.200532332,-2.514223724,-3.251768969,-3.057516216,-2.921246246,-3.287437437,-3.148072773,-2.989670671,-2.79871031,,,,,,,,,,
454,-3.045162162,-3.230175375,-2.544655556,-3.226501201,-3.059743243,-2.901093694,-3.313026426,-3.139024925,-3.011193393,-2.813087988,,,,,,,,,,
455,-3.051846847,-3.220347948,-2.586662963,-3.201233433,-3.06197027,-2.880941141,-3.272268869,-3.129977077,-3.032716116,-2.809896096,,,,,,,,,,
456,-3.058531532,-3.210520521,-2.62867037,-3.175965666,-3.064197297,-2.860788589,-3.231511311,-3.120929229,-3.054238839,-2.798139039,,,,,,,,,,
457,-3.065216216,-3.200693093,-2.670677778,-3.150697898,-3.065783183,-2.85669009,-3.190753754,-3.111881381,-3.075761562,-2.786381982,,,,,,,,,,
458,-3.060210511,-3.190865666,-2.712685185,-3.12543013,-3.063607708,-2.887375375,-3.149996196,-3.102833534,-3.097284284,-2.774624925,,,,,,,,,,
459,-3.029698498,-3.181038238,-2.754692593,-3.100162362,-3.061432232,-2.918060661,-3.109238639,-3.108264965,-3.118807007,-2.762867868,,,,,,,,,,
460,-2.999186486,-3.171210811,-2.7967,-3.074894595,-3.059256757,-2.948745946,-3.068481081,-3.116651351,-3.130967568,-2.751110811,,,,,,,,,,
461,-2.968674474,-3.161383383,-2.838707407,-3.049626827,-3.057081281,-2.979431231,-3.027723524,-3.125037738,-3.118509109,-2.739353754,,,,,,,,,,
462,-2.938162462,-3.143917017,-2.880714815,-3.051218719,-3.054905806,-3.010116517,-3.006402002,-3.133424124,-3.106050651,-2.727596697,,,,,,,,,,
463,-2.90765045,-3.119495796,-2.913977477,-3.071375375,-3.05273033,-3.040801802,-3.002775976,-3.141810511,-3.093592192,-2.720061261,,,,,,,,,,
464,-2.877138438,-3.095074575,-2.911844745,-3.091532032,-3.050554855,-3.071487087,-2.99914995,-3.150196897,-3.081133734,-2.723527628,,,,,,,,,,
465,-2.846626426,-3.070653353,-2.909712012,-3.111688689,-3.048379379,-3.102172372,-2.995523924,-3.158583283,-3.068675275,-2.726993994,,,,,,,,,,
466,-2.816114414,-3.046232132,-2.907579279,-3.131845345,-3.046203904,-3.105210811,-2.991897898,-3.16696967,-3.056216817,-2.73046036,,,,,,,,,,
467,-2.785602402,-3.021810911,-2.905446547,-3.152002002,-3.035588188,-3.085868468,-2.988271872,-3.176587087,-3.043758358,-2.733926727,,,,,,,,,,
468,-2.802127027,-2.99738969,-2.903313814,-3.172158659,-3.014513914,-3.066526126,-2.984645846,-3.188351652,-3.0312999,-2.737393093,,,,,,,,,,
469,-2.830410811,-2.972968468,-2.901181081,-3.192315315,-2.99343964,-3.047183784,-2.98101982,-3.200116216,-3.018841441,-2.740859459,,,,,,,,,,
470,-2.858694595,-2.948639339,-2.899048348,-3.212471972,-2.972365365,-3.027841441,-2.957197998,-3.211880781,-3.005526927,-2.744325826,,,,,,,,,,
471,-2.886978378,-2.924346246,-2.896915616,-3.217429429,-2.951291091,-3.008499099,-2.925473473,-3.223645345,-2.982581782,-2.747792192,,,,,,,,,,
472,-2.915262162,-2.900053153,-2.894782883,-3.220779279,-2.930216817,-2.989156757,-2.893748949,-3.23540991,-2.959636637,-2.771291592,,,,,,,,,,
473,-2.943545946,-2.87576006,-2.879763263,-3.224129129,-2.909142543,-2.969814414,-2.862024424,-3.247174474,-2.936691491,-2.797462062,,,,,,,,,,
474,-2.97182973,-2.851466967,-2.860971872,-3.227478979,-2.888068268,-2.950472072,-2.8302999,-3.258939039,-2.913746346,-2.823632533,,,,,,,,,,
475,-3.000113514,-2.827173874,-2.84218048,-3.230828829,-2.866993994,-2.915859459,-2.798575375,-3.270703604,-2.890801201,-2.849803003,,,,,,,,,,
476,-3.028397297,-2.802880781,-2.823389089,-3.234178679,-2.84591972,-2.877174775,-2.766850851,-3.277194695,-2.867856056,-2.875973473,,,,,,,,,,
477,-3.052654054,-2.778587688,-2.804597698,-3.237528529,-2.854258058,-2.83849009,-2.735126326,-3.283088789,-2.844910911,-2.902143944,,,,,,,,,,
478,-3.066843243,-2.803144144,-2.785806306,-3.240878378,-2.872527928,-2.799805405,-2.762194595,-3.288982883,-2.821965766,-2.928314414,,,,,,,,,,
479,-3.081032432,-2.832293293,-2.767014915,-3.238194695,-2.890797798,-2.761120721,-2.79479039,-3.294876977,-2.799020621,-2.954484885,,,,,,,,,,
480,-3.095221622,-2.861442442,-2.748223524,-3.21379029,-2.909067668,-2.722436036,-2.827386186,-3.300771071,-2.776075475,-2.951893393,,,,,,,,,,
481,-3.109410811,-2.890591592,-2.729432132,-3.189385886,-2.927337538,-2.683751351,-2.859981982,-3.306665165,-2.796325526,-2.919052252,,,,,,,,,,
482,-3.1236,-2.919740741,-2.719025926,-3.164981481,-2.945607407,-2.645066667,-2.892577778,-3.312559259,-2.822037037,-2.886211111,,,,,,,,,,
483,-3.137789189,-2.94888989,-2.724256957,-3.140577077,-2.963877277,-2.607528228,-2.925173574,-3.318453353,-2.847748549,-2.85336997,,,,,,,,,,
484,-3.151978378,-2.978039039,-2.729487988,-3.116172673,-2.982147147,-2.612400901,-2.957769369,-3.317838438,-2.87346006,-2.820528829,,,,,,,,,,
485,-3.166167568,-3.002311311,-2.734719019,-3.091768268,-3.000417017,-2.617273574,-2.984224224,-3.308672472,-2.899171572,-2.787687688,,,,,,,,,,
486,-3.180356757,-2.986871872,-2.73995005,-3.067363864,-3.017516717,-2.622146246,-2.960674274,-3.299506507,-2.924883083,-2.754846547,,,,,,,,,,
487,-3.171016216,-2.971432432,-2.745181081,-3.042959459,-3.011681081,-2.627018919,-2.937124324,-3.290340541,-2.950594595,-2.722005405,,,,,,,,,,
488,-3.154703904,-2.955992993,-2.750412112,-3.015508108,-3.005845445,-2.631891592,-2.913574374,-3.281174575,-2.976306106,-2.695161962,,,,,,,,,,
489,-3.138391592,-2.940553554,-2.755643143,-2.985359459,-3.00000981,-2.636764264,-2.890024424,-3.272008609,-3.002017618,-2.727205005,,,,,,,,,,
490,-3.122079279,-2.925114114,-2.760874174,-2.955210811,-2.994174174,-2.641636937,-2.866474474,-3.262842643,-3.027729129,-2.759248048,,,,,,,,,,
491,-3.105766967,-2.909674675,-2.766105205,-2.925062162,-2.988338539,-2.64650961,-2.842924525,-3.253676677,-3.025546346,-2.791291091,,,,,,,,,,
492,-3.089454655,-2.894235235,-2.743702002,-2.894913514,-2.982502903,-2.661790691,-2.819374575,-3.244510711,-3.011057257,-2.823334134,,,,,,,,,,
493,-3.073142342,-2.89064024,-2.719042943,-2.864764865,-2.976667267,-2.706215315,-2.813485886,-3.228098498,-2.996568168,-2.855377177,,,,,,,,,,
494,-3.05683003,-2.914074875,-2.694383884,-2.834616216,-2.970831632,-2.75063994,-2.847901101,-3.211432032,-2.982079079,-2.88742022,,,,,,,,,,
495,-3.040517718,-2.93750951,-2.669724825,-2.804467568,-2.964995996,-2.795064565,-2.882316316,-3.194765566,-2.96758999,-2.919463263,,,,,,,,,,
496,-3.033954054,-2.960944144,-2.645065766,-2.774318919,-2.963257658,-2.839489189,-2.916731532,-3.178099099,-2.953100901,-2.951506306,,,,,,,,,,
497,-3.055553153,-2.984378779,-2.620406707,-2.78698038,-2.969144845,-2.883913814,-2.951146747,-3.161432633,-2.938611812,-2.938235836,,,,,,,,,,
498,-3.077152252,-3.007813413,-2.595747648,-2.807585986,-2.975032032,-2.928338438,-2.985561962,-3.144766166,-2.924122723,-2.905311311,,,,,,,,,,
499,-3.098751351,-3.031248048,-2.571088589,-2.828191592,-2.980919219,-2.972763063,-3.019977177,-3.1280997,-2.909633634,-2.872386787,,,,,,,,,,
500,-3.12035045,-3.054682683,-2.54642953,-2.848797197,-2.986806406,-3.017187688,-3.054392392,-3.111433233,-2.895144545,-2.839462262,,,,,,,,,,
501,-3.14194955,-3.060948148,-2.550222823,-2.869402803,-2.992693594,-3.016417417,-3.064796396,-3.100595896,-2.904905305,-2.806537738,,,,,,,,,,
