time,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,,,,,,,,,,
162,-1.960947447,-2.119565766,-1.686422322,-1.805917317,-1.945241341,-1.830375375,-1.953908509,-2.363247648,-2.367703704,-2.120004404,,,,,,,,,,
163,-1.952754054,-2.106881081,-1.673424324,-1.831208108,-1.908845946,-1.807016216,-1.966567568,-2.339978378,-2.3844,-2.09487027,,,,,,,,,,
164,-1.998075375,-2.094196396,-1.660426326,-1.856498899,-1.872450551,-1.783657057,-1.979226627,-2.316709109,-2.401096296,-2.069736136,,,,,,,,,,
165,-2.043396697,-2.083260661,-1.647428328,-1.88178969,-1.836055155,-1.760297898,-1.986645345,-2.29343984,-2.389163964,-2.044602002,,,,,,,,,,
166,-2.088718018,-2.087796396,-1.63443033,-1.90708048,-1.808818919,-1.736938739,-1.947707207,-2.270170571,-2.373978378,-2.019467868,,,,,,,,,,
167,-2.134039339,-2.092332132,-1.621432332,-1.94937047,-1.85103964,-1.71357958,-1.908769069,-2.246901301,-2.358792793,-1.994333734,,,,,,,,,,
168,-2.179360661,-2.096867868,-1.608434334,-1.992596196,-1.89326036,-1.722896997,-1.869830931,-2.223632032,-2.343607207,-1.9691996,,,,,,,,,,
169,-2.224681982,-2.101403604,-1.595436336,-2.035821922,-1.935481081,-1.764890991,-1.830892793,-2.200362763,-2.328421622,-1.945072072,,,,,,,,,,
170,-2.270003303,-2.105939339,-1.582438338,-2.079047648,-1.977701802,-1.806884985,-1.791954655,-2.177093493,-2.313236036,-1.92992012,,,,,,,,,,
171,-2.315324625,-2.110475075,-1.572365465,-2.122273373,-2.019922523,-1.848878979,-1.753016517,-2.198508909,-2.29805045,-1.914768168,,,,,,,,,,
172,-2.360645946,-2.115010811,-1.567527027,-2.165499099,-2.062143243,-1.890872973,-1.714078378,-2.24114955,-2.282864865,-1.899616216,,,,,,,,,,
173,-2.34035045,-2.11063043,-1.562688589,-2.208724825,-2.104363964,-1.932866967,-1.701785886,-2.28379019,-2.267679279,-1.884464264,,,,,,,,,,
174,-2.297341441,-2.085132933,-1.55785015,-2.251950551,-2.146584685,-1.974860961,-1.752601502,-2.326430831,-2.252493694,-1.869312312,,,,,,,,,,
175,-2.254332432,-2.059635435,-1.553011712,-2.27371982,-2.188805405,-2.016854955,-1.803417117,-2.369071471,-2.266103003,-1.85416036,,,,,,,,,,
176,-2.211323423,-2.034137938,-1.548173273,-2.234695796,-2.214351251,-2.058848949,-1.854232733,-2.411712112,-2.291814515,-1.839008408,,,,,,,,,,
177,-2.168314414,-2.00864044,-1.543334835,-2.195671772,-2.21662983,-2.022972673,-1.905048348,-2.454352753,-2.317526026,-1.823856456,,,,,,,,,,
178,-2.125305405,-1.983142943,-1.538496396,-2.156647748,-2.218908408,-1.959285586,-1.955863964,-2.496993393,-2.343237538,-1.826463063,,,,,,,,,,
179,-2.082296396,-1.957645445,-1.533657958,-2.117623724,-2.221186987,-1.895598498,-2.00667958,-2.526370771,-2.368949049,-1.836469069,,,,,,,,,,
180,-2.039287387,-1.932147948,-1.52881952,-2.0785997,-2.223465566,-1.831911411,-2.057495195,-2.506408809,-2.394660561,-1.846475075,,,,,,,,,,
181,-1.996278378,-1.910238739,-1.599881081,-2.039575676,-2.225744144,-1.768224324,-2.068171171,-2.486446847,-2.420372072,-1.856481081,,,,,,,,,,
182,-1.971587688,-1.892031732,-1.676309309,-2.000551652,-2.228022723,-1.704537237,-2.037433233,-2.466484885,-2.446083584,-1.866487087,,,,,,,,,,
183,-2.008721321,-1.873824725,-1.752737538,-1.961527628,-2.230301301,-1.64085015,-2.006695295,-2.446522923,-2.471795095,-1.876493093,,,,,,,,,,
184,-2.045854955,-1.855617718,-1.829165766,-1.95005976,-2.23257988,-1.577163063,-1.975957357,-2.426560961,-2.497506607,-1.886499099,,,,,,,,,,
185,-2.082988589,-1.837410711,-1.905593994,-1.95905025,-2.234858458,-1.513475976,-1.945219419,-2.406598999,-2.505545445,-1.896505105,,,,,,,,,,
186,-2.120122222,-1.819203704,-1.982022222,-1.968040741,-2.220418519,-1.546355556,-1.914481481,-2.386637037,-2.496618519,-1.907925926,,,,,,,,,,
187,-2.157255856,-1.800996697,-2.05845045,-1.977031231,-2.199426727,-1.581845045,-1.883743544,-2.366675075,-2.487691592,-1.922482282,,,,,,,,,,
188,-2.194389489,-1.78278969,-2.134878679,-1.986021722,-2.178434935,-1.617334535,-1.853005606,-2.379728529,-2.478764665,-1.937038639,,,,,,,,,,
189,-2.231523123,-1.823830731,-2.211306907,-1.995012212,-2.157443143,-1.652824024,-1.862101101,-2.404037237,-2.469837738,-1.951594995,,,,,,,,,,
190,-2.268656757,-1.891802703,-2.244637838,-2.004002703,-2.136451351,-1.688313514,-1.889302703,-2.428345946,-2.460910811,-1.966151351,,,,,,,,,,
191,-2.30579039,-1.959774675,-2.236467668,-2.012993193,-2.11545956,-1.723803003,-1.916504304,-2.452654655,-2.451983884,-1.980707708,,,,,,,,,,
192,-2.280356456,-2.027746647,-2.228297497,-2.021983684,-2.094467768,-1.759292492,-1.943705906,-2.476963363,-2.443056957,-1.995264064,,,,,,,,,,
193,-2.229895495,-2.095718619,-2.220127327,-2.010809009,-2.073475976,-1.794781982,-1.970907508,-2.501272072,-2.43413003,-2.00982042,,,,,,,,,,
194,-2.179434535,-2.163690591,-2.211957157,-1.997064264,-2.052484184,-1.82569009,-1.998109109,-2.525580781,-2.425203103,-2.024376777,,,,,,,,,,
195,-2.128973574,-2.231662563,-2.203786987,-1.98331952,-2.031603704,-1.839418018,-2.025310711,-2.549889489,-2.412096296,-2.016183884,,,,,,,,,,
196,-2.078512613,-2.299634535,-2.195616817,-1.969574775,-2.016344444,-1.853145946,-2.052512312,-2.56740991,-2.389955556,-2.005903904,,,,,,,,,,
197,-2.028051652,-2.284457057,-2.187446647,-1.95583003,-2.001085185,-1.866873874,-1.999742943,-2.567445345,-2.367814815,-1.995623924,,,,,,,,,,
198,-1.977590691,-2.258242042,-2.179276476,-1.942085285,-1.985825926,-1.880601802,-1.936357958,-2.567480781,-2.345674074,-1.985343944,,,,,,,,,,
199,-1.92712973,-2.232027027,-2.171036937,-1.928340541,-1.970566667,-1.89432973,-1.872972973,-2.567516216,-2.323533333,-1.975063964,,,,,,,,,,
200,-1.876668769,-2.205812012,-2.16204975,-1.914595796,-1.955307407,-1.908057658,-1.809587988,-2.567551652,-2.301392593,-1.964783984,,,,,,,,,,
201,-1.844035736,-2.179596997,-2.153062563,-1.912730931,-1.940048148,-1.921785586,-1.746203003,-2.567587087,-2.279251852,-1.954504004,,,,,,,,,,
202,-1.882714414,-2.153381982,-2.144075375,-1.958385586,-1.924788889,-1.935513514,-1.682818018,-2.567622523,-2.257111111,-1.944224024,,,,,,,,,,
203,-1.921393093,-2.127166967,-2.135088188,-2.00404024,-1.90952963,-1.931562462,-1.619433033,-2.567657958,-2.23497037,-1.957695195,,,,,,,,,,
204,-1.960071772,-2.104907908,-2.126101001,-2.049694895,-1.89427037,-1.905772673,-1.563618619,-2.567693393,-2.21282963,-1.993002102,,,,,,,,,,
205,-1.99875045,-2.129329129,-2.117113814,-2.09534955,-1.889746847,-1.879982883,-1.597136937,-2.553487387,-2.193572973,-2.028309009,,,,,,,,,,
206,-2.037429129,-2.15375035,-2.108126627,-2.141004204,-1.907996096,-1.854193093,-1.630655255,-2.536017718,-2.194985586,-2.063615916,,,,,,,,,,
207,-2.076107808,-2.178171572,-2.099139439,-2.186658859,-1.926245345,-1.828403303,-1.664173574,-2.518548048,-2.196398198,-2.098922823,,,,,,,,,,
208,-2.114786486,-2.202592793,-2.090152252,-2.232313514,-1.944494595,-1.802613514,-1.697691892,-2.501078378,-2.197810811,-2.13422973,,,,,,,,,,
209,-2.153465165,-2.227014014,-2.069652553,-2.277968168,-1.962743844,-1.776823724,-1.73121021,-2.483608709,-2.199223423,-2.169536637,,,,,,,,,,
210,-2.192143844,-2.251435235,-2.043232132,-2.284006006,-1.980993093,-1.751033934,-1.764728529,-2.466139039,-2.200636036,-2.204843544,,,,,,,,,,
211,-2.195161261,-2.275856456,-2.016811712,-2.252441441,-1.999242342,-1.725244144,-1.798246847,-2.448669369,-2.202048649,-2.236212012,,,,,,,,,,
212,-2.181833934,-2.28398989,-1.990391291,-2.220876877,-2.017491592,-1.748596697,-1.837482883,-2.4311997,-2.203461261,-2.240273974,,,,,,,,,,
213,-2.168506607,-2.248844344,-1.963970871,-2.189312312,-2.035740841,-1.79463033,-1.891911712,-2.431714214,-2.204873874,-2.244335936,,,,,,,,,,
214,-2.155179279,-2.213698799,-1.93755045,-2.157747748,-2.05399009,-1.840663964,-1.946340541,-2.466003904,-2.206286486,-2.248397898,,,,,,,,,,
215,-2.141851952,-2.178553253,-1.91113003,-2.126183183,-2.09216967,-1.886697598,-2.000769369,-2.500293594,-2.207699099,-2.25245986,,,,,,,,,,
216,-2.128524625,-2.143407708,-1.88470961,-2.094618619,-2.142494294,-1.932731231,-2.055198198,-2.534583283,-2.239408609,-2.256521822,,,,,,,,,,
217,-2.115197297,-2.108262162,-1.858289189,-2.063054054,-2.192818919,-1.978764865,-2.109627027,-2.568872973,-2.273448649,-2.260583784,,,,,,,,,,
218,-2.10186997,-2.073116617,-1.837509409,-2.031489489,-2.243143544,-2.024798498,-2.164055856,-2.603162663,-2.307488689,-2.264645746,,,,,,,,,,
219,-2.088542643,-2.037971071,-1.835005305,-2.04151001,-2.293468168,-2.070832132,-2.218484685,-2.637452352,-2.341528729,-2.268707708,,,,,,,,,,
220,-2.079415315,-2.033336036,-1.832501201,-2.060285285,-2.343792793,-2.116865766,-2.234679279,-2.671742042,-2.375568769,-2.268258559,,,,,,,,,,
221,-2.090587988,-2.06327958,-1.829997097,-2.079060561,-2.394117417,-2.076713213,-2.207541742,-2.706031732,-2.409608809,-2.26615015,,,,,,,,,,
222,-2.101760661,-2.093223123,-1.827492993,-2.097835836,-2.444442042,-2.029173273,-2.180404204,-2.694734234,-2.443648849,-2.264041742,,,,,,,,,,
223,-2.112933333,-2.123166667,-1.824988889,-2.116611111,-2.494766667,-1.981633333,-2.153266667,-2.6773,-2.477688889,-2.261933333,,,,,,,,,,
224,-2.124106006,-2.15311021,-1.822484785,-2.135386386,-2.545091291,-1.934093393,-2.126129129,-2.659865766,-2.511728929,-2.259824925,,,,,,,,,,
225,-2.135278679,-2.183053754,-1.819980681,-2.154161662,-2.501975475,-1.886553453,-2.098991592,-2.642431532,-2.545768969,-2.257716517,,,,,,,,,,
226,-2.146451351,-2.212997297,-1.817476577,-2.172936937,-2.450990991,-1.839013514,-2.071854054,-2.624997297,-2.566043243,-2.255608108,,,,,,,,,,
227,-2.157624024,-2.242940841,-1.814972472,-2.187278979,-2.400006507,-1.791473574,-2.044716517,-2.607563063,-2.581346547,-2.2534997,,,,,,,,,,
228,-2.168796697,-2.267532533,-1.855425325,-2.17419039,-2.349022022,-1.743933634,-2.023696597,-2.590128829,-2.59664985,-2.241953854,,,,,,,,,,
229,-2.179969369,-2.289416817,-1.905868168,-2.161101802,-2.298037538,-1.712063964,-2.005771471,-2.572694595,-2.611953153,-2.211769069,,,,,,,,,,
230,-2.216082883,-2.311301101,-1.956311011,-2.148013213,-2.247053053,-1.763769069,-1.987846346,-2.574315916,-2.627256456,-2.181584284,,,,,,,,,,
231,-2.265209009,-2.333185385,-2.006753854,-2.134924625,-2.196068569,-1.815474174,-1.969921221,-2.602770571,-2.64255976,-2.151399499,,,,,,,,,,
232,-2.314335135,-2.35506967,-2.057196697,-2.121836036,-2.145084084,-1.867179279,-1.951996096,-2.631225225,-2.657863063,-2.121214715,,,,,,,,,,
233,-2.363461261,-2.376953954,-2.10763954,-2.108747447,-2.0940996,-1.918884384,-1.934070971,-2.65967988,-2.673166366,-2.09102993,,,,,,,,,,
234,-2.412587387,-2.398838238,-2.158082382,-2.095658859,-2.058264264,-1.970589489,-1.916145846,-2.688134535,-2.68846967,-2.060845145,,,,,,,,,,
235,-2.461713514,-2.420722523,-2.208525225,-2.08257027,-2.075121622,-2.022294595,-1.898220721,-2.716589189,-2.703772973,-2.03066036,,,,,,,,,,
236,-2.51083964,-2.41442963,-2.258968068,-2.084665265,-2.091978979,-2.0739997,-1.887959259,-2.745043844,-2.696565866,-2.000475576,,,,,,,,,,
237,-2.559965766,-2.403525926,-2.28396957,-2.105155756,-2.108836336,-2.125704805,-1.878951852,-2.773498498,-2.670246146,-2.013196096,,,,,,,,,,
238,-2.609091892,-2.392622222,-2.268637237,-2.125646246,-2.125693694,-2.136653153,-1.869944444,-2.801953153,-2.643926426,-2.028598198,,,,,,,,,,
239,-2.643242042,-2.381718519,-2.253304905,-2.146136737,-2.142551051,-2.085107808,-1.860937037,-2.794756156,-2.617606707,-2.0440003,,,,,,,,,,
240,-2.587536336,-2.370814815,-2.237972573,-2.166627227,-2.159408408,-2.033562462,-1.85192963,-2.785649249,-2.591286987,-2.059402402,,,,,,,,,,
241,-2.531830631,-2.359911111,-2.22264024,-2.187117718,-2.176265766,-1.982017117,-1.842922222,-2.776542342,-2.564967267,-2.074804505,,,,,,,,,,
242,-2.476124925,-2.349007407,-2.207307908,-2.207608208,-2.193123123,-1.930471772,-1.833914815,-2.767435435,-2.538647548,-2.090206607,,,,,,,,,,
243,-2.420419219,-2.338996396,-2.191975576,-2.228098699,-2.20998048,-1.878926426,-1.827881882,-2.758328529,-2.512327828,-2.105608709,,,,,,,,,,
244,-2.364713514,-2.344416216,-2.176643243,-2.248589189,-2.208081081,-1.827381081,-1.873264865,-2.749221622,-2.486008108,-2.121010811,,,,,,,,,,
245,-2.309007808,-2.349836036,-2.161310911,-2.262217618,-2.189161662,-1.775835736,-1.918647848,-2.740114715,-2.459688388,-2.127551051,,,,,,,,,,
246,-2.253302102,-2.355255856,-2.145978579,-2.273740641,-2.170242242,-1.72429039,-1.964030831,-2.731007808,-2.438688188,-2.126729129,,,,,,,,,,
247,-2.197596396,-2.360675676,-2.154190991,-2.285263664,-2.151322823,-1.725191892,-2.009413814,-2.727127327,-2.427701201,-2.125907207,,,,,,,,,,
248,-2.141890691,-2.366095495,-2.163326727,-2.296786687,-2.132403403,-1.756687387,-2.054796797,-2.72884004,-2.416714214,-2.125085285,,,,,,,,,,
249,-2.140425225,-2.371515315,-2.172462462,-2.30830971,-2.113483984,-1.788182883,-2.10017978,-2.730552753,-2.405727227,-2.124263363,,,,,,,,,,
250,-2.171010811,-2.376935135,-2.181598198,-2.319832733,-2.094564565,-1.819678378,-2.145562763,-2.732265465,-2.39474024,-2.123441441,,,,,,,,,,
251,-2.201596396,-2.382377377,-2.190733934,-2.331355756,-2.075645145,-1.851173874,-2.168962162,-2.733978178,-2.383753253,-2.12261952,,,,,,,,,,
252,-2.232181982,-2.387886887,-2.19986967,-2.342878779,-2.056725726,-1.882669369,-2.126410811,-2.735690891,-2.372766266,-2.121797598,,,,,,,,,,
253,-2.262767568,-2.393396396,-2.209005405,-2.351847748,-2.037806306,-1.914164865,-2.083859459,-2.737403604,-2.361779279,-2.120494595,,,,,,,,,,
254,-2.293353153,-2.398905906,-2.218141141,-2.330735636,-2.063437437,-1.94566036,-2.041308108,-2.739116316,-2.350792292,-2.116492192,,,,,,,,,,
255,-2.323938739,-2.404415415,-2.227276877,-2.309623524,-2.098502803,-1.977155856,-1.998756757,-2.740136537,-2.339805305,-2.11248979,,,,,,,,,,
256,-2.354524324,-2.409924925,-2.232743844,-2.288511411,-2.133568168,-2.012853153,-1.956205405,-2.700992192,-2.331993994,-2.108487387,,,,,,,,,,
257,-2.38510991,-2.415434434,-2.235056957,-2.267399299,-2.168633534,-2.049187087,-1.913654054,-2.661847848,-2.341754755,-2.104484985,,,,,,,,,,
258,-2.410421021,-2.420943944,-2.23737007,-2.246287187,-2.203698899,-2.085521021,-1.871102703,-2.622703504,-2.351515516,-2.100482583,,,,,,,,,,
259,-2.394854955,-2.428815616,-2.239683183,-2.225175075,-2.238764264,-2.121854955,-1.864052252,-2.583559159,-2.361276276,-2.09648018,,,,,,,,,,
260,-2.379288889,-2.43962963,-2.241996296,-2.204062963,-2.27382963,-2.158188889,-1.901222222,-2.544414815,-2.371037037,-2.092477778,,,,,,,,,,
261,-2.363722823,-2.450443644,-2.244309409,-2.182950851,-2.308894995,-2.194522823,-1.938392192,-2.50527047,-2.380797798,-2.088475375,,,,,,,,,,
262,-2.348156757,-2.461257658,-2.246622523,-2.185041441,-2.34396036,-2.230856757,-1.975562162,-2.466126126,-2.390558559,-2.131653153,,,,,,,,,,
263,-2.332590691,-2.472071672,-2.248935636,-2.223225125,-2.371552352,-2.267190691,-2.012732132,-2.426981782,-2.400319319,-2.190033433,,,,,,,,,,
264,-2.317024625,-2.482885686,-2.251248749,-2.261408809,-2.347405606,-2.298855556,-2.049902102,-2.423662262,-2.41008008,-2.248413714,,,,,,,,,,
265,-2.301458559,-2.4936997,-2.25348979,-2.299592492,-2.323258859,-2.290833333,-2.087072072,-2.449553754,-2.419840841,-2.306793994,,,,,,,,,,
266,-2.285892492,-2.504513714,-2.255166266,-2.337776176,-2.299112112,-2.282811111,-2.124242042,-2.475445245,-2.429601602,-2.365174274,,,,,,,,,,
267,-2.270326426,-2.517141742,-2.256842743,-2.37595986,-2.274965365,-2.274788889,-2.13191992,-2.501336737,-2.469942943,-2.423554555,,,,,,,,,,
268,-2.276630631,-2.530787387,-2.258519219,-2.414143544,-2.250818619,-2.266766667,-2.123053453,-2.527228228,-2.511585586,-2.481934835,,,,,,,,,,
269,-2.297515015,-2.544433033,-2.260195696,-2.452327227,-2.226671872,-2.258744444,-2.114186987,-2.55311972,-2.553228228,-2.540315115,,,,,,,,,,
270,-2.318399399,-2.558078679,-2.261872172,-2.490510911,-2.202525125,-2.250722222,-2.105320521,-2.579011211,-2.594870871,-2.556358258,,,,,,,,,,
271,-2.339283784,-2.571724324,-2.263548649,-2.482405405,-2.178378378,-2.2427,-2.096454054,-2.604902703,-2.636513514,-2.497572973,,,,,,,,,,
272,-2.360168168,-2.58536997,-2.265225125,-2.45486987,-2.154231632,-2.234677778,-2.087587588,-2.632428829,-2.678156156,-2.438787688,,,,,,,,,,
273,-2.381052553,-2.599015616,-2.266901602,-2.427334334,-2.147891892,-2.219199099,-2.078721121,-2.677609009,-2.719798799,-2.380002402,,,,,,,,,,
274,-2.401936937,-2.612661261,-2.268578078,-2.399798799,-2.16542973,-2.189381081,-2.069854655,-2.722789189,-2.761441441,-2.321217117,,,,,,,,,,
275,-2.422821321,-2.598309109,-2.276392693,-2.372263263,-2.182967568,-2.159563063,-2.062391291,-2.767969369,-2.803084084,-2.262431832,,,,,,,,,,
276,-2.443705706,-2.578462062,-2.286982082,-2.344727728,-2.200505405,-2.129745045,-2.055203303,-2.81314955,-2.844726727,-2.203646547,,,,,,,,,,
277,-2.465855856,-2.558615015,-2.297571471,-2.317192192,-2.218043243,-2.099927027,-2.048015315,-2.85832973,-2.852923423,-2.144861261,,,,,,,,,,
278,-2.501507508,-2.538767968,-2.308160861,-2.289656657,-2.235581081,-2.070109009,-2.040827327,-2.90350991,-2.850863363,-2.086075976,,,,,,,,,,
279,-2.537159159,-2.518920921,-2.31875025,-2.263423624,-2.253118919,-2.040290991,-2.033639339,-2.94869009,-2.848803303,-2.140276176,,,,,,,,,,
280,-2.572810811,-2.499073874,-2.32933964,-2.310781982,-2.270656757,-2.010472973,-2.026451351,-2.99387027,-2.846743243,-2.198406306,,,,,,,,,,
281,-2.608462462,-2.479226827,-2.339929029,-2.35814034,-2.288194595,-1.980654955,-2.019263363,-2.996141942,-2.844683183,-2.256536436,,,,,,,,,,
282,-2.644114114,-2.461134735,-2.350518418,-2.405498699,-2.305732432,-1.965338438,-2.013151251,-2.971963163,-2.842623123,-2.314666567,,,,,,,,,,
283,-2.679765766,-2.497446246,-2.361107808,-2.452857057,-2.311656156,-1.960568468,-2.040391291,-2.947784384,-2.840563063,-2.372796697,,,,,,,,,,
284,-2.715417417,-2.533757758,-2.366128028,-2.500215415,-2.313243944,-1.955798498,-2.067631331,-2.923605606,-2.838503003,-2.430926827,,,,,,,,,,
285,-2.751069069,-2.570069269,-2.355634134,-2.547573774,-2.314831732,-1.951028529,-2.094871371,-2.899426827,-2.836442943,-2.489056957,,,,,,,,,,
286,-2.786720721,-2.606380781,-2.34514024,-2.594932132,-2.31641952,-1.946258559,-2.122111411,-2.875248048,-2.834382883,-2.547187087,,,,,,,,,,
287,-2.798246246,-2.642692292,-2.334646346,-2.64229049,-2.318007307,-1.941488589,-2.149351451,-2.851069269,-2.828382082,-2.541796096,,,,,,,,,,
288,-2.791677177,-2.679003804,-2.324152452,-2.66651031,-2.319595095,-1.936718619,-2.176591491,-2.82689049,-2.819425726,-2.488764264,,,,,,,,,,
289,-2.785108108,-2.715315315,-2.313658559,-2.643844144,-2.321182883,-1.931948649,-2.203831532,-2.804625225,-2.810469369,-2.435732432,,,,,,,,,,
290,-2.778539039,-2.739298198,-2.303164665,-2.621177978,-2.322770671,-1.927178679,-2.221634234,-2.792990591,-2.801513013,-2.382700601,,,,,,,,,,
291,-2.77196997,-2.721193694,-2.292670771,-2.598511812,-2.324358458,-1.969197297,-2.20721982,-2.781355956,-2.792556657,-2.329668769,,,,,,,,,,
292,-2.765400901,-2.703089189,-2.282176877,-2.575845646,-2.325560661,-2.021781081,-2.192805405,-2.769721321,-2.7836003,-2.276636937,,,,,,,,,,
293,-2.758831832,-2.684984685,-2.271682983,-2.553179479,-2.31391001,-2.074364865,-2.178390991,-2.758086687,-2.774643944,-2.223605105,,,,,,,,,,
294,-2.752262763,-2.66688018,-2.293893694,-2.530513313,-2.302259359,-2.126948649,-2.163976577,-2.746452052,-2.765687588,-2.170573273,,,,,,,,,,
295,-2.745693694,-2.648775676,-2.322351351,-2.507847147,-2.290608709,-2.179532432,-2.149562162,-2.734817417,-2.756731231,-2.135493393,,,,,,,,,,
296,-2.738354655,-2.630671171,-2.350809009,-2.485180981,-2.278958058,-2.232116216,-2.135147748,-2.723182783,-2.747774875,-2.184189289,,,,,,,,,,
297,-2.718311111,-2.612566667,-2.379266667,-2.476040741,-2.267307407,-2.2847,-2.120733333,-2.711548148,-2.73147037,-2.232885185,,,,,,,,,,
298,-2.698267568,-2.605218919,-2.407724324,-2.474394595,-2.255656757,-2.337283784,-2.126589189,-2.699321622,-2.703051351,-2.281581081,,,,,,,,,,
299,-2.678224024,-2.612611912,-2.436181982,-2.472748448,-2.244006106,-2.388545646,-2.160222823,-2.686824725,-2.674632332,-2.330276977,,,,,,,,,,
300,-2.65818048,-2.620004905,-2.46463964,-2.471102302,-2.232355455,-2.416012913,-2.193856456,-2.674327828,-2.646213313,-2.378972873,,,,,,,,,,
301,-2.638136937,-2.627397898,-2.493097297,-2.469456156,-2.220704805,-2.44348018,-2.22749009,-2.661830931,-2.617794294,-2.427668769,,,,,,,,,,
302,-2.618093393,-2.634790891,-2.521554955,-2.46781001,-2.224726827,-2.470947447,-2.261123724,-2.649334034,-2.589375275,-2.476364665,,,,,,,,,,
303,-2.59804985,-2.642183884,-2.533830831,-2.466163864,-2.260555155,-2.498414715,-2.294757357,-2.636837137,-2.560956256,-2.525060561,,,,,,,,,,
304,-2.578006306,-2.649576877,-2.523305105,-2.464517718,-2.296383483,-2.525881982,-2.328390991,-2.62434024,-2.532537237,-2.503536336,,,,,,,,,,
305,-2.557962763,-2.65696987,-2.512779379,-2.462871572,-2.332211812,-2.553349249,-2.362024625,-2.611843343,-2.504118218,-2.462380681,,,,,,,,,,
306,-2.539956156,-2.643043143,-2.502253654,-2.474350551,-2.36804014,-2.580816517,-2.385512412,-2.608005305,-2.475699199,-2.421225025,,,,,,,,,,
307,-2.523664865,-2.615892793,-2.491727928,-2.486426126,-2.403868468,-2.608283784,-2.402707207,-2.634806306,-2.456197297,-2.380069369,,,,,,,,,,
308,-2.507373574,-2.588742442,-2.481202202,-2.498501702,-2.439696797,-2.620816817,-2.419902002,-2.661607307,-2.476327027,-2.338913714,,,,,,,,,,
309,-2.491082282,-2.561592092,-2.470676476,-2.510577277,-2.475525125,-2.596693093,-2.437096797,-2.688408308,-2.496456757,-2.297758058,,,,,,,,,,
310,-2.474790991,-2.534441742,-2.460150751,-2.522652853,-2.511353453,-2.572569369,-2.454291592,-2.715209309,-2.516586486,-2.256602402,,,,,,,,,,
311,-2.4584997,-2.507291391,-2.449625025,-2.534728428,-2.547181782,-2.548445646,-2.471486386,-2.74201031,-2.536716216,-2.215446747,,,,,,,,,,
312,-2.442208408,-2.480141041,-2.439099299,-2.546804004,-2.550321421,-2.524321922,-2.488681181,-2.768811311,-2.556845946,-2.208351351,,,,,,,,,,
313,-2.425917117,-2.452990691,-2.468124625,-2.55887958,-2.534350751,-2.500198198,-2.505875976,-2.795612312,-2.576975676,-2.255308108,,,,,,,,,,
314,-2.409625826,-2.489135636,-2.497526627,-2.57250981,-2.51838008,-2.476074474,-2.526818519,-2.822413313,-2.597105405,-2.302264865,,,,,,,,,,
315,-2.394714414,-2.539887187,-2.526928629,-2.590352653,-2.502409409,-2.451950751,-2.548625926,-2.813231231,-2.617235135,-2.349221622,,,,,,,,,,
316,-2.426718919,-2.590638739,-2.556330631,-2.608195495,-2.486438739,-2.427827027,-2.570433333,-2.792324324,-2.637364865,-2.396178378,,,,,,,,,,
317,-2.458723423,-2.64139029,-2.585732633,-2.626038338,-2.470468068,-2.397282883,-2.592240741,-2.771417417,-2.657494595,-2.443135135,,,,,,,,,,
318,-2.490727928,-2.692141842,-2.615134635,-2.643881181,-2.454497397,-2.36096036,-2.614048148,-2.750510511,-2.661263463,-2.490091892,,,,,,,,,,
319,-2.522732432,-2.742893393,-2.644536637,-2.661724024,-2.438526727,-2.324637838,-2.635855556,-2.729603604,-2.664863664,-2.537048649,,,,,,,,,,
320,-2.554736937,-2.793644945,-2.673938639,-2.679566867,-2.422556056,-2.288315315,-2.657662963,-2.708696697,-2.668463864,-2.584005405,,,,,,,,,,
321,-2.586741441,-2.843992993,-2.703340641,-2.69740971,-2.406585385,-2.251992793,-2.679003303,-2.68778979,-2.672064064,-2.566138939,,,,,,,,,,
322,-2.618745946,-2.843096096,-2.686826727,-2.715252553,-2.428015315,-2.21567027,-2.641026126,-2.666882883,-2.675664264,-2.547723123,,,,,,,,,,
323,-2.65075045,-2.842199199,-2.635110611,-2.725107708,-2.452172372,-2.179347748,-2.603048949,-2.656826026,-2.679264464,-2.529307307,,,,,,,,,,
324,-2.682754955,-2.841302302,-2.583394494,-2.72924034,-2.476329429,-2.143025225,-2.565071772,-2.673575175,-2.682864665,-2.510891491,,,,,,,,,,
325,-2.689543243,-2.840405405,-2.531678378,-2.733372973,-2.500486486,-2.106702703,-2.527094595,-2.690324324,-2.686464865,-2.492475676,,,,,,,,,,
326,-2.672516216,-2.839508509,-2.479962262,-2.737505606,-2.524643544,-2.132656156,-2.489117417,-2.707073473,-2.690065065,-2.47405986,,,,,,,,,,
327,-2.655489189,-2.838611612,-2.428246146,-2.741638238,-2.548800601,-2.177936637,-2.45114024,-2.723822623,-2.693665265,-2.455644044,,,,,,,,,,
328,-2.638462162,-2.837714715,-2.37653003,-2.745770871,-2.572957658,-2.223217117,-2.413163063,-2.740571772,-2.690004204,-2.437228228,,,,,,,,,,
329,-2.621435135,-2.833541141,-2.324813914,-2.749903504,-2.597114715,-2.268497598,-2.380151652,-2.757320921,-2.684481281,-2.453018919,,,,,,,,,,
330,-2.604408108,-2.816512913,-2.273097798,-2.754036136,-2.621271772,-2.313778078,-2.366621321,-2.77407007,-2.678958358,-2.491935135,,,,,,,,,,
331,-2.587381081,-2.799484685,-2.233904204,-2.758168769,-2.633861261,-2.359058559,-2.353090991,-2.790819219,-2.673435435,-2.530851351,,,,,,,,,,
