degreeX,degreeY,"degreeZ	"
-22.99308977,-20.7286746,21.85340403
-23.02044158,-20.73292072,21.8850126
-23.04681349,-20.73687176,21.91593854
-23.07220825,-20.74053609,21.94618972
-23.0966285,-20.74392189,21.97577403
-23.1200768,-20.7470371,22.00469936
-23.14255559,-20.74988942,22.03297358
-23.16406718,-20.75248635,22.06060455
-23.18461379,-20.75483512,22.08760008
-23.20419747,-20.75694274,22.11396797
-23.22282015,-20.75881601,22.13971597
-23.24048361,-20.76046143,22.16485179
-23.25718948,-20.76188532,22.18938306
-23.27293923,-20.76309371,22.21331739
-23.28773415,-20.76409242,22.23666228
-23.30157537,-20.76488701,22.2594252
-23.31446386,-20.76548279,22.28161349
-23.32640037,-20.76588484,22.30323445
-23.3373855,-20.76609798,22.32429527
-23.34741964,-20.7661268,22.34480302
-23.35650298,-20.76597563,22.36476472
-23.36463552,-20.76564858,22.38418723
-23.37181706,-20.76514949,22.40307732
-23.37804717,-20.76448199,22.42144164
-23.38332524,-20.76364943,22.43928672
-23.38765043,-20.76265497,22.45661896
-23.39102169,-20.76150149,22.47344461
-23.39343776,-20.76019167,22.48976982
-23.39489715,-20.75872794,22.50560056
-23.39539816,-20.75711251,22.52094268
-23.39493888,-20.75534736,22.53580188
-23.39351716,-20.75343425,22.55018369
-23.39113064,-20.75137473,22.56409351
-23.38777676,-20.74917011,22.57753657
-23.3834527,-20.74682152,22.59051794
-23.37815546,-20.74432984,22.60304251
-23.37188182,-20.7416958,22.61511503
-23.36462833,-20.73891988,22.62674007
-23.35639135,-20.73600238,22.63792203
-23.34716702,-20.73294343,22.64866513
-23.33695127,-20.72974295,22.65897343
-23.32573986,-20.72640068,22.6688508
-23.31352833,-20.72291618,22.67830094
-23.30031202,-20.71928886,22.68732737
-23.28608611,-20.71551794,22.69593343
-23.27084557,-20.71160249,22.70412229
-23.25458522,-20.70754141,22.71189692
-23.2372997,-20.70333346,22.71926013
-23.21898348,-20.69897726,22.72621453
-23.19963089,-20.69447127,22.73276256
-23.17923609,-20.68981385,22.73890649
-23.15779312,-20.68500319,22.74464839
-23.13529586,-20.6800374,22.74999015
-23.11173809,-20.67491443,22.7549335
-23.08711347,-20.66963215,22.75947997
-23.06141553,-20.66418832,22.76363094
-23.03463773,-20.65858059,22.76738758
-23.00677342,-20.65280654,22.77075092
-22.97781588,-20.64686364,22.77372179
-22.94775833,-20.6407493,22.77630087
-22.9165939,-20.63446083,22.77848866
-22.8843157,-20.62799549,22.7802855
-22.85091681,-20.62135049,22.78169154
-22.81639025,-20.61452296,22.78270681
-22.78072907,-20.60751,22.78333115
-22.74392627,-20.60030865,22.78356425
-22.70597491,-20.59291593,22.78340564
-22.66686802,-20.58532881,22.78285472
-22.62659872,-20.57754425,22.78191071
-22.58516013,-20.56955919,22.7805727
-22.54254546,-20.56137055,22.77883963
-22.49874798,-20.55297523,22.77671032
-22.45376105,-20.54437017,22.77418343
-22.40757813,-20.53555227,22.7712575
-22.36019279,-20.52651846,22.76793093
-22.31159873,-20.51726569,22.76420201
-22.26178979,-20.50779092,22.76006889
-22.21075997,-20.49809114,22.7555296
-22.15850343,-20.48816338,22.75058208
-22.10501451,-20.47800469,22.74522413
-22.05028776,-20.46761217,22.73945346
-21.99431793,-20.45698298,22.73326767
-21.93709998,-20.44611431,22.72666426
-21.87862913,-20.43500342,22.71964063
-21.81890086,-20.42364764,22.7121941
-21.75791088,-20.41204435,22.70432189
-21.69565521,-20.40019101,22.69602113
-21.63213015,-20.38808515,22.68728889
-21.56733232,-20.37572438,22.67812215
-21.50125864,-20.36310641,22.66851783
-21.43390638,-20.350229,22.65847276
-21.36527317,-20.33709005,22.64798371
-21.29535697,-20.32368752,22.63704742
-21.22415613,-20.31001948,22.62566054
-21.15166941,-20.2960841,22.61381967
-21.07789593,-20.28187967,22.60152138
-21.00283525,-20.26740457,22.58876218
-20.92648735,-20.2526573,22.57553854
-20.84885264,-20.23763647,22.5618469
-20.769932,-20.22234082,22.54768365
-20.68972674,-20.2067692,22.53304518
-20.60823867,-20.19092059,22.51792782
-20.52547008,-20.17479409,22.50232789
-20.44142374,-20.15838892,22.4862417
-20.35610294,-20.14170445,22.46966553
-20.26951149,-20.12474017,22.45259565
-20.1816537,-20.10749569,22.43502832
-20.09253444,-20.08997078,22.41695981
-20.00215911,-20.07216534,22.39838636
-19.91053369,-20.05407939,22.37930422
-19.81766468,-20.03571311,22.35970965
-19.72355918,-20.0170668,22.33959891
-19.62822487,-19.99814093,22.31896827
-19.53166999,-19.97893608,22.29781401
-19.4339034,-19.959453,22.27613242
-19.33493453,-19.93969256,22.25391981
-19.23477343,-19.91965578,22.2311725
-19.13343077,-19.89934384,22.20788685
-19.03091782,-19.87875804,22.18405923
-18.92724647,-19.85789983,22.15968604
-18.82242922,-19.83677082,22.1347637
-18.71647924,-19.81537274,22.10928866
-18.60941028,-19.79370749,22.08325742
-18.50123676,-19.77177707,22.0566665
-18.39197371,-19.74958367,22.02951244
-18.28163681,-19.72712959,22.00179184
-18.17024237,-19.70441727,21.97350133
-18.05780735,-19.68144931,21.94463759
-17.94434933,-19.65822843,21.91519732
-17.82988655,-19.63475749,21.88517727
-17.71443786,-19.61103949,21.85457425
-17.59802276,-19.58707755,21.8233851
-17.4806614,-19.56287495,21.79160671
-17.36237453,-19.53843507,21.75923601
-17.24318353,-19.51376144,21.72627
-17.12311043,-19.4888577,21.69270569
-17.00217785,-19.46372763,21.65854019
-16.88040905,-19.43837513,21.62377061
-16.75782788,-19.41280421,21.58839415
-16.63445879,-19.38701901,21.55240805
-16.51032684,-19.36102379,21.51580959
-16.38545769,-19.33482291,21.47859611
-16.25987755,-19.30842084,21.44076501
-16.13361323,-19.28182218,21.40231374
-16.0066921,-19.25503162,21.36323981
-15.87914208,-19.22805395,21.32354076
-15.75099165,-19.20089408,21.28321422
-15.62226981,-19.17355699,21.24225785
-15.4930061,-19.14604779,21.20066937
-15.36323057,-19.11837165,21.15844656
-15.23297377,-19.09053385,21.11558725
-15.10226676,-19.06253974,21.07208932
-14.97114106,-19.03439477,21.02795073
-14.83962866,-19.00610445,20.98316947
-14.707762,-18.97767439,20.9377436
-14.57557398,-18.94911026,20.89167122
-14.44309788,-18.9204178,20.8449505
-14.31036744,-18.89160281,20.79757967
-14.17741676,-18.86267118,20.74955699
-14.04428034,-18.83362882,20.70088081
