time,torque_data,sigup,sigdown
21.9,0.701053717,1.237435096,0.164676114
22,0.700784854,1.237091079,0.164481278
22.1,0.700529476,1.236785168,0.164275719
22.2,0.700285977,1.236513844,0.164058817
22.3,0.700053727,1.23627677,0.163830164
22.4,0.699832442,1.2360743,0.163589326
22.5,0.69962289,1.23590829,0.163335136
22.6,0.699424282,1.235776478,0.163068515
22.7,0.699236961,1.235679209,0.162789928
22.8,0.699061685,1.235618073,0.162499913
22.9,0.698900037,1.235594913,0.162198572
23,0.698752236,1.235608649,0.161888041
23.1,0.698619562,1.235660411,0.161569745
23.2,0.698504086,1.235753309,0.161245308
23.3,0.698408341,1.235889162,0.160916794
23.4,0.698333431,1.236067979,0.160587002
23.5,0.698281649,1.236291691,0.160258589
23.6,0.698256809,1.236565254,0.159934773
23.7,0.698262171,1.236890064,0.159619577
23.8,0.698299722,1.23726717,0.15931649
23.9,0.698372809,1.237699217,0.159029569
24,0.698487556,1.238193355,0.158764382
24.1,0.698647297,1.23874976,0.158526468
24.2,0.698854983,1.239370515,0.158320144
24.3,0.699114953,1.240058772,0.158150949
24.4,0.699436244,1.24082414,0.158027688
24.5,0.69982107,1.241664436,0.157956269
24.6,0.700273427,1.242582763,0.157941971
24.7,0.700798368,1.243583376,0.157991605
24.8,0.701408248,1.244675541,0.158117908
24.9,0.702102389,1.245856214,0.158325104
25,0.702885787,1.247128487,0.158619347
25.1,0.703764696,1.2484978,0.159007994
25.2,0.704751354,1.250013762,0.15948769
25.3,0.705843349,1.251651363,0.16004424
25.4,0.707045255,1.253382652,0.160716359
25.5,0.708364277,1.255221436,0.161515274
25.6,0.709809356,1.257174264,0.162452129
25.7,0.711376579,1.259234771,0.163525557
25.8,0.713068724,1.261403355,0.164740727
25.9,0.714892952,1.263683685,0.166108478
26,0.716852385,1.266077231,0.167633256
26.1,0.718941365,1.268577087,0.169310818
26.2,0.721159806,1.271181698,0.171142559
26.3,0.723513463,1.273893866,0.173137388
26.4,0.725998222,1.276709693,0.175290591
26.5,0.7286068,1.279621983,0.177594994
26.6,0.731335769,1.282627166,0.180047317
26.7,0.734188199,1.285726446,0.182652674
26.8,0.737153345,1.288911454,0.185397584
26.9,0.74022289,1.292175017,0.188272766
27,0.743390516,1.295511908,0.191270813
27.1,0.746655895,1.298921198,0.194392143
27.2,0.750004393,1.302392028,0.197618042
27.3,0.75342754,1.305917573,0.200938551
27.4,0.756917702,1.30949173,0.204344618
27.5,0.760470336,1.313111049,0.207830367
27.6,0.76407171,1.316764977,0.211379011
27.7,0.76771372,1.320447217,0.214980639
27.8,0.771388825,1.324151759,0.218626245
27.9,0.775089431,1.327872603,0.222306494
28,0.778805799,1.33160219,0.226009546
28.1,0.782530786,1.335334796,0.229726839
28.2,0.786257413,1.339064673,0.233450185
28.3,0.78997828,1.342785606,0.23717094
28.4,0.79368744,1.346492857,0.240881979
28.5,0.797379474,1.350181841,0.244577051
28.6,0.801048121,1.353847153,0.248249032
28.7,0.804688315,1.357484121,0.251892459
28.8,0.808297014,1.361090254,0.255503742
28.9,0.811870663,1.364662321,0.259078999
29,0.815403603,1.368195216,0.262612
29.1,0.818893978,1.371686761,0.26610124
29.2,0.822340559,1.37503918,0.269639894
29.3,0.825741369,1.378484955,0.272995761
29.4,0.829091103,1.381878934,0.276301278
29.5,0.832391091,1.385223579,0.279556645
29.6,0.835640951,1.388517687,0.282762303
29.7,0.838839849,1.391759596,0.285917586
29.8,0.841982601,1.394945177,0.289018207
29.9,0.845073248,1.398077784,0.292066959
30,0.848111596,1.401157078,0.29506443
30.1,0.851096879,1.404181503,0.298010614
30.2,0.854025963,1.407149136,0.300901221
30.3,0.856902988,1.410063473,0.303741007
30.4,0.85972829,1.412924828,0.306530326
30.5,0.862500949,1.415731616,0.309268896
30.6,0.865219876,1.418484032,0.311954401
30.7,0.867888889,1.42118537,0.314591149
30.8,0.870508773,1.42383649,0.317179853
30.9,0.873078515,1.426435858,0.319719996
31,0.875598979,1.42898563,0.322211195
31.1,0.878073612,1.431488825,0.324657302
31.2,0.880503704,1.433946858,0.327059479
31.3,0.88288844,1.436358541,0.32941728
31.4,0.885230537,1.438727762,0.331732268
31.5,0.887533214,1.44105736,0.33400803
31.6,0.889798402,1.443349383,0.336246383
31.7,0.892025991,1.445603456,0.338447487
31.8,0.894220287,1.447824763,0.340614764
31.9,0.89638451,1.45001616,0.342751802
32,0.898521354,1.452180235,0.344861276
32.1,0.900632022,1.45431835,0.346944621
32.2,0.902721782,1.456435827,0.349006657
32.3,0.904794065,1.458535851,0.351051196
32.4,0.906852221,1.460621524,0.353081795
32.5,0.908899512,1.462696191,0.355101762
32.6,0.910940814,1.464764346,0.357116235
32.7,0.912979932,1.466829549,0.359129304
32.8,0.915020855,1.468895552,0.361145172
32.9,0.917068271,1.470966588,0.363169029
33,0.919125954,1.473046197,0.365204866
33.1,0.921197726,1.475137894,0.367256808
33.2,0.923288088,1.47724603,0.36932945
33.3,0.925401563,1.479374351,0.3714282
33.4,0.92754059,1.481525365,0.373555376
33.5,0.929708349,1.48370206,0.375714344
33.6,0.931909483,1.485909172,0.377909574
33.7,0.934146739,1.488148677,0.380144737
33.8,0.936421157,1.490422103,0.3824203
33.9,0.93873472,1.492731535,0.384738139
34,0.94109173,1.495081795,0.387101967
34.1,0.943492128,1.497472295,0.389512386
34.2,0.945935739,1.499903791,0.391968211
34.3,0.948423114,1.502377333,0.394469511
34.4,0.950957809,1.50489749,0.397018742
34.5,0.953536843,1.507508088,0.399564256
34.6,0.956159209,1.510183647,0.402135108
34.7,0.958824233,1.512864378,0.404784647
34.8,0.961534289,1.515591598,0.40747737
34.9,0.964284401,1.518361443,0.410207814
35,0.967073083,1.521173089,0.412973625
35.1,0.969899222,1.524026171,0.415772877
35.2,0.972762776,1.52692256,0.418603729
35.3,0.975659107,1.529858077,0.421461041
35.4,0.978586185,1.532831737,0.42434173
35.5,0.981542673,1.535843345,0.427243201
35.6,0.984526899,1.538893232,0.430162006
35.7,0.987535006,1.541977942,0.433093781
35.8,0.990564826,1.545096453,0.436035212
35.9,0.993614933,1.54824894,0.438983098
36,0.996682919,1.551434783,0.441933578
36.1,0.99976584,1.554651437,0.444883152
36.2,1.002861695,1.557898109,0.447828612
36.3,1.005969045,1.561175531,0.450766113
36.4,1.009085515,1.564482621,0.45369244
36.5,1.012209031,1.567817799,0.45660481
36.6,1.015337959,1.571180683,0.459500339
36.7,1.01847092,1.574572756,0.462374486
36.8,1.021606149,1.577992764,0.465225559
36.9,1.02474233,1.581440071,0.468051283
37,1.027878344,1.584914814,0.470849221
37.1,1.031013017,1.58841945,0.473614382
37.2,1.034145553,1.59195257,0.476347123
37.3,1.037275319,1.595514451,0.479045611
37.4,1.040401803,1.599105879,0.48170762
37.5,1.043524431,1.602730208,0.484329463
37.6,1.046643381,1.606385912,0.486912623
37.7,1.049758757,1.610074047,0.489456253
37.8,1.052870787,1.613796357,0.491958584
37.9,1.055979943,1.61755613,0.494418208
38,1.059087194,1.621352328,0.496837639
38.1,1.062193499,1.62518634,0.4992174
38.2,1.065300089,1.629060839,0.501556756
38.3,1.068408603,1.63297859,0.503857244
38.4,1.07152068,1.636938795,0.506122419
38.5,1.074638163,1.640942882,0.508354533
38.6,1.077763603,1.644994289,0.510554734
38.7,1.080899492,1.64909453,0.512727501
38.8,1.084047999,1.653242802,0.514877451
38.9,1.087211719,1.657440172,0.51700869
39,1.09039476,1.661690483,0.51912516
39.1,1.093599617,1.665993226,0.521233222
39.2,1.0968288,1.670347374,0.523338456
39.3,1.100085284,1.674753223,0.525446503
39.4,1.103374727,1.679214488,0.527564688
39.5,1.10669835,1.683728152,0.529699038
39.6,1.110058744,1.68829283,0.531855792
39.7,1.113458864,1.692907773,0.53404168
39.8,1.11690505,1.697575986,0.536266091
39.9,1.120396427,1.70229207,0.538533052
40,1.123935219,1.706902328,0.540919344
40.1,1.127524328,1.711720553,0.54327977
40.2,1.131168391,1.716582749,0.545706456
40.3,1.134865313,1.721484096,0.548199894
40.4,1.13861618,1.726422201,0.550764639
40.5,1.142423516,1.73139586,0.553406373
40.6,1.146289233,1.736402085,0.556132923
40.7,1.15021032,1.741436587,0.558942071
40.8,1.154186584,1.746496576,0.561836199
40.9,1.158219976,1.751580318,0.564820158
41,1.162309491,1.756684046,0.567897183
41.1,1.166451727,1.761804268,0.571063227
41.2,1.170645424,1.766938258,0.574318476
41.3,1.174891951,1.772083908,0.577666882
41.4,1.179187968,1.777237777,0.581106935
41.5,1.183530224,1.782397231,0.584633896
41.6,1.187916832,1.787559951,0.588246296
41.7,1.192348707,1.7927236,0.591947391
41.8,1.196821172,1.797885845,0.595731953
41.9,1.20133152,1.803044789,0.599595558
42,1.205877706,1.808198614,0.603535862
42.1,1.210460383,1.81334504,0.607555782
42.2,1.215074532,1.818483016,0.611647858
42.3,1.219718175,1.823611224,0.615808647
42.4,1.224389774,1.828728198,0.620035737
42.5,1.229089018,1.833832214,0.624331847
42.6,1.233812165,1.838923067,0.628688878
42.7,1.238557687,1.843999943,0.633104589
42.8,1.24332466,1.84906157,0.637577681
42.9,1.248112338,1.854107005,0.642109075
43,1.252918269,1.85913651,0.646692861
43.1,1.257741428,1.864149664,0.651327419
43.2,1.26258152,1.869145279,0.656012679
43.3,1.267437816,1.874123242,0.660748646
43.4,1.272308912,1.879084016,0.665531372
43.5,1.277194319,1.884027486,0.670359997
43.6,1.282094387,1.888952506,0.675235746
43.7,1.287008606,1.893859766,0.680158171
43.8,1.291936398,1.898749788,0.68512496
43.9,1.296877781,1.903622726,0.690136001
44,1.301833819,1.908477531,0.695193865
44.1,1.306804182,1.913315632,0.700297684
44.2,1.311788953,1.918137589,0.705446453
44.3,1.316788601,1.922943806,0.710640672
44.4,1.321804993,1.927733599,0.715884261
44.5,1.326837744,1.932508937,0.721175583
44.6,1.331887485,1.937270521,0.726514632
44.7,1.336955149,1.942018948,0.731902251
44.8,1.342043142,1.946754549,0.737343588
44.9,1.347150958,1.95147927,0.742835609
45,1.352279577,1.956194219,0.748378987
45.1,1.357430457,1.9609004,0.753975063
45.2,1.362605861,1.965599124,0.759628191
45.3,1.367805321,1.97029235,0.765334895
45.4,1.373029835,1.974981639,0.771095602
45.5,1.378281275,1.979668641,0.776911892
45.6,1.383561251,1.984355414,0.782785957
45.7,1.388869181,1.989043941,0.788714112
45.8,1.394205816,1.993736188,0.794695888
45.9,1.399573235,1.998434662,0.800732536
46,1.404971868,2.003141636,0.806823454
46.1,1.410400911,2.007859093,0.812964623
46.2,1.415860634,2.012589224,0.819154379
46.3,1.421353045,2.017335475,0.82539306
46.4,1.426877063,2.022099561,0.831677296
46.5,1.432431658,2.026883389,0.838002836
46.6,1.438016495,2.0316891,0.844366869
46.7,1.443633267,2.036520985,0.850768446
46.8,1.449279454,2.041379367,0.857202345
46.9,1.454953905,2.046266019,0.863664393
47,1.460655776,2.05118301,0.870151103
47.1,1.46638632,2.05613444,0.876660243
47.2,1.472142099,2.061119449,0.883186346
47.3,1.477922043,2.06613942,0.889725732
47.4,1.483725366,2.071196442,0.896275003
47.5,1.489552144,2.076293397,0.902830962
47.6,1.495399599,2.081428873,0.909389688
47.7,1.501266709,2.086603715,0.915948302
47.8,1.507153002,2.091820124,0.922504042
47.9,1.513058069,2.097079495,0.929053979
48,1.518980042,2.102380275,0.935596286
48.1,1.5249183,2.107722939,0.942129256
48.2,1.530872992,2.113110029,0.948651086
48.3,1.536843827,2.118541539,0.955160347
48.4,1.542829939,2.124016217,0.961656987
48.5,1.54883136,2.129534449,0.968140692
48.6,1.554849173,2.135099448,0.974610873
48.7,1.560883508,2.140710048,0.981068052
48.8,1.56693448,2.146365669,0.987513497
48.9,1.573002896,2.15206689,0.993948244
49,1.579091115,2.157817992,1.000373172
49.1,1.585199588,2.163616789,1.006790487
49.2,1.591329379,2.169463638,1.013202409
49.3,1.597482084,2.175359645,1.01961116
49.4,1.603661721,2.181310168,1.026019413
49.5,1.609868583,2.187312262,1.032430292
49.6,1.616104701,2.193367258,1.03884681
49.7,1.622372687,2.199477524,1.045272185
49.8,1.628677776,2.205647869,1.051711336
49.9,1.635020144,2.211876082,1.058167207
50,1.641402587,2.218163895,1.06464366
50.1,1.647829041,2.224515065,1.071145114
50.2,1.654304983,2.230933399,1.077678097
50.3,1.660830727,2.237417274,1.084245181
50.4,1.667409466,2.243968583,1.090850866
50.5,1.67404658,2.250788039,1.09731425
50.6,1.680746806,2.257549764,1.103945397
50.7,1.687510438,2.264370883,1.110651911
50.8,1.694340651,2.271268468,1.117415031
50.9,1.701244145,2.278247001,1.124243574
51,1.708223538,2.285308194,1.131141307
51.1,1.715278845,2.292449029,1.138111134
51.2,1.72241253,2.299669859,1.145157631
51.3,1.729631988,2.30697503,1.1522913
51.4,1.736936121,2.31436222,1.1595122
51.5,1.744324179,2.321827709,1.16682257
51.6,1.751796937,2.329369929,1.174225528
51.7,1.759361098,2.336991686,1.181731885
51.8,1.767010496,2.344686044,1.189335883
51.9,1.774742879,2.352448065,1.197038126
52,1.78255641,2.360273597,1.204839655
52.1,1.790454289,2.368162145,1.212746015
52.2,1.798425616,2.376102925,1.220747271
52.3,1.806465566,2.38408939,1.228840056
52.4,1.814569346,2.39211497,1.237021708
52.5,1.82273248,2.400173426,1.245288838
52.6,1.830942664,2.408253577,1.253628367
52.7,1.83919133,2.416346944,1.262031644
52.8,1.847469665,2.424444577,1.270490335
52.9,1.855766577,2.432535906,1.278992159
53,1.86406951,2.44061136,1.287521935
53.1,1.872367166,2.448661662,1.296066356
53.2,1.880646532,2.456675967,1.304610459
53.3,1.888893808,2.464643258,1.313137221
53.4,1.897097806,2.472556662,1.321631405
53.5,1.905246709,2.480407942,1.330077634
53.6,1.913324335,2.488185452,1.338455179
53.7,1.921319814,2.495881794,1.34674969
53.8,1.929224773,2.503493296,1.354948159
53.9,1.937029461,2.511014276,1.363036781
54,1.944716417,2.518433496,1.370991548
54.1,1.952282662,2.525749836,1.378808204
54.2,1.959723205,2.532962495,1.38647733
54.3,1.967032165,2.540068965,1.393988633
54.4,1.974192666,2.547059252,1.401320835
54.5,1.981211791,2.553938997,1.408480518
54.6,1.988087382,2.560709313,1.41546273
54.7,1.994816212,2.567370501,1.422259913
54.8,2.001387681,2.573775035,1.42900426
54.9,2.007813262,2.58019973,1.435424248
55,2.01409386,2.58658572,1.441598258
55.1,2.020227562,2.59286171,1.447589135
55.2,2.026211151,2.599027822,1.453389075
55.3,2.032056346,2.605092371,1.459013835
55.4,2.037766004,2.611057906,1.464466577
55.5,2.043338318,2.616922778,1.469745886
55.6,2.048775405,2.622690293,1.474851566
55.7,2.054087111,2.628366947,1.479797379
55.8,2.059276578,2.633954984,1.484587366
55.9,2.064340835,2.63945139,1.48921906
56,2.069284845,2.644860565,1.493697024
56.1,2.074115327,2.650186075,1.498031622
56.2,2.078834314,2.655428501,1.502226338
56.3,2.083436352,2.660581758,1.506276717
56.4,2.087927308,2.665649761,1.510189809
56.5,2.092310115,2.670632195,1.513972198
56.6,2.096584656,2.675526712,1.517626006
56.7,2.100741458,2.680321742,1.521144088
56.8,2.104786452,2.685020322,1.524534778
56.9,2.10871832,2.689617178,1.527801006
57,2.112533496,2.694104396,1.53094319
57.1,2.116218291,2.698591373,1.53386288
57.2,2.119777563,2.702926828,1.53665536
57.3,2.123205789,2.707098088,1.539339848
57.4,2.126494006,2.711126641,1.541886919
57.5,2.129626709,2.71498742,1.544290352
57.6,2.132605335,2.718677791,1.54655574
57.7,2.13542111,2.722182858,1.548680445
57.8,2.138058681,2.725481612,1.55065544
57.9,2.140502061,2.728545667,1.552475991
58,2.142750061,2.731370312,1.554144999
58.1,2.144791488,2.733937303,1.555658372
58.2,2.146604199,2.736216548,1.557002937
58.3,2.148175466,2.73818324,1.558176242
58.4,2.149502795,2.739832888,1.559178748
58.5,2.150574721,2.741147902,1.560005186
58.6,2.151363541,2.742091629,1.560637859
58.7,2.151865797,2.742653883,1.561078078
58.8,2.152079794,2.742833983,1.561324188
58.9,2.151997386,2.742621405,1.561370454
59,2.151589108,2.74197995,1.561194892
59.1,2.150867313,2.740925152,1.560805112
59.2,2.149833767,2.739464172,1.560198282
59.3,2.148487795,2.737600122,1.559369497
59.4,2.146804372,2.735307623,1.558295612
59.5,2.144815078,2.732631445,1.556992905
59.6,2.142527328,2.72958886,1.555459747
59.7,2.139947111,2.726195808,1.553692312
59.8,2.137070846,2.722456656,1.55167855
59.9,2.133935276,2.718425186,1.549438415
60,2.13055735,2.714130517,1.546976676
60.1,2.126950576,2.709599096,1.544293879
60.2,2.123131368,2.704860197,1.541393584
60.3,2.119135624,2.69996229,1.538299229
60.4,2.114986281,2.694939001,1.535023124
60.5,2.11070276,2.689821641,1.531572474
60.6,2.106311671,2.684646327,1.527965116
60.7,2.10184277,2.67944827,1.524225141
60.8,2.097319075,2.674256139,1.520369968
60.9,2.092762519,2.669099504,1.516413059
61,2.088197894,2.664005722,1.512378272
61.1,2.083645891,2.658994582,1.508286454
61.2,2.079124725,2.654084768,1.504155327
61.3,2.074655606,2.649300424,1.500001935
61.4,2.070252987,2.644653354,1.495845693
61.5,2.06592881,2.640151064,1.491701786
61.6,2.061694419,2.635802427,1.487584133
61.7,2.057568516,2.631626112,1.483509675
61.8,2.053552434,2.627619309,1.479486891
61.9,2.049651782,2.623782565,1.475524971
62,2.045872395,2.62031266,1.471420088
62.1,2.042227491,2.616977074,1.467469739
62.2,2.038709534,2.613801842,1.463608515
62.3,2.035319729,2.610791266,1.459839087
62.4,2.032061026,2.60794891,1.45616418
62.5,2.0289387,2.605278989,1.45258922
62.6,2.025942631,2.602770185,1.449105723
62.7,2.02307074,2.600420979,1.445711033
62.8,2.020324444,2.598235835,1.442403867
62.9,2.017702348,2.596214288,1.439181168
63,2.015194217,2.594346931,1.436032235
63.1,2.012795949,2.592631964,1.432950665
63.2,2.010507855,2.591075133,1.429931673
63.3,2.008323441,2.589671816,1.426966213
63.4,2.006233214,2.588414382,1.424043281
63.5,2.004231543,2.587300386,1.421154066
