forceX,forceY,forceZ,torqueX,torqueY,torqueZ	
-75.8355026245117,-268.476135253906,25.6310958862305,0.85726124048233,0.641506791114807,-0.263204097747803,	
-75.527099609375,-268.381591796875,26.0968322753906,0.892963945865631,0.62101423740387,-0.274341702461243,	
-75.4761352539063,-268.347930908203,26.3038177490234,0.850064694881439,0.646145284175873,-0.254694819450378,	
-75.6814117431641,-268.557006835938,26.295036315918,0.835686385631561,0.654427170753479,-0.263173162937164,	
-75.3158721923828,-268.341796875,26.190055847168,0.900090932846069,0.625235855579376,-0.260391891002655,	
-75.3241577148438,-268.606323242188,26.3454742431641,0.871803820133209,0.650261163711548,-0.257535934448242,	
-75.0254364013672,-268.784149169922,26.3326568603516,0.885713040828705,0.633565902709961,-0.266033411026001,	
-75.7702331542969,-268.341064453125,24.9878234863281,0.864921033382416,0.620320022106171,-0.254844725131989,	
-75.6187896728516,-268.864624023438,26.1333084106445,0.892920434474945,0.604687094688416,-0.266118347644806,	
-75.7814865112305,-268.527526855469,25.438362121582,0.843122541904449,0.616278350353241,-0.280012905597687,	
-75.6267700195313,-268.608428955078,27.3285903930664,0.87121170759201,0.642417371273041,-0.271650552749634,	
-75.6269607543945,-268.528472900391,26.2919769287109,0.86407595872879,0.629302442073822,-0.274373888969421,	
-75.5658645629883,-268.748413085938,25.5200805664063,0.886066854000092,0.616500198841095,-0.277250468730927,	
-75.4972686767578,-268.443328857422,26.0006561279297,0.878621280193329,0.629407405853271,-0.277091324329376,	
-75.8311996459961,-268.564636230469,25.9943313598633,0.84977400302887,0.62934136390686,-0.268880784511566,	
-75.4047698974609,-268.826934814453,26.2493591308594,0.850033402442932,0.637529075145721,-0.260298848152161,	
-75.614631652832,-268.778015136719,26.8304138183594,0.892521560192108,0.596399903297424,-0.277310431003571,	
-75.3266372680664,-268.518737792969,26.3159942626953,0.871493399143219,0.650327682495117,-0.246238306164742,	
-75.3100204467773,-268.684173583984,26.8228759765625,0.87090927362442,0.625373601913452,-0.266000926494598,	
-75.7631301879883,-268.52001953125,26.4985580444336,0.871323347091675,0.634237408638,-0.254787266254425,	
-75.9337692260742,-268.516784667969,26.2082214355469,0.892786502838135,0.629501283168793,-0.271457970142365,	
-75.7728576660156,-268.521057128906,25.91064453125,0.89310610294342,0.62134975194931,-0.257771253585815,	
-75.938835144043,-268.185668945313,25.0077285766602,0.878928303718567,0.612034499645233,-0.27158796787262,	
-75.5514907836914,-269.174835205078,26.0586471557617,0.89987051486969,0.608558177947998,-0.268793940544128,	
-75.8574447631836,-268.219787597656,25.6862030029297,0.893254995346069,0.628928303718567,-0.282724916934967,	
-75.77197265625,-268.436096191406,26.8997802734375,0.885160386562347,0.617280423641205,-0.277131736278534,	
-75.4741363525391,-268.60888671875,26.1179656982422,0.871503710746765,0.617101192474365,-0.266056656837463,	
-75.7092895507813,-268.662353515625,26.5088119506836,0.842464327812195,0.60868901014328,-0.277441024780273,	
-75.8490295410156,-268.308715820313,26.4855270385742,0.871748685836792,0.650715887546539,-0.263074696063995,	
-75.9970703125,-268.221313476563,26.7728729248047,0.885449051856995,0.633891761302948,-0.274292767047882,	
-75.6953811645508,-268.392913818359,26.1948165893555,0.864109635353088,0.629221141338348,-0.279992163181305,	
-75.9230346679688,-268.353668212891,26.3666687011719,0.864496946334839,0.620959401130676,-0.27448183298111,	
-75.6107025146484,-268.345794677734,26.8913116455078,0.892455220222473,0.629985332489014,-0.268704175949097,	
-75.7683944702148,-268.781311035156,25.6296234130859,0.864627361297607,0.645496070384979,-0.268725395202637,	
-75.7741394042969,-268.7041015625,26.3268814086914,0.857601404190063,0.658854007720947,-0.251778423786163,	
-75.3089447021484,-268.164306640625,26.7051467895508,0.871220350265503,0.634288787841797,-0.249279335141182,	
-75.923095703125,-267.915435791016,25.3722915649414,0.84993702173233,0.620378375053406,-0.265888869762421,	
-75.2480850219727,-268.475616455078,25.4057540893555,0.871923327445984,0.658297300338745,-0.254624485969543,	
-75.9277191162109,-268.184143066406,25.3945770263672,0.857546448707581,0.666723549365997,-0.254592597484589,	
-75.6089706420898,-268.603454589844,26.8179473876953,0.892357766628265,0.621623814105988,-0.257621645927429,	
-75.3879318237305,-268.734741210938,26.1243286132813,0.892793357372284,0.612294793128967,-0.282779514789581,	
-75.5548782348633,-268.826995849609,26.7504806518555,0.878338515758514,0.646643161773682,-0.257477283477783,	
-75.4930648803711,-268.700256347656,26.3321075439453,0.88582056760788,0.625005304813385,-0.271640419960022,	
