forceX,forceY,forceZ,torqueX,torqueY,torqueZ	
-72.9796829223633,-282.725250244141,-77.2672271728516,1.06603956222534,0.499493360519409,-0.86855548620224,	
-72.7604751586914,-282.595092773438,-77.2940292358398,1.05903673171997,0.537310063838959,-0.848846316337585,	
-72.9555816650391,-282.54736328125,-76.2216186523438,1.05847537517548,0.504747152328491,-0.848829448223114,	
-72.5590972900391,-283.016571044922,-76.6912307739258,1.15899276733398,0.488242328166962,-0.848778069019318,	
-73.2734832763672,-283.099029541016,-77.4489135742188,1.23066389560699,0.479433834552765,-0.851507961750031,	
-73.1615524291992,-283.401489257813,-76.63232421875,1.31642007827759,0.46411794424057,-0.834668517112732,	
-72.9054260253906,-283.168334960938,-76.8799285888672,1.32325851917267,0.44259774684906,-0.85987377166748,	
-73.0110855102539,-283.395599365234,-77.6379776000977,1.25266087055206,0.484220683574677,-0.820580422878265,	
-73.0905075073242,-283.705139160156,-77.1993789672852,1.29529225826263,0.476134121417999,-0.831741034984589,	
-72.6199798583984,-283.260498046875,-76.8372650146484,1.30226230621338,0.480723738670349,-0.826106488704681,	
-72.7597808837891,-283.859924316406,-77.0535583496094,1.33789336681366,0.459524393081665,-0.842832207679749,	
-72.9122009277344,-283.955841064453,-76.6256713867188,1.35899007320404,0.438936829566956,-0.848528206348419,	
-72.9240951538086,-283.351379394531,-76.8410110473633,1.29525077342987,0.49333256483078,-0.82047027349472,	
-73.0021667480469,-283.831909179688,-75.9881820678711,1.32299423217773,0.45181268453598,-0.845781624317169,	
-72.93017578125,-284.051818847656,-76.5994644165039,1.35935211181641,0.489257037639618,-0.834243476390839,	
-73.073974609375,-284.130859375,-75.9606781005859,1.34421706199646,0.464288413524628,-0.845396339893341,	
-73.0929183959961,-283.617095947266,-75.5651016235352,1.27979207038879,0.493964016437531,-0.820247232913971,	
-72.9518966674805,-283.624267578125,-76.3941421508789,1.28029584884644,0.484512448310852,-0.854041993618011,	
-72.7974548339844,-283.529663085938,-75.9806823730469,1.2800384759903,0.476514041423798,-0.851275861263275,	
-73.1004409790039,-283.891693115234,-76.6178817749023,1.3022962808609,0.514034450054169,-0.836972773075104,	
-72.788330078125,-283.787902832031,-77.2284927368164,1.25921416282654,0.513098895549774,-0.84537535905838,	
-72.8171768188477,-283.363189697266,-76.24755859375,1.18753778934479,0.530319392681122,-0.84844583272934,	
-72.9933929443359,-283.713745117188,-76.4421539306641,1.14458775520325,0.546652495861053,-0.845525324344635,	
-73.3056640625,-283.198181152344,-77.3863067626953,1.15225946903229,0.541776180267334,-0.84544450044632,	
-73.2494506835938,-283.152496337891,-77.3913116455078,1.12347257137299,0.566378831863403,-0.856654465198517,	
-73.0366439819336,-282.934661865234,-75.990837097168,1.07264924049377,0.562871992588043,-0.867973923683167,	
-72.9048233032227,-282.679351806641,-77.0325622558594,1.03701198101044,0.557580411434174,-0.873822391033173,	
-72.8783950805664,-282.735565185547,-77.2504043579102,0.987182080745697,0.585912585258484,-0.904551684856415,	
-72.8230895996094,-282.515533447266,-77.4220275878906,0.923187673091888,0.614719986915588,-0.907309353351593,	
-72.9315414428711,-282.213470458984,-76.5912170410156,0.88005393743515,0.598208487033844,-0.929976880550385,	
-73.0914840698242,-281.785583496094,-76.3868179321289,0.822048366069794,0.581558704376221,-0.910490214824677,	
-73.5535278320313,-281.877624511719,-77.2450485229492,0.865586578845978,0.572691798210144,-0.921769559383392,	
-73.4715728759766,-282.009765625,-76.6168899536133,0.800310134887695,0.584914863109589,-0.93567031621933,	
-73.1295318603516,-281.534851074219,-76.6111068725586,0.772395670413971,0.634692311286926,-0.955249309539795,	
-73.0566024780273,-281.396118164063,-78.0556869506836,0.758584558963776,0.625468730926514,-0.938387811183929,	
-72.7277145385742,-281.635986328125,-77.6934661865234,0.780140519142151,0.630174100399017,-0.935640275478363,	
-72.8815460205078,-281.992126464844,-77.2914352416992,0.822983026504517,0.622404932975769,-0.932951390743256,	
-72.4337768554688,-281.385925292969,-77.2446746826172,0.808640539646149,0.622433304786682,-0.927287638187408,	
