Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10
206,9.902730378,6.805927015,7.280662807,7.354364028,6.05192386,7.854268092,5.311152048,6.55699373,6.544159648,5.41577789
207,9.926289297,6.83939421,7.31304591,7.387805726,6.088235371,7.879411956,5.353376673,6.609432216,6.586533734,5.464239792
208,9.949915099,6.872861405,7.344700541,7.421247423,6.124546883,7.90455582,5.395601297,6.661870703,6.62890782,5.513271351
209,9.973895752,6.906328601,7.376355171,7.454689121,6.160858394,7.929699684,5.437825922,6.712524364,6.671281906,5.562459483
210,9.997876404,6.939468108,7.408009802,7.487963035,6.197169906,7.954843548,5.480050547,6.762260116,6.713655992,5.611647616
211,10.02185706,6.972057946,7.438034835,7.521048408,6.233481417,7.979987411,5.522275171,6.811995868,6.755203652,5.660835748
212,10.04583771,7.004647784,7.467436525,7.554133782,6.269776016,8.005352937,5.567014054,6.86173162,6.796525421,5.710201465
213,10.07008282,7.037237622,7.496838214,7.587219155,6.306003732,8.030722306,5.611874595,6.911467371,6.837847191,5.760269453
214,10.09441249,7.069464216,7.526239904,7.620304529,6.342231447,8.056091676,5.656735135,6.958254318,6.879168961,5.810337441
215,10.11874217,7.101049081,7.554046911,7.653078294,6.378459163,8.081461045,5.701595676,7.004879888,6.920490731,5.860405429
216,10.14307184,7.132633946,7.581390158,7.685662174,6.414686879,8.106830414,5.746456216,7.051505457,6.961079095,5.910473417
217,10.1675053,7.164218811,7.608733405,7.718246054,6.450914595,8.132448865,5.793465081,7.098131027,7.001079351,5.961146811
218,10.19212582,7.195380084,7.636076653,7.750829934,6.48714231,8.158630054,5.840911568,7.143923764,7.041079608,6.012192416
219,10.21674635,7.225752601,7.662014014,7.783413814,6.523370026,8.184811243,5.888358054,7.187018122,7.081079864,6.063238022
220,10.24136687,7.256125117,7.687655399,7.815478198,6.559597742,8.210992432,5.935804541,7.23011248,7.12108012,6.114283628
221,10.2659874,7.286497634,7.713296785,7.847389021,6.595832633,8.237173622,5.983251027,7.273206839,7.160571964,6.165359471
