Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10
45,-7.789306356,-7.252562963,-8.497433844,-8.199489069,-8.247463333,-8.222218579,-7.696771261,-8.121382432,-7.556788378,-7.867811832
46,-7.78904991,-7.249516667,-8.493783243,-8.19918973,-8.24611,-8.21864991,-7.696898108,-8.121001351,-7.557002432,-7.867888919
47,-7.788793463,-7.245910691,-8.489873093,-8.19889039,-8.244780811,-8.215877377,-7.697024955,-8.12062027,-7.557216486,-7.867966006
48,-7.788537017,-7.241175706,-8.485962943,-8.198591051,-8.243777568,-8.213656016,-7.697151802,-8.120239189,-7.557430541,-7.868898829
49,-7.788280571,-7.236440721,-8.482052793,-8.197254595,-8.242774324,-8.211434655,-7.697278649,-8.119858108,-7.557644595,-7.870218378
50,-7.788024124,-7.231705736,-8.478142643,-8.194535315,-8.241771081,-8.209213293,-7.697156396,-8.119477027,-7.557858649,-7.871537928
51,-7.787767678,-7.226970751,-8.474232492,-8.191816036,-8.240767838,-8.206991932,-7.696713874,-8.118118649,-7.558732162,-7.872857477
52,-7.787511231,-7.222235766,-8.470322342,-8.189096757,-8.239764595,-8.204770571,-7.696271351,-8.116271622,-7.559935405,-7.874177027
53,-7.786684364,-7.218947568,-8.464084264,-8.186377477,-8.237854144,-8.202514134,-7.695828829,-8.114424595,-7.561138649,-7.875496577
54,-7.785831371,-7.216535405,-8.457147808,-8.183658198,-8.234081532,-8.199955175,-7.695386306,-8.112577568,-7.562341892,-7.876636316
55,-7.784978378,-7.214123243,-8.450211351,-8.181141622,-8.230308919,-8.197396216,-7.694943784,-8.110730541,-7.563545135,-7.875487568
56,-7.784125385,-7.211711081,-8.443274895,-8.178842763,-8.226536306,-8.194837257,-7.694501261,-8.108883514,-7.564748378,-7.874338819
57,-7.783272392,-7.209298919,-8.436338438,-8.176543904,-8.222763694,-8.192278298,-7.694333333,-8.107191351,-7.56498027,-7.87319007
58,-7.782419399,-7.206886757,-8.429401982,-8.174245045,-8.218991081,-8.189719339,-7.69444,-8.105654054,-7.564240811,-7.872041321
59,-7.781566406,-7.204609129,-8.422224174,-8.171946186,-8.219496547,-8.18716038,-7.694546667,-8.104116757,-7.563501351,-7.870892573
60,-7.779539249,-7.202344114,-8.414627177,-8.169647327,-8.223021832,-8.18398045,-7.694653333,-8.102579459,-7.562761892,-7.869743824
61,-7.776918559,-7.200079099,-8.40703018,-8.167948468,-8.226547117,-8.180414865,-7.69476,-8.101042162,-7.562022432,-7.869624895
62,-7.774297868,-7.197814084,-8.399433183,-8.16676961,-8.230072402,-8.176849279,-7.694866667,-8.099504865,-7.561282973,-7.87072981
63,-7.771677177,-7.195549069,-8.391836186,-8.165590751,-8.233597688,-8.173283694,-7.694973333,-8.098254054,-7.561162432,-7.871834725
64,-7.769056486,-7.193175586,-8.384239189,-8.164411892,-8.237122973,-8.169718108,-7.695677568,-8.097576216,-7.56227973,-7.87293964
65,-7.766435796,-7.190383293,-8.376642192,-8.163233033,-8.236042553,-8.166152523,-7.696846577,-8.096898378,-7.563397027,-7.874044555
66,-7.763815105,-7.187591001,-8.371750901,-8.162054174,-8.234116186,-8.162711662,-7.698015586,-8.096220541,-7.564514324,-7.875149469
67,-7.761694715,-7.184798709,-8.366967838,-8.161251892,-8.23218982,-8.160106456,-7.699184595,-8.095542703,-7.565631622,-7.876254384
68,-7.760417968,-7.182006416,-8.362184775,-8.160712072,-8.230263453,-8.157501251,-7.700353604,-8.094864865,-7.566748919,-7.878039429
69,-7.759141221,-7.179214124,-8.357401712,-8.160172252,-8.228337087,-8.154896046,-7.701522613,-8.094052973,-7.567377027,-7.879953003
70,-7.757864474,-7.177187327,-8.352618649,-8.159632432,-8.226418649,-8.152290841,-7.702691622,-8.092570811,-7.565559189,-7.881866577
71,-7.756587728,-7.175934825,-8.347835586,-8.159092613,-8.224568919,-8.149685636,-7.703174144,-8.091088649,-7.563741351,-7.88378015
72,-7.755310981,-7.174682322,-8.341279429,-8.158552793,-8.222719189,-8.14708043,-7.703244775,-8.089606486,-7.561923514,-7.885693724
73,-7.754034234,-7.17342982,-8.333317027,-8.15736,-8.220869459,-8.144447477,-7.703315405,-8.088124324,-7.560105676,-7.887607297
74,-7.752677988,-7.172177317,-8.325354625,-8.155804444,-8.21901973,-8.141799109,-7.703386036,-8.086642162,-7.558287838,-7.889000831
75,-7.750411111,-7.170924815,-8.317392222,-8.154248889,-8.21717,-8.139150741,-7.703456667,-8.08516,-7.55647,-7.888604815
76,-7.748144234,-7.169233033,-8.30942982,-8.152693333,-8.214228649,-8.136502372,-7.703527297,-8.083682703,-7.556852703,-7.888208799
77,-7.745877357,-7.167423473,-8.301467417,-8.151137778,-8.209363964,-8.133854004,-7.703597928,-8.082205405,-7.557235405,-7.887812783
78,-7.74361048,-7.165613914,-8.294205796,-8.149582222,-8.204499279,-8.131205636,-7.703954955,-8.080728108,-7.557618108,-7.887416767
79,-7.741343604,-7.163804354,-8.290798468,-8.147633153,-8.199634595,-8.128244715,-7.704442162,-8.079250811,-7.558000811,-7.887020751
80,-7.739076727,-7.161994795,-8.287391141,-8.145512553,-8.19476991,-8.123590801,-7.704929369,-8.077773514,-7.558383514,-7.886624735
81,-7.73680985,-7.160265956,-8.283983814,-8.143391952,-8.189905225,-8.118936887,-7.705416577,-8.076296216,-7.558766216,-7.887376186
82,-7.735098649,-7.159465405,-8.280576486,-8.141271351,-8.188651351,-8.114282973,-7.705903784,-8.074795946,-7.556142162,-7.888863514
83,-7.733536657,-7.158664855,-8.277169159,-8.139150751,-8.189604084,-8.109629059,-7.706390991,-8.073291081,-7.552916757,-7.890350841
84,-7.731974665,-7.157864304,-8.273761832,-8.13703015,-8.190556817,-8.104975145,-7.706878198,-8.071786216,-7.549691351,-7.891838168
85,-7.730412673,-7.157063754,-8.267384414,-8.135511171,-8.19150955,-8.100321231,-7.705778378,-8.070281351,-7.546465946,-7.893325495
86,-7.728850681,-7.156263203,-8.260016967,-8.134192733,-8.192462282,-8.09637976,-7.70414955,-8.068776486,-7.543240541,-7.894812823
87,-7.727288689,-7.155621411,-8.25264952,-8.132874294,-8.193415015,-8.092791051,-7.702520721,-8.067271622,-7.540015135,-7.89630015
88,-7.725726697,-7.155248288,-8.245282072,-8.131555856,-8.19251,-8.089202342,-7.700891892,-8.065696486,-7.537154054,-7.89467036
89,-7.723286627,-7.154875165,-8.237914625,-8.130237417,-8.19135,-8.085613634,-7.699263063,-8.064086216,-7.534475135,-7.89301979
90,-7.719955566,-7.154502042,-8.230547177,-8.128918979,-8.19019,-8.082024925,-7.697634234,-8.062475946,-7.531796216,-7.891369219
91,-7.716624505,-7.154128919,-8.22266027,-8.136018108,-8.18903,-8.078436216,-7.696005405,-8.060865676,-7.529117297,-7.889718649
92,-7.713293443,-7.153755796,-8.213792162,-8.145174865,-8.18787,-8.07535986,-7.694570991,-8.059255405,-7.526438378,-7.888068078
93,-7.709962382,-7.15338964,-8.204924054,-8.154331622,-8.186748679,-8.074589089,-7.693181441,-8.057645135,-7.523759459,-7.886417508
94,-7.706631321,-7.153027027,-8.196055946,-8.163488378,-8.185869099,-8.073818318,-7.691791892,-8.055207838,-7.520362973,-7.88560967
95,-7.70330026,-7.152664414,-8.187187838,-8.172645135,-8.18498952,-8.073047548,-7.690402342,-8.051943514,-7.516248919,-7.886191602
96,-7.700013764,-7.152301802,-8.17831973,-8.181801892,-8.18410994,-8.072276777,-7.689012793,-8.048679189,-7.512134865,-7.886773534
97,-7.696900751,-7.151939189,-8.169451622,-8.172917568,-8.18323036,-8.071506006,-7.687623243,-8.045414865,-7.508020811,-7.887355465
98,-7.693787738,-7.151576577,-8.156866577,-8.161026396,-8.182350781,-8.070735235,-7.686233694,-8.042150541,-7.503906757,-7.887937397
99,-7.690674725,-7.152014695,-8.144053964,-8.149135225,-8.181240511,-8.069636717,-7.684467027,-8.038886216,-7.499792703,-7.888519329
100,-7.687561712,-7.152491171,-8.131241351,-8.137244054,-8.179779189,-8.068394234,-7.682646486,-8.035734324,-7.495800811,-7.889101261
101,-7.684448699,-7.152967648,-8.118428739,-8.125352883,-8.178317868,-8.067151752,-7.680825946,-8.032807297,-7.492053243,-7.888778388
102,-7.681335686,-7.153444124,-8.105616126,-8.113461712,-8.176856547,-8.065909269,-7.679005405,-8.02988027,-7.488305676,-7.888172272
103,-7.678222673,-7.153920601,-8.092803514,-8.111935946,-8.175395225,-8.064666787,-7.677184865,-8.026953243,-7.484558108,-7.887566156
104,-7.673937237,-7.154309269,-8.08361997,-8.111426396,-8.173933904,-8.063424304,-7.675364324,-8.024026216,-7.480810541,-7.88696004
105,-7.669539249,-7.154428388,-8.077547057,-8.110916847,-8.170708378,-8.062156517,-7.673543784,-8.021099189,-7.477062973,-7.886353924
106,-7.665141261,-7.154547508,-8.071474144,-8.110407297,-8.166554324,-8.060792252,-7.670289459,-8.018415405,-7.47347,-7.885747808
107,-7.660743273,-7.154666627,-8.065401231,-8.109897748,-8.16240027,-8.059427988,-7.66693955,-8.016947838,-7.47065,-7.885573764
108,-7.656345285,-7.154785746,-8.059328318,-8.109388198,-8.158246216,-8.058063724,-7.66358964,-8.01548027,-7.46783,-7.887933233
109,-7.651947297,-7.154904865,-8.053255405,-8.104154865,-8.154092162,-8.056699459,-7.66023973,-8.014012703,-7.46501,-7.890292703
110,-7.647549309,-7.154876256,-8.047015375,-8.098746577,-8.149938108,-8.055335195,-7.65688982,-8.012545135,-7.46219,-7.892652172
111,-7.642834805,-7.15472035,-8.039701021,-8.093338288,-8.149013393,-8.053970931,-7.65353991,-8.011077568,-7.45937,-7.895011642
112,-7.637926667,-7.154564444,-8.032386667,-8.08793,-8.148393333,-8.051178889,-7.65019,-8.00961,-7.45655,-7.897371111
113,-7.633018529,-7.154408539,-8.025072312,-8.082521712,-8.147773273,-8.047833744,-7.649374144,-8.003057027,-7.453982973,-7.899730581
114,-7.62811039,-7.154252633,-8.017757958,-8.077185075,-8.147153213,-8.044488599,-7.648558288,-7.996504054,-7.451415946,-7.901152312
115,-7.623202252,-7.154096727,-8.010443604,-8.075789279,-8.146533153,-8.041143453,-7.647742432,-7.989951081,-7.448848919,-7.901741802
116,-7.618294114,-7.154698478,-8.003129249,-8.074393483,-8.145146426,-8.037798308,-7.646926577,-7.983398108,-7.446281892,-7.902331291
117,-7.613385976,-7.155456987,-7.992223724,-8.072997688,-8.1400797,-8.034453163,-7.646110721,-7.976845135,-7.443714865,-7.902920781
118,-7.608798108,-7.156215495,-7.979995135,-8.071601892,-8.135012973,-8.030873784,-7.645294865,-7.970292162,-7.441147838,-7.90351027
119,-7.604865015,-7.156974004,-7.967766547,-8.070206096,-8.129946246,-8.026526637,-7.644248198,-7.967727027,-7.438067297,-7.90409976
120,-7.600931922,-7.157732513,-7.955537958,-8.068654384,-8.12487952,-8.022179489,-7.639739369,-7.965959459,-7.434884054,-7.904689249
121,-7.596998829,-7.158358378,-7.943309369,-8.065075766,-8.119812793,-8.017832342,-7.635230541,-7.964191892,-7.431700811,-7.905139219
122,-7.593065736,-7.158011532,-7.931080781,-8.061497147,-8.115141712,-8.013485195,-7.630721712,-7.962424324,-7.428517568,-7.905576046
123,-7.589132643,-7.157664685,-7.918380991,-8.057918529,-8.110992883,-8.009138048,-7.626212883,-7.960656757,-7.425334324,-7.906012873
124,-7.58519955,-7.157317838,-7.904711081,-8.05433991,-8.106844054,-8.004790901,-7.621704054,-7.958889189,-7.422151081,-7.9064497
125,-7.581265405,-7.156970991,-7.891041171,-8.050761291,-8.102695225,-8.001097608,-7.617195225,-7.958576757,-7.421013243,-7.906886527
126,-7.577303514,-7.156624144,-7.877371261,-8.047036577,-8.098546396,-7.997626056,-7.612985495,-7.958991892,-7.420898108,-7.907323353
127,-7.573341622,-7.156378198,-7.863701351,-8.042289189,-8.094397568,-7.994154505,-7.610869459,-7.959407027,-7.420782973,-7.907720991
128,-7.56937973,-7.156276597,-7.850031441,-8.037541802,-8.089478769,-7.990682953,-7.608753423,-7.959822162,-7.420667838,-7.908026316
129,-7.565417838,-7.156174995,-7.836361532,-8.032794414,-8.084213483,-7.987211401,-7.606637387,-7.960237297,-7.420552703,-7.908331642
130,-7.561455946,-7.156073393,-7.827011622,-8.028047027,-8.078948198,-7.98373985,-7.604521351,-7.960652432,-7.420437568,-7.908636967
131,-7.557494054,-7.155971792,-7.818021712,-8.02329964,-8.073682913,-7.980227057,-7.602405315,-7.957915946,-7.418708919,-7.908942292
132,-7.553532162,-7.15587019,-7.809031802,-8.01897958,-8.068417628,-7.976596727,-7.600289279,-7.952027838,-7.415366757,-7.909247618
133,-7.551126306,-7.154856246,-7.800041892,-8.016625225,-8.063152342,-7.972966396,-7.598288919,-7.94613973,-7.412024595,-7.909552943
134,-7.549254384,-7.153456597,-7.791051982,-8.014270871,-8.05938015,-7.969336066,-7.59678982,-7.940251622,-7.408682432,-7.91066969
135,-7.547382462,-7.152056947,-7.782062072,-8.011916517,-8.055689399,-7.965705736,-7.595290721,-7.934363514,-7.40534027,-7.912164575
136,-7.545510541,-7.150657297,-7.770574054,-8.009562162,-8.051998649,-7.962075405,-7.593791622,-7.928475405,-7.401998108,-7.913659459
137,-7.543638619,-7.149257648,-7.756772973,-8.007207808,-8.048307898,-7.958445075,-7.592292523,-7.92258027,-7.398624595,-7.915154344
138,-7.541766697,-7.147857998,-7.742971892,-8.004145676,-8.044617147,-7.954080971,-7.590793423,-7.916671081,-7.395188378,-7.916649229
139,-7.539894775,-7.146287658,-7.729170811,-7.998742432,-8.040466216,-7.949501051,-7.589294324,-7.910761892,-7.391752162,-7.918144114
140,-7.537106817,-7.144716336,-7.71536973,-7.993339189,-8.034551261,-7.944921131,-7.587275586,-7.904852703,-7.388315946,-7.919542302
141,-7.533210751,-7.143145015,-7.701568649,-7.987935946,-8.028636306,-7.940341211,-7.583697928,-7.898943514,-7.38487973,-7.919577067
142,-7.529314685,-7.141573694,-7.68795982,-7.982532703,-8.022721351,-7.935761291,-7.58012027,-7.893034324,-7.381443514,-7.919611832
143,-7.525418619,-7.140002372,-7.675824925,-7.977129459,-8.016806396,-7.931181371,-7.576542613,-7.887696757,-7.377871081,-7.919646597
144,-7.521522553,-7.137688809,-7.66369003,-7.971317808,-8.010891441,-7.927211902,-7.572964955,-7.885217297,-7.373617568,-7.919681361
145,-7.517626486,-7.13351964,-7.651555135,-7.964485135,-8.004906757,-7.924768559,-7.569387297,-7.882737838,-7.369364054,-7.919716126
146,-7.51373042,-7.12935047,-7.63942024,-7.957652462,-7.998842012,-7.922325215,-7.56580964,-7.880258378,-7.365110541,-7.919750891
147,-7.509572733,-7.125181301,-7.627285345,-7.95081979,-7.992777267,-7.919881872,-7.561902252,-7.877778919,-7.360857027,-7.913877347
148,-7.504047477,-7.121012132,-7.61515045,-7.943987117,-7.986712523,-7.917438529,-7.557269459,-7.875299459,-7.356603514,-7.900792192
149,-7.498522222,-7.116842963,-7.601075556,-7.937154444,-7.980647778,-7.914995185,-7.552636667,-7.87282,-7.35235,-7.887707037
150,-7.492996967,-7.114203453,-7.586214174,-7.929976577,-7.974583033,-7.912551842,-7.548003874,-7.868052432,-7.348972162,-7.874621882
151,-7.487471712,-7.112684685,-7.571352793,-7.922126486,-7.968629279,-7.90945964,-7.543371081,-7.863284865,-7.345594324,-7.861536727
152,-7.481946456,-7.111165916,-7.556491411,-7.914276396,-7.962717808,-7.906203904,-7.538738288,-7.858517297,-7.342216486,-7.848451572
153,-7.476421201,-7.109647147,-7.54163003,-7.906426306,-7.956806336,-7.902948168,-7.534105495,-7.85374973,-7.338838649,-7.835366416
154,-7.470895946,-7.108128378,-7.526768649,-7.898576216,-7.950894865,-7.899692432,-7.529961351,-7.848982162,-7.335460811,-7.832841802
155,-7.466552352,-7.10660961,-7.513683604,-7.890726126,-7.944983393,-7.896436697,-7.526631622,-7.844214595,-7.332082973,-7.832412533
156,-7.462387497,-7.104132282,-7.504595315,-7.882557598,-7.939071922,-7.893180961,-7.523301892,-7.840622703,-7.328071351,-7.831983263
157,-7.458222643,-7.10150991,-7.495507027,-7.873896937,-7.931168018,-7.889847387,-7.519972162,-7.837265946,-7.323932973,-7.831553994
158,-7.454057788,-7.098887538,-7.486418739,-7.865236276,-7.923229159,-7.886341922,-7.516642432,-7.833909189,-7.319794595,-7.831124725
159,-7.449892933,-7.096265165,-7.47733045,-7.856575616,-7.9152903,-7.882836456,-7.513312703,-7.830552432,-7.315656216,-7.830695455
160,-7.445728078,-7.093642793,-7.468242162,-7.847914955,-7.907351441,-7.879330991,-7.509982973,-7.827195676,-7.311517838,-7.829928919
161,-7.441563223,-7.090668949,-7.459153874,-7.839254294,-7.899412583,-7.875825526,-7.506117838,-7.823838919,-7.307379459,-7.827956396
162,-7.436238278,-7.08584988,-7.446603393,-7.832653694,-7.890976366,-7.87232006,-7.501564324,-7.818665946,-7.303985946,-7.825983874
163,-7.430061622,-7.081030811,-7.433684595,-7.828607568,-7.880977027,-7.868814595,-7.497010811,-7.812584865,-7.300964865,-7.824011351
164,-7.423884965,-7.076211742,-7.420765796,-7.824561441,-7.870977688,-7.8639298,-7.492457297,-7.806503784,-7.297943784,-7.822038829
165,-7.417708308,-7.071392673,-7.407846997,-7.820515315,-7.860978348,-7.858751762,-7.487903784,-7.800422703,-7.294922703,-7.820066306
166,-7.411531652,-7.066573604,-7.394928198,-7.816469189,-7.850979009,-7.853573724,-7.48335027,-7.794341622,-7.291901622,-7.818093784
167,-7.405354995,-7.062258268,-7.382009399,-7.812423063,-7.84097967,-7.848395686,-7.478796757,-7.788260541,-7.288880541,-7.816856366
168,-7.399178338,-7.058555065,-7.369502853,-7.806257177,-7.83059976,-7.843217648,-7.474406126,-7.781855135,-7.284969189,-7.816103634
169,-7.392636667,-7.054851862,-7.357408559,-7.797971532,-7.819839279,-7.83803961,-7.470178378,-7.775125405,-7.280167568,-7.815350901
170,-7.385177778,-7.051148659,-7.345314264,-7.789685886,-7.809078799,-7.832551862,-7.465950631,-7.768395676,-7.275365946,-7.814598168
171,-7.377718889,-7.047445455,-7.33321997,-7.78140024,-7.798318318,-7.826456607,-7.461722883,-7.761665946,-7.270564324,-7.813845435
172,-7.37026,-7.043742252,-7.321125676,-7.773114595,-7.787557838,-7.820361351,-7.457495135,-7.754936216,-7.265762703,-7.813092703
173,-7.362801111,-7.038307017,-7.309031381,-7.764828949,-7.776797357,-7.814266096,-7.453267387,-7.748206486,-7.260961081,-7.81233997
174,-7.355342222,-7.032272232,-7.296777027,-7.756978048,-7.764230631,-7.808170841,-7.44903964,-7.742176757,-7.256518919,-7.813181642
175,-7.347883333,-7.026237447,-7.283018108,-7.749477748,-7.751089189,-7.802075586,-7.445406216,-7.737547027,-7.252795676,-7.814044715
176,-7.340424444,-7.020202663,-7.269259189,-7.741977447,-7.737947748,-7.79598033,-7.442235045,-7.732917297,-7.249072432,-7.814907788
177,-7.335677387,-7.014167878,-7.25550027,-7.734477147,-7.724806306,-7.790703333,-7.439063874,-7.728287568,-7.245349189,-7.815770861
178,-7.33095027,-7.008183003,-7.241741351,-7.726976847,-7.711664865,-7.78557,-7.435892703,-7.723657838,-7.241625946,-7.816633934
179,-7.326223153,-7.003603924,-7.227982432,-7.719476547,-7.698544054,-7.780436667,-7.432721532,-7.719028108,-7.237902703,-7.817497007
180,-7.321496036,-6.999024845,-7.214223514,-7.712188619,-7.686599189,-7.775303333,-7.42955036,-7.714189189,-7.234127568,-7.816821902
181,-7.316768919,-6.994445766,-7.203197568,-7.705038108,-7.674654324,-7.77017,-7.426379189,-7.708304324,-7.230092973,-7.813537387
182,-7.312041802,-6.989866687,-7.193386276,-7.697887598,-7.662709459,-7.765036667,-7.422466577,-7.702419459,-7.226058378,-7.810252873
183,-7.307314685,-6.985287608,-7.183574985,-7.690737087,-7.650764595,-7.760105135,-7.418109099,-7.696534595,-7.222023784,-7.806968358
184,-7.302633694,-6.980361051,-7.173763694,-7.683586577,-7.63881973,-7.755526757,-7.413751622,-7.69064973,-7.217989189,-7.803683844
185,-7.297972402,-6.974715155,-7.163952402,-7.676436066,-7.627141532,-7.750948378,-7.409394144,-7.684764865,-7.213954595,-7.800399329
186,-7.293311111,-6.969069259,-7.154141111,-7.668804444,-7.616163333,-7.74637,-7.405036667,-7.67888,-7.20992,-7.797114815
187,-7.28864982,-6.963423363,-7.144192432,-7.660925766,-7.605185135,-7.741791622,-7.400679189,-7.671806486,-7.205891892,-7.79426964
188,-7.283988529,-6.957777467,-7.133904865,-7.653047087,-7.594206937,-7.737213243,-7.396321712,-7.664732973,-7.201863784,-7.791567057
189,-7.279327237,-6.952131572,-7.123617297,-7.645168408,-7.583228739,-7.732634865,-7.391315135,-7.657659459,-7.197835676,-7.788864474
190,-7.274665946,-6.946548378,-7.11332973,-7.63728973,-7.572250541,-7.728672703,-7.386013514,-7.650585946,-7.193807568,-7.786161892
191,-7.269742312,-6.941004084,-7.103042162,-7.629411051,-7.562148348,-7.724797267,-7.380711892,-7.643512432,-7.189779459,-7.783459309
192,-7.264439219,-6.93545979,-7.092754595,-7.621797838,-7.552809129,-7.720921832,-7.37541027,-7.636438919,-7.185751351,-7.780756727
193,-7.259136126,-6.929915495,-7.082467027,-7.614290811,-7.54346991,-7.717046396,-7.370108649,-7.632469459,-7.180597568,-7.778542462
