time,route1,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20
14,1.333632018,0.078772956,1.2440912,1.268098068,1.287794298,-0.057542827,1.995894254,1.029528609,0.188225041,0.795888922,0.413601003,0.167505248,0.919750433,0.39851657,0.945950161,0.905001437,1.058378339,1.198675904,1.008719842
15,1.321359082,0.065309825,1.206451943,1.268980059,1.325513083,-0.064389242,2.008970112,1.012081197,0.172580764,0.828237477,0.470551626,0.224663531,0.929204153,0.384694337,0.932289068,0.874800691,1.016285581,1.15470533,0.990545156
16,1.368665073,-0.089617128,1.225367064,1.212477794,1.319991583,-0.044157437,2.024067283,1.0091307,0.198168152,0.880988182,0.544741416,0.259071448,0.894471315,0.370068388,0.928836166,0.871873902,1.035837523,1.173656919,0.965846727
17,1.383208405,-0.009708838,1.269233382,1.239045962,1.321929272,-0.045121617,2.032393003,1.059767609,0.264983489,0.877160795,0.61785869,0.274908936,0.939720799,0.343241278,0.947150594,0.877352356,1.040138324,1.160498398,0.97252316
18,1.444854658,-0.094113462,1.246717703,1.238120634,1.362170679,-0.053110782,2.041582079,1.107717219,0.376358137,0.903810569,0.659044646,0.281959351,0.91480581,0.345256755,0.911350904,0.861131657,1.030518958,1.170340453,0.958679159
19,1.434986393,-0.138132009,1.200288583,1.204999926,1.40445745,-0.037243803,2.042997206,1.12152323,0.389467163,0.926421407,0.729555666,0.286670568,0.834683906,0.321173962,0.923828437,0.825238528,0.99405524,1.135906784,0.954207782
20,1.486991217,-0.175959012,1.211697713,1.204358288,1.453756117,-0.043458298,2.082292357,1.115471721,0.431876297,0.939435317,0.718368608,0.288320261,0.87832631,0.313657051,0.902457852,0.807749345,0.9827984,1.14551595,0.936841017
21,1.487624152,-0.196625862,1.194242321,1.20646731,1.462617115,-0.011955523,2.065827291,1.122838266,0.487721195,0.958916966,0.756248709,0.286963386,0.891802434,0.305051937,0.904091747,0.81732428,0.990797666,1.141943162,0.92226423
22,1.487934647,-0.191865587,1.196954752,1.207781575,1.483974419,-0.017564164,2.070980798,1.152783884,0.590660491,1.00270733,0.790091724,0.30662494,0.918671415,0.313787158,0.892390654,0.812950955,0.998426404,1.150557127,0.932243823
23,1.520124181,-0.157230825,1.239425402,1.224276741,1.521471341,-0.013655095,2.073858995,1.188908785,0.656163563,1.018554823,0.803301318,0.297839569,0.965704584,0.330163472,0.86487761,0.815612513,0.995679173,1.117428694,0.915440828
24,1.494447876,-0.070483467,1.240286965,1.248213872,1.482840195,0.060136398,2.099534172,1.213247291,0.66312408,1.067937905,0.809850965,0.309680304,1.015876996,0.405376382,0.890684738,0.809671741,0.971296075,1.093401167,0.921448706
25,1.519336457,0.026449269,1.307378592,1.316289309,1.537835608,0.11991647,2.105450928,1.207031445,0.704156347,1.024560139,0.823242962,0.335829961,1.069306923,0.486412221,0.934633319,0.841535132,0.989611004,1.11716537,0.940526794
26,1.542791979,0.059030334,1.368794812,1.363080084,1.607690377,0.206995322,2.114042758,1.259259138,0.761185896,1.058348135,0.853006436,0.377810093,1.222537022,0.595861501,0.982732749,0.887306444,1.079529438,1.184859344,0.99186403
27,1.561453664,0.088761834,1.436552462,1.392176938,1.620365937,0.247749182,2.131082712,1.293884466,0.73204797,1.070909155,0.885040462,0.42492932,1.335784434,0.69211343,1.03569614,0.945261969,1.106888231,1.232338607,1.048085149
28,1.567016342,0.189931512,1.486570214,1.435686824,1.662908935,0.3295524,2.143079588,1.342135175,0.738052745,1.089542166,0.892145248,0.400795376,1.380616634,0.781354153,1.089968517,1.00076348,1.158909905,1.287320827,1.110204844
29,1.602973735,0.205958418,1.499490142,1.50163366,1.669087147,0.361843276,2.163514209,1.363356455,0.769993312,1.088687551,0.899093836,0.455620245,1.435574518,0.785243027,1.148431034,1.041725396,1.219998016,1.319811071,1.138751577
30,1.590683041,0.224680013,1.520112291,1.484275366,1.691115941,0.394165875,2.146216032,1.407758529,0.814999419,1.109037473,0.935206546,0.483952548,1.509392349,0.829623154,1.182932428,1.078943814,1.264228267,1.372554379,1.200552715
31,1.591272219,0.30560914,1.541727404,1.54078475,1.662303719,0.443647847,2.16414567,1.418432405,0.804997106,1.14835456,0.904317799,0.543878923,1.467334794,0.816281394,1.174439415,1.115061514,1.301438049,1.408261099,1.194493886
32,1.628444436,0.278075982,1.575561242,1.577725561,1.662265876,0.47657722,2.17765641,1.471134273,0.783536203,1.191357549,0.926895087,0.615074065,1.46335434,0.835315597,1.256481858,1.14384826,1.338028231,1.425962147,1.266741212
33,1.614321644,0.247563385,1.637488911,1.576481699,1.637303157,0.510739083,2.199332724,1.514609278,0.794785117,1.208905193,0.974076922,0.673990016,1.476056418,0.880358035,1.290445883,1.189388977,1.358440704,1.464783883,1.267032547
34,1.635894234,0.217050675,1.63622097,1.617190882,1.670920516,0.516170929,2.207230714,1.559119553,0.864227773,1.251334598,0.984954629,0.722611853,1.477382005,0.888427862,1.321464679,1.233412735,1.405925034,1.516839049,1.312526917
35,1.661828972,0.116233133,1.646894312,1.618012474,1.684206562,0.557213992,2.218191913,1.565880387,0.869427869,1.268379427,1.02569061,0.704068675,1.460192594,0.8990231,1.336642048,1.250626408,1.435645711,1.537116286,1.330750357
36,1.676791258,0.123557831,1.708884423,1.641371677,1.688440764,0.595499887,2.225226064,1.57587401,0.890631231,1.257838658,1.041628936,0.703944057,1.462794656,0.941552852,1.402215042,1.280993517,1.453424428,1.53539059,1.388509028
37,1.680157036,0.04693803,1.722150043,1.631889892,1.691182075,0.656316723,2.246364416,1.564289683,0.898041032,1.282691444,1.07316936,0.757308214,1.470248978,0.9481785,1.406630879,1.337108998,1.464655237,1.565879833,1.386392903
38,1.690609941,0.046679623,1.751905801,1.66592764,1.742624425,0.696967827,2.26829713,1.509848758,0.945390638,1.26299147,1.085022437,0.746623441,1.459825904,0.988159086,1.438011224,1.356117591,1.496789294,1.604701589,1.427939859
39,1.719343301,0.008763161,1.740382728,1.689550502,1.791213616,0.671136678,2.295924832,1.458736425,0.955122551,1.29777382,1.133118704,0.740170395,1.445496216,1.041895536,1.463244087,1.364866469,1.542946996,1.622339394,1.443396215
40,1.716561858,0.035535226,1.753166104,1.714684947,1.815857182,0.73648985,2.292491037,1.504507489,0.970815899,1.301033511,1.162657108,0.750209939,1.470834272,1.020070828,1.465887755,1.378947773,1.563619813,1.629882557,1.46850007
41,1.744301104,0.075811598,1.733441204,1.654896896,1.817264795,0.756762138,2.306960823,1.509566423,0.996072485,1.322246677,1.141295853,0.725637063,1.485086286,1.059433286,1.492912262,1.39999742,1.578828028,1.627441486,1.51639917
42,1.748409249,0.144245411,1.678190099,1.653965262,1.851280164,0.787637198,2.316032713,1.573804484,1.00512607,1.330204825,1.17343369,0.739837376,1.50524762,1.068614631,1.519647632,1.432010061,1.596098515,1.650922319,1.561168503
43,1.79E+00,0.150760259,1.628343471,1.626974009,1.855484379,0.792790508,2.351145457,1.615435885,1.06018937,1.312010412,1.191104311,0.802475061,1.466514146,1.111997663,1.561542498,1.448672254,1.622381266,1.672136666,1.545418572
44,1.81549122,0.197393595,1.604803428,1.608279601,1.896330843,0.835224686,2.311257691,1.660877894,1.103000717,1.329280244,1.168709952,0.837684846,1.468710384,1.11286736,1.545216213,1.474863771,1.658091439,1.682383806,1.577810284
45,1.84823959,0.221928462,1.57307204,1.580612367,1.898540329,0.886236353,2.332870915,1.675350141,1.090487463,1.342190543,1.139812758,0.795037205,1.459580968,1.140555596,1.569039248,1.503944421,1.687374603,1.696203185,1.625909803
46,1.870078278,0.230485933,1.606565928,1.591341697,1.912497938,0.911491388,2.36665764,1.66522023,1.182914021,1.375421427,1.146676797,0.826540831,1.489510366,1.171515956,1.598594321,1.501723522,1.727492051,1.716385631,1.641348608
47,1.876565867,0.304368196,1.635670795,1.60135468,1.880484663,0.925531156,2.353888913,1.691148151,1.196250667,1.368952783,1.147926891,0.832752948,1.544328914,1.204068653,1.60552041,1.556958792,1.714907348,1.74857378,1.632738062
48,1.91217042,0.376806535,1.692313476,1.660659631,1.859559191,0.948428763,2.372535944,1.662317716,1.207661447,1.374268256,1.141421431,0.824394568,1.526531738,1.223070971,1.604356299,1.562269575,1.757654799,1.758093986,1.662709344
49,1.916451468,0.432256404,1.701296319,1.683257485,1.854243709,1.006883126,2.364832862,1.699237985,1.233191177,1.387131262,1.149798164,0.86601537,1.550514726,1.254288482,1.636980294,1.581979158,1.758488802,1.76669667,1.677559675
50,1.919581911,0.488826444,1.727963871,1.680351952,1.853668419,1.069463358,2.364650999,1.731349681,1.297430183,1.358646754,1.156233285,0.848075368,1.587534083,1.256791068,1.68512216,1.602145688,1.792931628,1.813719294,1.68009178
51,1.913822447,0.526099478,1.716054303,1.699546795,1.847405973,1.105422315,2.377611488,1.75673211,1.272902338,1.352689189,1.163038984,0.865935981,1.586960019,1.300361877,1.678434267,1.608645735,1.805230896,1.832519526,1.718334109
52,1.941217434,0.524160306,1.74693501,1.690885357,1.855676571,1.153435132,2.402325055,1.789510154,1.27711587,1.383574304,1.178309211,0.90123007,1.616891866,1.280277943,1.710650051,1.626740563,1.817872407,1.84317502,1.73577865
53,1.924928458,0.623437715,1.759676152,1.719298116,1.905998982,1.180282026,2.40234077,1.829297233,1.317227667,1.364085954,1.228656207,0.928587551,1.628921005,1.325363882,1.715004285,1.6267778,1.821874254,1.851598454,1.738734318
54,1.929047682,0.675053049,1.755893658,1.734215789,1.88893181,1.236617138,2.426275566,1.87594288,1.321632076,1.356579886,1.226844611,0.912149901,1.631518189,1.335491176,1.751108827,1.63845149,1.851091005,1.892680839,1.76213379
55,1.95440422,0.695343835,1.749765982,1.752977921,1.902589444,1.242869161,2.444419216,1.914628368,1.347818105,1.357322535,1.213959157,0.924744217,1.655513989,1.353231733,1.752604987,1.658925828,1.874993412,1.855211319,1.814165952
56,1.939223243,0.759760494,1.775639333,1.758426801,1.937629264,1.301881566,2.439319365,1.956323327,1.402824625,1.337913535,1.245468109,0.848022949,1.696882365,1.383046003,1.782717723,1.702083641,1.906156571,1.854797463,1.794847635
57,1.956433871,0.82440992,1.75336849,1.767082478,1.970152053,1.328348975,2.435287962,1.974915018,1.408387022,1.334599009,1.309996458,0.818946667,1.7033242,1.415794168,1.791486932,1.740510113,1.935313909,1.90455917,1.821522343
58,1.955407713,0.877899013,1.796424967,1.769687184,1.957072495,1.354815395,2.49541823,1.982034113,1.414264675,1.331996006,1.298453054,0.841498786,1.723408363,1.435452346,1.819955911,1.738486233,1.965145959,1.908708591,1.830985334
59,1.954262833,0.881401989,1.75446384,1.760437555,1.997774954,1.330814059,2.45057127,2.0383962,1.430313873,1.327386996,1.264442527,0.854861789,1.695905297,1.437906446,1.808052458,1.790894835,1.94849638,1.934710013,1.875248781
60,1.981264743,0.926556368,1.753963646,1.786944072,2.04125007,1.346951701,2.495694021,2.050098221,1.438013784,1.376380271,1.299211417,0.911319982,1.679045684,1.473953785,1.857726057,1.823016967,1.943679828,1.947969172,1.88384259
61,2.009697642,0.974595792,1.711113999,1.809080387,2.028100445,1.37440344,2.48459844,2.050725436,1.452107397,1.375611394,1.374097092,0.936038313,1.685392947,1.495915277,1.867240945,1.870508504,1.979214218,1.95672483,1.906331672
62,2.020481246,1.064366968,1.741489721,1.820143096,2.077243864,1.384855839,2.511635171,2.029649949,1.469970219,1.397179439,1.398621682,0.976408621,1.660398917,1.506833506,1.856460929,1.886999098,2.000727843,1.944690863,1.936754962
63,2.032528516,1.16542546,1.736770992,1.871819497,2.097200089,1.42791273,2.488671819,2.038451937,1.482532884,1.420623524,1.466525844,1.031712133,1.72127079,1.540402277,1.888799675,1.890314397,2.014688944,1.971141871,1.922588318
64,2.038591072,1.252947686,1.717983723,1.876646034,2.134341867,1.452077235,2.52894613,2.004772622,1.462416838,1.408683282,1.445368014,1.026668173,1.720221703,1.577792602,1.879255065,1.900921638,2.017993842,2.001650294,1.933328926
65,2.066556492,1.22433868,1.721592694,1.879960477,2.172992687,1.505777559,2.50890957,2.006633528,1.520075037,1.443272643,1.500681993,1.076792528,1.788828306,1.58637903,1.914565017,1.911266181,2.042693793,2.013457077,1.964450891
66,2.064355225,1.17335339,1.692760093,1.891023549,2.206040623,1.528424943,2.546415646,2.028221009,1.520210052,1.461372825,1.582274103,1.083804708,1.80309399,1.640261125,1.928253238,1.942952249,2.0509347,2.036020391,1.979060567
67,2.079809632,1.236806802,1.698874735,1.940401251,2.236510301,1.53630923,2.569602128,2.052370671,1.553467395,1.450993858,1.592356791,1.097256756,1.82053902,1.617820381,1.952425759,1.947419496,2.062740095,2.057627185,1.993857204
68,2.127459606,1.361967987,1.68770517,1.970033834,2.234194084,1.532165886,2.576071337,2.112510876,1.600950212,1.470652233,1.547095247,1.129527227,1.871599871,1.623080456,1.953285002,1.986116461,2.09362596,2.057913986,1.993201045
69,2.13362121,1.375892588,1.660204362,1.966832513,2.259339092,1.538359116,2.593880785,2.197781179,1.580230669,1.476313428,1.573180359,1.115910649,1.926814351,1.747261744,1.958458843,1.975688668,2.11969701,2.051179582,2.034520354
70,2.136944047,1.452204155,1.697692598,1.991007538,2.268200315,1.553946439,2.588794107,2.235313716,1.667035141,1.485636773,1.604772291,1.166375131,1.938700101,1.761939417,1.977573855,2.033013344,2.120865512,2.058148012,2.055840673
71,2.134790983,1.531014415,1.697033763,1.977148086,2.265279068,1.556831812,2.599552035,2.286618096,1.655995537,1.543770659,1.572238084,1.226302172,1.982289212,1.744812792,2.005250758,2.005845853,2.134061259,2.063934431,2.08495974
72,2.113494347,1.613163584,1.732644944,2.014508682,2.26750425,1.575346591,2.598926056,2.336671384,1.585514543,1.547271417,1.590000238,1.255140598,2.062303964,1.764200352,2.035782416,2.032842707,2.156719648,2.094708949,2.074532281
73,2.156722681,1.644802821,1.736073777,1.99485387,2.30786203,1.599019843,2.633427316,2.384498203,1.614143188,1.576577703,1.597267416,1.310071431,2.110925323,1.805605452,2.03823489,2.059657034,2.1576151,2.097612085,2.082495311
74,2.144267034,1.656516721,1.735756818,1.994959083,2.339277048,1.610580802,2.602240358,2.397679909,1.65739137,1.570378071,1.60408312,1.352669461,2.160479987,1.817912714,2.069041899,2.035659138,2.176994576,2.141358453,2.132027654
75,2.153677013,1.738935926,1.740613331,2.007207745,2.390703612,1.635506225,2.631606705,2.430838242,1.672297357,1.574274443,1.639032092,1.303901454,2.231507969,1.806904896,2.079059148,2.033116243,2.190176568,2.110239511,2.138068292
76,2.180816418,1.812275554,1.746910255,2.020730968,2.414998206,1.619157227,2.631461531,2.456627428,1.686512868,1.581312103,1.653047401,1.346588669,2.261631556,1.799363731,2.100652758,2.064459106,2.211182511,2.128063726,2.153466705
77,2.196548184,1.836782055,1.786126289,2.071452454,2.440663408,1.626642049,2.661465966,2.463553146,1.691048839,1.622961037,1.641045502,1.425459075,2.300571292,1.793323922,2.113801071,2.065369074,2.223533495,2.123992413,2.163924119
78,2.169942458,1.897459067,1.798575147,2.077229331,2.492385912,1.578397669,2.673250287,2.46346742,1.678399903,1.649422439,1.604820041,1.461274374,2.339764561,1.763648184,2.106187372,2.083525682,2.253812293,2.1246527,2.150365582
79,2.260283135,1.873029325,1.795889514,2.087593598,2.490961058,1.569340471,2.652896573,2.461449376,1.724688904,1.648673848,1.60452333,1.454967861,2.349027126,1.785552718,2.120855951,2.1118384,2.269890729,2.147007124,2.163114962
80,2.280336955,1.908325267,1.803993805,2.084095364,2.491044885,1.595951773,2.676367451,2.466347836,1.645018938,1.663758363,1.684723929,1.48865266,2.367940294,1.761899786,2.126871979,2.132432574,2.281637264,2.125579675,2.205197052
81,2.328216186,1.930039513,1.853887582,2.084993117,2.527148086,1.620114326,2.703291276,2.456548917,1.621222467,1.670721917,1.706280815,1.501986404,2.362523938,1.766526482,2.137266633,2.132260319,2.314116616,2.172866001,2.238315682
82,2.330094535,1.962606372,1.858135333,2.127160217,2.527703784,1.628563314,2.68835496,2.425274202,1.681615596,1.677518278,1.676649572,1.489861788,2.363885334,1.795252369,2.169318794,2.177324884,2.311261249,2.188272305,2.250646777
83,2.313340653,1.997475055,1.856114944,2.134873101,2.551367132,1.642861509,2.673545896,2.382937143,1.686840258,1.659453852,1.670679635,1.483330247,2.37423995,1.800324897,2.163725842,2.154966611,2.309611785,2.194402685,2.261851134
84,2.32363949,1.975598776,1.825709349,2.13981516,2.542800675,1.683263402,2.70005124,2.397524884,1.661083903,1.682559828,1.690229757,1.479176877,2.387371233,1.812476945,2.203182339,2.173988102,2.306513881,2.220430209,2.267426722
85,2.328027796,1.978199649,1.858098737,2.155902175,2.556243243,1.67240328,2.704991888,2.42246686,1.706822949,1.635455535,1.63473798,1.512421509,2.369383446,1.770755036,2.208207426,2.166329165,2.301058763,2.237854657,2.288440222
86,2.310043798,1.978578523,1.868596793,2.184837585,2.588715248,1.766412864,2.70155055,2.413937767,1.730711564,1.647219453,1.601785208,1.573942432,2.38613358,1.796629503,2.213194328,2.197951713,2.346493417,2.249295279,2.294964866
87,2.254052626,1.98544074,1.900477381,2.191718238,2.602948206,1.760860569,2.712664325,2.447534748,1.755660105,1.62840784,1.592718298,1.644232519,2.37944664,1.828300642,2.246905145,2.187507617,2.343569091,2.277595962,2.316862479
88,2.253513833,1.98202102,1.895061165,2.196791416,2.592617197,1.798029985,2.725882444,2.456603721,1.800061661,1.574265686,1.614073718,1.71375899,2.392692536,1.847793618,2.234689257,2.187470391,2.348894671,2.259203898,2.343714967
89,2.250961622,1.978692213,1.91493292,2.241480674,2.585701032,1.820865748,2.698766289,2.452319134,1.813191997,1.605069817,1.628564581,1.775628471,2.446361587,1.841901145,2.271750763,2.194077186,2.358538684,2.252929008,2.317570528
90,2.307956247,2.0210871,1.931843631,2.248284657,2.59244585,1.898251733,2.716935846,2.458037182,1.853180314,1.623554311,1.609059936,1.819746112,2.451339936,1.875056544,2.271956459,2.218644969,2.383044396,2.26163373,2.341233257
91,2.31851147,2.012695598,1.9525191,2.265382582,2.561634587,1.883351293,2.740609889,2.515816243,1.866156825,1.634254126,1.635676235,1.816224074,2.455788412,1.872995401,2.283333756,2.233849165,2.383922972,2.271920727,2.356870979
92,2.320507404,2.06052767,1.931803001,2.287356916,2.551105405,1.924176781,2.749647388,2.532454811,1.854346573,1.65813621,1.602889677,1.789442436,2.477719137,1.845492982,2.273716906,2.240154541,2.371396509,2.285443852,2.354196064
93,2.341654564,2.051684798,1.971870615,2.319567266,2.496357789,1.962241982,2.737335231,2.618077159,1.87512424,1.69060328,1.629428686,1.82678449,2.469730827,1.841891739,2.30775014,2.222875813,2.387741011,2.301988361,2.399399187
94,2.331622651,2.038139976,1.979487466,2.335220073,2.487623139,2.012997727,2.786632571,2.61101207,1.927861612,1.697554186,1.588369931,1.805605717,2.466471878,1.882084291,2.300610596,2.259152306,2.416009427,2.315054087,2.355462196
95,2.324489996,2.0684416,1.965109163,2.325671956,2.495570884,2.043643081,2.785449928,2.607140977,1.943074102,1.701597317,1.609815599,1.852737552,2.47622721,1.84843283,2.308982629,2.258753955,2.412998643,2.33831262,2.374854134
96,2.340090643,2.118269509,1.983415255,2.323621726,2.508412242,2.079944171,2.768574747,2.633821629,1.944589894,1.749746607,1.650649132,1.824000531,2.494232173,1.867350746,2.323025965,2.266229294,2.406802115,2.324631546,2.374266564
97,2.348170177,2.055156781,1.976557376,2.309566711,2.513990421,2.060430614,2.779425416,2.657281782,1.939431261,1.762673799,1.71256593,1.812542448,2.457229267,1.853785218,2.329494838,2.291946251,2.443252471,2.341206873,2.412168928
98,2.348525429,2.096536465,1.989817328,2.323527957,2.537653491,2.059626878,2.793850486,2.682420737,1.963879226,1.712771079,1.731583177,1.869172718,2.468353071,1.891165992,2.33384006,2.297815196,2.442196132,2.331097882,2.413267842
99,2.319453645,2.083040325,1.983254177,2.326816387,2.546919966,2.053360699,2.830160355,2.746498134,2.023022905,1.73634107,1.785407883,1.8782075,2.476880328,1.903577769,2.375658193,2.308462485,2.468400521,2.336543576,2.420767794
100,2.344694532,2.179944421,1.988788456,2.317457779,2.564988323,2.020374882,2.805186838,2.765575171,2.042522047,1.737148206,1.84037291,1.856218925,2.447538186,1.909716667,2.406576633,2.327957087,2.46621774,2.350837008,2.434400175
101,2.363166996,2.160884271,2.001231609,2.318357372,2.583222651,1.989207599,2.811493387,2.747251411,2.03734636,1.743919095,1.865679347,1.807307544,2.428452771,1.953156488,2.376070653,2.340533133,2.499100408,2.35061675,2.428666661
102,2.382553477,2.206668627,2.021077392,2.332775939,2.59844506,1.998280542,2.821722169,2.773074372,2.028952464,1.798264078,1.883052553,1.814808519,2.415072818,1.916435641,2.421616342,2.332954975,2.525734552,2.366824019,2.409410906
103,2.38042267,2.208192845,2.013318297,2.304560701,2.628580507,1.995279736,2.820535989,2.799052264,2.039673007,1.768550119,1.912601359,1.808678598,2.447881648,1.926359232,2.411811716,2.366223124,2.544390004,2.405252645,2.45005935
104,2.373860012,2.206994947,1.995482508,2.285272479,2.652870345,1.993055771,2.850050406,2.782126901,2.05501459,1.773109022,1.886829478,1.870885931,2.426033301,1.929088596,2.416106778,2.373873101,2.569625728,2.396473277,2.447314419
105,2.39898693,2.223540333,2.044209863,2.274118467,2.69165721,1.970248163,2.8444671,2.761071936,2.052666856,1.798722641,1.85255181,1.894221838,2.430238669,1.9302696,2.434586899,2.361736518,2.524113734,2.426207931,2.467105257
106,2.388873509,2.267729395,2.02083721,2.305625276,2.730736339,1.984763212,2.872347383,2.78969067,2.088374801,1.831157406,1.828157378,1.932179374,2.433055797,1.938684881,2.435425551,2.415101274,2.515653704,2.382952154,2.474369576
107,2.430915173,2.282898117,2.056691981,2.318991194,2.760117437,2.025529782,2.862643766,2.780120354,2.117920016,1.857994161,1.802980385,1.940025895,2.490784234,1.917633045,2.431661519,2.409615378,2.543892011,2.415718844,2.514242684
108,2.445407478,2.25930952,2.057472946,2.349200307,2.785520512,2.080187038,2.828755042,2.787619474,2.112259541,1.891228446,1.850730046,1.991565771,2.499392927,1.951108924,2.458552491,2.425453082,2.530423577,2.416947704,2.50165156
109,2.417566268,2.278794941,2.071395382,2.346480031,2.797017673,2.129773202,2.825726321,2.803552983,2.051900589,1.861627553,1.836736714,1.996000202,2.510283496,1.95252061,2.443475547,2.453282884,2.559872984,2.446451659,2.501817313
110,2.458124166,2.301617621,2.073215678,2.361045773,2.775531549,2.189602503,2.828844056,2.826065505,2.146484469,1.853930553,1.82902683,1.988136234,2.509443448,1.996980269,2.45980636,2.473671968,2.558984036,2.434802292,2.492122543
111,2.446654147,2.306877026,2.071888359,2.384302012,2.810742713,2.230607125,2.817849398,2.844674086,2.135760555,1.827428013,1.884453317,2.010071703,2.527763564,2.00263889,2.459155713,2.470498485,2.583909829,2.452509452,2.469055431
112,2.530313501,2.26622552,2.045629792,2.329303628,2.807357758,2.272510465,2.786551714,2.815782919,2.157075316,1.843443113,1.864882785,1.9782551,2.533831026,2.036420256,2.465936097,2.501921697,2.616462462,2.474323399,2.503447604
113,2.532613372,2.325318008,2.084860901,2.353041281,2.840961514,2.282934084,2.780450438,2.83944538,2.20093248,1.830112981,1.888841282,1.962453364,2.550305157,2.050049653,2.435944005,2.488392262,2.627194362,2.462978725,2.489109973
114,2.522227661,2.31925382,2.08455352,2.36187031,2.790651714,2.311375844,2.796641079,2.869454671,2.180851196,1.807953696,1.890459007,2.015582691,2.611801187,2.012127061,2.465891499,2.50920376,2.623033732,2.470909563,2.496062204
115,2.56975697,2.306457395,2.094898267,2.379465722,2.813214614,2.354168981,2.814131218,2.865940334,2.197111061,1.7697865,1.916941712,2.075746095,2.689816511,2.054996149,2.471094143,2.487543293,2.63040778,2.444590144,2.51059897
116,2.574242333,2.321083638,2.094426953,2.379336337,2.800042712,2.321189959,2.802598073,2.929977289,2.186895398,1.827041202,1.929278606,2.001368035,2.684263356,2.057699022,2.494469853,2.503144982,2.630858086,2.460374006,2.524470641
117,2.566075334,2.294397969,2.096012179,2.411756653,2.820584103,2.283042665,2.783729057,2.926082102,2.190777037,1.80926462,1.885726536,2.03620508,2.738169516,2.066724682,2.50253373,2.509535544,2.645051737,2.491505284,2.51763067
118,2.546729724,2.273315721,2.108829958,2.401156266,2.814600122,2.271054139,2.772131752,2.967489975,2.080933592,1.787105129,1.913484409,2.091084526,2.716255955,2.052184084,2.514518813,2.511717353,2.653175084,2.475647268,2.541924506
119,2.626899622,2.228441914,2.095636143,2.433281675,2.855531697,2.248913634,2.737842546,2.971842264,2.116105562,1.749065708,1.87022353,2.050566763,2.72261634,2.102381465,2.514641555,2.502781048,2.64336691,2.461610059,2.534919667
