time,Fx,Tx,Fy
711,-9.26607,-0.0709585,-1.76255
712,-9.82304,-0.0487841,-1.31154
713,-10.4886,-0.0256994,-0.841884
714,-11.2683,-0.0012978,-0.345417
715,-12.1593,0.0246194,0.18181
716,-13.151,0.0520637,0.739926
717,-14.2262,0.0808663,1.32539
718,-15.3623,0.110667,1.93077
719,-16.5358,0.140963,2.54574
720,-17.7249,0.171211,3.15917
721,-18.911,0.200896,3.76057
722,-20.0778,0.229531,4.34006
723,-21.2093,0.256546,4.88615
724,-22.288,0.281146,5.38288
725,-23.2969,0.302422,5.81202
726,-24.2253,0.31972,6.1606
727,-25.0735,0.332895,6.42579
728,-25.8497,0.342224,6.61338
729,-26.5656,0.348192,6.73322
730,-27.2325,0.35134,6.79633
731,-27.8601,0.352256,6.81458
732,-28.4544,0.351533,6.79998
733,-29.0168,0.349649,6.76208
734,-29.5451,0.346861,6.70612
735,-30.0364,0.343236,6.63339
736,-30.4887,0.338695,6.54229
737,-30.9029,0.33303,6.42861
738,-31.2824,0.325905,6.28549
739,-31.6322,0.316884,6.1041
740,-31.9589,0.305515,5.87526
741,-32.2706,0.291432,5.59146
742,-32.5757,0.274402,5.24787
743,-32.881,0.254328,4.8424
744,-33.1904,0.231286,4.37641
745,-33.5051,0.205548,3.85526
746,-33.824,0.177496,3.28661
747,-34.145,0.147485,2.67756
748,-34.4649,0.115756,2.03295
749,-34.7804,0.0823774,1.35425
750,-35.0884,0.0472082,0.638722
751,-35.387,0.00993438,-0.119775
752,-35.6758,-0.0297966,-0.928033
753,-35.9565,-0.0722603,-1.79114
754,-36.2316,-0.117619,-2.71176
755,-36.5023,-0.165921,-3.69009
756,-36.7682,-0.217069,-4.7233
757,-37.0261,-0.270741,-5.80397
758,-37.2704,-0.326373,-6.91982
759,-37.4936,-0.383204,-8.05475
760,-37.6871,-0.440246,-9.18836
761,-37.8432,-0.496324,-10.2967
762,-37.9568,-0.550401,-11.359
763,-38.0248,-0.60202,-12.3657
764,-38.0441,-0.651434,-13.3219
765,-38.0118,-0.699267,-14.2399
766,-37.9271,-0.74593,-15.1281
767,-37.7923,-0.791332,-15.9854
768,-37.6123,-0.835024,-16.8041
769,-37.3926,-0.876446,-17.5745
770,-37.1369,-0.915149,-18.2888
771,-36.844,-0.951003,-18.9453
772,-36.5059,-0.984363,-19.5508
773,-36.1076,-1.0161,-20.1215
774,-35.6312,-1.04738,-20.6788
775,-35.0612,-1.07918,-21.2405
776,-34.3914,-1.11181,-21.8124
777,-33.626,-1.14485,-22.3874
778,-32.7789,-1.17755,-22.9525
779,-31.8701,-1.20916,-23.4954
780,-30.923,-1.23898,-24.0041
781,-29.9616,-1.26625,-24.4667
782,-29.0063,-1.29017,-24.8702
783,-28.0711,-1.30996,-25.2023
784,-27.1624,-1.325,-25.4536
785,-26.2803,-1.33491,-25.6184
786,-25.4211,-1.33975,-25.6985
787,-24.5807,-1.34025,-25.7063
788,-23.7558,-1.33772,-25.6638
789,-22.9444,-1.33356,-25.5944
790,-22.1447,-1.32893,-25.5174
791,-21.3544,-1.32468,-25.4468
792,-20.5732,-1.32117,-25.3886
793,-19.8071,-1.3181,-25.3377
794,-19.068,-1.3146,-25.2795
795,-18.3677,-1.30971,-25.198
796,-17.7106,-1.30275,-25.0816
797,-17.0925,-1.29338,-24.9245
798,-16.5042,-1.28159,-24.7266
799,-15.9351,-1.26774,-24.4933
800,-15.3769,-1.25245,-24.2353
801,-14.8252,-1.23663,-23.968
802,-14.28,-1.22122,-23.7067
803,-13.7452,-1.20663,-23.4588
804,-13.2265,-1.19257,-23.2187
805,-12.7279,-1.17811,-22.9702
806,-12.2497,-1.16216,-22.6943
807,-11.7904,-1.14392,-22.3769
808,-11.3502,-1.12297,-22.0104
809,-10.9315,-1.09926,-21.5934
810,-10.5359,-1.07305,-21.1299
811,-10.1626,-1.04483,-20.6281
812,-9.81071,-1.01511,-20.0966
813,-9.48047,-0.984383,-19.5436
814,-9.17019,-0.953134,-18.9779
815,-8.87544,-0.921835,-18.4077
816,-8.5919,-0.890839,-17.8395
817,-8.31882,-0.860327,-17.2763
818,-8.05996,-0.830227,-16.7169
819,-7.82286,-0.800161,-16.1542
820,-7.61742,-0.769492,-15.5762
821,-7.45311,-0.737581,-14.9709
822,-7.334,-0.704184,-14.3339
823,-7.25413,-0.669724,-13.6734
824,-7.19853,-0.635174,-13.0082
825,-7.15158,-0.601547,-12.358
826,-7.10573,-0.569385,-11.7333
827,-7.06209,-0.538701,-11.1346
828,-7.02545,-0.509282,-10.558
829,-7.00047,-0.480922,-9.9999
830,-6.98988,-0.453471,-9.45763
831,-6.9944,-0.426827,-8.92951
832,-7.01355,-0.400937,-8.41477
833,-7.04695,-0.375731,-7.91225
834,-7.0953,-0.351055,-7.41907
835,-7.16018,-0.326729,-6.93175
836,-7.24295,-0.302651,-6.44845
837,-7.34446,-0.278814,-5.96911
838,-7.46513,-0.255266,-5.49483
839,-7.60465,-0.232113,-5.02782
840,-7.76199,-0.209487,-4.57083
841,-7.93639,-0.187526,-4.12676
842,-8.12786,-0.166381,-3.69871
843,-8.33659,-0.146147,-3.28871
844,-8.56324,-0.126729,-2.89487
845,-8.8111,-0.10779,-2.5104
846,-9.08757,-0.088835,-2.12532
847,-9.40347,-0.0693408,-1.72902
848,-9.77236,-0.0488137,-1.31154
849,-10.2108,-0.0267934,-0.863567
850,-10.7368,-0.002888,-0.377221
851,-11.3663,0.0231551,0.152526
852,-12.1082,0.0514453,0.727751
853,-12.9624,0.0820209,1.34906
854,-13.9206,0.114832,2.01523
855,-14.9683,0.149599,2.72041
856,-16.0863,0.185714,3.45208
857,-17.2519,0.222246,4.19126
858,-18.4399,0.258023,4.91419
859,-19.6234,0.291731,5.59438
860,-20.7752,0.321979,6.20394
861,-21.8687,0.347417,6.71592
862,-22.8834,0.36706,7.11079
863,-23.8104,0.380623,7.38312
864,-24.6507,0.38853,7.54166
865,-25.4081,0.391633,7.60371
866,-26.0853,0.390892,7.58864
867,-26.6835,0.387171,7.51385
868,-27.2054,0.381232,7.39467
869,-27.6576,0.373862,7.24687
870,-28.0506,0.365896,7.08718
871,-28.3965,0.358102,6.93096
872,-28.7072,0.351072,6.79007
873,-28.9937,0.345143,6.67125
874,-29.2659,0.340328,6.57477
875,-29.5318,0.336333,6.49474
876,-29.7978,0.33264,6.42075
877,-30.0688,0.328573,6.33917
878,-30.3486,0.323381,6.23492
879,-30.6397,0.316375,6.0941
880,-30.9423,0.307009,5.9056
881,-31.2537,0.294864,5.66089
882,-31.5688,0.279629,5.35359
883,-31.8824,0.261137,4.98013
884,-32.1901,0.239356,4.53971
885,-32.489,0.214283,4.03209
886,-32.7778,0.185859,3.45593
887,-33.057,0.154042,2.81029
888,-33.3274,0.118931,2.09717
889,-33.5898,0.0807958,1.32209
890,-33.8434,0.0399796,0.492199
891,-34.0872,-0.00321075,-0.386022
892,-34.3204,-0.0485264,-1.30716
893,-34.5418,-0.0957226,-2.26583
894,-34.7499,-0.144457,-3.25458
895,-34.9421,-0.194211,-4.26235
896,-35.1161,-0.244386,-5.27643
897,-35.2707,-0.294525,-6.28691
898,-35.4071,-0.344449,-7.28943
899,-35.5279,-0.394282,-8.28563
900,-35.6349,-0.444435,-9.28269
901,-35.7271,-0.495504,-10.2913
902,-35.7992,-0.548118,-11.3225
903,-35.8409,-0.602788,-12.3851
904,-35.8384,-0.659811,-13.4832
905,-35.7755,-0.719229,-14.6161
906,-35.6369,-0.780789,-15.7777
907,-35.4103,-0.843858,-16.9549
908,-35.0897,-0.907415,-18.1279
909,-34.675,-0.97024,-19.274
910,-34.1693,-1.0312,-20.3726
911,-33.5769,-1.08936,-21.4078
912,-32.9019,-1.14394,-22.3671
913,-32.1473,-1.19434,-23.2419
914,-31.3157,-1.24022,-24.0284
915,-30.4111,-1.28143,-24.7265
916,-29.4387,-1.3179,-25.3374
917,-28.4049,-1.34944,-25.8608
918,-27.317,-1.37573,-26.2932
919,-26.184,-1.3963,-26.6291
920,-25.0195,-1.41059,-26.8607
921,-23.8399,-1.41804,-26.9803
922,-22.6605,-1.41853,-26.9867
923,-21.4899,-1.41281,-26.8923
924,-20.3306,-1.40246,-26.7231
925,-19.1858,-1.38938,-26.5096
926,-18.0665,-1.37498,-26.2742
927,-16.9901,-1.35989,-26.0269
928,-15.9793,-1.34403,-25.766
929,-15.0593,-1.32695,-25.4834
930,-14.2513,-1.30819,-25.1713
931,-13.5656,-1.28762,-24.8272
932,-12.9967,-1.2655,-24.4554
933,-12.5241,-1.24249,-24.0668
934,-12.1171,-1.21934,-23.6736
935,-11.7463,-1.19638,-23.2813
936,-11.3909,-1.17338,-22.8859
937,-11.0402,-1.14987,-22.4787
938,-10.6919,-1.12554,-22.0546
939,-10.3473,-1.10043,-21.6143
940,-10.0089,-1.07485,-21.1629
941,-9.67941,-1.04906,-20.7051
942,-9.36275,-1.02315,-20.2425
943,-9.06208,-0.997123,-19.7749
944,-8.77732,-0.97098,-19.3027
945,-8.50357,-0.944924,-18.8297
946,-8.23203,-0.919407,-18.3644
947,-7.95294,-0.89501,-17.9176
948,-7.65966,-0.872159,-17.4973
949,-7.35204,-0.85086,-17.1038
950,-7.03703,-0.830561,-16.7267
951,-6.7265,-0.810166,-16.3455
952,-6.43383,-0.788264,-15.9335
953,-6.17146,-0.763567,-15.4662
954,-5.94892,-0.735304,-14.9286
955,-5.77006,-0.70335,-14.3178
956,-5.6317,-0.668119,-13.6412
957,-5.52648,-0.630374,-12.9128
958,-5.44663,-0.590997,-12.1493
959,-5.38475,-0.550813,-11.3664
960,-5.332,-0.510614,-10.5794
961,-5.2777,-0.471212,-9.80453
962,-5.21441,-0.433196,-9.05346
963,-5.14425,-0.396635,-8.3279
964,-5.07773,-0.361244,-7.6226
965,-5.02686,-0.326735,-6.93224
966,-4.99997,-0.292961,-6.25438
967,-5.00069,-0.259955,-5.59011
968,-5.02962,-0.227878,-4.94303
969,-5.08609,-0.196928,-4.31751
970,-5.16856,-0.167331,-3.7184
971,-5.27482,-0.139333,-3.15091
972,-5.40272,-0.113086,-2.61833
973,-5.55191,-0.0885423,-2.11986
974,-5.72535,-0.065453,-1.65058
975,-5.92972,-0.0434156,-1.20245
976,-6.17499,-0.0219061,-0.764901
977,-6.47402,-0.000329625,-0.325932
978,-6.8426,0.0218618,0.125519
979,-7.29859,0.0450393,0.596923
980,-7.85868,0.0693679,1.09156
981,-8.53417,0.0948179,1.60875
982,-9.3277,0.121133,2.14323
983,-10.2302,0.147814,2.68479
984,-11.2198,0.174117,3.21834
985,-12.2639,0.199111,3.72499
986,-13.325,0.221871,4.18601
987,-14.3676,0.241762,4.58861
988,-15.3664,0.258641,4.92993
989,-16.3107,0.272843,5.21681
990,-17.2027,0.284985,5.46178
991,-18.0518,0.295765,5.67902
992,-18.8699,0.305822,5.88144
993,-19.6668,0.315611,6.07829
994,-20.448,0.325344,6.27384
995,-21.2143,0.335032,6.46836
996,-21.9647,0.344628,6.66089
997,-22.6987,0.354144,6.85167
998,-23.4167,0.363602,7.04118
999,-24.118,0.37284,7.22621
1000,-24.799,0.381425,7.39807
1001,-25.4532,0.388796,7.54557
1002,-26.0744,0.394476,7.65923
1003,-26.6585,0.398162,7.73298
1004,-27.2036,0.399677,7.76329
1005,-27.709,0.398905,7.74789
1006,-28.1759,0.395794,7.68571
1007,-28.6075,0.390412,7.57811
1008,-29.0104,0.383002,7.42993
1009,-29.3951,0.37395,7.24883
1010,-29.7748,0.363673,7.0431
1011,-30.1638,0.352443,6.81811
1012,-30.5751,0.340253,6.57365
1013,-31.0178,0.326822,6.30395
1014,-31.4945,0.311693,5.99969
1015,-32.0002,0.294381,5.65101
1016,-32.5243,0.274499,5.24996
1017,-33.0527,0.251769,4.79077
1018,-33.5694,0.22597,4.26883
1019,-34.0581,0.196929,3.6805
1020,-34.5044,0.164577,3.02431
1021,-34.8988,0.12903,2.30255
1022,-35.2386,0.09064,1.52244
1023,-35.5272,0.0499953,0.696025
1024,-35.7714,0.00784427,-0.161287
1025,-35.9779,-0.0350909,-1.03453
1026,-36.1525,-0.078339,-1.91374
1027,-36.2996,-0.121734,-2.79511
1028,-36.4236,-0.165339,-3.67933
1029,-36.5282,-0.209378,-4.57032
1030,-36.6152,-0.254224,-5.47493
1031,-36.6832,-0.30038,-6.40249
1032,-36.7294,-0.348306,-7.36151
1033,-36.7522,-0.398148,-8.3542
1034,-36.7527,-0.449567,-9.37319
1035,-36.7346,-0.501783,-10.4025
1036,-36.7029,-0.553749,-11.4212
1037,-36.6628,-0.604338,-12.4071
1038,-36.6186,-0.652528,-13.3404
1039,-36.5727,-0.697607,-14.2078
1040,-36.5248,-0.739336,-15.005
1041,-36.4716,-0.777926,-15.7369
1042,-36.409,-0.813863,-16.4133
1043,-36.3329,-0.847683,-17.0451
1044,-36.2382,-0.879801,-17.6407
1045,-36.1181,-0.910523,-18.2064
1046,-35.9628,-0.940186,-18.7487
1047,-35.76,-0.969258,-19.2763
1048,-35.4954,-0.998383,-19.8009
1049,-35.1545,-1.0282,-20.3341
1050,-34.726,-1.05899,-20.8807
1051,-34.2034,-1.09056,-21.4374
1052,-33.5847,-1.12254,-21.9973
1053,-32.8726,-1.15446,-22.5527
1054,-32.0784,-1.18564,-23.0916
1055,-31.2207,-1.21511,-23.5979
1056,-30.3214,-1.24188,-24.055
1057,-29.399,-1.26531,-24.453
1058,-28.4654,-1.28518,-24.7885
1059,-27.5259,-1.3014,-25.0609
1060,-26.581,-1.31379,-25.268
1061,-25.6283,-1.32219,-25.4077
1062,-24.6626,-1.32677,-25.4833
1063,-23.6746,-1.32822,-25.5066
1064,-22.6538,-1.32751,-25.4942
1065,-21.5963,-1.32531,-25.4571
1066,-20.5094,-1.32177,-25.3978
1067,-19.4059,-1.31704,-25.3191
1068,-18.3003,-1.31165,-25.2295
1069,-17.2087,-1.30626,-25.1398
1070,-16.1487,-1.30111,-25.0542
1071,-15.1402,-1.2958,-24.9659
1072,-14.2054,-1.28963,-24.8628
1073,-13.3645,-1.28212,-24.7372
1074,-12.6286,-1.27324,-24.5883
1075,-11.9947,-1.26312,-24.418
1076,-11.4458,-1.25169,-24.2251
1077,-10.9563,-1.23858,-24.003
1078,-10.4993,-1.22341,-23.7446
1079,-10.0512,-1.20607,-23.4482
1080,-9.59478,-1.18678,-23.1169
1081,-9.1223,-1.1658,-22.7548
1082,-8.63908,-1.14331,-22.3644
1083,-8.16654,-1.11927,-21.9447
1084,-7.73781,-1.09344,-21.4908
1085,-7.37681,-1.06566,-20.9995
1086,-7.0816,-1.03622,-20.4755
1087,-6.83458,-1.00553,-19.9258
1088,-6.62071,-0.973816,-19.3535
1089,-6.43169,-0.941112,-18.7591
1090,-6.26232,-0.907486,-18.1434
1091,-6.10741,-0.873022,-17.5078
1092,-5.96084,-0.83783,-16.8543
1093,-5.81585,-0.802216,-16.1888
1094,-5.66588,-0.766765,-15.5223
1095,-5.5062,-0.732187,-14.8686
1096,-5.33536,-0.699028,-14.2383
1097,-5.15544,-0.667441,-13.6344
1098,-4.97114,-0.637157,-13.0521
1099,-4.78882,-0.607609,-12.4807
1100,-4.61656,-0.57805,-11.9058
1101,-4.46462,-0.547644,-11.3113
1102,-4.34453,-0.515684,-10.6835
1103,-4.26624,-0.481815,-10.0154
1104,-4.23428,-0.446107,-9.30833
1105,-4.24448,-0.409089,-8.57299
1106,-4.28552,-0.371735,-7.82873
1107,-4.34657,-0.335115,-7.09702
1108,-4.42318,-0.299988,-6.39321
1109,-4.51473,-0.266756,-5.72564
1110,-4.61969,-0.235688,-5.10004
1111,-4.73543,-0.207086,-4.52292
1112,-4.86082,-0.181226,-4.00016
1113,-4.99646,-0.158124,-3.53244
1114,-5.14238,-0.137457,-3.11343
1115,-5.29721,-0.118687,-2.73246
1116,-5.4591,-0.101269,-2.37863
1117,-5.62576,-0.0847656,-2.0432
1118,-5.79555,-0.0688675,-1.71996
1119,-5.97054,-0.0533676,-1.40473
1120,-6.15755,-0.0381098,-1.09438
1121,-6.36602,-0.0229374,-0.785743
1122,-6.60543,-0.007716,-0.476082
1123,-6.88394,0.00761752,-0.164123
1124,-7.2081,0.0230779,0.150426
1125,-7.58197,0.0387012,0.468285
1126,-8.00625,0.0545847,0.791411
1127,-8.47957,0.0709058,1.12338
1128,-9.00099,0.0879402,1.46975
1129,-9.57147,0.106039,1.8376
1130,-10.1938,0.125536,2.23361
1131,-10.8721,0.146609,2.66133
1132,-11.6109,0.169189,3.11922
1133,-12.4138,0.193001,3.60164
1134,-13.2816,0.217741,4.10226
1135,-14.2122,0.243194,4.61662
1136,-15.1987,0.26913,5.14005
1137,-16.2279,0.295079,5.66301
1138,-17.2817,0.320238,6.16939
1139,-18.3407,0.343658,6.64015
1140,-19.3849,0.364499,7.05854
1141,-20.3927,0.38209,7.41125
1142,-21.3427,0.395951,7.68885
1143,-22.2208,0.406004,7.88996
1144,-23.0252,0.41268,8.02334
1145,-23.7606,0.416683,8.10316
1146,-24.4303,0.41864,8.14208
1147,-25.0347,0.418928,8.14763
1148,-25.5732,0.417695,8.12286
1149,-26.0455,0.41502,8.06933
1150,-26.4525,0.411052,7.99002
1151,-26.7971,0.406093,7.89096
1152,-27.086,0.400615,7.78156
1153,-27.3299,0.395184,7.67311
1154,-27.5428,0.390311,7.57581
1155,-27.7393,0.38628,7.49535
1156,-27.9342,0.383051,7.43093
1157,-28.1408,0.380256,7.37519
1158,-28.3709,0.377317,7.31656
1159,-28.6339,0.373629,7.24293
1160,-28.9364,0.368672,7.14384
1161,-29.282,0.36199,7.01009
1162,-29.6697,0.353116,6.83224
1163,-30.0936,0.341552,6.60013
1164,-30.5435,0.326845,6.3045
1165,-31.0077,0.308652,5.93822
1166,-31.474,0.286706,5.49566
1167,-31.9303,0.260785,4.97211
1168,-32.3656,0.230768,4.36492
1169,-32.7726,0.196739,3.67559
1170,-33.1486,0.159045,2.91108
1171,-33.4954,0.118209,2.08197
1172,-33.8169,0.0747854,1.19965
1173,-34.1181,0.029404,0.277104
1174,-34.4045,-0.0172251,-0.670886
1175,-34.6796,-0.0645762,-1.63322
1176,-34.9442,-0.112475,-2.60586
1177,-35.1975,-0.160877,-3.58738
1178,-35.4387,-0.209583,-4.57319
1179,-35.6666,-0.258255,-5.55582
1180,-35.8779,-0.306675,-6.53019
1181,-36.0662,-0.354889,-7.49653
1182,-36.2235,-0.403117,-8.45846
1183,-36.3421,-0.451629,-9.4206
1184,-36.4141,-0.500767,-10.3889
1185,-36.433,-0.550933,-11.3705
1186,-36.3951,-0.602399,-12.3702
1187,-36.3015,-0.655055,-13.3855
1188,-36.1585,-0.708274,-14.4041
1189,-35.9774,-0.760907,-15.4042
1190,-35.7725,-0.811551,-16.3594
1191,-35.557,-0.859039,-17.2483
1192,-35.3398,-0.902701,-18.0591
1193,-35.1236,-0.942337,-18.7888
1194,-34.9025,-0.978286,-19.4441
1195,-34.6586,-1.01166,-20.046
1196,-34.3637,-1.04425,-20.6268
1197,-33.9852,-1.07783,-21.2186
1198,-33.4922,-1.11345,-21.8406
1199,-32.8602,-1.15118,-22.494
1200,-32.0739,-1.19015,-23.164
1201,-31.1298,-1.22897,-23.827
1202,-30.0377,-1.26599,-24.4555
1203,-28.821,-1.29949,-25.0207
1204,-27.5135,-1.32787,-25.497
1205,-26.1543,-1.34985,-25.8643
1206,-24.7819,-1.36469,-26.1112
1207,-23.428,-1.37224,-26.2361
1208,-22.1136,-1.37295,-26.2474
1209,-20.851,-1.36756,-26.1574
1210,-19.6508,-1.35662,-25.9751
1211,-18.5246,-1.34059,-25.7082
1212,-17.4821,-1.32043,-25.3723
1213,-16.525,-1.29779,-24.9943
1214,-15.6467,-1.27446,-24.6037
1215,-14.8391,-1.25168,-24.2206
1216,-14.1004,-1.22989,-23.8521
1217,-13.4371,-1.20883,-23.4937
1218,-12.856,-1.18794,-23.1358
1219,-12.3541,-1.16681,-22.7715
1220,-11.9177,-1.14546,-22.4012
1221,-11.5293,-1.12422,-22.0312
1222,-11.1744,-1.10354,-21.6691
1223,-10.8433,-1.08378,-21.3217
1224,-10.5298,-1.06522,-20.994
1225,-10.23,-1.04796,-20.6883
1226,-9.9401,-1.03187,-20.4017
1227,-9.65689,-1.01653,-20.1277
1228,-9.37854,-1.00146,-19.8572
1229,-9.10568,-0.986072,-19.5796
1230,-8.84076,-0.969708,-19.2832
1231,-8.58662,-0.951722,-18.956
1232,-8.34518,-0.931675,-18.5898
1233,-8.11686,-0.909545,-18.184
1234,-7.90132,-0.885669,-17.7444
1235,-7.69937,-0.86043,-17.2776
1236,-7.51295,-0.834055,-16.7874
1237,-7.34292,-0.806603,-16.2744
1238,-7.18752,-0.77798,-15.7364
1239,-7.04326,-0.747918,-15.1679
1240,-6.90635,-0.716065,-14.5618
1241,-6.77363,-0.682154,-13.9127
1242,-6.6428,-0.646162,-13.22
1243,-6.51144,-0.608407,-12.4895
1244,-6.37524,-0.569549,-11.734
1245,-6.22832,-0.530429,-10.9698
1246,-6.06577,-0.491817,-10.212
1247,-5.88586,-0.454205,-9.47036
1248,-5.69226,-0.417638,-8.74602
1249,-5.49555,-0.38169,-8.03075
1250,-5.31049,-0.345755,-7.31278
1251,-5.15019,-0.309417,-6.58417
1252,-5.02253,-0.272647,-5.84472
1253,-4.93085,-0.235798,-5.10185
1254,-4.87679,-0.19948,-4.36821
1255,-4.86219,-0.164367,-3.6577
1256,-4.88902,-0.13102,-2.98193
1257,-4.95857,-0.0998085,-2.34868
1258,-5.07005,-0.0709319,-1.76222
1259,-5.21941,-0.0444698,-1.22437
1260,-5.39995,-0.020411,-0.735105
1261,-5.60391,0.00135965,-0.292205
1262,-5.82318,0.0210565,0.108583
1263,-6.04936,0.0389678,0.473055
1264,-6.27526,0.055432,0.808057
1265,-6.49668,0.0707653,1.12001
1266,-6.71238,0.0851586,1.41279
1267,-6.92411,0.0986764,1.68773
1268,-7.13889,0.111418,1.94685
1269,-7.37075,0.123696,2.1965
1270,-7.63886,0.136068,2.44801
1271,-7.9639,0.14924,2.71567
1272,-8.36559,0.163876,3.0129
1273,-8.86208,0.18048,3.34978
1274,-9.4697,0.199427,3.7337
1275,-10.202,0.221034,4.17091
1276,-11.0669,0.245542,4.66588
1277,-12.064,0.273054,5.22038
1278,-13.1852,0.303559,5.83375
1279,-14.4156,0.336899,6.50247
1280,-15.7334,0.372621,7.21713
1281,-17.1099,0.409822,7.95949
1282,-18.509,0.447071,8.70101
1283,-19.8898,0.482474,9.40414
1284,-21.2125,0.514044,10.0298
1285,-22.4483,0.540182,10.5466
1286,-23.5817,0.559881,10.9354
1287,-24.6076,0.572763,11.1892
1288,-25.5275,0.57911,11.3139
1289,-26.3462,0.579698,11.3251
1290,-27.0696,0.575494,11.2421
1291,-27.7046,0.567535,11.0854
1292,-28.2611,0.557063,10.8794
1293,-28.7527,0.545498,10.652
1294,-29.1945,0.534117,10.4282
1295,-29.6003,0.523759,10.2246
1296,-29.9803,0.514798,10.0483
1297,-30.3398,0.50719,9.89865
1298,-30.6802,0.500491,9.76676
1299,-30.9997,0.4939,9.63681
1300,-31.2955,0.486431,9.48927
1301,-31.5662,0.477145,9.30546
1302,-31.8126,0.465288,9.07031
1303,-32.0373,0.45035,8.7735
1304,-32.244,0.432096,8.41013
1305,-32.4376,0.410559,7.98055
1306,-32.624,0.385931,7.48824
1307,-32.8083,0.358362,6.93581
1308,-32.9939,0.327794,6.32174
1309,-33.1806,0.29396,5.64031
1310,-33.3648,0.25653,4.88465
1311,-33.5411,0.215342,4.05134
1312,-33.7049,0.170595,3.14447
1313,-33.8549,0.122959,2.17771
1314,-33.9941,0.0734273,1.17149
1315,-34.1278,0.022847,0.143416
1316,-34.2604,-0.0284822,-0.899907
1317,-34.3941,-0.0807102,-1.96091
1318,-34.531,-0.133984,-3.04189
1319,-34.6749,-0.188071,-4.13739
1320,-34.8299,-0.242333,-5.23373
1321,-34.9977,-0.296073,-6.31602
1322,-35.173,-0.348956,-7.37658
1323,-35.3435,-0.401143,-8.4178
1324,-35.4927,-0.453121,-9.44855
1325,-35.6037,-0.505432,-10.4789
1326,-35.6632,-0.558444,-11.5155
1327,-35.6626,-0.612153,-12.5581
1328,-35.5995,-0.66613,-13.5981
1329,-35.4779,-0.719515,-14.6191
1330,-35.3081,-0.771046,-15.5975
1331,-35.1024,-0.819377,-16.5082
1332,-34.869,-0.863662,-17.336
1333,-34.6075,-0.903848,-18.0807
1334,-34.3095,-0.940577,-18.7549
1335,-33.9617,-0.974829,-19.3777
1336,-33.5526,-1.00744,-19.9654
1337,-33.074,-1.03882,-20.5261
1338,-32.5194,-1.06893,-21.0604
1339,-31.8818,-1.09757,-21.5652
1340,-31.1549,-1.12448,-22.0365
1341,-30.3361,-1.14951,-22.4724
1342,-29.4279,-1.17268,-22.8736
1343,-28.4383,-1.19402,-23.2409
1344,-27.3799,-1.21336,-23.5724
1345,-26.2684,-1.23038,-23.8629
1346,-25.1214,-1.24462,-24.105
1347,-23.9584,-1.25554,-24.2902
1348,-22.7985,-1.26261,-24.4098
1349,-21.6576,-1.26554,-24.459
1350,-20.5475,-1.26452,-24.4414
1351,-19.4757,-1.26023,-24.3686
1352,-18.4465,-1.25359,-24.2562
1353,-17.4605,-1.24568,-24.1223
1354,-16.5172,-1.23752,-23.9841
1355,-15.6199,-1.22971,-23.852
1356,-14.7778,-1.22218,-23.7241
1357,-14.0044,-1.21418,-23.5881
1358,-13.3116,-1.20478,-23.4273
1359,-12.7044,-1.19321,-23.2288
1360,-12.1783,-1.17911,-22.9856
1361,-11.7187,-1.16237,-22.6958
1362,-11.3074,-1.14306,-22.3599
1363,-10.9298,-1.12134,-21.9805
1364,-10.5766,-1.09757,-21.5634
1365,-10.2392,-1.07228,-21.1173
1366,-9.90956,-1.04602,-20.6516
1367,-9.58242,-1.01914,-20.1719
1368,-9.25826,-0.991583,-19.6769
1369,-8.94126,-0.963032,-19.1604
1370,-8.6336,-0.933146,-18.6158
1371,-8.33208,-0.901747,-18.0396
1372,-8.02962,-0.868816,-17.4312
1373,-7.71829,-0.83448,-16.7928
1374,-7.39093,-0.799063,-16.1302
1375,-7.04268,-0.763103,-15.4535
1376,-6.67395,-0.727204,-14.7738
1377,-6.29228,-0.691755,-14.0985
1378,-5.91018,-0.656734,-13.4271
1379,-5.54043,-0.621736,-12.7518
1380,-5.19312,-0.586184,-12.0616
1381,-4.87576,-0.54961,-11.3474
1382,-4.59348,-0.511852,-10.6063
1383,-4.34685,-0.473147,-9.84312
1384,-4.13055,-0.434052,-9.06917
1385,-3.93543,-0.395327,-8.29976
1386,-3.75227,-0.357874,-7.5532
1387,-3.5752,-0.322602,-6.84802
1388,-3.40377,-0.29011,-6.1966
1389,-3.2426,-0.260478,-5.60095
1390,-3.09912,-0.233406,-5.05541
1391,-2.9812,-0.208405,-4.55051
1392,-2.89506,-0.184871,-4.07435
1393,-2.84362,-0.162212,-3.61522
1394,-2.82583,-0.140016,-3.16497
1395,-2.83703,-0.118099,-2.72002
1396,-2.86976,-0.0964357,-2.27996
1397,-2.91641,-0.0750858,-1.84608
1398,-2.97238,-0.0541938,-1.42137
1399,-3.03672,-0.0339814,-1.01036
1400,-3.1107,-0.0146839,-0.617885
1401,-3.19685,0.00352594,-0.247474
1402,-3.29885,0.0205777,0.0994084
1403,-3.42193,0.0365177,0.42368
1404,-3.57326,0.0515617,0.729704
1405,-3.76153,0.0661469,1.02635
1406,-3.99613,0.0808455,1.32521
1407,-4.28703,0.0961546,1.63638
1408,-4.64378,0.112337,1.96518
1409,-5.07244,0.129434,2.31238
1410,-5.57284,0.147382,2.67667
1411,-6.13813,0.166069,3.05577
1412,-6.75487,0.185281,3.44529
